"cell_type_formatted","marker","neg_log10_p"
"differentiatum basal cell","CXCL1",23.9140794222027
"differentiatum basal cell","KRT6A",23.6975729973617
"differentiatum basal cell","GPX2",23.6933246433645
"differentiatum basal cell","ATP5G2",23.6644552609796
"differentiatum basal cell","NPM1",23.4490951366788
"differentiatum basal cell","VAV3",23.429632584298
"differentiatum basal cell","RPL27A",23.1620896816987
"differentiatum basal cell","CLEC2B",23.0317429747709
"differentiatum basal cell","RPL34",22.9344324802644
"differentiatum basal cell","LOC728554",22.8376392906601
"differentiatum basal cell","UQCRC1",22.7001737220511
"differentiatum basal cell","HNRNPA1",22.6923662257176
"differentiatum basal cell","NDRG2",22.5904340866505
"differentiatum basal cell","QARS",22.5309838360264
"differentiatum basal cell","KLF3",22.385883259932
"differentiatum basal cell","CCNO",22.3710223441868
"differentiatum basal cell","STEAP1",22.3570284152244
"differentiatum basal cell","MARCKSL1",22.304778154924
"differentiatum basal cell","RAC1",22.223797708152
"differentiatum basal cell","NUDT8",22.1743030692145
"differentiatum basal cell","RPS28",22.1627061399391
"differentiatum basal cell","SYNGR1",22.1454830606452
"differentiatum basal cell","FAM3B",22.0135500252597
"differentiatum basal cell","SFN",21.9688010490665
"differentiatum basal cell","NAPRT",21.9256381041695
"differentiatum basal cell","LDHB",21.8475817992716
"differentiatum basal cell","BAG1",21.6704192431401
"differentiatum basal cell","RPS24",21.5222040423492
"differentiatum basal cell","GPR87",21.4489334370815
"differentiatum basal cell","PITX1",21.3422431414848
"differentiatum basal cell","FBLN1",21.3129181742244
"differentiatum basal cell","CYP2J2",21.3111390319461
"differentiatum basal cell","PPAP2C",21.1745817815876
"differentiatum basal cell","KLF4",21.082671110166
"differentiatum basal cell","PFN1",20.9583677743604
"differentiatum basal cell","HN1",20.8570005294206
"differentiatum basal cell","S100A11",20.7373227616451
"differentiatum basal cell","SPINT2",20.5902233670212
"differentiatum basal cell","LYPD6B",20.4565236997174
"differentiatum basal cell","SDC1",20.4436327975792
"differentiatum basal cell","RPL24",20.4183463639598
"differentiatum basal cell","SNRPD2",20.3912283583603
"differentiatum basal cell","SORL1",20.3733661779382
"differentiatum basal cell","ST6GALNAC1",20.3453983227805
"differentiatum basal cell","HSPA1A",20.3424462222137
"differentiatum basal cell","CYBA",20.2800778916824
"differentiatum basal cell","SERF2",20.2633041656692
"differentiatum basal cell","DHRS9",20.1981591285145
"differentiatum basal cell","OCIAD2",20.1673068925793
"differentiatum basal cell","RPL35A",20.1022494008537
"differentiatum basal cell","GAS5",20.0622723223129
"differentiatum basal cell","TIMP1",20.0601432526977
"differentiatum basal cell","LGALS7B",19.9569338321255
"differentiatum basal cell","EIF3D",19.9494871718447
"differentiatum basal cell","PPP1CA",19.7494042117748
"differentiatum basal cell","CRACR2B",19.7164428387298
"differentiatum basal cell","SOX2",19.5457716777871
"differentiatum basal cell","A4GALT",19.5448013651457
"differentiatum basal cell","HINT1",19.544542160049
"differentiatum basal cell","CYC1",19.5412895997106
"differentiatum basal cell","PRDX2",19.4015479969106
"differentiatum basal cell","BRK1",19.3167837797945
"differentiatum basal cell","SLC25A5",19.2571715796799
"differentiatum basal cell","CHCHD10",19.2406019936003
"differentiatum basal cell","SLITRK6",19.1793675828048
"differentiatum basal cell","PLAUR",19.144614994078
"differentiatum basal cell","FMO2",19.0519123429079
"differentiatum basal cell","ARPC3",18.9987326463241
"differentiatum basal cell","AP2M1",18.8564552760231
"differentiatum basal cell","ETHE1",18.8529401363558
"differentiatum basal cell","CD82",18.8443955212199
"differentiatum basal cell","EPHX3",18.7945975276094
"differentiatum basal cell","RAB25",18.7724381425716
"differentiatum basal cell","DPYSL3",18.756740233588
"differentiatum basal cell","RPL36",18.6861697720162
"differentiatum basal cell","NSG1",18.6622619494685
"differentiatum basal cell","RPS13",18.6350125086926
"differentiatum basal cell","IDH1",18.6293107815473
"differentiatum basal cell","TNFRSF21",18.5315318488468
"differentiatum basal cell","ALOX15",18.4788382089028
"differentiatum basal cell","APRT",18.3846573849563
"differentiatum basal cell","HMGB3",18.3646209558333
"differentiatum basal cell","GADD45A",18.2944812271736
"differentiatum basal cell","DAPL1",18.273635896624
"differentiatum basal cell","LYPLA1",18.1765775419528
"differentiatum basal cell","C9orf152",18.0924937823149
"differentiatum basal cell","ATP5F1",17.7718125690272
"differentiatum basal cell","BTG1",17.4301695033602
"differentiatum basal cell","C1QBP",17.4051823682552
"differentiatum basal cell","SORD",17.336111865109
"differentiatum basal cell","ADORA2B",17.2772908776716
"differentiatum basal cell","SLC1A5",17.1705836963817
"differentiatum basal cell","NDUFV1",17.1334422215193
"differentiatum basal cell","PMAIP1",17.0709663109864
"differentiatum basal cell","HSPA1B",17.0495282333658
"differentiatum basal cell","H19",16.9490416814635
"differentiatum basal cell","GLUL",16.9372904664419
"differentiatum basal cell","GDI2",16.9218246354144
"differentiatum basal cell","HES4",16.9022588787764
"differentiatum basal cell","GALNT6",16.8022230170731
"differentiatum basal cell","CD9",16.6838994829765
"differentiatum basal cell","SH3BGRL3",16.6262884022039
"differentiatum basal cell","EHF",16.6209634701709
"differentiatum basal cell","GJB2",16.6156424867498
"differentiatum basal cell","PLEKHA5",16.6094646108655
"differentiatum basal cell","ALDH1A1",16.6064574545193
"differentiatum basal cell","CLDN1",16.6058504985856
"differentiatum basal cell","ATP5C1",16.6021054121246
"differentiatum basal cell","COX5A",16.1637544881028
"differentiatum basal cell","WFDC2",16.1399060846361
"differentiatum basal cell","SLC35E3",16.0811833304309
"differentiatum basal cell","RAB13",16.0638997501719
"differentiatum basal cell","IFI16",16.027369680072
"differentiatum basal cell","HIGD2A",16.0056094330904
"differentiatum basal cell","CLCA4",15.9896155898111
"differentiatum basal cell","COX5B",15.7890444922979
"differentiatum basal cell","LAYN",15.6626501929679
"differentiatum basal cell","GLTP",15.5622183198118
"differentiatum basal cell","ATP1B3",15.5388475196369
"differentiatum basal cell","KRT10",15.4684717533246
"differentiatum basal cell","PHLDA3",15.3280846874587
"differentiatum basal cell","MARCKS",15.3236672045181
"differentiatum basal cell","APEX1",15.274169005937
"differentiatum basal cell","FRS2",15.2667049117023
"differentiatum basal cell","AES",15.240970538659
"differentiatum basal cell","IGBP1",15.2335559110099
"differentiatum basal cell","UQCRC2",15.1937359023353
"differentiatum basal cell","UQCC2",15.1327535470976
"differentiatum basal cell","TCF4",15.046186481623
"differentiatum basal cell","RPS10",15.0388955947713
"differentiatum basal cell","TMEM134",14.988514708623
"differentiatum basal cell","CNBP",14.9737235856033
"differentiatum basal cell","STAP2",14.9222354412396
"differentiatum basal cell","YWHAZ",14.8173540168289
"differentiatum basal cell","CMTM7",14.7955378989962
"differentiatum basal cell","PPP1R15A",14.7941897521589
"differentiatum basal cell","CLNS1A",14.6767445901137
"differentiatum basal cell","PROM2",14.6425658047063
"differentiatum basal cell","RPS21",14.6190521338092
"differentiatum basal cell","FXYD3",14.610385372112
"differentiatum basal cell","GSTZ1",14.5170495892611
"differentiatum basal cell","TRAF4",14.4586374258114
"differentiatum basal cell","SERPINF1",14.4069686619944
"differentiatum basal cell","PVRL4",14.4028774574506
"differentiatum basal cell","VILL",14.3791373752282
"differentiatum basal cell","SERBP1",14.2651934864119
"differentiatum basal cell","SLC27A2",14.2279412545689
"differentiatum basal cell","LINC01420",14.1641712313998
"differentiatum basal cell","PYCARD",14.1189056576484
"differentiatum basal cell","RIPK4",14.0329350666715
"differentiatum basal cell","SNHG5",13.9807227694189
"differentiatum basal cell","AP2S1",13.9559807176994
"differentiatum basal cell","DECR1",13.9377312380006
"differentiatum basal cell","ECH1",13.9176468135367
"differentiatum basal cell","NDUFS5",13.8990158138687
"differentiatum basal cell","MGST1",13.8983715258914
"differentiatum basal cell","SLC25A3",13.8541936124458
"differentiatum basal cell","COX6B1",13.8153059528106
"differentiatum basal cell","PGLS",13.8143108692166
"differentiatum basal cell","PVRL1",13.8135186267002
"differentiatum basal cell","COX6C",13.81308455338
"differentiatum basal cell","CXCL8",13.7848699963248
"differentiatum basal cell","MDH2",13.6453537626646
"differentiatum basal cell","LIMA1",13.6091812596218
"differentiatum basal cell","IGFBP4",13.5948880181395
"differentiatum basal cell","HNRNPA3",13.5546031809248
"differentiatum basal cell","CTSB",13.5172022825218
"differentiatum basal cell","KLK11",13.4561797830982
"differentiatum basal cell","UAP1",13.4337977118498
"differentiatum basal cell","GSN",13.4179846076171
"differentiatum basal cell","ECE1",13.3688192334804
"differentiatum basal cell","IL1RN",13.2849448850204
"differentiatum basal cell","CCNI",13.1513176101451
"differentiatum basal cell","RAB10",13.1263473510582
"differentiatum basal cell","DANCR",13.0547422954447
"differentiatum basal cell","ELF3",13.0477963654252
"differentiatum basal cell","EIF3I",12.9854318054821
"differentiatum basal cell","PAFAH1B3",12.8527609366806
"differentiatum basal cell","IMPDH2",12.7358444849577
"differentiatum basal cell","MLF2",12.637864031193
"differentiatum basal cell","FKBP1A",12.5061092408486
"differentiatum basal cell","EPAS1",12.3782734164742
"differentiatum basal cell","TNFAIP8",12.3481806599029
"differentiatum basal cell","COX8A",12.3068224043828
"differentiatum basal cell","PLAU",12.1802738599213
"differentiatum basal cell","SPINT1",12.1656664580855
"differentiatum basal cell","TMED3",12.1562832879367
"differentiatum basal cell","PSMC5",12.152961764607
"differentiatum basal cell","HADHB",12.1472524048392
"differentiatum basal cell","NET1",12.1006291743202
"differentiatum basal cell","ANXA1",12.0668026164154
"differentiatum basal cell","ARPC2",12.0092914292227
"differentiatum basal cell","C3orf14",11.9389293046916
"differentiatum basal cell","SLC25A39",11.8560935340779
"differentiatum basal cell","PHB",11.7148984911331
"differentiatum basal cell","CAMK1D",11.6542577719164
"differentiatum basal cell","NFIA",11.6520817153079
"differentiatum basal cell","TNFAIP3",11.6453682975822
"differentiatum basal cell","RBM3",11.6437968291724
"differentiatum basal cell","DNAJC4",11.410197212032
"differentiatum basal cell","ZFYVE21",11.3981105638079
"differentiatum basal cell","PHLDA1",11.3833669750312
"differentiatum basal cell","TOMM40",11.3663400007952
"differentiatum basal cell","TIMM13",11.3595870161516
"differentiatum basal cell","PDHB",11.3190036713766
"differentiatum basal cell","ZFP36L1",11.2602396025654
"differentiatum basal cell","LAD1",11.192030055663
"differentiatum basal cell","OAS1",11.1051422322534
"differentiatum basal cell","F3",11.0647877348143
"differentiatum basal cell","GRN",11.0194988522803
"differentiatum basal cell","MAGED2",10.9628229267664
"differentiatum basal cell","PDCD4",10.8735039382417
"differentiatum basal cell","MFF",10.8597454447071
"differentiatum basal cell","WASF2",10.8385923862954
"differentiatum basal cell","NME1",10.8313903928054
"differentiatum basal cell","C12orf57",10.8227938852782
"differentiatum basal cell","RAB34",10.7968032751585
"differentiatum basal cell","NCOA4",10.7427425766634
"differentiatum basal cell","MDH1",10.6368933251058
"differentiatum basal cell","SNCG",10.6103419873372
"differentiatum basal cell","S100A14",10.5988420540442
"differentiatum basal cell","KIAA1324",10.5713213190829
"differentiatum basal cell","CLIC1",10.5466593490457
"differentiatum basal cell","TSPAN1",10.4076550135409
"differentiatum basal cell","TMEM205",10.3916985370381
"differentiatum basal cell","CHMP4B",10.3677486310985
"differentiatum basal cell","HPGD",10.3316215621932
"differentiatum basal cell","SDHB",10.3236800036764
"differentiatum basal cell","TOMM22",10.2598441907842
"differentiatum basal cell","CCND1",10.1388499087714
"differentiatum basal cell","UBE2E3",10.1030346714898
"differentiatum basal cell","PDIA6",10.0609032644795
"differentiatum basal cell","RNASET2",10.0383948323979
"differentiatum basal cell","ITM2C",10.0274695012983
"differentiatum basal cell","CYP2F1",10.0130060756237
"differentiatum basal cell","MRPL37",9.91811306363559
"differentiatum basal cell","SNRPB",9.90991931172903
"differentiatum basal cell","SQSTM1",9.84449107284449
"differentiatum basal cell","UQCRFS1",9.82875118555271
"differentiatum basal cell","IP6K2",9.79250514031485
"differentiatum basal cell","FAM162A",9.78994656361637
"differentiatum basal cell","COX6A1",9.74744084467756
"differentiatum basal cell","DGUOK",9.74511819274685
"differentiatum basal cell","MZT2A",9.69375132278001
"differentiatum basal cell","NDUFA8",9.68797975150187
"differentiatum basal cell","ST14",9.67800357419025
"differentiatum basal cell","AP1S1",9.66220775082387
"differentiatum basal cell","CSTB",9.65933838148876
"differentiatum basal cell","BHLHE40",9.65415375650941
"differentiatum basal cell","KRT23",9.63178731022167
"differentiatum basal cell","HEBP2",9.60752456212238
"differentiatum basal cell","ALKBH7",9.6064645843621
"differentiatum basal cell","MRPS12",9.56096632715969
"differentiatum basal cell","ZNF706",9.55021196820547
"differentiatum basal cell","NHP2",9.45179819338748
"differentiatum basal cell","EIF3M",9.44157235914602
"differentiatum basal cell","RPS19BP1",9.33779997309648
"differentiatum basal cell","ECHS1",9.33273845965308
"differentiatum basal cell","NDUFS4",9.27185237847122
"differentiatum basal cell","YWHAB",9.23204120621211
"differentiatum basal cell","MRPL18",9.21659454253941
"differentiatum basal cell","TMED2",9.12903971373585
"differentiatum basal cell","FIBP",9.10559873089679
"differentiatum basal cell","H2AFZ",8.98911421138121
"differentiatum basal cell","LSM7",8.93433969313565
"differentiatum basal cell","ASS1",8.8468503549675
"differentiatum basal cell","PPA2",8.72593729689793
"differentiatum basal cell","PTRHD1",8.7119050135688
"differentiatum basal cell","GALNT1",8.66047151599344
"differentiatum basal cell","SNX3",8.6348336438422
"differentiatum basal cell","CMPK1",8.60526742722788
"differentiatum basal cell","ANAPC11",8.58041142001903
"differentiatum basal cell","PGAM1",8.54625618373441
"differentiatum basal cell","BEX4",8.5206387604691
"differentiatum basal cell","EI24",8.43465287821182
"differentiatum basal cell","TUFM",8.41377765170655
"differentiatum basal cell","ARHGDIB",8.20044009487742
"differentiatum basal cell","ADAM15",8.19866065520576
"differentiatum basal cell","PLEKHS1",8.16823230763703
"differentiatum basal cell","HSPD1",7.85666541156431
"differentiatum basal cell","ARPC1A",7.61308285639896
"differentiatum basal cell","H1F0",7.6109692927788
"differentiatum basal cell","GRAMD3",7.59700126270215
"differentiatum basal cell","FAM3C",7.46145887355484
"differentiatum basal cell","BID",7.40428336156111
"differentiatum basal cell","DNAJB1",7.38671217306457
"differentiatum basal cell","RAB5C",6.82928889123239
"differentiatum basal cell","VDAC1",6.74937542805668
"differentiatum basal cell","PSCA",6.42253376682521
"differentiatum basal cell","NUCB2",6.27549919989461
"differentiatum basal cell","INSR",5.21078550027602
"differentiatum basal cell","CDKN1A",4.25940636265471
"differentiatum basal cell","FABP4",2.23901205445773
"differentiatum basal cell","FTL",2.15996959893495
"proliferatum basal cell","H2AFZ",90.8151217141862
"proliferatum basal cell","HMGB2",88.81278325828
"proliferatum basal cell","TUBA1B",88.780880387115
"proliferatum basal cell","STMN1",86.8231861657809
"proliferatum basal cell","PBK",77.4602319665887
"proliferatum basal cell","BIRC5",71.1004344396534
"proliferatum basal cell","MKI67",70.3879179007778
"proliferatum basal cell","TUBB",70.0673616421143
"proliferatum basal cell","UBE2C",68.1913377066211
"proliferatum basal cell","TOP2A",63.3919186212007
"proliferatum basal cell","TK1",63.05657082057
"proliferatum basal cell","KIAA0101",62.2644203811411
"proliferatum basal cell","ASPM",61.4056514068467
"proliferatum basal cell","NUSAP1",60.2427320609191
"proliferatum basal cell","AURKB",59.0626621126888
"proliferatum basal cell","CDKN3",56.4024167357562
"proliferatum basal cell","NUF2",54.9877179670332
"proliferatum basal cell","PTTG1",54.3006821746238
"proliferatum basal cell","HMMR",53.7783438372996
"proliferatum basal cell","ASF1B",53.7575154023939
"proliferatum basal cell","GTSE1",53.6958769804575
"proliferatum basal cell","CENPF",53.1398213623084
"proliferatum basal cell","ZWINT",52.3236014960989
"proliferatum basal cell","KIFC1",52.0527342466133
"proliferatum basal cell","SGOL1",52.017353749323
"proliferatum basal cell","CCNA2",51.7834653783817
"proliferatum basal cell","PRC1",51.7775435551153
"proliferatum basal cell","TPX2",51.7500238794001
"proliferatum basal cell","DEPDC1",51.6392354695296
"proliferatum basal cell","FOXM1",50.555807575609
"proliferatum basal cell","RAD51AP1",49.6294339766141
"proliferatum basal cell","CDCA5",49.5442391454261
"proliferatum basal cell","TYMS",46.987419142351
"proliferatum basal cell","ANLN",46.9728784911784
"proliferatum basal cell","CCNB2",46.240511676086
"proliferatum basal cell","HIST1H1B",45.8078677347389
"proliferatum basal cell","CENPA",45.6034271752373
"proliferatum basal cell","CDC20",45.4670953314791
"proliferatum basal cell","CKS1B",45.2064812897201
"proliferatum basal cell","TACC3",44.6998543919227
"proliferatum basal cell","KIF20A",44.4662711663183
"proliferatum basal cell","CENPU",44.1698414251695
"proliferatum basal cell","HMGB1",43.9390452377507
"proliferatum basal cell","SPC25",43.911455581093
"proliferatum basal cell","CEP55",43.8577614815924
"proliferatum basal cell","RRM2",43.5401924931921
"proliferatum basal cell","CKAP2L",43.5207527420942
"proliferatum basal cell","NDC80",43.4045060961282
"proliferatum basal cell","MAD2L1",43.2331552351587
"proliferatum basal cell","ESCO2",43.2234698289584
"proliferatum basal cell","MND1",42.8355290832886
"proliferatum basal cell","NCAPH",42.5487591446413
"proliferatum basal cell","UBE2T",42.1564150182661
"proliferatum basal cell","HJURP",41.8751744789387
"proliferatum basal cell","CENPW",41.6679430010236
"proliferatum basal cell","KIF23",41.5648587336547
"proliferatum basal cell","HIST1H4C",41.476118238733
"proliferatum basal cell","CDK1",41.1574107510829
"proliferatum basal cell","HIST1H1A",40.2881142678281
"proliferatum basal cell","TROAP",39.3593734798024
"proliferatum basal cell","GAPDH",39.0828049506521
"proliferatum basal cell","CCNB1",38.9927343858034
"proliferatum basal cell","FAM64A",38.631080960008
"proliferatum basal cell","MELK",38.2110924268507
"proliferatum basal cell","KIF2C",38.2021839607681
"proliferatum basal cell","CENPK",38.1341455572251
"proliferatum basal cell","KRT5",37.7568883551438
"proliferatum basal cell","PKMYT1",37.1833236425742
"proliferatum basal cell","FEN1",37.177602317884
"proliferatum basal cell","CENPH",36.5842572261474
"proliferatum basal cell","PTMA",36.5457871071303
"proliferatum basal cell","DLGAP5",36.2112842663741
"proliferatum basal cell","CDCA3",36.0228259933916
"proliferatum basal cell","ARHGAP11A",35.1809825354943
"proliferatum basal cell","CENPN",34.9619717792653
"proliferatum basal cell","HMGN2",34.8538989040838
"proliferatum basal cell","SMC2",34.6147460354075
"proliferatum basal cell","NRM",34.5741661500367
"proliferatum basal cell","CENPE",34.5373086484275
"proliferatum basal cell","NUDT1",34.5178704685432
"proliferatum basal cell","PLK1",34.2284256183976
"proliferatum basal cell","CDT1",33.9717354474677
"proliferatum basal cell","PCNA",33.6447393672321
"proliferatum basal cell","NMU",33.6424714749996
"proliferatum basal cell","TTK",33.41493345555
"proliferatum basal cell","CDC45",33.4041019814123
"proliferatum basal cell","AURKA",32.9698239931624
"proliferatum basal cell","MCM7",32.48221168508
"proliferatum basal cell","DIAPH3",32.0810301112218
"proliferatum basal cell","CKAP2",31.7541460310932
"proliferatum basal cell","KRT15",31.5728844041023
"proliferatum basal cell","SGOL2",31.5488284744745
"proliferatum basal cell","NCAPG",31.3963514643056
"proliferatum basal cell","RAD51",31.2565129575458
"proliferatum basal cell","RMI2",30.9175019593223
"proliferatum basal cell","KIF20B",30.8927556594652
"proliferatum basal cell","RPL39L",30.7692582999198
"proliferatum basal cell","DUT",30.7396107578586
"proliferatum basal cell","GINS2",30.5083959249994
"proliferatum basal cell","BRCA2",30.1770361774774
"proliferatum basal cell","RACGAP1",29.7748552735624
"proliferatum basal cell","TCF19",29.693867578906
"proliferatum basal cell","H2AFX",29.684247372024
"proliferatum basal cell","CASC5",29.6442081476723
"proliferatum basal cell","NEK2",29.524939048532
"proliferatum basal cell","SLC25A5",29.4959325513486
"proliferatum basal cell","FANCI",29.4263396472067
"proliferatum basal cell","DTYMK",29.2782638224231
"proliferatum basal cell","PHF19",29.2480338825355
"proliferatum basal cell","BUB1",29.0067715414917
"proliferatum basal cell","ORC6",29.0060872026311
"proliferatum basal cell","RNASEH2A",28.6744038324122
"proliferatum basal cell","KIF11",28.5383074763827
"proliferatum basal cell","ANP32B",28.4807758016482
"proliferatum basal cell","CDCA2",28.3648602065225
"proliferatum basal cell","HMGA1",28.2350839506984
"proliferatum basal cell","CHEK2",28.22945450712
"proliferatum basal cell","GMNN",27.5765447378752
"proliferatum basal cell","POC1A",27.4377877609715
"proliferatum basal cell","CLSPN",27.3137503579279
"proliferatum basal cell","CHEK1",27.2484069208751
"proliferatum basal cell","DEK",27.2205215916061
"proliferatum basal cell","ATAD5",27.1095902894336
"proliferatum basal cell","PHGDH",27.0760818056945
"proliferatum basal cell","CSTA",26.7993806279779
"proliferatum basal cell","EZH2",26.770153508325
"proliferatum basal cell","BUB1B",26.6749070965502
"proliferatum basal cell","RANBP1",26.6093716554094
"proliferatum basal cell","GGH",26.5099167632941
"proliferatum basal cell","MXD3",26.4419949201935
"proliferatum basal cell","HIST1H1D",26.1464476348842
"proliferatum basal cell","REEP4",25.994568769505
"proliferatum basal cell","CDCA4",25.9755517986034
"proliferatum basal cell","H2AFV",25.8877637999989
"proliferatum basal cell","CHTF18",25.8627419474824
"proliferatum basal cell","FAM83D",25.8528931731205
"proliferatum basal cell","CDC6",25.7414392646204
"proliferatum basal cell","YBX1",25.698085267167
"proliferatum basal cell","KPNA2",25.5971764508671
"proliferatum basal cell","FAM111B",25.5901322830433
"proliferatum basal cell","RFC4",25.4911949261579
"proliferatum basal cell","RPSA",25.4296526476644
"proliferatum basal cell","NCAPD2",25.4039494817968
"proliferatum basal cell","KIF4A",25.3322980665803
"proliferatum basal cell","TYMSOS",25.2267267854045
"proliferatum basal cell","SERPINB5",25.2031503337154
"proliferatum basal cell","NUCKS1",25.1180606418767
"proliferatum basal cell","LMNB1",25.0014973350034
"proliferatum basal cell","CENPM",24.9947627804608
"proliferatum basal cell","SAE1",24.929402471102
"proliferatum basal cell","PKM",24.5909368789751
"proliferatum basal cell","PLP2",24.5328793926199
"proliferatum basal cell","TMPO",24.3515603397507
"proliferatum basal cell","CLN6",24.2171132945521
"proliferatum basal cell","CKS2",24.212762003208
"proliferatum basal cell","UHRF1",24.0883639251338
"proliferatum basal cell","TMEM106C",24.0551486364116
"proliferatum basal cell","LGALS7B",23.9988174028985
"proliferatum basal cell","DAPL1",23.8324103719158
"proliferatum basal cell","MTFR2",23.792920030149
"proliferatum basal cell","IMPDH2",23.7573150516704
"proliferatum basal cell","DSC3",23.6577034873619
"proliferatum basal cell","SNCA",23.6074636089455
"proliferatum basal cell","NSG1",23.5959997886145
"proliferatum basal cell","RRM1",23.5885596241526
"proliferatum basal cell","ATP5B",23.4696384139158
"proliferatum basal cell","NCAPG2",23.4471934654059
"proliferatum basal cell","DNAJC9",23.4027401725331
"proliferatum basal cell","PITX1",23.1472487467898
"proliferatum basal cell","NPM1",23.0910582875484
"proliferatum basal cell","RPS2",23.0101073902981
"proliferatum basal cell","FANCD2",22.9656887033007
"proliferatum basal cell","FBLN1",22.9353612491521
"proliferatum basal cell","S100A2",22.8813097615334
"proliferatum basal cell","MCM5",22.7757051415296
"proliferatum basal cell","SOX15",22.7374417531468
"proliferatum basal cell","SMC4",22.582801261337
"proliferatum basal cell","UQCRH",22.5753336129768
"proliferatum basal cell","ATP1B3",22.5712089577307
"proliferatum basal cell","CLCA2",22.5670544018687
"proliferatum basal cell","CDKN2C",22.5378102572246
"proliferatum basal cell","IGFBP6",22.4193976391189
"proliferatum basal cell","TPM2",22.3711620692417
"proliferatum basal cell","SERPINB13",22.2024523242967
"proliferatum basal cell","UBE2S",21.8720914618686
"proliferatum basal cell","E2F8",21.7921161252311
"proliferatum basal cell","PRIM1",21.7160589334164
"proliferatum basal cell","PAFAH1B3",21.5984633036676
"proliferatum basal cell","RFC5",21.5556965971899
"proliferatum basal cell","AHCY",21.524677060042
"proliferatum basal cell","SAC3D1",21.4337944828106
"proliferatum basal cell","MCM3",21.3784265740911
"proliferatum basal cell","CSE1L",21.2712446891677
"proliferatum basal cell","C19orf48",21.0725736828282
"proliferatum basal cell","GPX2",21.0355182784962
"proliferatum basal cell","ZNF703",20.9920760692084
"proliferatum basal cell","GJB3",20.9918478153397
"proliferatum basal cell","RAN",20.9010830892898
"proliferatum basal cell","ATAD2",20.8918618845636
"proliferatum basal cell","EEF1B2",20.6802228871283
"proliferatum basal cell","TRIP13",20.6131366131231
"proliferatum basal cell","NUP37",20.5566427813154
"proliferatum basal cell","MZT2B",20.4418393917354
"proliferatum basal cell","MCM6",20.24196506966
"proliferatum basal cell","MTHFD1",20.2400634742562
"proliferatum basal cell","GPSM2",20.0926187057594
"proliferatum basal cell","PPP1CA",19.9506788764882
"proliferatum basal cell","DHFR",19.9289706684764
"proliferatum basal cell","IKBIP",19.860771855384
"proliferatum basal cell","HNRNPA1",19.8237496827481
"proliferatum basal cell","EEF1G",19.8141016953606
"proliferatum basal cell","MIR205HG",19.7246221829725
"proliferatum basal cell","CALD1",19.6445549291421
"proliferatum basal cell","PKP1",19.5416813951834
"proliferatum basal cell","PIK3R1",19.5389796062552
"proliferatum basal cell","CDCA7L",19.5225869760577
"proliferatum basal cell","GSTM4",19.4371617442944
"proliferatum basal cell","SNAI2",19.3806919588454
"proliferatum basal cell","HMGN5",19.3431684425657
"proliferatum basal cell","ADH7",19.3409553975702
"proliferatum basal cell","RPS5",19.3317903107939
"proliferatum basal cell","POSTN",19.2793776055972
"proliferatum basal cell","KRT6A",19.2761630323124
"proliferatum basal cell","SLC25A6",19.2650773042721
"proliferatum basal cell","CYC1",19.2524054563271
"proliferatum basal cell","TMEM237",19.2188595139658
"proliferatum basal cell","YEATS4",19.1440677258021
"proliferatum basal cell","MIS18BP1",19.069000554717
"proliferatum basal cell","DDX39A",18.9327098689309
"proliferatum basal cell","KRT17",18.890637596835
"proliferatum basal cell","RPLP0",18.8458307896393
"proliferatum basal cell","CDKN2D",18.7605174637936
"proliferatum basal cell","TUBG1",18.6941374218475
"proliferatum basal cell","LOC728554",18.6710848242467
"proliferatum basal cell","LSM4",18.6631682649906
"proliferatum basal cell","VRK1",18.5083685487553
"proliferatum basal cell","DLK2",18.4904717190782
"proliferatum basal cell","C16orf74",18.4650433878872
"proliferatum basal cell","FAM107A",18.4620191161595
"proliferatum basal cell","ANP32E",18.4493181720216
"proliferatum basal cell","APITD1",18.4431938635101
"proliferatum basal cell","DDB2",18.3765731353587
"proliferatum basal cell","HELLS",18.3582912674938
"proliferatum basal cell","ATP5G3",18.3559475777658
"proliferatum basal cell","ARL6IP1",18.2706065267481
"proliferatum basal cell","PTN",18.2654485037919
"proliferatum basal cell","NPM3",18.2103527750253
"proliferatum basal cell","HAUS1",18.1871716394418
"proliferatum basal cell","UQCRC1",18.1354975401661
"proliferatum basal cell","TPI1",18.1339472733749
"proliferatum basal cell","RCC1",18.1328942802287
"proliferatum basal cell","ITGB3BP",18.0741267602394
"proliferatum basal cell","PPP1R13L",18.0367427068474
"proliferatum basal cell","PPIH",17.9882135681711
"proliferatum basal cell","CALML3",17.9816531056328
"proliferatum basal cell","RASSF1",17.9677697583771
"proliferatum basal cell","ACOT7",17.9379274907959
"proliferatum basal cell","ISLR",17.8721998776986
"proliferatum basal cell","CYP2S1",17.8615916962836
"proliferatum basal cell","RFC2",17.7809978135539
"proliferatum basal cell","AP2S1",17.7392123522136
"proliferatum basal cell","TRIM7",17.7161991040888
"proliferatum basal cell","SKA2",17.5911922544244
"proliferatum basal cell","COQ2",17.5309727995526
"proliferatum basal cell","RHNO1",17.5231735324831
"proliferatum basal cell","KNSTRN",17.4818624506121
"proliferatum basal cell","BCL7C",17.413920367738
"proliferatum basal cell","SERPINB3",17.3923773623104
"proliferatum basal cell","GSS",17.3559700098211
"proliferatum basal cell","BCL11A",17.3557854398548
"proliferatum basal cell","CD320",17.2214508698163
"proliferatum basal cell","LMNB2",17.1890103065071
