,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,simuround,tissue,noise,marker,manual_annotation,manual_CLname,manual_CLID,gpt-4o-2024-08-06_annotation,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_annotation,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_annotation,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_CLID,gpt-4-0613_Clname,gpt-4-turbo-2024-04-09_Clname,gpt-4o-2024-08-06_Clname,gpt-4o-mini-2024-07-18_Clname,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified_new,gpt-4o-mini-2024-07-18_aggrement_modified_new,gpt-4-0613_aggrement_modified_new,gpt-4-turbo-2024-04-09_aggrement_modified_new
150,150,150,150,150,150,1,Lung,0.5,"PTPRB,GENE45,GENE63,GENE36,GENE93,PRSS23,TGM2,VWF,LIFR,SELP,PLA1A,CPE,GENE6,SRPX,SLCO2A1",Vein,,,Endothelial cells,CL:0000115,Endothelial cells,CL:0000115,Platelet,25. Endothelial cells,CL:0000233,CL:0000115,platelet,endothelial cell,endothelial cell,endothelial cell,-1,4,4,4,-1,-1,-1,-1
151,151,151,151,151,151,1,Lung,0.5,"CHN1,CALD1,COL4A2,GENE19,NID1,COL4A1,LAMB1,GENE29,COX4I2,GENE6,TACC1,GENE16,PDGFRB,GENE55,LAMC3",Pericyte,pericyte,CL:0000669,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,Pericyte,26. Fibroblasts,CL:0000669,CL:0000057,pericyte,fibroblast,fibroblast,fibroblast,0,10,10,10,0.6000,0.6000,1.0000,0.6000
152,152,152,152,152,152,1,Lung,0.5,"GENE82,CALD1,TPM2,PLN,GENE59,DSTN,GENE32,GENE17,CSRP1,GENE84,ACTA2,CNN1,DES,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,Smooth muscle cells,CL:0000192,Smooth muscle cells,CL:0000192,Smooth muscle cells,Smooth muscle cells,CL:0000192,CL:0000192,smooth muscle cell,smooth muscle cell,smooth muscle cell,smooth muscle cell,0,0,0,0,1.0000,1.0000,1.0000,1.0000
153,153,153,153,153,153,1,Lung,0.5,"PTPRB,GENE13,DKK2,HEY1,GENE9,GENE89,GJA5,FBLN5,SEMA3G,EFNB2,BMX,EPAS1,GENE16,ARGLU1,GENE73",Artery,,,Endothelial cells,CL:0000115,Epithelial cells,CL:0000066,Endothelial cells,Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,epithelial cell,4,4,4,5,-1,-1,-1,-1
154,154,154,154,154,154,1,Lung,0.5,"GENE73,HPGD,CYP3A5,CLDN5,GENE15,GENE98,GENE63,APP,GENE87,STXBP6,TBX2,EMCN,SOSTDC1,ESAM,EDNRB",Capillary Aerocyte,,,Epithelium / Endothelial cells,CL:0000115,Alveolar type II cells,CL:0002063,Endothelial cells,Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,pulmonary alveolar type 2 cell,4,4,4,-1,0.4286,0.2222,0.4286,0.4286
155,155,155,155,155,155,1,Lung,0.5,"GENE45,GENE22,GENE26,IPO7,SH3BP5,GENE27,RALA,GALNT18,GENE86,SRSF11,PECAM1,ACVRL1,EPAS1,VAT1,WWTR1",Capillary Intermediate,,,Epithelial cells,CL:0000066,Immune cells,CL:0000738,Endothelial cells,Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,epithelial cell,leukocyte,-1,-1,12,3,0.3333,0.5000,0.3333,0.3333
156,156,156,156,156,156,1,Lung,0.5,"GENE26,C7,GENE57,FGF7,C3,WT1,MEDAG,STEAP1,OSR1,CCDC71L,GENE12,CPXM1,HAS1,GENE81,GENE73",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,Mesothelial cells,CL:0000077,Macrophages,CL:0000235,Kidney cells,Podocytes,CL:1000497,CL:0000653,kidney cell,podocyte,mesothelial cell,macrophage,-1,-1,7,-1,0.2500,0.2500,0.3333,0.2857
157,157,157,157,157,157,1,Lung,0.5,"ALDH1A3,PRG4,GENE54,GALNT9,C3,DSC3,ITLN1,MGARP,WT1,DMKN,GENE37,GENE56,GENE33,SLPI,GENE4",Mesothelial,mesothelial cell,CL:0000077,Mesothelial cells,CL:0000077,B cells,CL:0000236,Skin cells,Mesothelial cells,CL:0002308,CL:0000077,epithelial cell of skin gland,mesothelial cell,mesothelial cell,b cell,-1,0,0,-1,1.0000,0.2000,0.3750,1.0000
158,158,158,158,158,158,1,Lung,0.5,"CMTM5,GENE94,TUBB1,GENE35,GRAP2,ITGA2B,GENE44,GENE32,CABP5,PF4,GENE74,ACRBP,GP6,TMEM40,GP9",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",Megakaryocytes,CL:0000556,T cells,CL:0000084,Platelets,Platelets,CL:0000233,CL:0000233,platelet,platelet,megakaryocyte,t cell,-1,-1,-1,-1,-1,-1,-1,-1
159,159,159,159,159,159,1,Lung,0.5,"CD2,GNLY,GENE79,CTSW,S100A6,GENE80,GENE17,CCL5,CEBPB,CXCR4,CD7,LGALS1,GENE97,GENE31,ZFP36L2",Natural Killer T,,,Natural killer cells,CL:0000623,Ciliated cells,CL:0000064,T lymphocytes,T lymphocytes,CL:0000084,CL:0000084,T cell,T cell,natural killer cell,ciliated cell,-1,-1,0,-1,1.0000,0.2222,0.5556,0.5556
