,Unnamed: 0,dataset,tissue,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-0613_annotation,gpt-4-turbo-2024-04-09_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation,gpt-4-0613_CLname,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_CLname,gpt-4-turbo-2024-04-09_CLID,gpt-4o-2024-08-06_CLname,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_CLname,gpt-4o-mini-2024-07-18_CLID
55,55,GOSH,neuroblastoma tissue,"RP11-265P11.1 ""CTD-2215E18.1"" ""LINC01013""     ""RP11-524N5.1""  ""IGHD""          ""RP11-553K8.2""  ""RP5-887A10.1""  ""RP3-416J7.4""   ""BEST3""         ""RP11-693J15.5""",B cell,B cell,CL:0000236,B cell,Neuroblast cells,Fibroblasts,Tumor-associated macrophages,neuroblastoma cell,forebrain neuroblast,CL:1000042,fibroblast,CL:0000057,border associated macrophage,CL:4042003,cell,CL:0000000
56,56,GOSH,neuroblastoma tissue,"LINC00211     ""RP11-552D4.1""  ""OLIG1""         ""RP11-362F19.3"" ""CTC-490G23.2""  ""RP11-561P12.5"" ""CLEC6A""        ""PPP1R17""       ""RP11-737O24.5"" ""RP11-362F19.1""",myeloid cell,myeloid cell,CL:0000763,myeloid cell,Neuroblast cells,T cells,Stromal cells,neural progenitor,forebrain neuroblast,CL:1000042,t cell,CL:0000084,stromal cell,CL:0000499,neural progenitor cell,CL:0011020
57,57,GOSH,neuroblastoma tissue,"DBX2        ""LINC01351""   ""LRRC71""      ""ENOX1-AS1""   ""NPFF""        ""RP4-753F5.1"" ""NKX6-2""      ""TSPY2""       ""AC105402.4""  ""RP11-49P4.7""",neuroblastoma cell,neuroendocrine cell,CL:0000165,neuron,Neuroblast cells,Neurons,Neural progenitor cells,neuroblastoma cell,forebrain neuroblast,CL:1000042,neuron,CL:0000540,neural progenitor cell,CL:0011020,cell,CL:0000000
58,58,GOSH,neuroblastoma tissue,"MDGA2         ""RALYL""         ""RP11-746B8.1""  ""CTC-575N7.1""   ""HCRTR2""        ""WNT6""          ""SST""           ""NPAS4""         ""TMEM132D""      ""RP11-446H18.6""",neuroblastoma cell,neuroendocrine cell,CL:0000166,neuron,Neuroblast cells,Neurons,Neuronal cells,keratinocyte,forebrain neuroblast,CL:1000042,neuron,CL:0000540,neuronal receptor cell,CL:0000006,keratinocyte,CL:0000312
59,59,GOSH,neuroblastoma tissue,"KRT73-AS1    ""KRT1""         ""ST6GALNAC1""   ""ANKRD55""      ""RP11-664D1.1"" ""HBE1""         ""TSPO2""        ""GCNT4""        ""NOG""          ""REG4""",T cell,T cell,CL:0000084,t/nk cell,Keratinocytes,Keratinocytes,Keratinocyte cells,neuroblastoma cell,keratinocyte,CL:0000312,keratinocyte,CL:0000312,keratinocyte,CL:0000312,cell,CL:0000000
60,60,GOSH,neuroblastoma tissue,"""CCL18""         ""RP11-20G13.3""  ""RP11-489O18.1"" ""APOC4-APOC2""   ""SIGLEC8""       ""RP11-202G18.1"" ""TREM2""         ""RP3-369A17.4""  ""DNASE2B""       ""CTB-138E5.1""RSPO4          ""GABRA5""         ""RP11-91P17.1""   ""RP11-546B8.6""   ""HAPLN4""         ""AGXT""           ""RP5-968D22.1""   ""RP11-1038A11.3"" ""FEV"" ""ALX3""",neuroblastoma cell,neuroendocrine cell,CL:0000166,neuron,Neuroblast Cells,neuroblastoma,macrophages,neuroblastoma cells,forebrain neuroblast,CL:1000042,neural crest cell,CL:0011012,macrophage,CL:0000235,cell,CL:0000000
61,61,GOSH,neuroblastoma tissue," ""RP5-997D24.3""   ""TRAV27""         ""CCL1""           ""RP11-357H14.17"" ""UNQ6494""        ""CTD-3195I5.3""   ""AP001171.1""     ""LINC00880""      ""IL26""    ""CXCL13""   ",myeloid cell,myeloid cell,CL:0000763,myeloid cell,Neuroblast Cells,neuroblastoma,T cells,neuroblastoma cells,forebrain neuroblast,CL:1000042,neural crest cell,CL:0011012,t cell,CL:0000084,cell,CL:0000000
62,62,GOSH,neuroblastoma tissue,"ZNF488        ""GLRA2""         ""RP11-126K15.1"" ""GRK1""          ""CTD-2659N19.2"" ""PRSS8""         ""AC097381.1""    ""GRM2""          ""AC015849.16""   ""RP4-585I14.3"" ",T cell,T cell,CL:0000084,t/nk cell,Neurons,neuronal cells,neurons,neuroblastoma cells,neuron,CL:0000540,neuronal receptor cell,CL:0000006,neuron,CL:0000540,cell,CL:0000000
63,63,GOSH,neuroblastoma tissue,"ZNF488        ""GLRA2""         ""RP11-126K15.1"" ""GRK1""          ""CTD-2659N19.2"" ""PRSS8""         ""AC097381.1""    ""GRM2""          ""AC015849.16""   ""RP4-585I14.3"" ",neuroblastoma cell,neuroendocrine cell,CL:0000166,neuron,Neurons,neuronal cells,neurons,neuroblastoma cells,neuron,CL:0000540,neuronal receptor cell,CL:0000006,neuron,CL:0000540,cell,CL:0000000
64,64,GOSH,neuroblastoma tissue,"RP11-71G12.1  ""RFPL4A""        ""RFPL4AL1""      ""SPACA3""        ""RP11-476B1.1""  ""RP11-164P12.3"" ""AC005307.1""    ""RP11-731D1.4""  ""CLEC9A""        ""LINC01531""    ",myeloid cell,myeloid cell,CL:0000763,myeloid cell,Neuroblast Cells,neuroblastoma,neural crest cells,neuroblastoma cells,forebrain neuroblast,CL:1000042,neural crest cell,CL:0011012,neural crest cell,CL:0011012,cell,CL:0000000
65,65,GOSH,neuroblastoma tissue," ""C6orf141""      ""RP11-567J20.2"" ""TM4SF1-AS1""    ""GJA5""          ""GDF3""          ""SELE""          ""CCL14""         ""EMCN""          ""STAB2""         ""FCN3"" ",endothelial cell,endothelial cell,CL:0000115,endothelial cell,Neuroblast Cells,neuroblastoma,neural stem cells,mast cells,forebrain neuroblast,CL:1000042,neural crest cell,CL:0011012,neural stem cell,CL:0000047,mast cell,CL:0000097
66,66,GOSH,neuroblastoma tissue,"TPSAB1     ""TPSB2""      ""TPSD1""      ""MTTP""       ""KRT25""      ""AC005780.1"" ""HDC""        ""AC004791.2"" ""AC024704.2"" ""KRT83""",,T cell,CL:0000084,t/nk cell,Mast Cells,mast cells,mast cells,neuroblastoma cells,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,cell,CL:0000000
67,67,GOSH,neuroblastoma tissue,"""RP11-402G3.3""   ""KIRREL2""        ""TEX13D""         ""CTD-2616J11.14"" ""PKLR""           ""CTC-338M12.6""   ""AF064858.6""     ""RP11-356I2.1""   ""HIST1H1B""      ""RP11-20B24.2""  ",T cell,T cell,CL:0000084,t/nk cell,Neurons,neuroblastoma,fibroblasts,epithelial cells,neuron,CL:0000540,neural crest cell,CL:0011012,fibroblast,CL:0000057,epithelial cell,CL:0000066
68,68,GOSH,neuroblastoma tissue,"DSC3          ""SGCG""          ""LINC01048""     ""MASP1""         ""LINC01564""     ""SCARA5""        ""RP11-125O18.1"" ""SPRR2F""        ""ITIH3""         ""RP11-17A4.3""",fibroblast,fibroblast,CL:0000057,fibroblast,Keratinocytes,muscle cells,myoblasts,epithelial cells,keratinocyte,CL:0000312,muscle cell,CL:0000187,myoblast,CL:0000056,epithelial cell,CL:0000066
69,69,GOSH,neuroblastoma tissue,"RP11-865I6.2 ""C4B""          ""RP11-598F7.5"" ""JPH2""         ""RERGL""        ""COL10A1""      ""TDO2""         ""FHL5""         ""RP11-91J3.3""  ""CHAD""",fibroblast,fibroblast,CL:0000057,fibroblast,Plasma Cells,immune cells,B cells,neuroblastoma cells,plasma cell,CL:0000786,leukocyte,CL:0000738,b cell,CL:0000236,cell,CL:0000000
70,70,GOSH,neuroblastoma tissue,"GRHL2         ""RP11-167J8.3""  ""LINC01511""     ""RP5-1092A11.5"" ""RP11-127L20.5"" ""RP11-24I21.1""  ""AC093627.7""    ""RP11-35G22.1""  ""RP3-441A12.1""  ""RP4-813D12.3""",myeloid cell,myeloid cell,CL:0000763,myeloid cell,Neurons,Neuroblastoma cells,Neuroblastoma cells,Neuroblastoma cells,neuron,CL:0000540,cell,CL:0000000,cell,CL:0000000,cell,CL:0000000
71,71,GOSH,neuroblastoma tissue,"IGHG2         ""IGHGP""         ""IGHG3""         ""IGHG4""         ""RP11-768B22.2"" ""IGHG1""         ""FA2H""          ""OR4C6""         ""AC233755.2""    ""IGHV4-28""   ",B cell,B cell,CL:0000236,B cell,B cells / Plasma cells,Plasma cells,B lymphocytes,B cells,plasma cell,CL:0000786,plasma cell,CL:0000786,B cell,CL:0000236,b cell,CL:0000236
72,72,GOSH,neuroblastoma tissue,"LIM2   ""FGFBP2"" ""KLRF1""  ""NCR1""   ""SPON2""  ""LRRC43"" ""S1PR5""  ""SH2D1B"" ""DTHD1""  ""SLC1A7""",natural killer cell,natural killer cell,CL:0000623,t/nk cell,nan,NKT cells,Natural Killer (NK) cells,Neuroblastoma cells,,,immature NK T cell stage II,CL:0002040,natural killer cell,CL:0000623,cell,CL:0000000
73,73,GOSH,neuroblastoma tissue,"RP11-265P11.1 ""CTD-2215E18.1"" ""LINC01013""     ""RP11-524N5.1""  ""IGHD""          ""RP11-553K8.2""  ""RP5-887A10.1""  ""RP3-416J7.4""   ""BEST3""         ""RP11-693J15.5""",B cell,B cell,CL:0000236,B cell,nan,Cancer-associated fibroblasts,Neuroblastoma cells,Neuroblastoma cells,,,fibroblast,CL:0000057,cell,CL:0000000,cell,CL:0000000
74,74,GOSH,neuroblastoma tissue,"LINC00211     ""RP11-552D4.1""  ""OLIG1""         ""RP11-362F19.3"" ""CTC-490G23.2""  ""RP11-561P12.5"" ""CLEC6A""        ""PPP1R17""       ""RP11-737O24.5"" ""RP11-362F19.1""",myeloid cell,myeloid cell,CL:0000763,myeloid cell,nan,Neuroblastoma cells,Neuroblastoma cells,Neuroblastoma cells,,,cell,CL:0000000,cell,CL:0000000,cell,CL:0000000
75,75,GOSH,neuroblastoma tissue,"DBX2        ""LINC01351""   ""LRRC71""      ""ENOX1-AS1""   ""NPFF""        ""RP4-753F5.1"" ""NKX6-2""      ""TSPY2""       ""AC105402.4""  ""RP11-49P4.7""",neuroblastoma cell,neuroendocrine cell,CL:0000165,neuron,Neurons,Neural progenitor cells,Neural progenitor cells,Neuroectodermal cells,neuron,CL:0000540,neural progenitor cell,CL:0011020,neural progenitor cell,CL:0011020,interneuromast cell,CL:0000854
76,76,GOSH,neuroblastoma tissue,"MDGA2         ""RALYL""         ""RP11-746B8.1""  ""CTC-575N7.1""   ""HCRTR2""        ""WNT6""          ""SST""           ""NPAS4""         ""TMEM132D""      ""RP11-446H18.6""",neuroblastoma cell,neuroendocrine cell,CL:0000166,neuron,Neurons,Neuronal cells,Neuroblastoma cells,Neuroblastoma cells,neuron,CL:0000540,neuronal receptor cell,CL:0000006,cell,CL:0000000,cell,CL:0000000
77,77,GOSH,neuroblastoma tissue,"KRT73-AS1    ""KRT1""         ""ST6GALNAC1""   ""ANKRD55""      ""RP11-664D1.1"" ""HBE1""         ""TSPO2""        ""GCNT4""        ""NOG""          ""REG4""",T cell,T cell,CL:0000084,t/nk cell,Keratinocytes,Epithelial cells,Keratinocytes,Keratinocytes,keratinocyte,CL:0000312,epithelial cell,CL:0000066,keratinocyte,CL:0000312,keratinocyte,CL:0000312
78,78,GOSH,neuroblastoma tissue,"""CCL18""         ""RP11-20G13.3""  ""RP11-489O18.1"" ""APOC4-APOC2""   ""SIGLEC8""       ""RP11-202G18.1"" ""TREM2""         ""RP3-369A17.4""  ""DNASE2B""       ""CTB-138E5.1""RSPO4          ""GABRA5""         ""RP11-91P17.1""   ""RP11-546B8.6""   ""HAPLN4""         ""AGXT""           ""RP5-968D22.1""   ""RP11-1038A11.3"" ""FEV"" ""ALX3""",neuroblastoma cell,neuroendocrine cell,CL:0000166,neuron,Macrophages,Macrophages,Macrophages,Macrophages,macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235
79,79,GOSH,neuroblastoma tissue," ""RP5-997D24.3""   ""TRAV27""         ""CCL1""           ""RP11-357H14.17"" ""UNQ6494""        ""CTD-3195I5.3""   ""AP001171.1""     ""LINC00880""      ""IL26""    ""CXCL13""   ",myeloid cell,myeloid cell,CL:0000763,myeloid cell,T cells,T cells,T lymphocytes,Neuroblastoma cells,t cell,CL:0000084,t cell,CL:0000084,T cell,CL:0000084,cell,CL:0000000
80,80,GOSH,neuroblastoma tissue,"ZNF488        ""GLRA2""         ""RP11-126K15.1"" ""GRK1""          ""CTD-2659N19.2"" ""PRSS8""         ""AC097381.1""    ""GRM2""          ""AC015849.16""   ""RP4-585I14.3"" ",T cell,T cell,CL:0000084,t/nk cell,Neuroblasts,neuroblast cells,neuronal cells,neuroblastoma cells,neuroblast (sensu Vertebrata),CL:0000031,forebrain neuroblast,CL:1000042,neuronal receptor cell,CL:0000006,cell,CL:0000000
81,81,GOSH,neuroblastoma tissue,"ZNF488        ""GLRA2""         ""RP11-126K15.1"" ""GRK1""          ""CTD-2659N19.2"" ""PRSS8""         ""AC097381.1""    ""GRM2""          ""AC015849.16""   ""RP4-585I14.3"" ",neuroblastoma cell,neuroendocrine cell,CL:0000166,neuron,Neuroblasts,neuroblast cells,neuronal cells,neuroblastoma cells,neuroblast (sensu Vertebrata),CL:0000031,forebrain neuroblast,CL:1000042,neuronal receptor cell,CL:0000006,cell,CL:0000000
82,82,GOSH,neuroblastoma tissue,"RP11-71G12.1  ""RFPL4A""        ""RFPL4AL1""      ""SPACA3""        ""RP11-476B1.1""  ""RP11-164P12.3"" ""AC005307.1""    ""RP11-731D1.4""  ""CLEC9A""        ""LINC01531""    ",myeloid cell,myeloid cell,CL:0000763,myeloid cell,Neuroblasts,neuroblast cells,neuronal/glial precursor cells,neuroblastoma cells,neuroblast (sensu Vertebrata),CL:0000031,forebrain neuroblast,CL:1000042,glial restricted tripotential precursor cell,CL:4040000,cell,CL:0000000
83,83,GOSH,neuroblastoma tissue," ""C6orf141""      ""RP11-567J20.2"" ""TM4SF1-AS1""    ""GJA5""          ""GDF3""          ""SELE""          ""CCL14""         ""EMCN""          ""STAB2""         ""FCN3"" ",endothelial cell,endothelial cell,CL:0000115,endothelial cell,Neuroblasts,neuroblast cells,neuronal/glial precursor cells,neuroblastoma cells,neuroblast (sensu Vertebrata),CL:0000031,forebrain neuroblast,CL:1000042,glial restricted tripotential precursor cell,CL:4040000,cell,CL:0000000
84,84,GOSH,neuroblastoma tissue,"TPSAB1     ""TPSB2""      ""TPSD1""      ""MTTP""       ""KRT25""      ""AC005780.1"" ""HDC""        ""AC004791.2"" ""AC024704.2"" ""KRT83""",,T cell,CL:0000084,t/nk cell,"Mast Cells, Neuroblasts",mast cells,mast cells,neuroblastoma cells,mucosal type mast cell,CL:0000485,mast cell,CL:0000097,mast cell,CL:0000097,cell,CL:0000000
85,85,GOSH,neuroblastoma tissue,"""RP11-402G3.3""   ""KIRREL2""        ""TEX13D""         ""CTD-2616J11.14"" ""PKLR""           ""CTC-338M12.6""   ""AF064858.6""     ""RP11-356I2.1""   ""HIST1H1B""      ""RP11-20B24.2""  ",T cell,T cell,CL:0000084,t/nk cell,Neuroblasts,neuroblast cells,neuronal/glial precursor cells,neuroblastoma cells,neuroblast (sensu Vertebrata),CL:0000031,forebrain neuroblast,CL:1000042,glial restricted tripotential precursor cell,CL:4040000,cell,CL:0000000
86,86,GOSH,neuroblastoma tissue,"DSC3          ""SGCG""          ""LINC01048""     ""MASP1""         ""LINC01564""     ""SCARA5""        ""RP11-125O18.1"" ""SPRR2F""        ""ITIH3""         ""RP11-17A4.3""",fibroblast,fibroblast,CL:0000057,fibroblast,Neuroblasts,neuroblast cells,neuronal/glial precursor cells,neuroblastoma cells,neuroblast (sensu Vertebrata),CL:0000031,forebrain neuroblast,CL:1000042,glial restricted tripotential precursor cell,CL:4040000,cell,CL:0000000
87,87,GOSH,neuroblastoma tissue,"RP11-865I6.2 ""C4B""          ""RP11-598F7.5"" ""JPH2""         ""RERGL""        ""COL10A1""      ""TDO2""         ""FHL5""         ""RP11-91J3.3""  ""CHAD""",fibroblast,fibroblast,CL:0000057,fibroblast,Neuroblasts,neuroblast cells,neuronal/glial precursor cells,neuroblastoma cells,neuroblast (sensu Vertebrata),CL:0000031,forebrain neuroblast,CL:1000042,glial restricted tripotential precursor cell,CL:4040000,cell,CL:0000000
88,88,GOSH,neuroblastoma tissue,"GRHL2         ""RP11-167J8.3""  ""LINC01511""     ""RP5-1092A11.5"" ""RP11-127L20.5"" ""RP11-24I21.1""  ""AC093627.7""    ""RP11-35G22.1""  ""RP3-441A12.1""  ""RP4-813D12.3""",myeloid cell,myeloid cell,CL:0000763,myeloid cell,Neuroblasts,neuroblast cells,neuronal/glial precursor cells,neuroblastoma cells,neuroblast (sensu Vertebrata),CL:0000031,forebrain neuroblast,CL:1000042,glial restricted tripotential precursor cell,CL:4040000,cell,CL:0000000
89,89,GOSH,neuroblastoma tissue,"IGHG2         ""IGHGP""         ""IGHG3""         ""IGHG4""         ""RP11-768B22.2"" ""IGHG1""         ""FA2H""          ""OR4C6""         ""AC233755.2""    ""IGHV4-28""   ",B cell,B cell,CL:0000236,B cell,"Plasma Cells, Neuroblasts",plasma cells,B cells,neuroblastoma cells,forebrain neuroblast,CL:1000042,plasma cell,CL:0000786,b cell,CL:0000236,cell,CL:0000000
