,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation,gpt-4-0613_Clname,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_Clname,gpt-4-turbo-2024-04-09_CLID,gpt-4o-2024-08-06_Clname,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_Clname,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified_new,gpt-4o-mini-2024-07-18_aggrement_modified_new,gpt-4-0613_aggrement_modified_new,gpt-4-turbo-2024-04-09_aggrement_modified_new
193,1193,1193,1193,Lung,3,0.5,"EID1,COX20,HMGN1,TUBB,MARCKS",Lymphatic EC proliferating,,,endothelial cell,Neuron,Neurons,Epithelial cell,Immune cells,neuron,CL:0000540,neuron,CL:0000540,epithelial cell,CL:0000066,leukocyte,CL:0000738,4,4,4,-1,0.4286,0.2857,0.5000,0.5000
194,1194,1194,1194,Lung,3,0.5,"ST6GALNAC3,LDB2,KALRN,FBXL7,PPFIBP1",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,Neuron,Neurons,Neuronal cell,Endothelial cells,neuron,CL:0000540,neuron,CL:0000540,neuronal receptor cell,CL:0000006,endothelial cell,CL:0000115,10,10,-1,2,0.2857,0.6000,0.2857,0.2857
195,1195,1195,1195,Lung,3,0.5,"NCKAP5,KHDRBS2,RAB11FIP1,LMO7,LIMCH1",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,epithelial cell,Neuron,Neurons,Epithelial cell,Neuroendocrine cells,neuron,CL:0000540,neuron,CL:0000540,epithelial cell,CL:0000066,neuroendocrine cell,CL:0000165,9,9,3,-1,0.5000,0.3333,0.2500,0.2500
196,1196,1196,1196,Lung,3,0.5,"ABCA3,SFTPB,AUTS2,ERBB4,MACROD2",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,epithelial cell,Alveolar Type II Cell,Type II pneumocytes,Alveolar type II cell,Alveolar type II cells,type II pneumocyte differentiation,GO:0060510,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,-1,0,0,0,1.0000,1.0000,-1,1.0000
197,1197,1197,1197,Lung,3,0.5,"EYA2,TP63,GLIS3,KRT17,SSBP2",Epithelial cell (basal),basal cell,CL:0000646,stem cell,Basal epithelial cell,Basal cells,Basal cell,Basal cells,basal cell,CL:0000646,basal epithelial cell of prostatic duct,CL:0002236,basal cell,CL:0000646,basal cell,CL:0000646,0,-1,0,0,1.0000,1.0000,1.0000,0.2500
198,1198,1198,1198,Lung,3,0.5,"HYDIN,CFAP54,DNAH7,CDHR3,DNAH12",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,epithelial cell,Ciliary epithelial cell,Ciliated cells,Ciliated epithelial cell,Ciliated cells,ciliated cell,CL:0000064,pigmented ciliary epithelial cell,CL:0002303,ciliated epithelial cell,CL:0000067,ciliated cell,CL:0000064,1,-1,0,1,1.0000,0.7500,0.7500,0.3750
199,1199,1199,1199,Lung,3,0.5,"MACROD2,SCGB3A2,SFTPB,CDK14,BMPR1B",Epithelial cell (club),club cell,CL:0000158,epithelial cell,Alveolar Type II Cell,Type II pneumocytes,Clara cell,Club cells,type II pneumocyte differentiation,GO:0060510,pulmonary alveolar type 2 cell,CL:0002063,club cell,CL:0000158,club cell,CL:0000158,-1,-1,0,0,1.0000,1.0000,-1,0.5455
200,1200,1200,1200,Lung,3,0.5,"PLCG2,FBXW7,RALGPS2,CREB3L2,FCHSD2",Immune (B cell),B cell,CL:0000236,b cell,B cell,T cells,Lymphocyte,Plasmacytoid Dendritic Cells,t cell,CL:0000084,b cell,CL:0000236,lymphocyte,CL:0000542,plasmacytoid dendritic cell,CL:0000784,-1,0,2,-1,0.7143,0.4000,0.6250,1.0000
201,1201,1201,1201,Lung,3,0.5,"FYN,SKAP1,PARP8,PIP4K2A,KLRD1",Immune (NK cell),natural killer cell,CL:0000623,t/nk cell,Natural killer cell,T cells,Natural Killer Cell,Natural Killer Cells,t cell,CL:0000084,natural killer cell,CL:0000623,natural killer cell,CL:0000623,natural killer cell,CL:0000623,-1,0,0,0,1.0000,1.0000,0.5556,1.0000
202,1202,1202,1202,Lung,3,0.5,"PARP8,BCL2,SYTL3,FYN,FKBP5",Immune (T cell),T cell,CL:0000084,t/nk cell,T cell,T cells,Lymphocyte,T Regulatory Cells,t cell,CL:0000084,t cell,CL:0000084,lymphocyte,CL:0000542,regulatory T cell,CL:0000815,0,0,1,-1,0.8333,0.7500,1.0000,1.0000
203,1203,1203,1203,Lung,3,0.5,"RNF149,GPCPD1,PPARG,SLC11A1,FMNL2",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,macrophage/monocyte,Macrophage,Macrophages,Macrophage,Macrophages,macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,2,2,2,2,0.7143,0.7143,0.7143,0.7143
204,1204,1204,1204,Lung,3,0.5,"IL18R1,ARHGAP15,SLC24A3,TPSB2,SRGN",Immune (mast cell),mast cell,CL:0000097,granulocyte,Mast cell,Natural killer cells,Mast Cell,Mast Cells,natural killer cell,CL:0000623,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,-1,0,0,0,1.0000,1.0000,0.3000,1.0000
205,1205,1205,1205,Lung,3,0.5,"TPM1,PRKG1,ACTA2,EBF1,CALD1",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192","pericyte,muscle cell",Smooth muscle cell,Smooth muscle cells,Smooth Muscle Cell,Smooth Muscle Cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,-1,-1,-1,-1,-1,-1,-1,-1
206,1206,1206,1206,Lung,3,0.5,"PTPRM,CALCRL,TCF4,PTPRB,ST6GALNAC3",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,endothelial cell,Endothelial cell,Endothelial cells,Endothelial Cell,Endothelial Cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,1,1,1,1,0.7500,0.7500,0.7500,0.7500
207,1207,1207,1207,Lung,3,0.5,"ROBO2,PLXDC2,RBMS3,SLIT2,PRKG1",Fibroblast,fibroblast,CL:0000057,fibroblast,Neuron,Neurons,Endothelial Cell,Fibroblasts,neuron,CL:0000540,neuron,CL:0000540,endothelial cell,CL:0000115,fibroblast,CL:0000057,10,10,-1,0,0.4000,1.0000,0.3333,0.3333
208,1208,1208,1208,Lung,3,0.5,"ZEB2,TBXAS1,CTSB,PLXDC2,CHST11",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235","dendritic cell,macrophage/monocyte",Macrophage,Monocytes,Fibroblast,Adipocytes,monocyte,CL:0000576,macrophage,CL:0000235,fibroblast,CL:0000057,adipocyte,CL:0000136,-1,-1,-1,-1,-1,-1,-1,-1
209,1209,1209,1209,Lung,3,0.5,"PPARG,ACSL1,PLIN1,LPIN1,G0S2",Adipocyte,fat cell,CL:0000136,fat cell,Adipocyte,Adipocytes,Adipocyte,Alveolar Macrophages,adipocyte,CL:0000136,adipocyte,CL:0000136,adipocyte,CL:0000136,alveolar macrophage,CL:0000583,0,0,0,-1,1.0000,0.2500,1.0000,1.0000
210,1210,1210,1210,Lung,3,0.5,"AGER,PDPN",Alveolar Type I,type I pneumocyte,CL:0002062,epithelial cell,1. Alveolar epithelial type I cells,Lymphatic Endothelial Cells,Type I Alveolar Cells (Pneumocytes),"Alveolar type I cells, Fibroblasts",endothelial cell of lymphatic vessel,CL:0002138,pulmonary alveolar type 1 cell,CL:0002062,pulmonary alveolar type 1 cell,CL:0002062,alveolar adventitial fibroblast,CL:4028006,-1,0,0,-1,1.0000,0.2222,0.2222,1.0000
211,1211,1211,1211,Lung,3,0.5,"SFTPC,SFTPB",Alveolar Type II,type II pneumocyte,CL:0002063,epithelial cell,2. Alveolar epithelial type II cells,Type II Alveolar Cells,Type II Alveolar Cells (Pneumocytes),Alveolar type II cells,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 1 cell,CL:0002062,pulmonary alveolar type 2 cell,CL:0002063,0,0,3,0,0.7143,1.0000,1.0000,1.0000
212,1212,1212,1212,Lung,3,0.5,"FAS,CR2",B cell_memory,memory B cell,CL:0000787,b cell,3. B cells,B cells,B Cells,"B cells, CD4+ T cells",b cell,CL:0000236,b cell,CL:0000236,b cell,CL:0000236,CD4-positive helper T cell,CL:0000492,3,3,3,-1,0.7000,0.3333,0.7000,0.7000
213,1213,1213,1213,Lung,3,0.5,"HYDIN,FOXJ1,DNAI1,DNAH5",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,epithelial cell,4. Ciliated cells,Ciliated Cells,Ciliated Epithelial Cells,Ciliated epithelial cells,ciliated cell,CL:0000064,ciliated cell,CL:0000064,ciliated epithelial cell,CL:0000067,ciliated epithelial cell,CL:0000067,1,1,0,0,1.0000,1.0000,0.7500,0.7500
214,1214,1214,1214,Lung,3,0.5,"SCGB3A1,BPIFA1,MUC5B",Club Epithelial,club cell,CL:0000158,epithelial cell,5. Club cells,Club Cells,Club Cells,"Clara cells, Goblet cells",club cell,CL:0000158,club cell,CL:0000158,club cell,CL:0000158,respiratory goblet cell,CL:0002370,0,0,0,-1,1.0000,0.5556,1.0000,1.0000
215,1215,1215,1215,Lung,3,0.5,"NEGR1,HGF,IL6,IGFBP5,FBN1,IL33,SLIT2,FBLN1,COL1A2,COL6A6,COL6A1,COL5A2",Fibroblast,fibroblast,CL:0000057,fibroblast,6. Fibroblasts,Fibroblasts,Fibroblasts and Immune Cells,"Fibroblasts, Macrophages, Smooth muscle cells",fibroblast,CL:0000057,fibroblast,CL:0000057,crypt-bottom fibroblast,CL:4052008,smooth muscle cell,CL:0000192,0,0,-1,-1,0.6667,0.2857,1.0000,1.0000
216,1216,1216,1216,Lung,3,0.5,"RELN,CCL21,PROX1",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,7. Lymphatic endothelial cells,Lymphatic Vessel Endothelial Cells,Lymphatic Endothelial Cells,"Endothelial cells, Lymphatic endothelial cells",endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,colon endothelial cell,CL:1001572,0,0,0,-1,1.0000,0.5000,1.0000,1.0000
217,1217,1217,1217,Lung,3,0.5,"CD68,PTPRC,RBPJ,CD36,MS4A6A,MR1,MRC1,MS4A4A,CPM,CD163",Macrophage,macrophage,CL:0000235,macrophage/monocyte,8. Macrophages,Monocytes or Macrophages,Macrophages,"Macrophages, Dendritic cells",macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,dendritic cell,CL:0000451,0,0,0,4,1.0000,0.6667,1.0000,1.0000
218,1218,1218,1218,Lung,3,0.5,"FCER1A,TPSAB1,KIT",Mast Cell,mast cell,CL:0000097,granulocyte,9. Mast cells,Mast Cells,Mast Cells,Mast cells,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,0,0,0,0,1.0000,1.0000,1.0000,1.0000
219,1219,1219,1219,Lung,3,0.5,"CSPG4,ANPEP,ACTA2,DES",Pericyte,pericyte,CL:0000669,pericyte,10. Smooth muscle cells,Pericytes,Pericytes and Myofibroblasts,"Pericytes, Smooth muscle cells",pericyte,CL:0000669,smooth muscle cell,CL:0000192,myofibroblast cell,CL:0000186,smooth muscle cell,CL:0000192,0,-1,-1,-1,0.6000,0.3333,1.0000,0.3333
220,1220,1220,1220,Lung,3,0.5,"MYOCD,MYL9,PALLD,GUCY1B3,GUCY1A3,TAGLN,VCL",Smooth Muscle,smooth muscle cell,CL:0000192,muscle cell,11. Smooth muscle cells,Smooth Muscle Cells,Smooth Muscle Cells,Smooth Muscle Cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,0,0,0,0,1.0000,1.0000,1.0000,1.0000
221,1221,1221,1221,Lung,3,0.5,"TRAC,PTPRC,TRBC1,IL7R,SKAP1,CD69",T cell,T cell,CL:0000084,t/nk cell,12. T cells,T Cells,T Cells,T-Cells,t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,T cell,CL:0000084,0,0,0,0,1.0000,1.0000,1.0000,1.0000
222,1222,1222,1222,Lung,3,0.5,"NOSTRIN,CD300LG,LDB2,RAMP3,VWF",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,endothelial cell,13. Endothelial cells,Endothelial Cells,Endothelial Cells,Endothelial Cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,1,1,1,1,0.7500,0.7500,0.7500,0.7500
223,1223,1223,1223,Lung,3,0.5,"NAPSA,SFTPA2,MUC1,PGC,SFTPB",type ii pneumocyte,type II pneumocyte,CL:0002063,epithelial cell,14. Alveolar epithelial type II cells,Type II alveolar cells,Type II Alveolar Cells,Alveolar Epithelial Type I and II Cells,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,0,0,0,0,1.0000,1.0000,1.0000,1.0000
224,1224,1224,1224,Lung,3,0.5,"MTND5P32,CXCR2,OLAH,MGAM,PROK2",neutrophil,neutrophil,CL:0000775,granulocyte,15. Enterocytes,Paneth Cells,Neutrophils,Immune Cells,paneth cell,CL:0000510,enterocyte,CL:0000584,neutrophil,CL:0000775,leukocyte,CL:0000738,-1,-1,0,3,1.0000,0.5000,0.2222,0.2500
225,1225,1225,1225,Lung,3,0.5,"TRAC,IL32,CD2,TRBC2,CXCR4","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,16. T cells,T Cells,T Cells,T-Cells,t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,T cell,CL:0000084,3,3,3,3,0.6667,0.6667,0.6667,0.6667
226,1226,1226,1226,Lung,3,0.5,"CCL4,CCL5,NKG7,GZMA,CD2","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,17. Cytotoxic T cells,Cytotoxic T Cells,Cytotoxic T Cells,Natural Killer Cells,cytotoxic t cell,CL:0000910,cytotoxic t cell,CL:0000910,cytotoxic t cell,CL:0000910,natural killer cell,CL:0000623,-1,-1,-1,-1,0.6364,0.4167,0.6364,0.6364
227,1227,1227,1227,Lung,3,0.5,"CST7,KLRF1,FGFBP2,GNLY,KLRB1",nk cell,natural killer cell,CL:0000623,t/nk cell,18. Natural killer cells,Natural Killer Cells,Natural Killer (NK) Cells,Macrophages,natural killer cell,CL:0000623,natural killer cell,CL:0000623,natural killer cell,CL:0000623,macrophage,CL:0000235,0,0,0,-1,1.0000,0.4000,1.0000,1.0000
228,1228,1228,1228,Lung,3,0.5,"CCL14,SELE,RBP5,ZNF385D,NEURL1B",bronchial vessel endothelial cell,,,endothelial cell,19. Stromal cells,Endothelial Cells,Fibroblasts,Fibroblasts,endothelial cell,CL:0000115,stromal cell,CL:0000499,fibroblast,CL:0000057,fibroblast,CL:0000057,2,-1,6,6,0.2857,0.2857,0.6000,0.2857
229,1229,1229,1229,Lung,3,0.5,"ADRA2C,MYH11,HSPB6,ACTG2,FOXC2",smooth muscle cell,smooth muscle cell,CL:0000192,muscle cell,20. Vascular smooth muscle cells,Smooth Muscle Cells,Vascular Smooth Muscle Cells,Smooth Muscle Cells,smooth muscle cell,CL:0000192,vascular associated smooth muscle cell,CL:0000359,vascular associated smooth muscle cell,CL:0000359,smooth muscle cell,CL:0000192,0,-1,-1,0,0.8000,1.0000,1.0000,0.8000
230,1230,1230,1230,Lung,3,0.5,"MFAP5,MFAP4,FBLN1,PLA2G2A,MGP",adventitial cell,adventitial cell,CL:0002503,adventitial cell,21. Vascular smooth muscle cells,Fibroblasts,Fibroblasts,Fibroblast,fibroblast,CL:0000057,vascular associated smooth muscle cell,CL:0000359,fibroblast,CL:0000057,fibroblast,CL:0000057,-1,-1,-1,-1,0.6000,0.6000,0.6000,0.2857
231,1231,1231,1231,Lung,3,0.5,"C1QA,APOE,VSIG4,FABP4,APOC1",macrophage,macrophage,CL:0000235,macrophage/monocyte,22. Macrophages,Macrophages,Macrophages,Macrophage,macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,0,0,0,0,1.0000,1.0000,1.0000,1.0000
232,1232,1232,1232,Lung,3,0.5,"MS4A2,KIT,CPA3,GATA2,VWA5A",basophil,basophil,CL:0000767,granulocyte,23. Mast cells,Mast Cells,Mast Cells,Mast cell,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,-1,-1,-1,-1,0.5714,0.5714,0.5714,0.5714
233,1233,1233,1233,Lung,3,0.5,"FCN1,S100A12,FGL2,COTL1,VSIR",classical monocyte,classical monocyte,CL:0000860,macrophage/monocyte,24. Myeloid cells,Neutrophils,Monocytes,Monocyte,neutrophil,CL:0000775,myeloid cell,CL:0000763,monocyte,CL:0000576,monocyte,CL:0000576,-1,3,1,1,0.8000,0.8000,0.5000,0.5000
234,1234,1234,1234,Lung,3,0.5,"DKK2,PTPRB,GJA5,SERPINE2,MMRN2",endothelial cell of artery,endothelial cell of artery,CL:1000413,endothelial cell,25. Smooth muscle cells,Blood Vascular Endothelial Cells,Endothelial Cells,Endothelial cell,endothelial cell of vascular tree,CL:0002139,smooth muscle cell,CL:0000192,endothelial cell,CL:0000115,endothelial cell,CL:0000115,2,-1,3,3,0.5000,0.5000,0.6667,0.2500
235,1235,1235,1235,Lung,3,0.5,"PIFO,C11orf88,C1orf194,TSPAN1,C9orf24",lung ciliated cell,lung ciliated cell,CL:1000271,ciliated cell,1. Epithelial cells,Pancreatic acinar cells,Ciliated Airway Epithelial Cells,Innovative immune cells,pancreatic acinar cell,CL:0002064,epithelial cell,CL:0000066,ciliated epithelial cell,CL:0000067,leukocyte,CL:0000738,-1,2,1,-1,0.8000,0.3333,0.3636,0.6000
236,1236,1236,1236,Lung,3,0.5,"FCGR2B,GPR183,CLEC10A,CLEC5A,CST7",dendritic cell,dendritic cell,CL:0000451,dendritic cell,2. Dendritic cells,Classical monocytes,Dendritic Cells,B cell,classical monocyte,CL:0000860,dendritic cell,CL:0000451,dendritic cell,CL:0000451,b cell,CL:0000236,-1,0,0,-1,1.0000,0.4444,0.5714,1.0000
237,1237,1237,1237,Lung,3,0.5,"SERPINB3,CP,TFF3,SCGB1A1,TSPAN1",respiratory goblet cell,respiratory goblet cell,CL:0002370,epithelial cell,3. Goblet cells,Goblet cells,Club Cells (Clara Cells),Clara cell,goblet cell,CL:0000160,goblet cell,CL:0000160,club cell,CL:0000158,club cell,CL:0000158,1,1,-1,-1,0.5556,0.5556,0.8000,0.8000
238,1238,1238,1238,Lung,3,0.5,"PERP,MIR205HG,ALDH3A1,IGFBP2,KRT19",basal cell,basal cell,CL:0000646,stem cell,4. Epithelial cells,Epithelial cells,Basal Epithelial Cells,Goblet cell,epithelial cell,CL:0000066,epithelial cell,CL:0000066,basal epithelial cell of prostatic duct,CL:0002236,goblet cell,CL:0000160,17,17,-1,-1,0.2500,0.2857,0.3333,0.3333
239,1239,1239,1239,Lung,3,0.5,"IGHG4,IGHA2,CD79A,TNFRSF17,IGHG2",plasma cell,plasma cell,CL:0000786,b cell,5. B cells (plasma cells),B cells,Plasma Cells,B cell,b cell,CL:0000236,plasma cell,CL:0000786,plasma cell,CL:0000786,b cell,CL:0000236,4,0,0,4,1.0000,0.6667,0.6667,1.0000
240,1240,1240,1240,Lung,3,0.5,"LINC01781,CD79A,MS4A1,IGHM,VPREB3",b cell,B cell,CL:0000236,b cell,6. B cells (precursor B cells),B cells,B Cell,Naive B cells,b cell,CL:0000236,fraction B precursor B cell,CL:0002047,b cell,CL:0000236,naive b cell,CL:0000788,0,-1,0,-1,1.0000,0.7000,1.0000,0.6364
241,1241,1241,1241,Lung,3,0.5,"PRR4,PRB1,SLC5A1,TTYH1,PRB3",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,secretory cell,7. Salivary gland cells,Salivary gland cells,Goblet Cell,Club cells,salivary gland cell,CL:0009005,salivary gland cell,CL:0009005,goblet cell,CL:0000160,club cell,CL:0000158,-1,-1,-1,-1,0.3333,0.2500,0.4000,0.4000
242,1242,1242,1242,Lung,3,0.5,"LST1,AIF1,HCLS1,FCGR3A,CD163",non-classical monocyte,non-classical monocyte,CL:0000875,macrophage/monocyte,8. Macrophages,Macrophages,Macrophage,Macrophages,macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,3,3,3,3,0.5714,0.5714,0.5714,0.5714
243,1243,1243,1243,Lung,3,0.5,"MT1M,TIMP3,FAM107A,LRRC32,SLC6A4",capillary endothelial cell,capillary endothelial cell,CL:0002144,endothelial cell,9. Mesenchymal stromal cells (endometrial stromal cells),Smooth muscle cells,Fibroblast,T cells/CD4+ cells,smooth muscle cell,CL:0000192,mesenchymal stem cell,CL:0000134,fibroblast,CL:0000057,CD4-positive helper T cell,CL:0000492,-1,7,8,-1,0.2857,0.1538,0.2500,0.2857
244,1244,1244,1244,Lung,3,0.5,"SPARCL1,RAMP2,CA4,CLDN5,IL1RL1",capillary aerocyte,,,epithelial cell,10. Endothelial cells,Endothelial cells,Endothelial Cell,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,4,4,4,4,0.4286,0.4286,0.4286,0.4286
245,1245,1245,1245,Lung,3,0.5,"RTKN2,UPK3B,NCKAP5,PKDCC,ST6GALNAC5",type i pneumocyte,type I pneumocyte,CL:0002062,epithelial cell,11. Urothelial cells,Endothelial cells,Neuroendocrine Cell,Interstitial cells/Fibroblasts,endothelial cell,CL:0000115,urothelial cell,CL:0000731,neuroendocrine cell,CL:0000165,pulmonary interstitial fibroblast,CL:0002241,16,-1,-1,-1,0.3333,0.2500,0.2857,0.3750
246,1246,1246,1246,Lung,3,0.5,"LIFR,ACKR1,IGFBP7,RAMP3,PRSS23",vein endothelial cell,vein endothelial cell,CL:0002543,endothelial cell,12. Endothelial cells,Endothelial cells,Endothelial Cell,Progenitor cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,progenitor cell,CL:0011026,3,3,3,6,0.5000,0.2857,0.5000,0.5000
247,1247,1247,1247,Lung,3,0.5,"DCN,MFAP4,RARRES2,C1S,PTGDS",alveolar fibroblast,,,fibroblast,13. Fibroblasts,Fibroblasts,Fibroblast,Fibroblasts,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,2,2,2,2,0.6667,0.6667,0.6667,0.6667
248,1248,1248,1248,Lung,3,0.5,"SCN3B,SEMA3D,PROX1,GPR182,STAB2",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,14. Lymphatic endothelial cells,Lymphatic endothelial cells,Lymphatic Endothelial Cell,Neurons,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,neuron,CL:0000540,0,0,0,10,1.0000,0.2857,1.0000,1.0000
249,1249,1249,1249,Lung,3,0.5,"ACTG2,CRYAB,PLAC9,CNN1,PPP1R14A",bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,muscle cell,15. Smooth muscle cells,Smooth muscle cells,Smooth Muscle Cell,Smooth muscle cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,2,2,2,2,0.6667,0.6667,0.6667,0.6667
250,1250,1250,1250,Lung,3,0.5,"LAMP5,FAM129C,LILRA4,SCT,PLD4",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,dendritic cell,16. Plasmacytoid dendritic cells,Microglia,Plasmacytoid Dendritic Cells,Lung Immune Cells,microglial cell,CL:0000129,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell,CL:0000784,lung goblet cell,CL:1000143,-1,0,0,-1,1.0000,0.2000,0.4000,1.0000
251,1251,1251,1251,Lung,3,0.5,"PIGR,GPRC5A,CEACAM6,SFTPB,FOLR1",club cell,club cell,CL:0000158,epithelial cell,17. Alveolar epithelial cells,Lung epithelial cells,Alveolar Type 2 Epithelial Cells,Lung Epithelial Cells,epithelial cell of lung,CL:0000082,pulmonary alveolar epithelial cell,CL:0000322,pulmonary alveolar type 2 cell,CL:0002063,epithelial cell of lung,CL:0000082,-1,-1,-1,-1,0.5455,0.6667,0.6667,0.6000
252,1252,1252,1252,Lung,3,0.5,"CLDN5,C7,SPARCL1,NPDC1,VWF",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,endothelial cell,18. Endothelial cells,Endothelial cells,Endothelial Cells,Endothelial Cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,3,3,3,3,0.5000,0.5000,0.5000,0.5000
253,1253,1253,1253,Lung,3,0.5,"PDGFRB,C2orf40,COX4I2,PPP1R14A,CCN5",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,muscle cell,19. Pericytes,Fibroblasts,Pericytes,Fibroblasts,fibroblast,CL:0000057,pericyte,CL:0000669,pericyte,CL:0000669,fibroblast,CL:0000057,8,-1,-1,8,0.2857,0.2857,0.2857,0.2857
254,1254,1254,1254,Lung,3,0.5,"LRRC38,PLPPR4,AC005821.1,SYT4,MKRN9P",myofibroblast cell,myofibroblast cell,CL:0000186,myofibroblast cell,20. Neurons,Neurons,Neurons,Lung Structural Cells,neuron,CL:0000540,neuron,CL:0000540,neuron,CL:0000540,structural cell,CL:0000293,9,9,9,-1,0.3333,0.2500,0.3333,0.3333
255,1255,1255,1255,Lung,3,0.5,"NDUFA4L2,BGN,HIGD1B,RGN,COX4I2",pericyte cell,pericyte,CL:0000669,pericyte,21. Fibroblasts,Fibroblasts,Fibroblasts,Lung Alveolar Cells,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,pulmonary alveolar epithelial cell,CL:0000322,10,10,10,-1,0.6000,0.2857,0.6000,0.6000
256,1256,1256,1256,Lung,3,0.5,"CPB1,BCHE,ITLN1,VIPR2,ROR2",mesothelial cell,mesothelial cell,CL:0000077,epithelial cell,22. Enterocytes,Enterochromaffin cells,Pancreatic Acinar Cells,Lung Smooth Muscle Cells,enterochromaffin-like cell,CL:0000504,enterocyte,CL:0000584,pancreatic acinar cell,CL:0002064,smooth muscle cell,CL:0000192,-1,-1,-1,-1,0.3750,0.2500,0.3750,0.3750
