,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,RAG_annotation
219,Lung,1,0.5,"KLRF1,GNLY,CD247,FGFBP2,KLRB1",nk cell,natural killer cell,CL:0000623,natural killer t cell
220,Lung,1,0.5,"EXOC3L2,CCL14,ADAMTS4,ZNF385D,NEURL1B",bronchial vessel endothelial cell,,,Fibroblasts
221,Lung,1,0.5,"CNN1,JPH2,CCN5,DES,FOXC2",smooth muscle cell,smooth muscle cell,CL:0000192,smooth muscle cell
222,Lung,1,0.5,"C1R,C1S,MFAP5,FBLN1,IGFBP6",adventitial cell,adventitial cell,CL:0002503,fibroblast
223,Lung,1,0.5,"C1QA,APOC1,VSIG4,MS4A7,ACP5",macrophage,macrophage,CL:0000235,macrophage
224,Lung,1,0.5,"GATA2,TPSAB1,MS4A2,VWA5A,KIT",basophil,basophil,CL:0000767,mast cell
225,Lung,1,0.5,"VCAN,MNDA,CD300E,VSIR,S100A8",classical monocyte,classical monocyte,CL:0000860,macrophage
226,Lung,1,0.5,"SSTR1,GJA5,NPR3,PTPRB,MMRN2",endothelial cell of artery,endothelial cell of artery,CL:1000413,endothelial cell of artery
227,Lung,1,0.5,"RSPH1,TSPAN1,CAPS,TPPP3,C9orf24",lung ciliated cell,lung ciliated cell,CL:1000271,ciliated epithelial cell
228,Lung,1,0.5,"GPR183,PKIB,CD1C,CD1E,CST7",dendritic cell,dendritic cell,CL:0000451,dendritic cell
229,Lung,1,0.5,"WFDC2,SERPINB3,TFF3,LCN2,TSPAN1",respiratory goblet cell,respiratory goblet cell,CL:0002370,pulmonary alveolar type 2 cell
230,Lung,1,0.5,"ALDH3A1,KRT19,IGFBP2,PERP,KRT15",basal cell,basal cell,CL:0000646,basal epithelial cell
231,Lung,1,0.5,"SPAG4,MZB1,DERL3,IGHA2,JCHAIN",plasma cell,plasma cell,CL:0000786,plasma cell
232,Lung,1,0.5,"TNFRSF13C,CD19,IGHM,CD79A,PAX5",b cell,B cell,CL:0000236,B cell
233,Lung,1,0.5,"TTYH1,LPO,SLC5A1,TCN1,PRB1",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,"The provided markers do not match any known lung cell types directly, suggesting that we might be dealing with a less common or mixed cell type that isn't specifically covered by the known markers database."
234,Lung,1,0.5,"AIF1,LST1,MS4A6A,CD163,RNASE6",non-classical monocyte,non-classical monocyte,CL:0000875,nonclassical monocyte
235,Lung,1,0.5,"TIMP3,CALCRL,SLC6A4,LRRC32,VWF",capillary endothelial cell,capillary endothelial cell,CL:0002144,endothelial cell
236,Lung,1,0.5,"IL1RL1,CLDN5,HPGD,RAMP2,TIMP3",capillary aerocyte,,,capillary endothelial cell
237,Lung,1,0.5,"UPK3B,NTM,ITLN2,PKDCC,ST6GALNAC5",type i pneumocyte,type I pneumocyte,CL:0002062,Club Cell
238,Lung,1,0.5,"TIMP3,PRSS23,SPARCL1,LIFR,IGFBP7",vein endothelial cell,vein endothelial cell,CL:0002543,pulmonary mesothelial cell
239,Lung,1,0.5,"MGP,FBLN1,LUM,RARRES2,ADH1B",alveolar fibroblast,,,lipofibroblast
240,Lung,1,0.5,"MMRN1,HOXD9,PROX1,SEMA3D,STAB2",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,lymphatic endothelial cell
241,Lung,1,0.5,"PLAC9,CARMN,CNN1,LMOD1,DES",bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,smooth muscle cell
242,Lung,1,0.5,"PLD4,LAMP5,LILRA4,MZB1,SPIB",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell
243,Lung,1,0.5,"NEDD4L,WFDC2,CEACAM6,ELF3,FOLR1",club cell,club cell,CL:0000158,pulmonary epithelial cell
244,Lung,1,0.5,"IGFBP7,LIFR,CLU,NPDC1,VWF",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,pulmonary endothelial cell
245,Lung,1,0.5,"COX4I2,PRELP,CCN5,GJA4,BGN",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,capillary endothelial cell
246,Lung,1,0.5,"RSPO1,KCTD8,LINC01902,GPR1,SYT4",myofibroblast cell,myofibroblast cell,CL:0000186,Alveolar Type 1 Cells
247,Lung,1,0.5,"NDUFA4L2,RGN,INMT,PDGFRB,COX4I2",pericyte cell,pericyte,CL:0000669,fibroblast
248,Lung,1,0.5,"PRG4,CPB1,SYT4,HAS1,VIPR2",mesothelial cell,mesothelial cell,CL:0000077,Club cells
249,Lung,1,0.5,"TARID,AC009269.2,COL1A2,ABCA6,SGIP1",fibroblast,fibroblast,CL:0000057,undetermined
250,Lung,1,0.5,"CD300E,CORO1A,RNASE2,VCAN,FCN1",intermediate monocyte,intermediate monocyte,CL:0002393,macrophage
251,Lung,1,0.5,"CLCNKB,LINC01187,CEL,DGKI,PROX1",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,cell_type_name
252,Lung,1,0.75,"LMO7,LAMA3,SCEL,EMP2,GPRC5A,DST,AGER",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,pulmonary alveolar type 1 cell
253,Lung,1,0.75,"ADAM28,BLK,VPREB3,MS4A1,CD79B,CD22,LINC00926",B,B cell,CL:0000236,B cell
254,Lung,1,0.75,"ITGA2,KRT15,DST,FHL2,PERP,KRT5,S100A2",Basal,basal cell,CL:0000646,basal epithelial cell
255,Lung,1,0.75,"VCAN,S100A12,S100A9,CTSS,METTL9,CD99,FCN1",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,neutrophil
256,Lung,1,0.75,"MALAT1,CD6,CAMK4,BCL11B,IL7R,TRAT1,MAL",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,T lymphocyte
257,Lung,1,0.75,"FAM92B,C20orf85,CCDC170,FANK1,RSPH1,CDHR3,ZMYND10",Ciliated,ciliated cell,CL:0000064,Ciliated cells
258,Lung,1,0.75,"HLA-DPB1,FPR3,RGS1,CLEC10A,HLA-DMB,MS4A6A,HLA-DQA1",Dendritic,dendritic cell,CL:0000451,macrophage
259,Lung,1,0.75,"ADH1B,SLIT2,ABLIM1,C3,C1R,LUM,CFD",Fibroblast,fibroblast,CL:0000057,capillary endothelial cell
260,Lung,1,0.75,"IGFBP7,TFF3,CCL21,PKHD1L1,PPFIBP1,TBX1,TFPI",Lymphatic,,,pulmonary alveolar type 2 cell
261,Lung,1,0.75,"APOC1,VSIG4,ACP5,OLR1,ITGAX,MARCO,GPD1",Macrophage,macrophage,CL:0000235,alveolar macrophage
262,Lung,1,0.75,"SPON2,KLRD1,PRF1,GZMB,GNLY,KLRF1,CD247",Natural Killer,natural killer cell,CL:0000623,natural killer cell
263,Lung,1,0.75,"XBP1,POU2AF1,DERL3,MZB1,TNFRSF17,SSR4,SEC11C",Plasma,plasma cell,CL:0000786,plasma cell
264,Lung,1,0.75,"NAPSA,SFTPB,SFTPC,SFTPA1,SLC34A2,LPCAT1,LAMP3",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,alveolar type II cell
265,Lung,1,0.75,"CD44,CPA3,GATA2,MS4A2,HDC,HPGDS,TPSAB1",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",mast cell
266,Lung,1,0.75,"COTL1,RHOC,AIF1,IFITM2,SAT1,RPS19,FCN1",CD16+ Monocyte,,,nonclassical monocyte
267,Lung,1,0.75,"EPAS1,CDC42EP1,CD81,BTNL9,CDH5,PODXL,RAMP3",Capillary,,,endothelial cell
268,Lung,1,0.75,"NKG7,CD3D,RPS27,CCL5,CD3G,GZMH,CD8B",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,cytotoxic T cell
269,Lung,1,0.75,"KIAA1324,CEACAM6,CYB5A,SFTPB,C16orf89,DSTN,SCGB3A2",Club,club cell,CL:0000158,pulmonary alveolar type 2 cell
270,Lung,1,0.75,"COL6A3,POSTN,LTBP1,CALD1,ASPN,ITGBL1,COL1A1",Myofibroblast,myofibroblast cell,CL:0000186,fibroblast
271,Lung,1,0.75,"PTPRE,PLD4,PPP1R14B,NPC2,IRF4,GZMB,SEC61B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,natural killer t cell
272,Lung,1,0.75,"TYMS,H2AFZ,ANLN,STMN1,KPNA2,TPX2,BIRC5",Proliferating Macrophage,,,proliferating cell
273,Lung,1,0.75,"CENPF,UBE2C,NUSAP1,AURKB,TOP2A,KIF2C,BIRC5",Proliferating NK/T,,,none
274,Lung,1,0.75,"PLVAP,INHBB,ZNF385D,ENPP2,COL15A1,SPARCL1,EMCN",Bronchial Vessel,,,endothelial cell
275,Lung,1,0.75,"LCN2,WFDC2,SAA1,BPIFB1,SLPI,SCGB3A1,MUC5B",Mucous,,,secretory cell
276,Lung,1,0.75,"PLA1A,VWF,PRSS23,SELP,TGM2,SLCO2A1,CPE",Vein,,,endothelial cell
277,Lung,1,0.75,"COL4A2,COX4I2,COL4A1,CALD1,CHN1,LAMC3,NID1",Pericyte,pericyte,CL:0000669,endothelial cell
278,Lung,1,0.75,"CNN1,DES,ACTA2,CSRP1,DSTN,CALD1,PLN",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
279,Lung,1,0.75,"GJA5,FBLN5,SEMA3G,EPAS1,EFNB2,BMX,HEY1",Artery,,,endothelial cell
280,Lung,1,0.75,"CYP3A5,ESAM,APP,EDNRB,HPGD,STXBP6,TBX2",Capillary Aerocyte,,,endothelial cell of artery
281,Lung,1,0.75,"RALA,ACVRL1,SRSF11,SH3BP5,WWTR1,EPAS1,IPO7",Capillary Intermediate,,,mixture of cell types or uncharacterized cell type
282,Lung,1,0.75,"MEDAG,C7,C3,STEAP1,HAS1,FGF7,CCDC71L",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,Fibroblast
283,Lung,1,0.75,"ALDH1A3,PRG4,DSC3,WT1,MGARP,DMKN,SLPI",Mesothelial,mesothelial cell,CL:0000077,goblet cell
284,Lung,1,0.75,"GP9,TUBB1,CABP5,ACRBP,GP6,TMEM40,PF4",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",platelet
285,Lung,1,0.75,"CCL5,CD7,GNLY,LGALS1,S100A6,CTSW,CEBPB",Natural Killer T,,,unable_to_identify
286,Lung,1,0.75,"HSPB3,CLU,RAMP1,CSRP1,CST5,SCX,MET",Fibromyocyte,,,fibroblast
287,Lung,1,0.75,"WFDC2,TXN,CXCL17,AGR2,COX5A,CLIC1,FAM3D",Goblet,goblet cell,CL:0000160,goblet cell
288,Lung,1,0.75,"TMPRSS11E,MFSD6L,FOXI1,ASCL3,STAC2,ATP6V1B1,TFF3",Ionocyte,ionocyte,CL:0005006,goblet cell
289,Lung,1,0.75,"PCSK1N,FAM46A,SCGN,SEC11C,CPE,PRDX2,CHGA",Neuroendocrine,neuroendocrine cell,CL:0000165,neuroendocrine cell
290,Lung,1,0.75,"TCN1,TESC,PHB,PRH2,PRB3,LYZ,PRB4",Serous,serous secreting cell,CL:0000313,mucous cell
291,Lung,1,0.75,"C1QB,HLA-DRB1,FCER1G,CTSZ,AIF1,LAPTM5,C1QA",Macrophages,macrophage,CL:0000235,nonclassical monocyte
292,Lung,1,0.75,"GZMA,GNLY,CD7,CST7,GZMB,NKG7,CCL4",Innate lymphoid cell NK,natural killer cell,CL:0000623,cytotoxic t cell
293,Lung,1,0.75,"S100A14,NAPSA,SFTA3,CYB5A,SLC34A2,SLC39A8,SFTPD",AT2,type II pneumocyte,CL:0002063,alveolar epithelial cell
294,Lung,1,0.75,"GNG11,IGFBP7,ACKR1,CLEC14A,SPARCL1,RAMP2,RAMP3",EC venous,vein endothelial cell,CL:0002543,endothelial cell
295,Lung,1,0.75,"CORO1A,CD3E,CD69,CD3D,CD2,TRBC2,CCL5",T cell lineage,T cell,CL:0000084,T lymphocyte
296,Lung,1,0.75,"IFI27,SOX17,PECAM1,CRIP2,A2M,TM4SF1,CLEC14A",EC arterial,endothelial cell of artery,CL:1000413,endothelial cell
297,Lung,1,0.75,"CALD1,MGP,COL6A1,IGFBP7,LUM,COL1A2,C1S",Fibroblasts,fibroblast,CL:0000057,lipofibroblast
298,Lung,1,0.75,"SFTA2,HOPX,FXYD3,CAV1,TSPAN13,KRT7,EMP2",AT1,type I pneumocyte,CL:0002062,pulmonary alveolar type 2 cell
299,Lung,1,0.75,"RP11-295M3.4,C11orf97,C12orf75,SNTN,C5orf49,GSTA1,TMEM231",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,Club Cell
300,Lung,1,0.75,"MS4A1,CD37,TSC22D3,ISG20,CD79A,LTB,CORO1A",B cell lineage,B cell,CL:0000236,mast cell
301,Lung,1,0.75,"CXCL17,WFDC2,PIGR,KRT19,MUC1,CEACAM6,KRT7",Secretory,secretory cell,CL:0000151,pulmonary alveolar type 2 cell
302,Lung,1,0.75,"CD14,S100A9,LST1,FCER1G,S100A8,VCAN,FCN1",Monocytes,monocyte,CL:0000576,nonclassical monocyte
303,Lung,1,0.75,"MARCKSL1,CCL28,PIP,TCN1,SEC11C,SELM,ZG16B",Submucosal Secretory,,,club cell
304,Lung,1,0.75,"HYAL2,CDH5,PECAM1,EGFL7,CLDN5,AQP1,CLEC14A",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell
305,Lung,1,0.75,"SDPR,CLDN5,TM4SF1,RAMP2,PPFIBP1,IGFBP7,CCL21",Lymphatic EC mature,,,endothelial cell
306,Lung,1,0.75,"AKAP12,TFF3,IGFBP7,GNG11,SDPR,CCL21,TFPI",Lymphatic EC differentiating,,,Goblet Cell
307,Lung,1,0.75,"CORO1A,ITGB2,MS4A6A,HLA-DPA1,HLA-DQB1,GPR183,HLA-DMA",Dendritic cells,dendritic cell,CL:0000451,monocyte
308,Lung,1,0.75,"GPX3,SPARCL1,MT1X,TPM2,CYR61,PRELP,TAGLN",Myofibroblasts,myofibroblast cell,CL:0000186,fibroblast
309,Lung,1,0.75,"CPA3,TPSB2,KIT,GATA2,VWA5A,RGS13,MS4A2",Mast cells,mast cell,CL:0000097,mast cell
310,Lung,1,0.75,"LMOD1,ACTG2,PLN,PPP1R14A,NEXN,IGFBP7,FLNA",Fibromyocytes,,,vascular smooth muscle cell
311,Lung,1,0.75,"HMGN1,COX20,S100A16,MARCKS,ECSCR,HMGN2,TUBB",Lymphatic EC proliferating,,,mixed_cell_type
312,Lung,1,0.75,"FBXL7,KALRN,ST6GALNAC3,PKHD1L1,PPFIBP1,LDB2,MMRN1",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,Endothelial Cells
313,Lung,1,0.75,"LMO7,KHDRBS2,RBMS3,NTM,LIMCH1,RAB11FIP1,ST6GALNAC5",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,fibroblast
314,Lung,1,0.75,"SFTPC,SFTPB,MACROD2,AUTS2,LRRK2,PDE4D,ANK3",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,alveolar epithelial cell type II
315,Lung,1,0.75,"SSBP2,KRT17,FAF1,TP63,XPR1,MACROD2,RBMS3",Epithelial cell (basal),basal cell,CL:0000646,basal cell
316,Lung,1,0.75,"STK33,HYDIN,CFAP54,C4orf22,LRRIQ1,DNAH7,CDHR3",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,goblet cell
317,Lung,1,0.75,"KIAA1324,MACROD2,KIAA1217,NEDD4L,MECOM,ERBB4,BMPR1B",Epithelial cell (club),club cell,CL:0000158,pulmonary alveolar type 2 cell
318,Lung,1,0.75,"PLCG2,MEF2C,RALGPS2,DENND5B,PDK1,FBXW7,CREB3L2",Immune (B cell),B cell,CL:0000236,unidentified
319,Lung,1,0.75,"SKAP1,B2M,KLRD1,FYN,PIP4K2A,PRKCH,ARHGAP15",Immune (NK cell),natural killer cell,CL:0000623,nonclassical monocyte
320,Lung,1,0.75,"ARHGAP15,THEMIS,PARP8,SYTL3,SKAP1,FKBP5,PTPRC",Immune (T cell),T cell,CL:0000084,immune cell
321,Lung,1,0.75,"ZEB2,GPCPD1,PPARG,TFRC,FMNL2,PLXDC2,MSR1",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,macrophage
322,Lung,1,0.75,"TPSB2,KIT,SAMSN1,ARHGAP15,IL18R1,SRGN,SYTL3",Immune (mast cell),mast cell,CL:0000097,mast cell
323,Lung,1,0.75,"CACNA1C,MYH11,CALD1,EBF1,DMD,PRKG1,INPP4B",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192",smooth muscle cell
324,Lung,1,0.75,"CALCRL,EGFL7,PTPRM,TIMP3,ST6GALNAC3,LDB2,PTPRB",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,endothelial cell
325,Lung,1,0.75,"ARHGAP6,LAMA2,SLIT2,LSAMP,PLXDC2,PLEKHH2,RBMS3",Fibroblast,fibroblast,CL:0000057,fibroblast
326,Lung,1,0.75,"ZEB2,CTSB,CD74,PIK3R5,PLXDC2,SRGN,SLC8A1",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235",myeloid dendritic cell
327,Lung,1,0.75,"LPIN1,G0S2,ACSL1,ADIPOQ,PLIN1,PLIN2,PPARG",Adipocyte,fat cell,CL:0000136,adipocyte
328,Lung,1,0.75,"HOPX,EMP2,CAV1",Alveolar Type I,type I pneumocyte,CL:0002062,alveolar epithelial cell
329,Lung,1,0.75,"SFTPB,LAMP3,SLC34A2",Alveolar Type II,type II pneumocyte,CL:0002063,alveolar type II cell
330,Lung,1,0.75,"CR2,CD24,FAS",B cell_memory,memory B cell,CL:0000787,unable_to_determine
331,Lung,1,0.75,"CDHR3,DNAI2,DNAI1,TUBA1A,FAM92B,FOXJ1",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,ciliated epithelial cell
332,Lung,1,0.75,"CYP2F2,SCGB3A2,BPIFA1,SLPI,SCGB1A1",Club Epithelial,club cell,CL:0000158,club cell
333,Lung,1,0.75,"IGFBP3,COL5A2,IL6,CCN2,VIM,COL6A6,FBN1,HGF,DDR2,COL3A1,IL33,COL5A1,COL18A1,COL1A1,SLIT2,IGFBP5,NEGR1,COL4A1",Fibroblast,fibroblast,CL:0000057,fibroblast
334,Lung,1,0.75,"FLT4,MMRN1,LYVE1,CCL21",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,lymphatic endothelial cell
335,Lung,1,0.75,"CD36,MS4A6A,PTPRC,C1QA,MRC1,MS4A4A,CD68,MS4A6A,LYVE1,MR1,LYZ,RBPJ,CSF1R,MERTK,CD163",Macrophage,macrophage,CL:0000235,macrophage
336,Lung,1,0.75,"FCER1A,TPSB2,HDC,KIT",Mast Cell,mast cell,CL:0000097,mast cell
337,Lung,1,0.75,"ACTA2,CSPG4,PDGFRB,PDGFRB,MYO1B,DES",Pericyte,pericyte,CL:0000669,smooth muscle cell
338,Lung,1,0.75,"MYOCD,MYL9,TAGLN,ACTA2,PALLD,DES,VCL,SMTN,ACTG2,CNN1",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
339,Lung,1,0.75,"PTPRC,CD3D,CD3E,TRAC,TRBC1,NKG7,CD96,THEMIS,CD3G",T cell,T cell,CL:0000084,T cell
340,Lung,1,0.75,"BACE2,CD300LG,VWF,PECAM1,EPHB4,NOSTRIN,CLDN5",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,endothelial cell
341,Lung,1,0.75,"HOPX,MUC1,SFTPB,SFTPA1,SFTA2,PGC,SFTPD",type ii pneumocyte,type II pneumocyte,CL:0002063,alveolar epithelial cell type II
342,Lung,1,0.75,"CXCR2,MMP25,S100A12,MGAM,FCGR3B,MTND5P32,PROK2",neutrophil,neutrophil,CL:0000775,nonclassical monocyte
343,Lung,1,0.75,"CD3E,CD3G,IL32,IL7R,CD3D,CD69,TRAC","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,T cell
344,Lung,1,0.75,"GNLY,CD3E,NKG7,CCL4,GZMA,KLRD1,IL32","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,natural killer (NK) cell
345,Lung,1,0.75,"CST7,GZMA,KLRF1,GNLY,KLRD1,GZMB,PRF1",nk cell,natural killer cell,CL:0000623,natural killer cell
346,Lung,1,0.75,"SELE,NEURL1B,ADAMTS4,RBP5,CYTL1,POSTN,PLVAP",bronchial vessel endothelial cell,,,pulmonary alveolar type 2 cell
347,Lung,1,0.75,"AC100803.2,ADRA2C,JPH2,CCN5,MYH11,CNN1,FOXC2",smooth muscle cell,smooth muscle cell,CL:0000192,vascular smooth muscle cell
348,Lung,1,0.75,"FBLN1,MFAP4,PLA2G2A,MGP,SERPINF1,MFAP5,DCN",adventitial cell,adventitial cell,CL:0002503,fibroblast
349,Lung,1,0.75,"FABP4,MS4A7,C1QA,APOE,ACP5,MRC1,MARCO",macrophage,macrophage,CL:0000235,alveolar macrophage
350,Lung,1,0.75,"HPGDS,GATA2,CD69,CPA3,VWA5A,TPSB2,MS4A2",basophil,basophil,CL:0000767,mast cell
351,Lung,1,0.75,"FCN1,VSIR,COTL1,MNDA,CD300E,S100A9,VCAN",classical monocyte,classical monocyte,CL:0000860,macrophage
352,Lung,1,0.75,"SOX17,NOS1,DKK2,MMRN2,NPR3,SSTR1,PTPRB",endothelial cell of artery,endothelial cell of artery,CL:1000413,endothelial cell
353,Lung,1,0.75,"PIFO,RSPH1,TPPP3,C11orf88,C1orf194,CAPS,TSPAN1",lung ciliated cell,lung ciliated cell,CL:1000271,multiciliated cell
354,Lung,1,0.75,"CD1E,S100B,FCGR2B,FCER1A,CD1C,PKIB,CLEC10A",dendritic cell,dendritic cell,CL:0000451,myeloid dendritic cell
355,Lung,1,0.75,"TSPAN1,SERPINB3,TFF3,SCGB1A1,LCN2,WFDC2,BPIFB1",respiratory goblet cell,respiratory goblet cell,CL:0002370,club cell
356,Lung,1,0.75,"KRT17,TACSTD2,ALDH3A1,PERP,KRT5,MIR205HG,KRT19",basal cell,basal cell,CL:0000646,basal_cell
357,Lung,1,0.75,"DERL3,IGHG2,SPAG4,MZB1,IGHA2,CD79A,IGHG3",plasma cell,plasma cell,CL:0000786,cell_type_not_found
358,Lung,1,0.75,"TNFRSF13C,LINC01781,BLK,VPREB3,TNFRSF13B,MS4A1,CD79A",b cell,B cell,CL:0000236,B cell
359,Lung,1,0.75,"LPO,ANO1,PRB1,C6orf58,PRB3,LINC01829,PRR4",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,goblet cell
360,Lung,1,0.75,"LST1,AIF1,FCGR3A,HCLS1,MS4A6A,MAFB,RNASE6",non-classical monocyte,non-classical monocyte,CL:0000875,nonclassical monocyte
361,Lung,1,0.75,"RAMP2,FAM107A,SLC6A4,FCN3,VWF,TIMP3,CLDN5",capillary endothelial cell,capillary endothelial cell,CL:0002144,endothelial cell
362,Lung,1,0.75,"TIMP3,HPGD,CLDN5,RAMP2,GNG11,SPARCL1,EMCN",capillary aerocyte,,,endothelial cell
363,Lung,1,0.75,"NTM,PKDCC,SCEL,MS4A15,ST6GALNAC5,NCKAP5,RTKN2",type i pneumocyte,type I pneumocyte,CL:0002062,Goblet_cell
364,Lung,1,0.75,"C7,CLU,SPARCL1,PRSS23,LIFR,ACKR1,VWF",vein endothelial cell,vein endothelial cell,CL:0002543,endothelial cell
365,Lung,1,0.75,"MFAP4,C1S,RARRES2,FBLN1,PTGDS,C7,ADH1B",alveolar fibroblast,,,pulmonary fibroblast
366,Lung,1,0.75,"SCN3B,STAB2,MMRN1,PROX1,GPR182,FOXC2,HOXD9",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,lymphatic endothelial cell
367,Lung,1,0.75,"CRYAB,PPP1R14A,CNN1,LMOD1,MYH11,PLN,PLAC9",bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,smooth muscle cell
368,Lung,1,0.75,"MZB1,FAM129C,CLEC4C,LAMP5,AL139020.1,SPIB,PLD4",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell
369,Lung,1,0.75,"NEDD4L,GPRC5A,WFDC2,SCGB3A2,CYP2B7P,ELF3,SFTPB",club cell,club cell,CL:0000158,club cell
370,Lung,1,0.75,"PLVAP,VWF,C7,LIFR,NPDC1,IGFBP7,SPARCL1",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,endothelial cell
371,Lung,1,0.75,"MYH11,COX4I2,PPP1R14A,BGN,GJA4,LMOD1,PRELP",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,smooth muscle cell
372,Lung,1,0.75,"LRRC38,KCTD8,SYT4,LINC01902,MKRN9P,FABP7,AC005821.1",myofibroblast cell,myofibroblast cell,CL:0000186,pulmonary alveolar type 2 cell
373,Lung,1,0.75,"TPM2,INMT,PPP1R14A,BGN,HIGD1B,NDUFA4L2,COX4I2",pericyte cell,pericyte,CL:0000669,club cell
374,Lung,1,0.75,"BCHE,RSPO1,HAS1,SYT4,ITLN1,BNC1,ROR2",mesothelial cell,mesothelial cell,CL:0000077,alveolar type II cell
375,Lung,1,0.75,"SCN7A,SGIP1,AL135910.1,ABCA6,CACNA1C,TARID,AC009269.2",fibroblast,fibroblast,CL:0000057,Ciliated cells and Club cells mixture
376,Lung,1,0.75,"CORO1A,CD300E,FGL2,LILRA1,LILRB2,VCAN,FCN1",intermediate monocyte,intermediate monocyte,CL:0002393,nonclassical monocyte
377,Lung,1,0.75,"CEL,HEPACAM2,DGKI,CLCNKB,TMPRSS11E,CLNK,LINC01187",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,smooth muscle cell
378,Lung,1,1.0,"LAMA3,RTKN2,LMO7,ARHGEF26,AGER,SPOCK2,EMP2,SCEL,DST,GPRC5A",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,pulmonary alveolar type 1 cell
379,Lung,1,1.0,"CD79B,CD22,BANK1,SP140,CD79A,BLK,LINC00926,VPREB3,ADAM28,MS4A1",B,B cell,CL:0000236,B cell
380,Lung,1,1.0,"DST,CLDN1,KRT15,KRT5,KRT19,S100A2,ITGA2,KRT17,PERP,FHL2",Basal,basal cell,CL:0000646,basal epithelial cell
381,Lung,1,1.0,"CTSS,CSF3R,CD99,S100A12,S100A9,VCAN,FCN1,CD300E,S100A8,METTL9",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,neutrophil
382,Lung,1,1.0,"ITK,MAL,BCL11B,CD6,IL7R,CAMK4,CD2,TRAT1,LEF1,MALAT1",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,T-cell
383,Lung,1,1.0,"CAPS,FAM92B,SNTN,CDHR3,FANK1,RSPH1,DNAH6,C20orf85,ZMYND10,CCDC170",Ciliated,ciliated cell,CL:0000064,goblet cell
384,Lung,1,1.0,"FPR3,HLA-DPB1,CLEC10A,HLA-DQA1,MS4A6A,CSF2RA,HLA-DMB,FCGR2B,RGS1,GPR183",Dendritic,dendritic cell,CL:0000451,nonclassical monocyte
385,Lung,1,1.0,"LUM,FBLN1,DCN,C1S,SLIT2,CFD,ADH1B,C1R,ABLIM1,C3",Fibroblast,fibroblast,CL:0000057,fibroblast
386,Lung,1,1.0,"PROX1,IGFBP7,CCL21,TFPI,TFF3,TBX1,TIMP3,MMRN1,PPFIBP1,PKHD1L1",Lymphatic,,,lymphatic endothelial cell
387,Lung,1,1.0,"ITGAX,SLCO2B1,MARCO,C1QB,VSIG4,APOC1,OLR1,ACP5,C1QA,GPD1",Macrophage,macrophage,CL:0000235,alveolar macrophage
