,Unnamed: 0,tissue,simuround,noise,marker,manual_annotation,manual_CLname,manual_CLID,RAG_annotation,RAG_aggrement_modified,RAG_aggrement_modified_new,RAG_clid,RAG_clname,manual_clid,manual_clname
311,311,Lung,1,0.75,"GENE7,S100A16,EID1,GENE63,GENE59,GENE72,ECSCR,MARCKS,TUBB,ARPC1A,HMGN1,GENE42,GENE84,LSM2,COX20,GENE97,HMGN2",Lymphatic EC proliferating,,,neutrophil,-1,0.2000,CL:4047004,cycling type EC enteroendocrine cell,CL:0000775,neutrophil
312,312,Lung,1,0.75,"FBXL7,GENE30,GENE66,LDB2,TSHZ2,GENE11,MMRN1,PKHD1L1,SEMA3A,KALRN,ST6GALNAC3,PPFIBP1,CD36,GENE96,GENE17,GENE2,GENE97",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,2,0.6000,CL:0002138,endothelial cell of lymphatic vessel,CL:0000115,endothelial cell
313,313,Lung,1,0.75,"GENE62,GENE52,LMO7,RAB11FIP1,GENE66,EMP2,GENE24,NCKAP5,GENE42,RBMS3,NTM,KHDRBS2,GENE76,GENE43,LIMCH1,LAMA3,ST6GALNAC5",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,cell_type_name,"{'CL:0002062': 0, 'CL:0000322': 1, 'GO:0007585': 1, 'CL:0000076': 2, 'CL:0000082': 2, 'UBERON:0004821': 2, 'GO:0032501': 2, 'CL:0000066': 3, 'UBERON:0006914': 3, 'CL:0002632': 3, 'UBERON:0000115': 3, 'UBERON:0000487': 3, 'UBERON:0004894': 3, 'UBERON:0002299': 3, 'GO:0008150': 3, 'CL:0000255': 4, 'UBERON:0000483': 4, 'CL:0002368': 4, 'UBERON:0004815': 4, 'UBERON:0002048': 4, 'UBERON:0001041': 4, 'UBERON:0000490': 4, 'UBERON:0000060': 4, 'UBERON:0004119': 4, 'UBERON:0003215': 4, 'UBERON:0006524': 4, 'UBERON:0008874': 4, 'NCBITaxon:40674': 4, 'BFO:0000015': 4, 'CL:0000000': 5, 'NCBITaxon:2759': 5, 'PR:000050567': 5, 'UBERON:0000479': 5, 'GO:0005911': 5, 'UBERON:0005769': 5, 'NCBITaxon:33208': 5, 'CL:0002076': 5, 'UBERON:0004802': 5, 'UBERON:0001558': 5, 'UBERON:0000171': 5, 'UBERON:0005178': 5, 'UBERON:0015212': 5, 'UBERON:0000170': 5, 'NCBITaxon:7776': 5, 'UBERON:0000118': 5, 'UBERON:0009778': 5, 'UBERON:0001004': 5, 'UBERON:0004921': 5, 'UBERON:0000064': 5, 'UBERON:0002553': 5, 'UBERON:0004923': 5, 'BFO:0000002': 5, 'UBERON:0000061': 5, 'UBERON:0000925': 5, 'UBERON:0011216': 5, 'BFO:0000004': 5, 'UBERON:0001062': 5, 'UBERON:0010369': 5, 'UBERON:0002187': 5, 'NCBITaxon:32524': 5, 'GO:0005634': 6, 'NCBITaxon:131567': 6, 'BFO:0000040': 6, 'PR:000000001': 6, 'UBERON:0010000': 6, 'GO:0031012': 6, 'UBERON:0000468': 6, 'GO:0070161': 6, 'UBERON:0005764': 6, 'GO:0005587': 6, 'GO:0005604': 6, 'NCBITaxon:33154': 6, 'CL:0000223': 6, 'UBERON:0004807': 6, 'UBERON:0005911': 6, 'UBERON:0010499': 6, 'UBERON:0000072': 6, 'UBERON:0000062': 6, 'UBERON:0002075': 6, 'UBERON:0005181': 6, 'UBERON:0002224': 6, 'UBERON:0000465': 6, 'NCBITaxon:33213': 6, 'UBERON:0034925': 6, 'UBERON:0002167': 6, 'UBERON:0002168': 6, 'NCBITaxon:7742': 6, 'UBERON:0005153': 6, 'UBERON:0004872': 6, 'UBERON:0005597': 6, 'UBERON:0008947': 6, 'UBERON:0005906': 6, 'UBERON:0000977': 6, 'UBERON:0002402': 6, 'UBERON:0000467': 6, 'GO:0003016': 6, 'UBERON:0000066': 6, 'UBERON:0013522': 6, 'UBERON:0001555': 6, 'UBERON:0000464': 6, 'UBERON:0000463': 6, 'NCBITaxon:6072': 6, 'UBERON:0000106': 6, 'UBERON:0000071': 6, 'UBERON:0000923': 6, 'UBERON:0006595': 6, 'UBERON:0003942': 6, 'UBERON:0010368': 6, 'UBERON:0008946': 6, 'UBERON:0002186': 6, 'UBERON:0002188': 6, 'NCBITaxon:32523': 6, 'GO:0043231': 7, 'NCBITaxon:1': 7, 'PR:000018263': 7, 'GO:0006412': 7, 'PATO:0001993': 7, 'GO:0030312': 7, 'GO:0030054': 7, 'UBERON:0000476': 7, 'GO:0098642': 7, 'GO:0098651': 7, 'GO:0062023': 7, 'CL:0002321': 7, 'UBERON:0007592': 7, 'UBERON:0010498': 7, 'UBERON:0000065': 7, 'UBERON:0006984': 7, 'UBERON:0000111': 7, 'UBERON:0005177': 7, 'UBERON:0002323': 7, 'UBERON:0000915': 7, 'NCBITaxon:89593': 7, 'UBERON:0005157': 7, 'UBERON:0002050': 7, 'UBERON:0003081': 7, 'UBERON:0001048': 7, 'UBERON:0003258': 7, 'UBERON:0000042': 7, 'UBERON:0000077': 7, 'UBERON:0002400': 7, 'UBERON:0002401': 7, 'PATO:0001748': 7, 'UBERON:0035809': 7, 'UBERON:0003887': 7, 'GO:0003008': 7, 'BFO:0000003': 7, 'UBERON:0000105': 7, 'UBERON:0000092': 7, 'UBERON:0000025': 7, 'UBERON:0001007': 7, 'UBERON:0000165': 7, 'UBERON:0007026': 7, 'UBERON:0000466': 7, 'PATO:0002198': 7, 'UBERON:0000068': 7, 'UBERON:0000104': 7, 'UBERON:0010316': 7, 'UBERON:0006598': 7, 'UBERON:0000307': 7, 'UBERON:0001032': 7, 'GO:0019233': 7, 'GO:0050975': 7, 'UBERON:0009911': 7, 'UBERON:8600017': 7, 'UBERON:0000353': 7, 'UBERON:0000117': 7, 'UBERON:0007196': 7, 'UBERON:0002173': 7, 'NCBITaxon:1338369': 7, 'GO:0043227': 8, 'GO:0043229': 8, 'CHEBI:50047': 8, 'CHEBI:33708': 8, 'GO:0009059': 8, 'GO:0019538': 8, 'GO:0006415': 8, 'GO:0006414': 8, 'CHEBI:36080': 8, 'GO:0010467': 8, 'GO:0006413': 8, 'PATO:0001992': 8, 'GO:0110165': 8, 'GO:0071944': 8, 'GO:0005581': 8, 'GO:0098645': 8, 'UBERON:0000485': 8, 'UBERON:0007601': 8, 'UBERON:0001005': 8, 'UBERON:0010199': 8, 'UBERON:0000110': 8, 'GO:0048513': 8, 'UBERON:0002100': 8, 'UBERON:0003886': 8, 'UBERON:0011997': 8, 'UBERON:0009569': 8, 'UBERON:0011676': 8, 'UBERON:0014477': 8, 'NCBITaxon:7711': 8, 'UBERON:0005423': 8, 'UBERON:0000922': 8, 'UBERON:0004120': 8, 'UBERON:0005291': 8, 'UBERON:0007524': 8, 'UBERON:0000926': 8, 'UBERON:0015833': 8, 'UBERON:0000481': 8, 'UBERON:0001136': 8, 'UBERON:0002384': 8, 'UBERON:0003727': 8, 'UBERON:0022350': 8, 'PATO:0001857': 8, 'UBERON:0000000': 8, 'GO:0009791': 8, 'UBERON:0004111': 8, 'PATO:0002299': 8, 'GO:0022600': 8, 'UBERON:0035804': 8, 'UBERON:0000109': 8, 'BFO:0000141': 8, 'PATO:0001018': 8, 'GO:0009790': 8, 'UBERON:0002532': 8, 'UBERON:0007010': 8, 'UBERON:0000108': 8, 'UBERON:0015203': 8, 'GO:0007600': 8, 'UBERON:0001016': 8, 'UBERON:0004456': 8, 'GO:0050954': 8, 'UBERON:0000063': 8, 'UBERON:0000101': 8, 'UBERON:0002185': 8, 'UBERON:0003126': 8, 'NCBITaxon:8287': 8, 'GO:0043226': 9, 'GO:0016020': 9, 'GO:0005622': 9, 'GO:0043170': 9, 'GO:0044249': 9, 'CHEBI:33694': 9, 'GO:0044238': 9, 'GO:0032984': 9, 'GO:0044237': 9, 'GO:0001677': 9, 'PATO:0001995': 9, 'CARO:0000000': 9, 'GO:0005575': 9, 'GO:0032991': 9, 'GO:0098644': 9, 'GO:0099081': 9, 'UBERON:0012274': 9, 'CL:0000067': 9, 'UBERON:0003103': 9, 'UBERON:0034874': 9, 'GO:0001841': 9, 'GO:0048856': 9, 'UBERON:0000916': 9, 'UBERON:0013702': 9, 'UBERON:0000475': 9, 'UBERON:0013701': 9, 'UBERON:0010912': 9, 'UBERON:0002090': 9, 'NCBITaxon:33511': 9, 'GO:0032502': 9, 'UBERON:0003104': 9, 'CL:0000057': 9, 'CL:0000222': 9, 'UBERON:0006603': 9, 'UBERON:0003929': 9, 'UBERON:0012275': 9, 'CL:0000077': 9, 'UBERON:0001780': 9, 'PATO:0002005': 9, 'GO:0007275': 9, 'UBERON:0013686': 9, 'PATO:0001873': 9, 'PATO:0002078': 9, 'GO:0007586': 9, 'UBERON:0000930': 9, 'GO:0007369': 9, 'PATO:0001241': 9, 'CL:0000352': 9, 'UBERON:0000107': 9, 'UBERON:0034923': 9, 'GO:0050877': 9, 'CL:0000540': 9, 'CL:0002319': 9, 'UBERON:0016880': 9, 'UBERON:0009912': 9, 'NCBITaxon:117571': 9, 'GO:0008152': 10, 'GO:0009058': 10, 'GO:0022411': 10, 'GO:0043933': 10, 'GO:0009987': 10, 'GO:0022618': 10, 'GO:0044207': 10, 'GO:0099080': 10, 'PATO:0015006': 10, 'CL:0000075': 10, 'CL:0000064': 10, 'UBERON:0034947': 10, 'CHEBI:25805': 10, 'GO:0001838': 10, 'GO:0021915': 10, 'UBERON:0001049': 10, 'UBERON:0002417': 10, 'UBERON:0000075': 10, 'UBERON:0034929': 10, 'UBERON:0001009': 10, 'UBERON:0001015': 10, 'UBERON:0001434': 10, 'UBERON:0002416': 10, 'UBERON:0004288': 10, 'UBERON:0005944': 10, 'UBERON:0011138': 10, 'UBERON:0003089': 10, 'CL:0008019': 10, 'CL:0002320': 10, 'CL:0000134': 10, 'CL:0000213': 10, 'CL:0002078': 10, 'UBERON:0001021': 10, 'UBERON:0002240': 10, 'PATO:0000052': 10, 'PATO:0002007': 10, 'PATO:0000411': 10, 'PATO:0002014': 10, 'UBERON:0000924': 10, 'GO:0048598': 10, 'GO:0001705': 10, 'GO:0001706': 10, 'GO:0001707': 10, 'PATO:0000001': 10, 'CL:0000052': 10, 'GO:0040016': 10, 'PATO:0010001': 10, 'CL:0000393': 10, 'CL:0000404': 10, 'GO:0019226': 10, 'CL:0000031': 10, 'NCBITaxon:117570': 10, 'GO:0016043': 11, 'GO:0065003': 11, 'GO:0071826': 11, 'GO:0022613': 11, 'GO:1990904': 11, 'GO:0005737': 11, 'PATO:0000141': 11, 'GO:0005929': 11, 'UBERON:0034873': 11, 'GO:0072175': 11, 'GO:0016331': 11, 'GO:0035295': 11, 'GO:0060429': 11, 'GO:0007399': 11, 'GO:0043009': 11, 'UBERON:0003914': 11, 'UBERON:0010371': 11, 'UBERON:0016879': 11, 'UBERON:0005068': 11, 'UBERON:0004765': 11, 'UBERON:0000014': 11, 'UBERON:0002049': 11, 'GO:0003013': 11, 'UBERON:0000383': 11, 'UBERON:0001630': 11, 'UBERON:0004770': 11, 'UBERON:0002204': 11, 'UBERON:0007376': 11, 'UBERON:0013514': 11, 'UBERON:0011137': 11, 'UBERON:0002091': 11, 'UBERON:0005856': 11, 'UBERON:0007530': 11, 'UBERON:0002329': 11, 'CL:0000219': 11, 'GO:0016477': 11, 'CL:0000048': 11, 'CL:0000215': 11, 'UBERON:0000122': 11, 'UBERON:0000010': 11, 'PATO:0002045': 11, 'UBERON:0002342': 11, 'UBERON:0000489': 11, 'UBERON:0004121': 11, 'UBERON:0005174': 11, 'UBERON:0010314': 11, 'CL:0005000': 11, 'UBERON:0001017': 11, 'UBERON:0003076': 11, 'UBERON:0003853': 11, 'UBERON:0006241': 11, 'PATO:0000051': 11, 'PATO:0002266': 11, 'PATO:0002006': 11, 'PATO:0000947': 11, 'CL:0000221': 11, 'UBERON:0006601': 11, 'GO:0009653': 11, 'GO:0001704': 11, 'GO:0007398': 11, 'GO:0007492': 11, 'GO:0048332': 11, 'BFO:0000020': 11, 'CL:0000723': 11, 'GO:0051301': 11, 'CL:0000211': 11, 'GO:0001508': 11, 'GO:0007268': 11, 'GO:0007154': 11, 'CL:0000055': 11, 'GO:0071840': 12, 'GO:0022607': 12, 'GO:0044085': 12, 'CHEBI:33697': 12, 'GO:0120025': 12, 'GO:0030990': 12, 'PATO:0001547': 12, 'GO:0035148': 12, 'GO:0060562': 12, 'GO:0002009': 12, 'GO:0009888': 12, 'GO:0048731': 12, 'GO:0009792': 12, 'CL:0002077': 12, 'UBERON:0002346': 12, 'UBERON:0007135': 12, 'UBERON:0034944': 12, 'UBERON:0001003': 12, 'UBERON:0002067': 12, 'UBERON:0002097': 12, 'UBERON:0000477': 12, 'UBERON:0000179': 12, 'UBERON:0007798': 12, 'UBERON:0000055': 12, 'GO:0003012': 12, 'UBERON:0005090': 12, 'UBERON:0002385': 12, 'GO:0040011': 12, 'UBERON:0000982': 12, 'UBERON:0003102': 12, 'UBERON:0007383': 12, 'UBERON:0000026': 12, 'UBERON:0011249': 12, 'UBERON:0011585': 12, 'CL:0000335': 12, 'UBERON:0007503': 12, 'UBERON:0003059': 12, 'GO:0048870': 12, 'CL:0000034': 12, 'PATO:0001402': 12, 'UBERON:0005162': 12, 'GO:0043005': 12, 'PATO:0000402': 12, 'UBERON:0003075': 12, 'UBERON:0005062': 12, 'CL:0000333': 12, 'UBERON:0001137': 12, 'CL:0000402': 12, 'UBERON:0003057': 12, 'PATO:0002318': 12, 'GO:0048646': 12, 'GO:0048729': 12, 'GO:0007498': 12, 'GO:0048103': 12, 'GO:0042391': 12, 'GO:0098916': 12, 'GO:0045202': 12, 'CL:0011115': 12, 'GO:0042995': 13, 'GO:0098590': 13, 'GO:0035735': 13, 'GO:0035239': 13, 'CL:0000133': 13, 'UBERON:3000961': 13, 'UBERON:0003055': 13, 'UBERON:0013754': 13, 'UBERON:0002072': 13, 'GO:0071953': 13, 'UBERON:0011860': 13, 'UBERON:0010083': 13, 'UBERON:0002199': 13, 'UBERON:0011272': 13, 'UBERON:0006314': 13, 'UBERON:0002193': 13, 'UBERON:0004535': 13, 'CL:0000187': 13, 'GO:0006936': 13, 'UBERON:0004905': 13, 'UBERON:0000076': 13, 'UBERON:0003077': 13, 'UBERON:0007282': 13, 'GO:0017145': 13, 'PATO:0001397': 13, 'PATO:0002009': 13, 'UBERON:0002328': 13, 'UBERON:0007284': 13, 'UBERON:0005061': 13, 'CL:0011012': 13, 'CL:0011026': 13, 'CL:0007004': 13, 'CL:0000099': 13, 'CL:2000029': 13, 'UBERON:0009615': 13, 'GO:0034220': 13, 'GO:0099537': 13, 'GO:0098794': 13, 'GO:0098793': 13, 'GO:0030154': 13, 'GO:0005886': 14, 'GO:0042073': 14, 'GO:0060271': 14, 'UBERON:0001013': 14, 'UBERON:0011825': 14, 'GO:0099512': 14, 'GO:0098643': 14, 'UBERON:0004016': 14, 'PATO:0001548': 14, 'UBERON:0000948': 14, 'UBERON:0001981': 14, 'CL:0000183': 14, 'CL:0000056': 14, 'UBERON:0034921': 14, 'UBERON:0007285': 14, 'UBERON:0009618': 14, 'PATO:0001396': 14, 'PR:000014841': 14, 'UBERON:0004880': 14, 'UBERON:0006267': 14, 'UBERON:0004734': 14, 'UBERON:0007281': 14, 'GO:0006811': 14, 'GO:0055085': 14, 'GO:0099536': 14, 'GO:0048869': 14, 'GO:0010970': 15, 'GO:0031503': 15, 'GO:0044782': 15, 'GO:0070925': 15, 'GO:0120031': 15, 'GO:0035082': 15, 'GO:0061512': 15, 'GO:0097712': 15, 'GO:1905349': 15, 'GO:0097711': 15, 'UBERON:0011822': 15, 'CL:0000136': 15, 'UBERON:0011821': 15, 'PATO:0002309': 15, 'UBERON:0017650': 15, 'UBERON:0004290': 15, 'UBERON:0007100': 15, 'UBERON:0004151': 15, 'UBERON:0015410': 15, 'UBERON:0004141': 15, 'GO:0008015': 15, 'UBERON:0000178': 15, 'CL:0000071': 15, 'UBERON:0007500': 15, 'UBERON:0004537': 15, 'UBERON:0006965': 15, 'CL:0000680': 15, 'UBERON:0005256': 15, 'PATO:0070044': 15, 'UBERON:0003068': 15, 'UBERON:0006268': 15, 'UBERON:0006238': 15, 'UBERON:0003052': 15, 'GO:0006810': 15, 'CHEBI:24867': 15, 'GO:0007267': 15, 'GO:0007018': 16, 'GO:0030705': 16, 'GO:0099111': 16, 'GO:0005874': 16, 'GO:0051179': 16, 'GO:0006996': 16, 'GO:0120036': 16, 'GO:0030031': 16, 'GO:0001578': 16, 'GO:0005930': 16, 'GO:0033365': 16, 'GO:0048199': 16, 'GO:0035869': 16, 'GO:0140056': 16, 'UBERON:0011823': 16, 'CL:0000325': 16, 'PATO:0002226': 16, 'UBERON:0000486': 16, 'UBERON:0016888': 16, 'UBERON:0015228': 16, 'CL:0002494': 16, 'UBERON:0005498': 16, 'CL:0000232': 16, 'UBERON:0001969': 16, 'UBERON:0002390': 16, 'UBERON:0006596': 16, 'CL:0002139': 16, 'UBERON:0004638': 16, 'CL:0000115': 16, 'CL:0000566': 16, 'UBERON:0014903': 16, 'GO:0048754': 16, 'UBERON:0009142': 16, 'UBERON:0000955': 16, 'UBERON:0007651': 16, 'UBERON:0001891': 16, 'UBERON:0002028': 16, 'GO:0051234': 16, 'GO:0023052': 16, 'GO:0007017': 17, 'GO:0046907': 17, 'GO:0099513': 17, 'GO:0015630': 17, 'GO:0030030': 17, 'GO:0000226': 17, 'GO:0097427': 17, 'GO:0005856': 17, 'GO:0097014': 17, 'GO:0008104': 17, 'GO:0006903': 17, 'GO:0005798': 17, 'GO:0048193': 17, 'GO:0005794': 17, 'GO:0022406': 17, 'GO:0051640': 17, 'PATO:0001690': 17, 'UBERON:0004291': 17, 'CL:0000081': 17, 'CL:0000329': 17, 'CL:0000764': 17, 'PATO:0002039': 17, 'GO:0005840': 17, 'PR:000001945': 17, 'CL:0000558': 17, 'GO:0005577': 17, 'UBERON:0003061': 17, 'UBERON:0004852': 17, 'PR:000001444': 17, 'PR:000002112': 17, 'PR:000016043': 17, 'UBERON:0011695': 17, 'GO:0061138': 17, 'GO:0050890': 17, 'UBERON:0002616': 17, 'UBERON:0003849': 17, 'UBERON:0009616': 17, 'UBERON:0002298': 17, 'UBERON:0007277': 17, 'GO:0050789': 17, 'GO:0051641': 18, 'GO:0051649': 18, 'GO:0007010': 18, 'GO:0043232': 18, 'GO:0032838': 18, 'GO:0070727': 18, 'GO:0016192': 18, 'GO:0051650': 18, 'GO:0031410': 18, 'GO:0012505': 18, 'PATO:0001579': 18, 'UBERON:0004139': 18, 'CL:0000988': 18, 'GO:0015671': 18, 'CL:0000763': 18, 'GO:0071971': 18, 'PR:000001002': 18, 'PR:000001004': 18, 'PR:000001012': 18, 'PR:000001020': 18, 'PR:000001024': 18, 'PR:000001083': 18, 'PR:000001084': 18, 'PR:000001289': 18, 'PR:000001839': 18, 'PR:000001889': 18, 'PR:000002978': 18, 'CL:0000552': 18, 'GO:0005615': 18, 'UBERON:0001986': 18, 'PR:000001327': 18, 'PR:000001971': 18, 'UBERON:0004716': 18, 'GO:0001763': 18, 'UBERON:0000073': 18, 'UBERON:0003714': 18, 'UBERON:0003099': 18, 'UBERON:0003080': 18, 'UBERON:0010286': 18, 'UBERON:0001896': 18, 'UBERON:0001943': 18, 'UBERON:0003852': 18, 'GO:0065007': 18, 'GO:0043228': 19, 'GO:0099568': 19, 'GO:0033036': 19, 'GO:0031982': 19, 'GO:0051648': 19, 'GO:0051656': 19, 'GO:0097708': 19, 'GO:0005773': 19, 'UBERON:0003084': 19, 'GO:0015669': 19, 'CHEBI:15379': 19, 'CL:0000049': 19, 'GO:0016050': 19, 'GO:0097734': 19, 'GO:0070062': 19, 'PR:000001005': 19, 'PR:000001018': 19, 'PR:000001023': 19, 'PR:000002976': 19, 'CL:0000765': 19, 'CL:0017502': 19, 'GO:0030263': 19, 'CL:0000550': 19, 'GO:0005576': 19, 'UBERON:0016887': 19, 'CL:0000365': 19, 'CL:0000125': 19, 'CL:0000008': 19, 'UBERON:0003056': 19, 'GO:0002027': 19, 'GO:0043576': 19, 'GO:0044058': 19, 'UBERON:0005290': 19, 'UBERON:0010285': 19, 'UBERON:0004140': 20, 'UBERON:0007005': 20, 'CL:0002032': 20, 'GO:0140112': 20, 'GO:1903561': 20, 'PR:000025796': 20, 'PR:000001022': 20, 'GO:0030218': 20, 'GO:0005730': 20, 'CL:0000547': 20, 'PATO:0002418': 20, 'GO:0030261': 20, 'GO:0030262': 20, 'CL:0017504': 20, 'GO:0000792': 20, 'CL:0000549': 20, 'CL:0000007': 20, 'CL:0010017': 20, 'CL:0000095': 20, 'GO:0008016': 20, 'GO:0051239': 20, 'GO:0044057': 20, 'UBERON:0004733': 20, 'UBERON:0010096': 20, 'UBERON:0002020': 20, 'UBERON:0009581': 20, 'UBERON:0007688': 21, 'UBERON:0036146': 21, 'UBERON:0009881': 21, 'CL:0008001': 21, 'PATO:0001401': 21, 'CL:0000837': 21, 'GO:0065010': 21, 'GO:0030099': 21, 'GO:0034101': 21, 'GO:0031981': 21, 'CL:0002242': 21, 'PATO:0040072': 21, 'CL:0017503': 21, 'CL:0000038': 21, 'PATO:0070045': 21, 'GO:0051276': 21, 'GO:0006921': 21, 'PATO:0070047': 21, 'GO:0000785': 21, 'GO:1903522': 21, 'GO:0060047': 21, 'UBERON:0004732': 21, 'UBERON:0011215': 21, 'GO:0043025': 21, 'UBERON:0004061': 21, 'PR:000001869': 22, 'PR:000002981': 22, 'PR:000001003': 22, 'CL:0000037': 22, 'GO:0043230': 22, 'GO:0030097': 22, 'GO:0002262': 22, 'GO:0070013': 22, 'PATO:0002505': 22, 'PATO:0002094': 22, 'CL:0000839': 22, 'CL:0000050': 22, 'GO:0005694': 22, 'GO:0097194': 22, 'GO:0003015': 22, 'GO:0044297': 22, 'GO:0036477': 22, 'UBERON:0034707': 22, 'UBERON:0004060': 22, 'UBERON:0004062': 22, 'UBERON:0004022': 22, 'PR:000029032': 23, 'GO:0002244': 23, 'GO:0048468': 23, 'GO:0002376': 23, 'GO:0048872': 23, 'GO:0043233': 23, 'PATO:0001404': 23, 'CL:0002031': 23, 'GO:0030219': 23, 'GO:0032060': 23, 'GO:0006915': 23, 'UBERON:0034705': 23, 'UBERON:0034706': 23, 'UBERON:0003842': 23, 'PR:000036194': 24, 'NCBITaxon:10090': 24, 'GO:0048871': 24, 'GO:0031974': 24, 'PATO:0001400': 24, 'CL:0000556': 24, 'GO:0032059': 24, 'GO:0012501': 24, 'GO:0097190': 24, 'NCBITaxon:862507': 25, 'GO:0042592': 25, 'PATO:0001393': 25, 'CL:0000553': 25, 'GO:0008219': 25, 'GO:0007165': 25, 'NCBITaxon:10088': 26, 'PATO:0001374': 26, 'GO:0007113': 26, 'GO:0050794': 26, 'GO:0051716': 26, 'NCBITaxon:39107': 27, 'GO:0000278': 27, 'GO:0050896': 27, 'NCBITaxon:10066': 28, 'GO:0007049': 28, 'GO:0140014': 28, 'NCBITaxon:337687': 29, 'GO:0000280': 29, 'GO:1903047': 29, 'NCBITaxon:1963758': 30, 'GO:0048285': 30, 'GO:0022402': 30, 'NCBITaxon:9989': 31, 'NCBITaxon:314147': 32, 'NCBITaxon:314146': 33, 'NCBITaxon:1437010': 34, 'NCBITaxon:9347': 35, 'NCBITaxon:32525': 36}",-1,CL:0002062,pulmonary alveolar type 1 cell,,
314,314,Lung,1,0.75,"MACROD2,AUTS2,GENE62,GENE93,ZNF385B,SFTPC,GENE87,ABCA3,ANK3,GENE70,GENE85,GENE77,SFTPB,GENE38,PDE4D,LRRK2,ERBB4",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,alveolar epithelial cell,1,0.8333,CL:0002063,pulmonary alveolar type 2 cell,CL:0000322,pulmonary alveolar epithelial cell
315,315,Lung,1,0.75,"GENE13,MACROD2,GLIS3,GENE58,GENE100,GENE9,GENE66,GENE79,SSBP2,EYA2,GENE80,XPR1,RBMS3,KRT17,TP63,FAF1,CACHD1",Epithelial cell (basal),basal cell,CL:0000646,goblet cell,-1,0.5000,CL:0002236,basal epithelial cell of prostatic duct,CL:0000160,goblet cell
316,316,Lung,1,0.75,"TMEM232,DNAH12,CFAP54,DNAH7,STK33,GENE19,HYDIN,GENE27,GENE89,GENE44,CDHR3,GENE17,LRRIQ1,GENE28,GENE84,AGBL4,C4orf22",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,goblet cell,-1,0.6000,CL:0000067,ciliated epithelial cell,CL:0000160,goblet cell
317,317,Lung,1,0.75,"NEDD4L,MACROD2,GENE63,SCGB3A2,CDK14,GENE41,GENE54,MECOM,GENE34,GENE17,GENE60,BMPR1B,KIAA1217,SFTPB,GENE64,ERBB4,KIAA1324",Epithelial cell (club),club cell,CL:0000158,pulmonary alveolar type 2 cell,-1,0.5455,CL:0000158,club cell,CL:0002063,pulmonary alveolar type 2 cell
318,318,Lung,1,0.75,"PDK1,GENE99,FBXW7,GENE54,ARHGAP15,GENE78,PLCG2,GENE74,GENE90,ST6GAL1,GENE5,CREB3L2,FCHSD2,GENE76,RALGPS2,DENND5B,MEF2C",Immune (B cell),B cell,CL:0000236,b cell,0,1.0000,CL:0000236,B cell,CL:0000236,b cell
319,319,Lung,1,0.75,"GENE26,PIP4K2A,B2M,FYN,GENE93,GENE27,GENE37,GENE12,SKAP1,GENE43,ARHGAP15,PRKCH,KLRD1,PARP8,GENE31,AOAH,CD247",Immune (NK cell),natural killer cell,CL:0000623,nonclassical monocyte,-1,0.5000,CL:0000825,pro-NK cell,CL:0000576,monocyte
320,320,Lung,1,0.75,"GENE47,GENE58,GENE73,FYN,FKBP5,GENE18,GENE86,BCL2,GENE5,PTPRC,SYTL3,ARHGAP15,PARP8,THEMIS,GENE23,ITK,SKAP1",Immune (T cell),T cell,CL:0000084,nonclassical monocyte,-1,0.5000,CL:0000084,T cell,CL:0000576,monocyte
321,321,Lung,1,0.75,"ZEB2,DOCK8,GENE65,FMNL2,GPCPD1,SLC11A1,PPARG,GENE15,RNF149,GENE81,GENE69,TFRC,GENE88,PLXDC2,MSR1,GENE31,GENE59",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,macrophages,2,0.7143,CL:0000583,alveolar macrophage,CL:0000235,macrophage
322,322,Lung,1,0.75,"KIT,GENE7,SAMSN1,GENE62,GENE89,GENE27,IL18R1,GENE74,FER,TPSB2,SLC24A3,GENE96,SRGN,SYTL3,ARHGAP15,GENE75,TPSAB1",Immune (mast cell),mast cell,CL:0000097,mast cell,0,1.0000,CL:0000097,mast cell,CL:0000097,mast cell
323,323,Lung,1,0.75,"GENE82,CALD1,GENE72,INPP4B,GENE25,GENE69,GENE37,CACNA1C,TPM1,GENE29,PRKG1,GENE77,ACTA2,DMD,EBF1,LPP,MYH11",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192",undefined cell type,-1,0.3333,CL:0000669,pericyte,CL:0000169,type B pancreatic cell
324,324,Lung,1,0.75,"PTPRB,PTPRM,TCF4,LDB2,GENE72,GENE74,GENE81,ST6GALNAC3,GENE85,TIMP3,GENE43,PECAM1,CALCRL,EPAS1,EGFL7,GENE31,GENE55",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,endothelial cell,1,0.7500,CL:0002139,endothelial cell of vascular tree,CL:0000115,endothelial cell
325,325,Lung,1,0.75,"GENE13,GENE94,GENE3,LAMA2,GENE37,GENE69,GENE95,PLEKHH2,ROBO2,LSAMP,RBMS3,PRKG1,ARHGAP6,RORA,GENE42,SLIT2,PLXDC2",Fibroblast,fibroblast,CL:0000057,endothelial cells,-1,0.4000,CL:0000057,fibroblast,CL:0000115,endothelial cell
