,tissue,simuround,noise,marker,manual_annotation,manual_CLname,manual_CLID,RAG_annotation
1127,Lung,3,0.25,"PPP1R14A,CCN5,BGN,MYH11,PDGFRB,COX4I2,C2orf40,PRELP,LMOD1,GJA4",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,smooth muscle cell
1128,Lung,3,0.25,"AC005821.1,LRRC38,MKRN9P,KCTD8,RSPO1,GPR1,SYT4,PLPPR4,LINC01902,FABP7",myofibroblast cell,myofibroblast cell,CL:0000186,pulmonary alveolar type 2 cell
1129,Lung,3,0.25,"COX4I2,TPM2,BGN,PDGFRB,HIGD1B,PPP1R14A,INMT,KCNK3,RGN,NDUFA4L2",pericyte cell,pericyte,CL:0000669,fibroblast
1130,Lung,3,0.25,"ITLN1,PRG4,HAS1,CPB1,BCHE,VIPR2,BNC1,SYT4,ROR2,RSPO1",mesothelial cell,mesothelial cell,CL:0000077,club cell
1131,Lung,3,0.25,"AC009269.2,SCN7A,BMP5,AL135910.1,SGIP1,CARMN,CACNA1C,COL1A2,ABCA6,TARID",fibroblast,fibroblast,CL:0000057,unidentified cell type
1132,Lung,3,0.25,"FCN1,RNASE2,CD300E,VCAN,FGL2,LILRB2,MPEG1,CORO1A,LILRA1,AIF1",intermediate monocyte,intermediate monocyte,CL:0002393,nonclassical monocyte
1133,Lung,3,0.25,"ASCL3,CEL,HEPACAM2,ATP6V1G3,CLCNKB,CLNK,LINC01187,TMPRSS11E,PROX1,DGKI",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,basal cell
1134,Lung,3,0.5,"ARHGEF26,LMO7,AGER,EMP2,GENE51,RTKN2,GPRC5A,SPOCK2,GENE95,GENE17,DST,SCEL,GENE77,GENE53,LAMA3",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,epithelial cell
1135,Lung,3,0.5,"GENE30,MS4A1,LINC00926,BLK,GENE78,SP140,CD79A,GENE60,BANK1,GENE49,CD22,VPREB3,CD79B,GENE43,ADAM28",B,B cell,CL:0000236,mast cell
1136,Lung,3,0.5,"CLDN1,GENE65,S100A2,GENE90,GENE87,KRT15,KRT5,FHL2,DST,KRT17,PERP,GENE43,GENE64,ITGA2,KRT19",Basal,basal cell,CL:0000646,basal epithelial cell
1137,Lung,3,0.5,"GENE94,CSF3R,GENE52,S100A9,S100A8,CTSS,METTL9,GENE32,CD99,VCAN,S100A12,GENE2,FCN1,GENE23,CD300E",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,neutrophil
1138,Lung,3,0.5,"CD2,MALAT1,GENE8,BCL11B,GENE36,GENE3,CD6,GENE70,GENE48,CAMK4,LEF1,TRAT1,IL7R,ITK,MAL",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,T cell
1139,Lung,3,0.5,"GENE65,C20orf85,DNAH6,FAM92B,GENE40,GENE60,RSPH1,CCDC170,CAPS,ZMYND10,GENE46,CDHR3,SNTN,FANK1,GENE41",Ciliated,ciliated cell,CL:0000064,goblet cell
1140,Lung,3,0.5,"FCGR2B,GENE82,HLA-DMB,GENE7,GENE36,HLA-DQA1,CLEC10A,CSF2RA,GENE87,GPR183,FPR3,HLA-DPB1,RGS1,GENE31,MS4A6A",Dendritic,dendritic cell,CL:0000451,nonclassical monocyte
1141,Lung,3,0.5,"C1S,LUM,ABLIM1,CFD,C3,C1R,GENE33,GENE17,FBLN1,DCN,GENE85,SLIT2,GENE16,GENE55,ADH1B",Fibroblast,fibroblast,CL:0000057,fibroblast
1142,Lung,3,0.5,"TFF3,GENE100,TFPI,GENE72,CCL21,GENE25,IGFBP7,MMRN1,PKHD1L1,PROX1,PPFIBP1,TIMP3,GENE53,GENE64,TBX1",Lymphatic,,,tuft cell
1143,Lung,3,0.5,"APOC1,C1QB,GENE30,GENE61,C1QA,VSIG4,SLCO2B1,GENE69,GENE14,ACP5,ITGAX,GENE83,GPD1,MARCO,OLR1",Macrophage,macrophage,CL:0000235,macrophage
1144,Lung,3,0.5,"KLRF1,GENE55,GNLY,GZMB,GENE90,GENE60,GENE92,GENE29,FCGR3A,NKG7,PYHIN1,KLRD1,SPON2,PRF1,CD247",Natural Killer,natural killer cell,CL:0000623,natural killer cell
1145,Lung,3,0.5,"PRDX4,MANF,GENE55,SSR4,GENE52,XBP1,POU2AF1,TNFRSF17,GENE18,HSP90B1,GENE11,GENE91,MZB1,DERL3,SEC11C",Plasma,plasma cell,CL:0000786,b cell
1146,Lung,3,0.5,"GENE82,GENE21,GENE8,SFTPA2,GENE66,SLC34A2,SFTPC,LAMP3,ABCA3,SFTPA1,SFTPD,SFTPB,GENE81,NAPSA,LPCAT1",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,alveolar type II cell
1147,Lung,3,0.5,"KIT,GENE50,GENE7,VWA5A,GENE30,CPA3,HPGDS,GRAP2,GENE15,HDC,CD44,GENE56,MS4A2,TPSAB1,GATA2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",mast cell
1148,Lung,3,0.5,"GENE39,LILRB2,GENE98,GENE27,COTL1,RPS19,LST1,AIF1,FCGR3A,GENE96,SAT1,RHOC,FCN1,GENE23,IFITM2",CD16+ Monocyte,,,"nonclassical monocyte, neutrophil"
1149,Lung,3,0.5,"GENE21,GENE63,CDC42EP1,GENE57,NOSTRIN,PODXL,CDH5,RAMP3,BTNL9,GENE56,CD81,GENE81,FCN3,EPAS1,FLNB",Capillary,,,fibroblast
1150,Lung,3,0.5,"CD3D,GENE52,GZMH,GENE57,CD3G,GENE35,CD8B,CCL5,RPL34,NKG7,CD8A,GZMA,RPS27,GENE85,GENE20",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,T cell
1151,Lung,3,0.5,"SCGB3A2,DSTN,GENE93,GENE37,CYB5A,CEACAM6,GENE60,GENE29,PIGR,GENE76,CTSE,SFTPB,WFDC2,C16orf89,KIAA1324",Club,club cell,CL:0000158,club cell
1152,Lung,3,0.5,"CALD1,GENE62,ASPN,COL6A3,POSTN,LTBP1,BGN,GENE36,GENE69,GENE11,GENE93,COL3A1,COL1A1,COL1A2,ITGBL1",Myofibroblast,myofibroblast cell,CL:0000186,fibroblast
1153,Lung,3,0.5,"GENE47,PTPRE,GZMB,IRF7,GENE35,TYROBP,PLD4,GENE48,NPC2,PPP1R14B,IL3RA,GENE49,IRF4,SEC61B,GENE16",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,natural killer t cell
1154,Lung,3,0.5,"TPX2,BIRC5,GENE47,GENE9,NUSAP1,STMN1,GENE39,UBE2C,GENE25,TYMS,ANLN,KPNA2,CDK1,H2AFZ,GENE83",Proliferating Macrophage,,,proliferating cell
1155,Lung,3,0.5,"BIRC5,GENE21,NUSAP1,KIF2C,SMC4,GENE79,GENE72,UBE2C,GENE40,GENE44,H2AFV,AURKB,CENPF,HMGB2,TOP2A",Proliferating NK/T,,,pulmonary alveolar type 2 cell
1156,Lung,3,0.5,"GENE58,GENE79,POSTN,GENE70,VWF,GENE71,COL15A1,ZNF385D,ENPP2,PLVAP,EMCN,INHBB,SPARCL1,SPRY1,GENE73",Bronchial Vessel,,,endothelial cell
1157,Lung,3,0.5,"GENE22,GENE61,GENE3,GENE89,BPIFB1,GENE69,SAA1,SCGB1A1,RARRES1,MSMB,SCGB3A1,SLPI,LCN2,WFDC2,MUC5B",Mucous,,,goblet cell
1158,Lung,3,0.5,"PTPRB,GENE7,GENE35,PRSS23,TGM2,GENE60,VWF,LIFR,SELP,PLA1A,GENE56,CPE,SRPX,SLCO2A1,GENE51",Vein,,,insufficient_information
1159,Lung,3,0.5,"CHN1,CALD1,COL4A2,GENE100,GENE52,GENE51,NID1,COL4A1,LAMB1,COX4I2,GENE38,TACC1,PDGFRB,GENE16,LAMC3",Pericyte,pericyte,CL:0000669,endothelial cell
1160,Lung,3,0.5,"GENE22,CALD1,TPM2,PLN,DSTN,GENE33,CSRP1,GENE28,ACTA2,GENE6,CNN1,DES,MYH11,GENE16,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
1161,Lung,3,0.5,"PTPRB,GENE1,DKK2,HEY1,GENE50,GENE3,GENE27,GJA5,FBLN5,SEMA3G,GENE86,EFNB2,BMX,EPAS1,ARGLU1",Artery,,,endothelial cell
1162,Lung,3,0.5,"GENE100,HPGD,CYP3A5,CLDN5,GENE15,APP,GENE56,STXBP6,TBX2,GENE76,EMCN,GENE81,SOSTDC1,ESAM,EDNRB",Capillary Aerocyte,,,endothelial cell
1163,Lung,3,0.5,"GENE50,GENE39,IPO7,SH3BP5,RALA,GALNT18,GENE77,SRSF11,PECAM1,ACVRL1,EPAS1,VAT1,GENE31,WWTR1,GENE41",Capillary Intermediate,,,Unidentified
1164,Lung,3,0.5,"C7,GENE47,GENE21,GENE98,FGF7,C3,WT1,MEDAG,STEAP1,OSR1,CCDC71L,CPXM1,HAS1,GENE20,GENE23",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,pulmonary alveolar type 2 cell
1165,Lung,3,0.5,"ALDH1A3,PRG4,GALNT9,C3,DSC3,ITLN1,MGARP,WT1,DMKN,GENE72,GENE5,SLPI,GENE20,GENE31,GENE59",Mesothelial,mesothelial cell,CL:0000077,goblet cell
1166,Lung,3,0.5,"CMTM5,TUBB1,GENE78,GRAP2,ITGA2B,GENE25,GENE53,CABP5,PF4,GENE43,ACRBP,GP6,TMEM40,GP9,GENE83",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",platelet
1167,Lung,3,0.5,"CD2,GENE94,GNLY,CTSW,S100A6,GENE98,GENE56,CCL5,GENE96,CEBPB,GENE76,CXCR4,CD7,LGALS1,ZFP36L2",Natural Killer T,,,T cell
1168,Lung,3,0.5,"CLU,CST5,GENE57,GENE10,MET,FAM150A,HSPB3,RAMP1,CSRP1,IGF1,SCX,CNN1,GENE64,GENE55,GENE73",Fibromyocyte,,,endothelial cell of artery
1169,Lung,3,0.5,"CXCL17,GENE19,S100P,PSCA,COX5A,TXN,AGR2,GENE80,GENE32,GENE60,FAM3D,GABRP,CLIC1,WFDC2,GENE41",Goblet,goblet cell,CL:0000160,pulmonary alveolar type 2 cell
1170,Lung,3,0.5,"TFF3,GENE82,TMPRSS11E,PHGR1,BSND,GENE3,FOXI1,HEPACAM2,ATP6V1B1,GENE85,STAC2,GENE76,GENE43,MFSD6L,ASCL3",Ionocyte,ionocyte,CL:0005006,goblet cell
1171,Lung,3,0.5,"GENE8,PCSK1N,EGR1,GENE89,FAM46A,PRDX2,CHGA,GENE61,GENE33,SEC11C,SCGN,CPE,BEX1,GENE20,NENF",Neuroendocrine,neuroendocrine cell,CL:0000165,unrecognized cell type
1172,Lung,3,0.5,"TCN1,GENE39,LPO,PHB,LYZ,GENE21,GENE36,GENE12,TESC,ZG16B,PRR4,GENE2,PRB3,PRH2,PRB4",Serous,serous secreting cell,CL:0000313,neutrophil
1173,Lung,3,0.5,"C1QB,LYZ,GENE8,GENE66,FCER1G,GENE3,C1QA,LAPTM5,GENE44,GENE25,AIF1,C1QC,HLA-DRB1,CTSZ,CTSL",Macrophages,macrophage,CL:0000235,macrophage
1174,Lung,3,0.5,"GENE82,GENE39,GNLY,GZMB,CTSW,GENE27,GENE35,GENE86,CST7,CD7,CCL5,NKG7,GZMA,CCL4,PRF1",Innate lymphoid cell NK,natural killer cell,CL:0000623,cytotoxic T cell
1175,Lung,3,0.5,"S100A14,GENE62,GENE63,SLC34A2,CYB5A,SLC39A8,SFTA2,GENE70,GENE86,GENE69,SFTPD,NAPSA,MUC1,SFTA3,PEBP4",AT2,type II pneumocyte,CL:0002063,alveolar type II cell
1176,Lung,3,0.5,"CLEC14A,GENE54,ACKR1,MGP,RAMP3,RAMP2,GENE14,IGFBP7,GENE25,VWF,GNG11,GENE49,PECAM1,SPARCL1,GENE51",EC venous,vein endothelial cell,CL:0002543,endothelial cell
1177,Lung,3,0.5,"CD2,GENE45,CD3D,GENE52,IL32,GENE15,GENE32,CD69,CCL5,TRAC,GENE84,CXCR4,CD3E,TRBC2,CORO1A",T cell lineage,T cell,CL:0000084,T cell
1178,Lung,3,0.5,"GENE63,CLEC14A,TM4SF1,CLDN5,GENE54,GENE86,IFI27,SOX17,A2M,CRIP2,GENE85,PECAM1,SPARCL1,GIMAP7,GENE83",EC arterial,endothelial cell of artery,CL:1000413,endothelial cell
1179,Lung,3,0.5,"GENE45,CALD1,LUM,C1S,GENE54,GENE98,BGN,MGP,IGFBP7,COL6A1,DCN,COL1A2,GENE42,GENE81,SPARC",Fibroblasts,fibroblast,CL:0000057,lipofibroblast
1180,Lung,3,0.5,"GENE21,GENE73,AGER,EMP2,GENE40,FXYD3,SFTA2,CEACAM6,ADIRF,CAV1,KRT7,HOPX,GENE16,TSPAN13,GENE41",AT1,type I pneumocyte,CL:0002062,alveolar epithelial cells
1181,Lung,3,0.5,"RP11-356K23.1,GENE63,C12orf75,GSTA1,CD24,GENE33,FAM229B,GENE18,TMEM231,GENE34,RP11-295M3.4,C11orf97,C5orf49,SNTN,GENE31",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,goblet cell
1182,Lung,3,0.5,"GENE63,LTB,MS4A1,GENE35,IGHA1,GENE24,IGLC2,CD79A,GENE48,TSC22D3,IGKC,GENE99,CORO1A,CD37,ISG20",B cell lineage,B cell,CL:0000236,mast cell
1183,Lung,3,0.5,"GENE82,CXCL17,GENE50,GENE15,KRT7,BPIFB1,GENE12,CEACAM6,TACSTD2,GENE60,PIGR,MUC1,WFDC2,CP,KRT19",Secretory,secretory cell,CL:0000151,pulmonary alveolar type 2 cell
1184,Lung,3,0.5,"CD14,GENE8,S100A9,S100A8,GENE54,FCER1G,GENE93,COTL1,GENE34,LST1,AIF1,VCAN,S100A12,GENE14,FCN1",Monocytes,monocyte,CL:0000576,classical monocyte
1185,Lung,3,0.5,"TCN1,GENE55,SELM,MARCKSL1,GENE35,GENE37,LTF,ZG16B,GENE91,PIP,PIGR,CCL28,GENE14,SEC11C,AZGP1",Submucosal Secretory,,,goblet cell
1186,Lung,3,0.5,"CLEC14A,TM4SF1,CLDN5,AQP1,GENE98,CDH5,GENE89,GENE44,IFI27,GENE4,PECAM1,SPARCL1,EGFL7,HYAL2,GENE83",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell
1187,Lung,3,0.5,"SDPR,GENE1,GENE52,TM4SF1,CLDN5,CCL21,RAMP2,ECSCR,GENE24,IGFBP7,MMRN1,GNG11,GENE91,PPFIBP1,GENE75",Lymphatic EC mature,,,endothelial cell
1188,Lung,3,0.5,"TFF3,SDPR,AKAP12,GENE82,GENE9,CLDN5,TCF4,GENE35,CCL21,GENE61,IGFBP7,GNG11,GENE49,TIMP3,TFPI",Lymphatic EC differentiating,,,goblet cell
1189,Lung,3,0.5,"GENE58,HLA-DQB1,GENE8,GENE68,HLA-DQA1,HLA-DPA1,ITGB2,GPR183,HLA-DPB1,GENE76,HLA-DRB1,GENE43,HLA-DMA,CORO1A,MS4A6A",Dendritic cells,dendritic cell,CL:0000451,mast cell
1190,Lung,3,0.5,"CALD1,TPM2,CYR61,GENE62,GENE3,GENE59,MT1X,CTGF,GPX3,GENE92,IGFBP5,GENE38,SPARCL1,PRELP,TAGLN",Myofibroblasts,myofibroblast cell,CL:0000186,fibroblast
1191,Lung,3,0.5,"KIT,GENE100,VWA5A,C1orf186,CPA3,HPGDS,GENE57,GENE51,GENE5,MS4A2,TPSB2,GENE43,TPSAB1,RGS13,GATA2",Mast cells,mast cell,CL:0000097,mast cell
1192,Lung,3,0.5,"GENE100,TPM2,PLN,GENE59,LMOD1,GENE11,IGFBP7,FLNA,GENE84,ACTG2,GENE6,SELM,PPP1R14A,DES,NEXN",Fibromyocytes,,,smooth muscle cell
1193,Lung,3,0.5,"GENE100,S100A16,EID1,GENE8,ECSCR,MARCKS,TUBB,ARPC1A,GENE12,GENE32,HMGN1,GENE4,LSM2,COX20,HMGN2",Lymphatic EC proliferating,,,neutrophil
1194,Lung,3,0.5,"FBXL7,GENE50,GENE21,LDB2,TSHZ2,GENE56,MMRN1,PKHD1L1,SEMA3A,KALRN,ST6GALNAC3,PPFIBP1,CD36,GENE28,GENE16",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,Alveolar Type II Cells
1195,Lung,3,0.5,"LMO7,RAB11FIP1,GENE57,GENE20,EMP2,GENE68,GENE25,GENE69,NCKAP5,RBMS3,NTM,KHDRBS2,LIMCH1,LAMA3,ST6GALNAC5",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,Answer is not clear from the provided markers.
1196,Lung,3,0.5,"GENE13,MACROD2,AUTS2,GENE99,GENE19,GENE79,GENE27,ZNF385B,SFTPC,ABCA3,ANK3,SFTPB,PDE4D,LRRK2,ERBB4",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,alveolar type II cells
1197,Lung,3,0.5,"MACROD2,GLIS3,GENE22,GENE78,SSBP2,EYA2,GENE95,XPR1,RBMS3,KRT17,GENE76,GENE23,TP63,FAF1,CACHD1",Epithelial cell (basal),basal cell,CL:0000646,unidentified cell type
1198,Lung,3,0.5,"TMEM232,DNAH12,CFAP54,DNAH7,STK33,GENE57,HYDIN,GENE35,GENE80,CDHR3,GENE71,LRRIQ1,GENE85,AGBL4,C4orf22",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,goblet cell
1199,Lung,3,0.5,"NEDD4L,MACROD2,SCGB3A2,CDK14,GENE6,GENE8,GENE81,MECOM,BMPR1B,KIAA1217,GENE46,SFTPB,GENE38,ERBB4,KIAA1324",Epithelial cell (club),club cell,CL:0000158,pulmonary alveolar type 2 cell
1200,Lung,3,0.5,"GENE13,GENE1,PDK1,FBXW7,ARHGAP15,PLCG2,ST6GAL1,GENE31,GENE29,CREB3L2,FCHSD2,RALGPS2,GENE43,DENND5B,MEF2C",Immune (B cell),B cell,CL:0000236,Alveolar Type II Cells
1201,Lung,3,0.5,"GENE50,GENE6,PIP4K2A,B2M,FYN,GENE61,GENE87,SKAP1,GENE43,ARHGAP15,PRKCH,KLRD1,PARP8,AOAH,CD247",Immune (NK cell),natural killer cell,CL:0000623,cd4+ mem/eff cell
1202,Lung,3,0.5,"GENE94,FYN,FKBP5,GENE40,GENE25,BCL2,GENE60,GENE92,PTPRC,SYTL3,ARHGAP15,PARP8,THEMIS,ITK,SKAP1",Immune (T cell),T cell,CL:0000084,cd8+ mem/eff t cell
1203,Lung,3,0.5,"GENE1,ZEB2,DOCK8,GENE7,FMNL2,GPCPD1,SLC11A1,PPARG,GENE36,RNF149,GENE18,GENE5,TFRC,PLXDC2,MSR1",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,Alveolar Macrophage
1204,Lung,3,0.5,"KIT,GENE7,SAMSN1,GENE72,IL18R1,FER,GENE60,TPSB2,SLC24A3,GENE96,SRGN,SYTL3,GENE71,ARHGAP15,TPSAB1",Immune (mast cell),mast cell,CL:0000097,basophil
1205,Lung,3,0.5,"GENE9,CALD1,GENE15,INPP4B,GENE87,CACNA1C,TPM1,GENE84,PRKG1,ACTA2,DMD,EBF1,GENE53,LPP,MYH11",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192",smooth muscle cell
1206,Lung,3,0.5,"PTPRB,PTPRM,TCF4,LDB2,GENE25,GENE18,GENE14,GENE29,GENE4,ST6GALNAC3,TIMP3,PECAM1,CALCRL,EPAS1,EGFL7",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,endothelial cell
1207,Lung,3,0.5,"GENE65,GENE30,GENE66,GENE90,LAMA2,PLEKHH2,ROBO2,GENE88,LSAMP,RBMS3,PRKG1,ARHGAP6,RORA,SLIT2,PLXDC2",Fibroblast,fibroblast,CL:0000057,Not identifiable based on provided markers
1208,Lung,3,0.5,"TBXAS1,ZEB2,GENE50,GENE30,FKBP5,GENE68,GENE93,CD74,PIK3R5,CHST11,GENE42,SRGN,PLXDC2,SLC8A1,CTSB",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235",mast cell
1209,Lung,3,0.5,"GENE26,GENE30,PLIN2,GHR,ADIPOQ,LPIN1,PPARG,PLIN1,GENE32,GENE71,FOXO1,EBF1,GENE43,G0S2,ACSL1",Adipocyte,fat cell,CL:0000136,adipocyte
1210,Lung,3,0.5,"GENE82,GENE62,AGER,EMP2,CAV1,PDPN,HOPX",Alveolar Type I,type I pneumocyte,CL:0002062,alveolar type I cell
1211,Lung,3,0.5,"NKX2-1,GENE93,SLC34A2,LAMP3,SFTPC,GENE12,SFTPB",Alveolar Type II,type II pneumocyte,CL:0002063,pulmonary alveolar type 2 cell
1212,Lung,3,0.5,"GENE30,CD24,GENE37,CXCR3,CD1c,FAS,CR2",B cell_memory,memory B cell,CL:0000787,nonclassical monocyte
1213,Lung,3,0.5,"GENE1,GENE54,TUBA1A,HYDIN,FAM92B,FOXJ1,DNAH5,DNAI1,GENE42,DNAI2,CDHR3,GENE83",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,goblet cell
1214,Lung,3,0.5,"SCGB3A2,GENE66,GENE72,SCGB1A1,BPIFA1,GENE28,SCGB3A1,SLPI,MUC5B,CYP2F2",Club Epithelial,club cell,CL:0000158,club cell
1215,Lung,3,0.5,"GENE9,GENE33,NEGR1,COL4A1,GENE28,GENE58,COL5A1,COL1A1,IGFBP5,FBN1,VIM,COL5A2,IL33,GENE20,GENE45,GENE13,HGF,COL18A1,COL6A3,GENE69,FBLN1,DCN,GENE96,GENE49,SLIT2,FN1,DDR2,CCN2,IGFBP3,COL6A6,IL6,GENE60,COL3A1,COL6A1,COL1A2,COL6A2,GENE41",Fibroblast,fibroblast,CL:0000057,fibroblast
1216,Lung,3,0.5,"GENE94,RELN,FLT4,GENE3,CCL21,MMRN1,PROX1,LYVE1,GENE46",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,lung endothelial cell
1217,Lung,3,0.5,"LYZ,C1QA,GENE32,PTPRC,LYVE1,CD68,MSR1,SLC11A1,MERTK,CPM,GENE46,CD163,MS4A6A,GENE62,GENE35,RBPJ,MS4A4A,CD74,GENE11,GENE56,GENE29,GENE91,GENE84,CD36,MR1,CSF1R,MRC1,GENE99",Macrophage,macrophage,CL:0000235,alveolar macrophage
1218,Lung,3,0.5,"KIT,GENE59,GENE90,HDC,TPSB2,CD69,FCER1A,TPSAB1,GENE83",Mast Cell,mast cell,CL:0000097,mast cell
1219,Lung,3,0.5,"MYO1B,CSPG4,GENE68,GENE37,GENE69,MCAM,GENE31,ACTA2,ANPEP,DES,PDGFRB",Pericyte,pericyte,CL:0000669,pericyte
1220,Lung,3,0.5,"MYOCD,SMTN,ACTG2,GUCY1A3,GENE82,GENE58,PALLD,ACTN1,VCL,DES,GENE22,GENE50,GENE93,GENE17,GUCY1B3,ACTA2,CNN1,TAGLN,GENE25,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
1221,Lung,3,0.5,"GENE39,PTPRC,GENE53,SKAP1,NKG7,TRAC,IL7R,CD3E,CD96,THEMIS,CD3D,GENE57,CD3G,GENE24,GENE29,GENE2,CD247,TRBC1,CD69",T cell,T cell,CL:0000084,T cell
1222,Lung,3,0.5,"PTPRB,GENE47,CLDN5,NOSTRIN,LDB2,RAMP3,GENE60,VWF,GENE77,EPHB4,PECAM1,BACE2,GENE14,GENE23,CD300LG",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,endothelial cell
1223,Lung,3,0.5,"NAPSA,SFTPA1,SFTPA2,SFTPD,SFTA2,SFTPB,SLC34A2,PGC,HOPX,MUC1",type ii pneumocyte,type II pneumocyte,CL:0002063,alveolar type II cell
1224,Lung,3,0.5,"IL1R2,S100A12,FCGR3B,CXCR2,MTND5P32,PROK2,CD177,MMP25,OLAH,MGAM",neutrophil,neutrophil,CL:0000775,nonclassical monocyte
1225,Lung,3,0.5,"IL7R,IL32,CD3D,CD69,CD3E,TRAC,CXCR4,CD2,CD3G,TRBC2","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,T cell
1226,Lung,3,0.5,"CCL5,GZMA,IL32,CCL4,NKG7,CD3D,CD2,KLRD1,CD3E,GNLY","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,T cell
1227,Lung,3,0.5,"GNLY,KLRD1,GZMB,PRF1,GZMA,FGFBP2,CST7,CD247,KLRF1,KLRB1",nk cell,natural killer cell,CL:0000623,natural killer (NK) cell
1228,Lung,3,0.5,"RBP5,SELE,CCL14,ZNF385D,CYTL1,POSTN,PLVAP,ADAMTS4,NEURL1B,EXOC3L2",bronchial vessel endothelial cell,,,cell_type_name
1229,Lung,3,0.5,"ACTG2,DES,ADRA2C,FOXC2,CNN1,JPH2,MYH11,CCN5,HSPB6,AC100803.2",smooth muscle cell,smooth muscle cell,CL:0000192,smooth muscle cell
1230,Lung,3,0.5,"DCN,IGFBP6,FBLN1,PLA2G2A,C1S,MFAP4,MFAP5,C1R,SERPINF1,MGP",adventitial cell,adventitial cell,CL:0002503,fibroblast
1231,Lung,3,0.5,"C1QA,MARCO,ACP5,MS4A7,APOC1,C1QB,MRC1,APOE,VSIG4,FABP4",macrophage,macrophage,CL:0000235,tissue macrophage
1232,Lung,3,0.5,"TPSB2,TPSAB1,CPA3,MS4A2,RHEX,HPGDS,KIT,CD69,GATA2,VWA5A",basophil,basophil,CL:0000767,mast cell
1233,Lung,3,0.5,"S100A8,VCAN,FCN1,S100A12,S100A9,MNDA,FGL2,COTL1,CD300E,VSIR",classical monocyte,classical monocyte,CL:0000860,monocyte
1234,Lung,3,0.5,"PTPRB,CXCL12,GJA5,DKK2,NPR3,SERPINE2,SSTR1,NOS1,SOX17,MMRN2",endothelial cell of artery,endothelial cell of artery,CL:1000413,"The provided markers do not match any specific single cell type in the database, and there is no known cell type in the lung tissue predominantly associated with the markers: PTPRB, CXCL12, GJA5, DKK2, NPR3, SERPINE2, SSTR1, NOS1, SOX17, MMRN2. These markers could represent a mixture of different cell types or an undefined cell type."
1235,Lung,3,0.5,"CAPS,TMEM190,C20orf85,C9orf24,TPPP3,RSPH1,C11orf88,C1orf194,PIFO,TSPAN1",lung ciliated cell,lung ciliated cell,CL:1000271,ciliated cell
1236,Lung,3,0.5,"FCER1A,CD1C,GPR183,S100B,CLEC10A,CD1E,FCGR2B,PKIB,CST7,CLEC5A",dendritic cell,dendritic cell,CL:0000451,dendritic cell
1237,Lung,3,0.5,"BPIFB1,LCN2,SCGB1A1,MSMB,SCGB3A1,WFDC2,TFF3,CP,SERPINB3,TSPAN1",respiratory goblet cell,respiratory goblet cell,CL:0002370,club cell
1238,Lung,3,0.5,"S100A2,MIR205HG,KRT5,KRT15,KRT19,KRT17,ALDH3A1,PERP,TACSTD2,IGFBP2",basal cell,basal cell,CL:0000646,basal cell
1239,Lung,3,0.5,"JCHAIN,MZB1,IGHG3,DERL3,IGHG2,CD79A,IGHG4,IGHA2,TNFRSF17,SPAG4",plasma cell,plasma cell,CL:0000786,plasma cell
1240,Lung,3,0.5,"CD79A,MS4A1,TNFRSF13C,IGHM,VPREB3,TNFRSF13B,BLK,LINC01781,CD19,PAX5",b cell,B cell,CL:0000236,B cell
1241,Lung,3,0.5,"PRR4,PRB3,TCN1,C6orf58,LPO,TTYH1,LINC01829,SLC5A1,PRB1,ANO1",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,goblet cell
1242,Lung,3,0.5,"FGL2,MS4A6A,CD163,MAFB,CSF1R,FCGR3A,AIF1,RNASE6,LST1,HCLS1",non-classical monocyte,non-classical monocyte,CL:0000875,macrophage
