,tissue,simuround,noise,marker,manual_annotation,manual_CLname,manual_CLID,RAG_annotation
1628,Lung,4,0.25,"AL139020.1,PLD4,MZB1,LILRA4,SCT,SPIB,CLEC4C,LAMP5,FAM129C,AL357143.1",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,nonclassical monocyte
1629,Lung,4,0.25,"SCGB3A2,CYP2B7P,CEACAM6,WFDC2,FOLR1,GPRC5A,NEDD4L,PIGR,ELF3,SFTPB",club cell,club cell,CL:0000158,club cell
1630,Lung,4,0.25,"ACKR1,SPARCL1,VWF,PLVAP,IGFBP7,NPDC1,CLDN5,LIFR,C7,CLU",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,endothelial cell
1631,Lung,4,0.25,"PPP1R14A,CCN5,BGN,MYH11,PDGFRB,COX4I2,C2orf40,PRELP,LMOD1,GJA4",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,endothelial cell of artery
1632,Lung,4,0.25,"AC005821.1,LRRC38,MKRN9P,KCTD8,RSPO1,GPR1,SYT4,PLPPR4,LINC01902,FABP7",myofibroblast cell,myofibroblast cell,CL:0000186,pulmonary alveolar type 2 cell
1633,Lung,4,0.25,"COX4I2,TPM2,BGN,PDGFRB,HIGD1B,PPP1R14A,INMT,KCNK3,RGN,NDUFA4L2",pericyte cell,pericyte,CL:0000669,fibroblast
1634,Lung,4,0.25,"ITLN1,PRG4,HAS1,CPB1,BCHE,VIPR2,BNC1,SYT4,ROR2,RSPO1",mesothelial cell,mesothelial cell,CL:0000077,goblet cell
1635,Lung,4,0.25,"AC009269.2,SCN7A,BMP5,AL135910.1,SGIP1,CARMN,CACNA1C,COL1A2,ABCA6,TARID",fibroblast,fibroblast,CL:0000057,Fibroblast
1636,Lung,4,0.25,"FCN1,RNASE2,CD300E,VCAN,FGL2,LILRB2,MPEG1,CORO1A,LILRA1,AIF1",intermediate monocyte,intermediate monocyte,CL:0002393,nonclassical monocyte
1637,Lung,4,0.25,"ASCL3,CEL,HEPACAM2,ATP6V1G3,CLCNKB,CLNK,LINC01187,TMPRSS11E,PROX1,DGKI",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,Clara cell
1638,Lung,4,0.5,"ARHGEF26,GENE1,LMO7,GENE98,AGER,EMP2,GENE64,RTKN2,GPRC5A,SPOCK2,GENE32,DST,SCEL,GENE99,LAMA3",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,alveolar epithelial cell type I
1639,Lung,4,0.5,"MS4A1,LINC00926,BLK,GENE89,SP140,GENE70,CD79A,GENE69,GENE11,BANK1,CD22,VPREB3,CD79B,GENE64,ADAM28",B,B cell,CL:0000236,B cell
1640,Lung,4,0.5,"CLDN1,GENE94,GENE7,S100A2,GENE18,KRT15,KRT5,FHL2,GENE60,DST,KRT17,PERP,GENE83,ITGA2,KRT19",Basal,basal cell,CL:0000646,basal epithelial cell
1641,Lung,4,0.5,"GENE9,CSF3R,GENE100,S100A9,S100A8,CTSS,METTL9,GENE62,GENE5,CD99,VCAN,S100A12,FCN1,GENE97,CD300E",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,neutrophil
1642,Lung,4,0.5,"CD2,MALAT1,GENE22,GENE39,BCL11B,GENE78,CD6,GENE81,GENE88,CAMK4,LEF1,TRAT1,IL7R,ITK,MAL",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,T cell
1643,Lung,4,0.5,"GENE89,C20orf85,DNAH6,FAM92B,GENE90,GENE12,GENE69,RSPH1,CCDC170,CAPS,ZMYND10,GENE84,CDHR3,SNTN,FANK1",Ciliated,ciliated cell,CL:0000064,goblet cell
1644,Lung,4,0.5,"FCGR2B,HLA-DMB,GENE65,GENE27,HLA-DQA1,CLEC10A,CSF2RA,GENE10,GPR183,FPR3,GENE69,HLA-DPB1,RGS1,GENE6,MS4A6A",Dendritic,dendritic cell,CL:0000451,basophil
1645,Lung,4,0.5,"GENE100,C1S,LUM,ABLIM1,CFD,C3,C1R,GENE27,FBLN1,DCN,GENE28,GENE48,SLIT2,GENE16,ADH1B",Fibroblast,fibroblast,CL:0000057,pulmonary alveolar type 2 cell
1646,Lung,4,0.5,"TFF3,TFPI,GENE35,CCL21,GENE40,GENE25,IGFBP7,MMRN1,PKHD1L1,PROX1,PPFIBP1,GENE42,GENE76,TIMP3,TBX1",Lymphatic,,,"The markers provided do not match with any specific cell types listed in the cell type database results provided. Therefore, the cell type name cannot be determined from the given information."
1647,Lung,4,0.5,"APOC1,C1QB,GENE93,C1QA,VSIG4,SLCO2B1,GENE56,GENE80,GENE70,ACP5,ITGAX,GENE84,GPD1,MARCO,OLR1",Macrophage,macrophage,CL:0000235,macrophage
1648,Lung,4,0.5,"KLRF1,GENE19,GNLY,GZMB,GENE92,FCGR3A,NKG7,GENE77,PYHIN1,GENE6,KLRD1,SPON2,GENE97,PRF1,CD247",Natural Killer,natural killer cell,CL:0000623,natural killer t cell
1649,Lung,4,0.5,"PRDX4,MANF,SSR4,XBP1,POU2AF1,TNFRSF17,GENE25,HSP90B1,GENE77,GENE2,MZB1,GENE23,DERL3,SEC11C,GENE38",Plasma,plasma cell,CL:0000786,unidentified cell type
1650,Lung,4,0.5,"GENE39,SFTPA2,SLC34A2,GENE37,SFTPC,LAMP3,ABCA3,GENE14,SFTPA1,SFTPD,GENE49,SFTPB,NAPSA,GENE20,LPCAT1",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,alveolar epithelial type II cell
1651,Lung,4,0.5,"GENE1,KIT,GENE94,GENE19,VWA5A,CPA3,HPGDS,GRAP2,HDC,GENE12,CD44,MS4A2,GENE43,TPSAB1,GATA2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",mast cell
1652,Lung,4,0.5,"GENE100,LILRB2,GENE41,COTL1,RPS19,GENE70,LST1,AIF1,FCGR3A,SAT1,RHOC,GENE38,FCN1,GENE23,IFITM2",CD16+ Monocyte,,,"nonclassical monocyte, neutrophil"
1653,Lung,4,0.5,"GENE50,CDC42EP1,GENE89,NOSTRIN,PODXL,CDH5,RAMP3,BTNL9,GENE5,GENE60,CD81,FCN3,EPAS1,FLNB,GENE16",Capillary,,,Endothelial Cell
1654,Lung,4,0.5,"GENE50,CD3D,GZMH,GENE3,CD3G,GENE93,CD8B,GENE18,CCL5,RPL34,NKG7,CD8A,GZMA,RPS27,GENE6",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,cytotoxic T cell
1655,Lung,4,0.5,"SCGB3A2,GENE79,GENE27,DSTN,CYB5A,GENE87,CEACAM6,GENE34,GENE70,PIGR,CTSE,SFTPB,WFDC2,C16orf89,KIAA1324",Club,club cell,CL:0000158,club cell
1656,Lung,4,0.5,"CALD1,GENE79,ASPN,COL6A3,POSTN,LTBP1,BGN,GENE61,GENE93,GENE87,COL3A1,COL1A1,COL1A2,GENE46,ITGBL1",Myofibroblast,myofibroblast cell,CL:0000186,fibroblast
1657,Lung,4,0.5,"PTPRE,GZMB,IRF7,GENE35,TYROBP,GENE12,GENE46,PLD4,GENE28,NPC2,PPP1R14B,IL3RA,IRF4,SEC61B,GENE16",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,natural killer t cell
1658,Lung,4,0.5,"TPX2,BIRC5,GENE39,GENE21,NUSAP1,STMN1,GENE30,UBE2C,TYMS,GENE24,ANLN,KPNA2,GENE17,CDK1,H2AFZ",Proliferating Macrophage,,,not_identifiable
1659,Lung,4,0.5,"GENE45,BIRC5,GENE62,NUSAP1,KIF2C,SMC4,GENE61,UBE2C,H2AFV,GENE32,AURKB,GENE74,CENPF,HMGB2,TOP2A",Proliferating NK/T,,,pulmonary alveolar type 2 cell
1660,Lung,4,0.5,"GENE39,GENE54,POSTN,GENE98,GENE93,VWF,COL15A1,GENE4,ZNF385D,ENPP2,PLVAP,EMCN,INHBB,SPARCL1,SPRY1",Bronchial Vessel,,,endothelial cell
1661,Lung,4,0.5,"GENE73,GENE78,BPIFB1,GENE18,SAA1,SCGB1A1,RARRES1,MSMB,GENE95,SCGB3A1,GENE6,SLPI,LCN2,WFDC2,MUC5B",Mucous,,,goblet cell
1662,Lung,4,0.5,"PTPRB,GENE72,PRSS23,GENE34,TGM2,VWF,LIFR,SELP,PLA1A,GENE29,CPE,GENE91,SRPX,SLCO2A1,GENE59",Vein,,,megakaryocyte
1663,Lung,4,0.5,"CHN1,CALD1,COL4A2,NID1,COL4A1,LAMB1,GENE56,COX4I2,GENE42,GENE77,TACC1,GENE43,GENE53,PDGFRB,LAMC3",Pericyte,pericyte,CL:0000669,Fibroblast
1664,Lung,4,0.5,"GENE100,CALD1,TPM2,PLN,GENE61,GENE27,DSTN,GENE25,CSRP1,ACTA2,GENE38,CNN1,DES,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
1665,Lung,4,0.5,"PTPRB,GENE82,DKK2,HEY1,GENE13,GENE66,GJA5,FBLN5,SEMA3G,EFNB2,GENE96,BMX,GENE46,EPAS1,ARGLU1",Artery,,,endothelial cell
1666,Lung,4,0.5,"GENE19,GENE21,HPGD,CYP3A5,CLDN5,APP,STXBP6,GENE96,TBX2,GENE77,GENE4,EMCN,SOSTDC1,ESAM,EDNRB",Capillary Aerocyte,,,endothelial cell of artery
1667,Lung,4,0.5,"GENE45,IPO7,SH3BP5,GENE98,GENE27,RALA,GALNT18,GENE85,SRSF11,PECAM1,ACVRL1,EPAS1,VAT1,WWTR1,GENE38",Capillary Intermediate,,,cell_type_name
1668,Lung,4,0.5,"GENE22,C7,GENE62,FGF7,C3,WT1,MEDAG,STEAP1,OSR1,CCDC71L,GENE93,GENE10,CPXM1,GENE46,HAS1",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,goblet cell
1669,Lung,4,0.5,"ALDH1A3,GENE65,GENE58,PRG4,GENE94,GALNT9,C3,DSC3,ITLN1,MGARP,WT1,DMKN,GENE17,GENE74,SLPI",Mesothelial,mesothelial cell,CL:0000077,goblet cell
1670,Lung,4,0.5,"CMTM5,TUBB1,GRAP2,ITGA2B,GENE18,GENE12,CABP5,GENE42,PF4,GENE74,GENE81,ACRBP,GP6,TMEM40,GP9",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",platelet
1671,Lung,4,0.5,"CD2,GNLY,CTSW,S100A6,GENE90,GENE44,GENE56,CCL5,GENE83,CEBPB,CXCR4,CD7,LGALS1,GENE16,ZFP36L2",Natural Killer T,,,none
1672,Lung,4,0.5,"CLU,CST5,GENE68,GENE95,MET,GENE60,FAM150A,HSPB3,RAMP1,CSRP1,IGF1,SCX,GENE88,CNN1,GENE16",Fibromyocyte,,,endothelial cell of artery
1673,Lung,4,0.5,"CXCL17,GENE94,S100P,PSCA,COX5A,TXN,GENE72,AGR2,GENE70,GENE29,FAM3D,GABRP,CLIC1,WFDC2,GENE41",Goblet,goblet cell,CL:0000160,pulmonary epithelial cell
1674,Lung,4,0.5,"TFF3,GENE82,TMPRSS11E,GENE65,PHGR1,BSND,GENE80,FOXI1,GENE92,HEPACAM2,ATP6V1B1,STAC2,MFSD6L,GENE53,ASCL3",Ionocyte,ionocyte,CL:0005006,goblet cell
1675,Lung,4,0.5,"GENE7,GENE52,PCSK1N,EGR1,GENE54,FAM46A,PRDX2,CHGA,SEC11C,GENE29,SCGN,CPE,BEX1,NENF,GENE59",Neuroendocrine,neuroendocrine cell,CL:0000165,pulmonary neuroendocrine cell
1676,Lung,4,0.5,"TCN1,LPO,PHB,LYZ,GENE40,GENE25,GENE10,TESC,ZG16B,GENE42,GENE77,PRR4,PRB3,PRH2,PRB4",Serous,serous secreting cell,CL:0000313,goblet cell
1677,Lung,4,0.5,"GENE26,GENE50,C1QB,LYZ,FCER1G,GENE90,GENE93,C1QA,LAPTM5,GENE17,AIF1,C1QC,HLA-DRB1,CTSZ,CTSL",Macrophages,macrophage,CL:0000235,macrophage
1678,Lung,4,0.5,"GENE82,GNLY,GZMB,GENE36,CTSW,GENE67,CST7,GENE10,CD7,CCL5,NKG7,GZMA,GENE38,CCL4,PRF1",Innate lymphoid cell NK,natural killer cell,CL:0000623,cytotoxic t cell
1679,Lung,4,0.5,"S100A14,GENE39,GENE27,SLC34A2,CYB5A,SLC39A8,SFTA2,GENE80,GENE91,GENE28,SFTPD,NAPSA,MUC1,SFTA3,PEBP4",AT2,type II pneumocyte,CL:0002063,serous secreting cell
1680,Lung,4,0.5,"GENE1,GENE50,GENE9,GENE62,CLEC14A,ACKR1,MGP,RAMP3,RAMP2,IGFBP7,GENE5,VWF,GNG11,PECAM1,SPARCL1",EC venous,vein endothelial cell,CL:0002543,endothelial cell
1681,Lung,4,0.5,"CD2,CD3D,IL32,GENE72,GENE27,GENE33,GENE86,CD69,CCL5,TRAC,GENE23,CXCR4,CD3E,TRBC2,CORO1A",T cell lineage,T cell,CL:0000084,T cell
1682,Lung,4,0.5,"GENE45,GENE22,CLEC14A,TM4SF1,CLDN5,GENE25,GENE12,IFI27,SOX17,GENE48,A2M,CRIP2,PECAM1,SPARCL1,GIMAP7",EC arterial,endothelial cell of artery,CL:1000413,"The provided genes do not match the markers for specific cell types that were given in the database results. The list consists of genes that are not specifically associated with any of the given markers for recognized lung cell types in the database results. Therefore, it could potentially be a mixture or an undefined cell type according to the data provided."
1683,Lung,4,0.5,"CALD1,LUM,C1S,GENE79,BGN,MGP,GENE87,IGFBP7,GENE95,GENE92,COL6A1,DCN,COL1A2,GENE46,SPARC",Fibroblasts,fibroblast,CL:0000057,lipofibroblast
1684,Lung,4,0.5,"GENE26,GENE63,GENE98,AGER,EMP2,FXYD3,SFTA2,CEACAM6,GENE92,ADIRF,CAV1,GENE20,KRT7,HOPX,TSPAN13",AT1,type I pneumocyte,CL:0002062,pulmonary alveolar type 2 cell
1685,Lung,4,0.5,"RP11-356K23.1,GENE50,C12orf75,GSTA1,CD24,GENE67,FAM229B,TMEM231,RP11-295M3.4,GENE88,GENE42,C11orf97,C5orf49,SNTN,GENE16",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,pulmonary alveolar type 2 cell
1686,Lung,4,0.5,"GENE82,GENE1,LTB,MS4A1,IGHA1,GENE69,IGLC2,CD79A,GENE56,TSC22D3,GENE49,IGKC,CORO1A,CD37,ISG20",B cell lineage,B cell,CL:0000236,mast cell
1687,Lung,4,0.5,"GENE82,CXCL17,GENE63,KRT7,GENE72,BPIFB1,GENE95,CEACAM6,TACSTD2,PIGR,GENE76,MUC1,WFDC2,CP,KRT19",Secretory,secretory cell,CL:0000151,pulmonary alveolar type 2 cell
1688,Lung,4,0.5,"CD14,S100A9,S100A8,FCER1G,GENE37,COTL1,GENE11,LST1,AIF1,GENE29,VCAN,S100A12,GENE6,FCN1,GENE31",Monocytes,monocyte,CL:0000576,nonclassical monocyte
1689,Lung,4,0.5,"TCN1,GENE50,GENE100,SELM,MARCKSL1,GENE56,LTF,ZG16B,GENE96,PIP,PIGR,GENE85,CCL28,SEC11C,AZGP1",Submucosal Secretory,,,glandular epithelial cell
1690,Lung,4,0.5,"GENE7,CLEC14A,TM4SF1,CLDN5,AQP1,CDH5,GENE11,IFI27,GENE85,GENE49,PECAM1,SPARCL1,EGFL7,HYAL2,GENE31",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell
1691,Lung,4,0.5,"SDPR,GENE100,GENE58,TM4SF1,CLDN5,GENE57,CCL21,RAMP2,ECSCR,IGFBP7,MMRN1,GNG11,PPFIBP1,GENE46,GENE4",Lymphatic EC mature,,,endothelial cell
1692,Lung,4,0.5,"TFF3,SDPR,AKAP12,GENE8,CLDN5,TCF4,GENE66,CCL21,GENE35,GENE11,IGFBP7,GNG11,TIMP3,GENE20,TFPI",Lymphatic EC differentiating,,,goblet cell
1693,Lung,4,0.5,"GENE19,HLA-DQB1,GENE78,HLA-DQA1,GENE40,HLA-DPA1,ITGB2,GPR183,HLA-DPB1,GENE71,HLA-DRB1,HLA-DMA,CORO1A,MS4A6A,GENE73",Dendritic cells,dendritic cell,CL:0000451,mast cell
1694,Lung,4,0.5,"GENE26,CALD1,TPM2,CYR61,GENE54,GENE98,GENE67,MT1X,GENE10,CTGF,GPX3,IGFBP5,SPARCL1,PRELP,TAGLN",Myofibroblasts,myofibroblast cell,CL:0000186,endothelial cell of artery
1695,Lung,4,0.5,"GENE1,KIT,GENE65,VWA5A,C1orf186,CPA3,HPGDS,GENE11,GENE80,MS4A2,TPSB2,GENE77,TPSAB1,RGS13,GATA2",Mast cells,mast cell,CL:0000097,mast cell
1696,Lung,4,0.5,"GENE13,TPM2,PLN,LMOD1,GENE57,IGFBP7,FLNA,GENE96,GENE4,ACTG2,SELM,PPP1R14A,DES,GENE16,NEXN",Fibromyocytes,,,fibroblast
1697,Lung,4,0.5,"S100A16,EID1,GENE63,GENE72,ECSCR,GENE33,MARCKS,TUBB,ARPC1A,GENE88,HMGN1,GENE20,LSM2,COX20,HMGN2",Lymphatic EC proliferating,,,endothelial cell
1698,Lung,4,0.5,"FBXL7,LDB2,TSHZ2,GENE40,GENE87,MMRN1,PKHD1L1,SEMA3A,KALRN,ST6GALNAC3,PPFIBP1,CD36,GENE88,GENE96,GENE64",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of artery
1699,Lung,4,0.5,"GENE82,GENE94,LMO7,RAB11FIP1,GENE3,GENE36,EMP2,GENE29,NCKAP5,RBMS3,NTM,KHDRBS2,LIMCH1,LAMA3,ST6GALNAC5",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,Basal Cells
1700,Lung,4,0.5,"MACROD2,AUTS2,GENE89,ZNF385B,SFTPC,ABCA3,ANK3,GENE60,GENE31,GENE84,SFTPB,GENE20,PDE4D,LRRK2,ERBB4",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,alveolar type II cell
1701,Lung,4,0.5,"GENE1,MACROD2,GLIS3,GENE3,SSBP2,EYA2,GENE12,GENE80,XPR1,RBMS3,KRT17,GENE43,TP63,FAF1,CACHD1",Epithelial cell (basal),basal cell,CL:0000646,pulmonary alveolar type 2 cell
1702,Lung,4,0.5,"GENE22,TMEM232,DNAH12,CFAP54,DNAH7,STK33,GENE72,HYDIN,GENE39,GENE40,GENE80,CDHR3,LRRIQ1,AGBL4,C4orf22",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,goblet cell
1703,Lung,4,0.5,"NEDD4L,MACROD2,GENE58,SCGB3A2,CDK14,GENE89,MECOM,GENE34,GENE29,BMPR1B,KIAA1217,SFTPB,GENE2,ERBB4,KIAA1324",Epithelial cell (club),club cell,CL:0000158,pulmonary alveolar type 2 cell
1704,Lung,4,0.5,"GENE94,PDK1,FBXW7,ARHGAP15,PLCG2,ST6GAL1,GENE80,GENE12,CREB3L2,FCHSD2,GENE76,RALGPS2,DENND5B,GENE97,MEF2C",Immune (B cell),B cell,CL:0000236,unspecified cell type
1705,Lung,4,0.5,"PIP4K2A,B2M,FYN,GENE35,GENE40,GENE10,GENE83,SKAP1,ARHGAP15,PRKCH,KLRD1,PARP8,GENE53,AOAH,CD247",Immune (NK cell),natural killer cell,CL:0000623,nonclassical monocyte
1706,Lung,4,0.5,"GENE39,GENE30,FYN,FKBP5,GENE53,BCL2,GENE46,PTPRC,GENE42,SYTL3,ARHGAP15,PARP8,THEMIS,ITK,SKAP1",Immune (T cell),T cell,CL:0000084,b cell
1707,Lung,4,0.5,"ZEB2,DOCK8,FMNL2,GPCPD1,SLC11A1,PPARG,GENE89,RNF149,GENE78,GENE80,GENE11,TFRC,PLXDC2,MSR1,GENE83",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,macrophage
1708,Lung,4,0.5,"KIT,SAMSN1,GENE3,GENE67,IL18R1,FER,GENE44,TPSB2,SLC24A3,SRGN,SYTL3,ARHGAP15,TPSAB1,GENE99,GENE31",Immune (mast cell),mast cell,CL:0000097,mast cell
1709,Lung,4,0.5,"GENE94,CALD1,GENE50,INPP4B,GENE11,CACNA1C,TPM1,GENE88,PRKG1,GENE76,ACTA2,DMD,EBF1,LPP,MYH11",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192",smooth muscle cell
1710,Lung,4,0.5,"PTPRB,PTPRM,GENE94,TCF4,LDB2,GENE12,GENE70,GENE60,ST6GALNAC3,TIMP3,PECAM1,CALCRL,EPAS1,EGFL7,GENE83",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,endothelial cell
1711,Lung,4,0.5,"GENE19,GENE93,LAMA2,GENE80,PLEKHH2,ROBO2,LSAMP,RBMS3,PRKG1,ARHGAP6,RORA,GENE76,SLIT2,PLXDC2,GENE73",Fibroblast,fibroblast,CL:0000057,endothelial cell of artery
1712,Lung,4,0.5,"TBXAS1,ZEB2,GENE13,GENE7,GENE15,GENE78,FKBP5,GENE40,CD74,PIK3R5,CHST11,SRGN,PLXDC2,SLC8A1,CTSB",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235",mast cell
1713,Lung,4,0.5,"GENE50,GENE21,GENE58,PLIN2,GHR,ADIPOQ,LPIN1,PPARG,PLIN1,GENE48,GENE42,FOXO1,EBF1,G0S2,ACSL1",Adipocyte,fat cell,CL:0000136,adipocyte
1714,Lung,4,0.5,"AGER,EMP2,GENE29,CAV1,PDPN,GENE99,HOPX",Alveolar Type I,type I pneumocyte,CL:0002062,alveolar epithelial cell
1715,Lung,4,0.5,"NKX2-1,SLC34A2,LAMP3,SFTPC,GENE70,SFTPB,GENE41",Alveolar Type II,type II pneumocyte,CL:0002063,pulmonary alveolar type 2 cell
1716,Lung,4,0.5,"CD24,GENE90,CXCR3,CD1c,FAS,GENE31,CR2",B cell_memory,memory B cell,CL:0000787,goblet cell
1717,Lung,4,0.5,"GENE63,GENE36,TUBA1A,HYDIN,FAM92B,GENE18,GENE81,FOXJ1,DNAH5,DNAI1,DNAI2,CDHR3",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,ciliated epithelial cell
1718,Lung,4,0.5,"SCGB3A2,GENE12,SCGB1A1,GENE60,BPIFA1,GENE91,SCGB3A1,SLPI,MUC5B,CYP2F2",Club Epithelial,club cell,CL:0000158,club cell
1719,Lung,4,0.5,"GENE19,NEGR1,COL4A1,GENE32,GENE34,GENE43,COL5A1,GENE95,COL1A1,IGFBP5,FBN1,VIM,COL5A2,IL33,GENE6,HGF,COL18A1,COL6A3,GENE11,GENE5,GENE17,FBLN1,DCN,SLIT2,FN1,DDR2,CCN2,IGFBP3,COL6A6,IL6,GENE44,COL3A1,COL6A1,COL1A2,COL6A2,GENE99,GENE83",Fibroblast,fibroblast,CL:0000057,fibroblast
1720,Lung,4,0.5,"RELN,GENE15,FLT4,CCL21,GENE69,MMRN1,PROX1,LYVE1,GENE51",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,pulmonary alveolar type 2 cell
1721,Lung,4,0.5,"GENE19,LYZ,GENE61,GENE27,C1QA,GENE86,PTPRC,LYVE1,CD68,MSR1,SLC11A1,MERTK,CPM,CD163,MS4A6A,GENE22,RBPJ,MS4A4A,CD74,GENE96,CD36,GENE85,GENE59,MR1,CSF1R,MRC1,GENE23,GENE55",Macrophage,macrophage,CL:0000235,macrophage
1722,Lung,4,0.5,"KIT,HDC,GENE14,TPSB2,CD69,GENE42,FCER1A,GENE46,TPSAB1",Mast Cell,mast cell,CL:0000097,mast cell
1723,Lung,4,0.5,"GENE13,MYO1B,GENE8,CSPG4,GENE33,MCAM,GENE49,ACTA2,ANPEP,DES,PDGFRB",Pericyte,pericyte,CL:0000669,Not Found
1724,Lung,4,0.5,"MYOCD,SMTN,ACTG2,GUCY1A3,GENE100,GENE18,GENE12,PALLD,ACTN1,VCL,DES,GENE45,GUCY1B3,ACTA2,GENE74,CNN1,GENE31,TAGLN,GENE44,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
1725,Lung,4,0.5,"GENE39,GENE8,PTPRC,SKAP1,GENE95,NKG7,TRAC,IL7R,CD3E,CD96,THEMIS,CD3D,CD3G,GENE87,GENE4,CD247,TRBC1,GENE44,CD69",T cell,T cell,CL:0000084,T cell
1726,Lung,4,0.5,"PTPRB,GENE8,CLDN5,GENE89,NOSTRIN,LDB2,GENE68,RAMP3,GENE66,VWF,GENE48,EPHB4,PECAM1,BACE2,CD300LG",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,endothelial cell
1727,Lung,4,0.5,"NAPSA,SFTPA1,SFTPA2,SFTPD,SFTA2,SFTPB,SLC34A2,PGC,HOPX,MUC1",type ii pneumocyte,type II pneumocyte,CL:0002063,alveolar type II cell
1728,Lung,4,0.5,"IL1R2,S100A12,FCGR3B,CXCR2,MTND5P32,PROK2,CD177,MMP25,OLAH,MGAM",neutrophil,neutrophil,CL:0000775,nonclassical monocyte
1729,Lung,4,0.5,"IL7R,IL32,CD3D,CD69,CD3E,TRAC,CXCR4,CD2,CD3G,TRBC2","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,T cell
1730,Lung,4,0.5,"CCL5,GZMA,IL32,CCL4,NKG7,CD3D,CD2,KLRD1,CD3E,GNLY","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,cytotoxic T lymphocyte
1731,Lung,4,0.5,"GNLY,KLRD1,GZMB,PRF1,GZMA,FGFBP2,CST7,CD247,KLRF1,KLRB1",nk cell,natural killer cell,CL:0000623,natural killer cell
1732,Lung,4,0.5,"RBP5,SELE,CCL14,ZNF385D,CYTL1,POSTN,PLVAP,ADAMTS4,NEURL1B,EXOC3L2",bronchial vessel endothelial cell,,,Fibroblast-endothelial cell mix
1733,Lung,4,0.5,"ACTG2,DES,ADRA2C,FOXC2,CNN1,JPH2,MYH11,CCN5,HSPB6,AC100803.2",smooth muscle cell,smooth muscle cell,CL:0000192,smooth muscle cell
1734,Lung,4,0.5,"DCN,IGFBP6,FBLN1,PLA2G2A,C1S,MFAP4,MFAP5,C1R,SERPINF1,MGP",adventitial cell,adventitial cell,CL:0002503,fibroblast
1735,Lung,4,0.5,"C1QA,MARCO,ACP5,MS4A7,APOC1,C1QB,MRC1,APOE,VSIG4,FABP4",macrophage,macrophage,CL:0000235,macrophage
1736,Lung,4,0.5,"TPSB2,TPSAB1,CPA3,MS4A2,RHEX,HPGDS,KIT,CD69,GATA2,VWA5A",basophil,basophil,CL:0000767,mast cell
1737,Lung,4,0.5,"S100A8,VCAN,FCN1,S100A12,S100A9,MNDA,FGL2,COTL1,CD300E,VSIR",classical monocyte,classical monocyte,CL:0000860,monocyte-derived cell
1738,Lung,4,0.5,"PTPRB,CXCL12,GJA5,DKK2,NPR3,SERPINE2,SSTR1,NOS1,SOX17,MMRN2",endothelial cell of artery,endothelial cell of artery,CL:1000413,endothelial cell
1739,Lung,4,0.5,"CAPS,TMEM190,C20orf85,C9orf24,TPPP3,RSPH1,C11orf88,C1orf194,PIFO,TSPAN1",lung ciliated cell,lung ciliated cell,CL:1000271,ciliated cell
1740,Lung,4,0.5,"FCER1A,CD1C,GPR183,S100B,CLEC10A,CD1E,FCGR2B,PKIB,CST7,CLEC5A",dendritic cell,dendritic cell,CL:0000451,dendritic cell
1741,Lung,4,0.5,"BPIFB1,LCN2,SCGB1A1,MSMB,SCGB3A1,WFDC2,TFF3,CP,SERPINB3,TSPAN1",respiratory goblet cell,respiratory goblet cell,CL:0002370,club cell
1742,Lung,4,0.5,"S100A2,MIR205HG,KRT5,KRT15,KRT19,KRT17,ALDH3A1,PERP,TACSTD2,IGFBP2",basal cell,basal cell,CL:0000646,basal epithelial cell
