,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified_new,gpt-4o-mini-2024-07-18_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified_new,gpt-4-0613_aggrement_modified,gpt-4-0613_aggrement_modified_new,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified_new
207,207,207,207,207,Lung,1,0.5,"FBLN1,COL4A1,COL1A1,COL3A1,COL6A1,FBN1,COL5A2,NEGR1,COL6A2,SLIT2,COL6A6,COL18A1",Fibroblast,fibroblast,CL:0000057,fibroblast,"Adventitial Fibroblast, Alveolar Fibroblast, Myofibroblast, Lipofibroblast, Ionocyte","Basal, Proximal Basal, Differentiating Basal, Proliferating Basal, Adventitial Fibroblast, Alveolar Epithelial Type 1, Capillary, Bronchial Vessel 2, Pericyte, Ionocyte, Lymphatic, Adventitial Fibroblast, Alveolar Fibroblast, Lipofibroblast, TREM2+ Dendritic, Myofibroblast, Adventitial Fibroblast, Lipofibroblast, Mesothelial",Adventitial Fibroblast,"Fibroblast, Myofibroblast, Pericyte",-1,0.6667,-1,0.8000,-1,0.6667,-1,0.6667
208,208,208,208,208,Lung,1,0.5,"MMRN1,FLT4,PROX1",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,Lymphatic,"Vein, Lymphatic, Platelet/Megakaryocyte, Ionocyte, Neuroendocrine, Lymphatic",Lymphatic,"Lymphatic, Proliferating Macrophage, Dendritic, Intermediate Monocyte",-1,0.2000,-1,0.2000,-1,0.2000,-1,0.2000
209,209,209,209,209,Lung,1,0.5,"MERTK,CD74,MR1,MS4A6A,C1QA,MS4A4A,MS4A6A,CD163,CSF1R,MSR1",Macrophage,macrophage,CL:0000235,macrophage/monocyte,"IGSF21+ Dendritic, Macrophage, Classical Monocyte","IGSF21+ Dendritic, Intermediate Monocyte, Club, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Capillary Aerocyte, Capillary Intermediate 1, Adventitial Fibroblast, Lipofibroblast, Mesothelial, B, Macrophage, Proliferating Macrophage, Plasmacytoid Dendritic, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic",IGSF21+ Dendritic,"Dendritic, Proliferating Macrophage, Macrophage",4,0.6667,-1,0.8333,-1,0.5714,-1,0.5714
210,210,210,210,210,Lung,1,0.5,"FCER1A,CD69,TPSAB1",Mast Cell,mast cell,CL:0000097,granulocyte,"Basophil/Mast 1, Basophil/Mast 2","Basophil/Mast 1, Basophil/Mast 2, CD4+ Memory/Effector T, Natural Killer T",Basophil/Mast,Basophil/Mast 1,2,0.5000,2,0.5000,2,0.5000,2,0.5000
211,211,211,211,211,Lung,1,0.5,"DES,CSPG4,ANPEP,MYO1B",Pericyte,pericyte,CL:0000669,pericyte,"Pericyte, Macrophage","Airway Smooth Muscle, Pericyte, Mucous, Alveolar Epithelial Type 1","Fibromyocyte, Pericyte, Myeloid Dendritic Type 1",Pericyte,-1,0.2857,0,1.0000,-1,-1,0,1.0000
212,212,212,212,212,Lung,1,0.5,"ACTG2,SMTN,GUCY1A3,MYH11,GUCY1B3,ACTN1,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,muscle cell,Smooth Muscle,"Airway Smooth Muscle, Lymphatic, Platelet/Megakaryocyte, Vein, Pericyte","Airway Smooth Muscle, Vascular Smooth Muscle",Airway Smooth Muscle,-1,0.8000,-1,-1,-1,0.6667,0,1.0000
213,213,213,213,213,Lung,1,0.5,"CD247,TRAC,CD3E,IL7R,SKAP1,CD3G",T cell,T cell,CL:0000084,t/nk cell,"CD8+ Memory/Effector T, CD4+ Memory/Effector T, Natural Killer T","CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, CD4+ Naive T, Natural Killer T","CD8+ T, CD4+ T, Natural Killer T",CD8+ Memory/Effector T,-1,0.6667,-1,0.5455,-1,0.5455,-1,0.5455
214,214,214,214,214,Lung,1,0.5,"RAMP3,LDB2,PTPRB,BACE2,PECAM1",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,endothelial cell,"Capillary, Capillary Intermediate 1","Artery, Capillary, Vein, Ciliated, Goblet, Mucous, Bronchial Vessel 1, Lymphatic, Macrophage, Classical Monocyte","Vein, Capillary, Artery",Classical Monocyte,-1,0.5714,-1,0.2857,-1,0.2857,-1,0.5714
215,215,215,215,215,Lung,1,0.5,"MUC1,SFTPB,SFTPA1,PGC,SLC34A2",type ii pneumocyte,type II pneumocyte,CL:0002063,epithelial cell,"Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2","Club, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Platelet/Megakaryocyte","Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2",Alveolar Epithelial Type 2,1,-1,1,-1,2,-1,1,-1
216,216,216,216,216,Lung,1,0.5,"FCGR3B,MMP25,S100A12,CD177,MTND5P32",neutrophil,neutrophil,CL:0000775,granulocyte,"Classical Monocyte, Neutrophil","Nonclassical Monocyte, Classical Monocyte, Basal","Classical Monocyte, OLR1+ Classical Monocyte",Classical Monocyte,-1,0.5000,-1,0.5000,-1,0.5000,-1,0.5000
217,217,217,217,217,Lung,1,0.5,"CXCR4,CD3E,TRAC,IL7R,TRBC2","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,"CD8+ Memory/Effector T, CD4+ Memory/Effector T, Natural Killer T","Ionocyte, B, CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, Natural Killer T, Capillary","CD8+ T, CD4+ T, Natural Killer T",CD8+ Memory/Effector T,-1,0.8000,-1,0.6154,-1,0.6154,-1,0.6154
218,218,218,218,218,Lung,1,0.5,"CD3D,GNLY,KLRD1,GZMA,CD3E","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,"CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer","CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, CD4+ Naive T, Natural Killer T","CD8+ T, Natural Killer, Proliferating NK/T",Natural Killer T,-1,0.8000,-1,0.4167,-1,0.7500,-1,0.7500
219,219,219,219,219,Lung,1,0.5,"KLRF1,GNLY,CD247,FGFBP2,KLRB1",nk cell,natural killer cell,CL:0000623,t/nk cell,"CD8+ Naive T, Natural Killer, Proliferating NK/T","CD8+ Naive T, Natural Killer, CD8+ Memory/Effector T",Natural Killer,CD8+ Memory/Effector T,0,1.0000,-1,0.3571,-1,0.3571,-1,0.4545
220,220,220,220,220,Lung,1,0.5,"EXOC3L2,CCL14,ADAMTS4,ZNF385D,NEURL1B",bronchial vessel endothelial cell,,,endothelial cell,"Bronchial Vessel 1, Vein, Vascular Smooth Muscle","Bronchial Vessel 1, Vein",Bronchial Vessel 1,"Intermediate Monocyte, Bronchial Vessel 1, Vascular Smooth Muscle, Fibromyocyte",-1,0.2222,-1,0.2000,-1,-1,-1,0.2000
221,221,221,221,221,Lung,1,0.5,"CNN1,JPH2,CCN5,DES,FOXC2",smooth muscle cell,smooth muscle cell,CL:0000192,muscle cell,"Airway Smooth Muscle, Vascular Smooth Muscle","Airway Smooth Muscle, Vascular Smooth Muscle",Airway Smooth Muscle,"Vascular Smooth Muscle, Airway Smooth Muscle",-1,-1,-1,0.8000,-1,0.8000,-1,0.8000
222,222,222,222,222,Lung,1,0.5,"C1R,C1S,MFAP5,FBLN1,IGFBP6",adventitial cell,adventitial cell,CL:0002503,adventitial cell,Adventitial Fibroblast,"Basal, Adventitial Fibroblast, Alveolar Fibroblast, Lipofibroblast",Adventitial Fibroblast,"Adventitial Fibroblast, Alveolar Fibroblast, Basal",-1,0.4286,-1,0.4286,-1,0.4286,-1,0.4286
223,223,223,223,223,Lung,1,0.5,"C1QA,APOC1,VSIG4,MS4A7,ACP5",macrophage,macrophage,CL:0000235,macrophage/monocyte,"Macrophage, Proliferating Macrophage, Myeloid Dendritic Type 2","Macrophage, Proliferating Macrophage, IGSF21+ Dendritic, TREM2+ Dendritic",Macrophage,"Proliferating Macrophage, Macrophage",0,1.0000,-1,0.8333,4,0.5000,-1,0.8333
224,224,224,224,224,Lung,1,0.5,"GATA2,TPSAB1,MS4A2,VWA5A,KIT",basophil,basophil,CL:0000767,granulocyte,"Basophil/Mast 1, Basophil/Mast 2","Basophil/Mast 1, Basophil/Mast 2",Basophil/Mast 1,"Basophil/Mast, Dendritic",-1,0.4286,-1,0.4286,-1,0.4286,-1,0.4286
225,225,225,225,225,Lung,1,0.5,"VCAN,MNDA,CD300E,VSIR,S100A8",classical monocyte,classical monocyte,CL:0000860,macrophage/monocyte,"Classical Monocyte, Intermediate Monocyte","Proximal Ciliated, Neuroendocrine, Myofibroblast, Classical Monocyte, OLR1+ Classical Monocyte, Intermediate Monocyte, Macrophage, Proliferating Macrophage, Myeloid Dendritic Type 2, IGSF21+ Dendritic, TREM2+ Dendritic, Nonclassical Monocyte",Classical Monocyte,"Classical Monocyte, OLR1+ Classical Monocyte, Myeloid Dendritic Type 2",0,1.0000,0,1.0000,0,1.0000,0,1.0000
226,226,226,226,226,Lung,1,0.5,"SSTR1,GJA5,NPR3,PTPRB,MMRN2",endothelial cell of artery,endothelial cell of artery,CL:1000413,endothelial cell,"Artery, Vascular Smooth Muscle","Artery, Vascular Smooth Muscle",Artery,"Artery, Vein",2,-1,-1,0.7143,-1,0.2500,-1,0.2500
227,227,227,227,227,Lung,1,0.5,"RSPH1,TSPAN1,CAPS,TPPP3,C9orf24",lung ciliated cell,lung ciliated cell,CL:1000271,ciliated cell,"Ciliated, Proximal Ciliated","Ciliated, Proximal Ciliated, Platelet/Megakaryocyte, Nonclassical Monocyte",Ciliated,"Ciliated, Platelet/Megakaryocyte, Pericyte",-1,-1,-1,0.2857,2,0.6000,2,0.6000
228,228,228,228,228,Lung,1,0.5,"GPR183,PKIB,CD1C,CD1E,CST7",dendritic cell,dendritic cell,CL:0000451,dendritic cell,"Myeloid Dendritic Type 1, Myeloid Dendritic Type 2","Ionocyte, CD4+ Memory/Effector T, Plasmacytoid Dendritic, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic, OLR1+ Classical Monocyte",Myeloid Dendritic Type 1,"Myeloid Dendritic Type 1, Myeloid Dendritic Type 2",-1,0.7143,-1,0.7143,-1,0.7143,-1,0.7143
229,229,229,229,229,Lung,1,0.5,"WFDC2,SERPINB3,TFF3,LCN2,TSPAN1",respiratory goblet cell,respiratory goblet cell,CL:0002370,epithelial cell,"Goblet, Mucous","Differentiating Basal, Goblet, Mucous, Serous, Platelet/Megakaryocyte, Proximal Basal, Proliferating Basal, Mucous, Platelet/Megakaryocyte, Proximal Ciliated, Goblet.",Goblet,"Goblet, Mucous, Basal, Platelet/Megakaryocyte",1,0.8000,-1,0.2857,-1,0.2500,1,0.8000
230,230,230,230,230,Lung,1,0.5,"ALDH3A1,KRT19,IGFBP2,PERP,KRT15",basal cell,basal cell,CL:0000646,stem cell,Basal,"Ciliated, Proximal Basal, Basal, Vascular Smooth Muscle, Basal",Basal,Ciliated,-1,0.2500,-1,-1,0,1.0000,-1,0.2500
231,231,231,231,231,Lung,1,0.5,"SPAG4,MZB1,DERL3,IGHA2,JCHAIN",plasma cell,plasma cell,CL:0000786,b cell,Plasma,"Plasma, Plasma, Plasma, B, Neuroendocrine",Plasma,Plasma,0,1.0000,0,1.0000,0,1.0000,0,1.0000
232,232,232,232,232,Lung,1,0.5,"TNFRSF13C,CD19,IGHM,CD79A,PAX5",b cell,B cell,CL:0000236,b cell,B,"B, B, B, B, B",B,B,-1,0.7000,-1,0.7000,-1,0.7000,-1,0.7000
