,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,simuround,tissue,noise,marker,manual_annotation,manual_CLname,manual_CLID,gpt-4o-2024-08-06_annotation,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_annotation,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_annotation,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_CLID,gpt-4-0613_Clname,gpt-4-turbo-2024-04-09_Clname,gpt-4o-2024-08-06_Clname,gpt-4o-mini-2024-07-18_Clname,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified
132,132,132,132,132,1,Lung,0.5,"FCGR2B,HLA-DMB,GENE52,GENE62,GENE79,GENE67,HLA-DQA1,CLEC10A,CSF2RA,GENE24,GPR183,FPR3,HLA-DPB1,RGS1,MS4A6A",Dendritic,dendritic cell,CL:0000451,Macrophages,CL:0000235,Antigen-presenting cells,CL:0000145,Monocyte,7. Dendritic cells,CL:0000576,CL:0000451,monocyte,dendritic cell,macrophage,professional antigen presenting cell,-1,0,-1,1
133,133,133,133,133,1,Lung,0.5,"C1S,LUM,ABLIM1,CFD,GENE57,C3,C1R,GENE90,FBLN1,DCN,GENE74,GENE81,SLIT2,GENE4,ADH1B",Fibroblast,fibroblast,CL:0000057,Fibroblasts,CL:0000057,Endothelial cells,CL:0000115,Fibroblast,8. Stromal cells,CL:0000057,CL:0000499,fibroblast,stromal cell,fibroblast,endothelial cell,0,-1,0,-1
134,134,134,134,134,1,Lung,0.5,"TFF3,GENE63,TFPI,GENE61,GENE35,GENE98,CCL21,IGFBP7,MMRN1,PKHD1L1,PROX1,PPFIBP1,TIMP3,TBX1,GENE73",Lymphatic,,,Epithelial cells,CL:0000066,Goblet cells,CL:0000160,Lymphatic endothelial cell,9. Lymphatic endothelial cells,CL:0002138,CL:0002138,endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,epithelial cell,goblet cell,-1,-1,-1,-1
135,135,135,135,135,1,Lung,0.5,"GENE13,APOC1,GENE39,C1QB,GENE54,C1QA,VSIG4,SLCO2B1,GENE53,ACP5,ITGAX,GPD1,MARCO,GENE16,OLR1",Macrophage,macrophage,CL:0000235,Macrophages,CL:0000235,Macrophages,CL:0000235,Macrophage,10. Myeloid cells,CL:0000235,CL:0000763,macrophage,myeloid cell,macrophage,macrophage,0,2,0,0
136,136,136,136,136,1,Lung,0.5,"KLRF1,GENE62,GNLY,GZMB,GENE54,GENE94,GENE18,FCGR3A,NKG7,PYHIN1,KLRD1,SPON2,GENE31,PRF1,CD247",Natural Killer,natural killer cell,CL:0000623,Natural Killer cells,CL:0000623,Natural killer cells,CL:0000623,Natural Killer cell,11. Natural Killer cells,CL:0000623,CL:0000623,natural killer cell,natural killer cell,natural killer cell,natural killer cell,0,0,0,0
137,137,137,137,137,1,Lung,0.5,"PRDX4,MANF,SSR4,GENE21,GENE30,XBP1,POU2AF1,TNFRSF17,GENE90,HSP90B1,GENE29,GENE46,MZB1,DERL3,SEC11C",Plasma,plasma cell,CL:0000786,Plasma cells,CL:0000786,Secretory cells,CL:0000151,Plasma cell,12. Plasma cells,CL:0000786,CL:0000786,plasma cell,plasma cell,plasma cell,secretory cell,0,0,0,-1
138,138,138,138,138,1,Lung,0.5,"GENE39,SFTPA2,GENE3,SLC34A2,GENE18,SFTPC,LAMP3,ABCA3,GENE29,GENE28,SFTPA1,SFTPD,SFTPB,NAPSA,LPCAT1",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,Alveolar type II cells,CL:0002063,Type II alveolar cells,CL:0002063,Alveolar type II cell,13. Alveolar epithelial cells,CL:0002063,CL:0000322,pulmonary alveolar type 2 cell,pulmonary alveolar epithelial cell,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,0,1,0,0
139,139,139,139,139,1,Lung,0.5,"KIT,GENE58,VWA5A,CPA3,HPGDS,GRAP2,GENE40,HDC,GENE86,CD44,MS4A2,GENE28,TPSAB1,GENE99,GATA2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",Mast cells,CL:0000097,Mast cells,CL:0000097,Mast cell,14. Mast cells,CL:0000097,CL:0000097,mast cell,mast cell,mast cell,mast cell,-1,-1,-1,-1
140,140,140,140,140,1,Lung,0.5,"LILRB2,GENE62,GENE66,GENE33,COTL1,RPS19,LST1,AIF1,FCGR3A,GENE96,SAT1,RHOC,FCN1,GENE23,IFITM2",CD16+ Monocyte,,,Macrophages,CL:0000235,Immune Cells,CL:0000738,Macrophage,15. Macrophages,CL:0000235,CL:0000235,macrophage,macrophage,macrophage,leukocyte,-1,-1,-1,-1
141,141,141,141,141,1,Lung,0.5,"GENE26,GENE13,CDC42EP1,NOSTRIN,PODXL,CDH5,RAMP3,BTNL9,GENE11,GENE42,GENE23,CD81,FCN3,EPAS1,FLNB",Capillary,,,Endothelial cells,CL:0000115,Endothelial Cells,CL:0000115,Endothelial cell,16. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,-1,-1,-1,-1
142,142,142,142,142,1,Lung,0.5,"CD3D,GZMH,GENE3,CD3G,GENE40,CD8B,GENE86,GENE29,CCL5,RPL34,NKG7,CD8A,GZMA,RPS27,GENE84",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,T cells,CL:0000084,T-Cells,CL:0000084,Cytotoxic T cell,17. Cytotoxic T cells,CL:0000910,CL:0000910,cytotoxic t cell,cytotoxic t cell,t cell,T cell,-1,-1,3,3
143,143,143,143,143,1,Lung,0.5,"GENE39,GENE52,SCGB3A2,DSTN,CYB5A,CEACAM6,GENE46,PIGR,GENE77,CTSE,SFTPB,WFDC2,C16orf89,GENE97,KIAA1324",Club,club cell,CL:0000158,Club cells,CL:0000158,Clara Cells,CL:0000158,Club cell,18. Secretory epithelial cells,CL:0000158,CL:4030006,club cell,fallopian tube secretory epithelial cell,club cell,club cell,0,-1,0,0
144,144,144,144,144,1,Lung,0.5,"GENE13,GENE39,CALD1,ASPN,COL6A3,POSTN,LTBP1,BGN,GENE90,COL3A1,COL1A1,COL1A2,GENE28,GENE75,ITGBL1",Myofibroblast,myofibroblast cell,CL:0000186,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,Fibroblast,19. Fibroblasts,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,fibroblast,-1,-1,-1,-1
145,145,145,145,145,1,Lung,0.5,"GENE100,PTPRE,GZMB,IRF7,GENE61,TYROBP,GENE90,GENE70,PLD4,NPC2,PPP1R14B,IL3RA,GENE76,IRF4,SEC61B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,Dendritic cells,CL:0000451,Cytotoxic T-Cells,CL:0000910,Dendritic cell,20. Plasmacytoid dendritic cells,CL:0000451,CL:0000784,dendritic cell,plasmacytoid dendritic cell,dendritic cell,cytotoxic T cell,1,0,1,-1
146,146,146,146,146,1,Lung,0.5,"TPX2,BIRC5,GENE58,NUSAP1,STMN1,GENE54,UBE2C,TYMS,ANLN,KPNA2,GENE29,CDK1,GENE43,H2AFZ,GENE31",Proliferating Macrophage,,,Proliferating cells,CL:4033068,Tumor Cells,CL:0001063,Mitotic cell,21. Mitotic cells,CL:0000646,CL:0000646,basal cell,basal cell,cycling B cell,neoplastic cell,-1,-1,-1,-1
147,147,147,147,147,1,Lung,0.5,"GENE26,BIRC5,NUSAP1,KIF2C,SMC4,GENE61,GENE67,UBE2C,GENE70,H2AFV,AURKB,GENE42,CENPF,HMGB2,TOP2A",Proliferating NK/T,,,Proliferating cells,CL:4033068,Proliferative Cells,CL:0011025,Mitotic cell,22. Mitotic cells,CL:0000646,CL:0000646,basal cell,basal cell,cycling B cell,exhausted T cell,-1,-1,-1,-1
148,148,148,148,148,1,Lung,0.5,"GENE39,POSTN,GENE67,GENE18,VWF,COL15A1,GENE28,ZNF385D,ENPP2,PLVAP,EMCN,GENE2,INHBB,SPARCL1,SPRY1",Bronchial Vessel,,,Fibroblasts,CL:0000057,Alveolar Cells,CL:0000583,Endothelial cell,23. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,fibroblast,alveolar macrophage,-1,-1,-1,-1
149,149,149,149,149,1,Lung,0.5,"GENE26,GENE9,GENE41,GENE61,BPIFB1,SAA1,SCGB1A1,RARRES1,MSMB,GENE91,SCGB3A1,SLPI,LCN2,WFDC2,MUC5B",Mucous,,,Epithelial cells,CL:0000066,Mucous Cells,CL:0000319,Mucous cell of trachea,24. Epithelial cells,CL:4033020,CL:0000066,mucus secreting cell of trachea gland,epithelial cell,epithelial cell,mucus secreting cell,-1,-1,-1,-1
150,150,150,150,150,1,Lung,0.5,"PTPRB,GENE45,GENE63,GENE36,GENE93,PRSS23,TGM2,VWF,LIFR,SELP,PLA1A,CPE,GENE6,SRPX,SLCO2A1",Vein,,,Endothelial cells,CL:0000115,Endothelial cells,CL:0000115,Platelet,25. Endothelial cells,CL:0000233,CL:0000115,platelet,endothelial cell,endothelial cell,endothelial cell,-1,-1,-1,-1
151,151,151,151,151,1,Lung,0.5,"CHN1,CALD1,COL4A2,GENE19,NID1,COL4A1,LAMB1,GENE29,COX4I2,GENE6,TACC1,GENE16,PDGFRB,GENE55,LAMC3",Pericyte,pericyte,CL:0000669,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,Pericyte,26. Fibroblasts,CL:0000669,CL:0000057,pericyte,fibroblast,fibroblast,fibroblast,0,10,10,10
152,152,152,152,152,1,Lung,0.5,"GENE82,CALD1,TPM2,PLN,GENE59,DSTN,GENE32,GENE17,CSRP1,GENE84,ACTA2,CNN1,DES,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,Smooth muscle cells,CL:0000192,Smooth muscle cells,CL:0000192,Smooth muscle cells,Smooth muscle cells,CL:0000192,CL:0000192,smooth muscle cell,smooth muscle cell,smooth muscle cell,smooth muscle cell,0,0,0,0
153,153,153,153,153,1,Lung,0.5,"PTPRB,GENE13,DKK2,HEY1,GENE9,GENE89,GJA5,FBLN5,SEMA3G,EFNB2,BMX,EPAS1,GENE16,ARGLU1,GENE73",Artery,,,Endothelial cells,CL:0000115,Epithelial cells,CL:0000066,Endothelial cells,Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,epithelial cell,-1,-1,-1,-1
154,154,154,154,154,1,Lung,0.5,"GENE73,HPGD,CYP3A5,CLDN5,GENE15,GENE98,GENE63,APP,GENE87,STXBP6,TBX2,EMCN,SOSTDC1,ESAM,EDNRB",Capillary Aerocyte,,,Epithelium / Endothelial cells,CL:0000115,Alveolar type II cells,CL:0002063,Endothelial cells,Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,pulmonary alveolar type 2 cell,-1,-1,-1,-1
155,155,155,155,155,1,Lung,0.5,"GENE45,GENE22,GENE26,IPO7,SH3BP5,GENE27,RALA,GALNT18,GENE86,SRSF11,PECAM1,ACVRL1,EPAS1,VAT1,WWTR1",Capillary Intermediate,,,Epithelial cells,CL:0000066,Immune cells,CL:0000738,Endothelial cells,Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,epithelial cell,leukocyte,-1,-1,-1,-1
156,156,156,156,156,1,Lung,0.5,"GENE26,C7,GENE57,FGF7,C3,WT1,MEDAG,STEAP1,OSR1,CCDC71L,GENE12,CPXM1,HAS1,GENE81,GENE73",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,Mesothelial cells,CL:0000077,Macrophages,CL:0000235,Kidney cells,Podocytes,CL:1000497,CL:0000653,kidney cell,podocyte,mesothelial cell,macrophage,-1,-1,7,-1
157,157,157,157,157,1,Lung,0.5,"ALDH1A3,PRG4,GENE54,GALNT9,C3,DSC3,ITLN1,MGARP,WT1,DMKN,GENE37,GENE56,GENE33,SLPI,GENE4",Mesothelial,mesothelial cell,CL:0000077,Mesothelial cells,CL:0000077,B cells,CL:0000236,Skin cells,Mesothelial cells,CL:0002308,CL:0000077,epithelial cell of skin gland,mesothelial cell,mesothelial cell,b cell,-1,0,0,-1
158,158,158,158,158,1,Lung,0.5,"CMTM5,GENE94,TUBB1,GENE35,GRAP2,ITGA2B,GENE44,GENE32,CABP5,PF4,GENE74,ACRBP,GP6,TMEM40,GP9",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",Megakaryocytes,CL:0000556,T cells,CL:0000084,Platelets,Platelets,CL:0000233,CL:0000233,platelet,platelet,megakaryocyte,t cell,-1,-1,-1,-1
159,159,159,159,159,1,Lung,0.5,"CD2,GNLY,GENE79,CTSW,S100A6,GENE80,GENE17,CCL5,CEBPB,CXCR4,CD7,LGALS1,GENE97,GENE31,ZFP36L2",Natural Killer T,,,Natural killer cells,CL:0000623,Ciliated cells,CL:0000064,T lymphocytes,T lymphocytes,CL:0000084,CL:0000084,T cell,T cell,natural killer cell,ciliated cell,-1,-1,-1,-1
160,160,160,160,160,1,Lung,0.5,"CLU,GENE45,CST5,GENE78,GENE98,GENE69,MET,FAM150A,HSPB3,RAMP1,CSRP1,IGF1,SCX,GENE49,CNN1",Fibromyocyte,,,Clara cells (Club cells)/Bronchiolar exocrine cells,CL:0000158,Alveolar epithelial cells,CL:0000322,Smooth muscle cells,Fibroblasts,CL:0000192,CL:0000057,smooth muscle cell,fibroblast,club cell,pulmonary alveolar epithelial cell,-1,-1,-1,-1
161,161,161,161,161,1,Lung,0.5,"CXCL17,GENE47,S100P,PSCA,COX5A,TXN,GENE40,AGR2,GENE95,GENE81,FAM3D,GABRP,CLIC1,GENE53,WFDC2",Goblet,goblet cell,CL:0000160,Goblet cells,CL:0000160,Mucous cells,CL:0000319,Gastric cells,Goblet cells,CL:1000313,CL:0000160,gastric goblet cell,goblet cell,goblet cell,mucus secreting cell,-1,0,0,-1
162,162,162,162,162,1,Lung,0.5,"TFF3,TMPRSS11E,GENE65,PHGR1,BSND,GENE44,GENE70,GENE11,FOXI1,HEPACAM2,ATP6V1B1,GENE42,STAC2,MFSD6L,ASCL3",Ionocyte,ionocyte,CL:0005006,Goblet cells,CL:0000160,Secretory cells,CL:0000151,Thyroid cells,Serous cells,CL:0002258,CL:0000313,thyroid follicular cell,serous secreting cell,goblet cell,secretory cell,-1,-1,-1,-1
163,163,163,163,163,1,Lung,0.5,"GENE39,PCSK1N,EGR1,FAM46A,PRDX2,CHGA,GENE93,GENE70,SEC11C,GENE88,SCGN,CPE,BEX1,GENE4,NENF",Neuroendocrine,neuroendocrine cell,CL:0000165,Neuroendocrine cells,CL:0000165,Neuroendocrine cells,CL:0000165,Pancreatic beta cells,Enteroendocrine cells,CL:0000169,CL:0000164,type B pancreatic cell,enteroendocrine cell,neuroendocrine cell,neuroendocrine cell,-1,2,0,0
164,164,164,164,164,1,Lung,0.5,"TCN1,GENE65,LPO,PHB,LYZ,GENE98,GENE11,TESC,GENE60,ZG16B,PRR4,PRB3,PRH2,PRB4,GENE83",Serous,serous secreting cell,CL:0000313,Secretory cells,CL:0000151,Immune cells,CL:0000738,Salivary gland cells,Salivary gland cells,CL:0009005,CL:0009005,salivary gland cell,salivary gland cell,secretory cell,leukocyte,-1,-1,2,-1
165,165,165,165,165,1,Lung,0.5,"C1QB,LYZ,GENE89,FCER1G,GENE93,C1QA,LAPTM5,AIF1,GENE96,GENE84,GENE83,C1QC,HLA-DRB1,CTSZ,CTSL",Macrophages,macrophage,CL:0000235,Myeloid cells,CL:0000763,Macrophages,CL:0000235,Macrophages,Macrophages,CL:0000235,CL:0000235,macrophage,macrophage,myeloid cell,macrophage,0,0,2,0
166,166,166,166,166,1,Lung,0.5,"GENE82,GENE100,GNLY,GZMB,CTSW,CST7,CD7,CCL5,GENE88,NKG7,GZMA,GENE46,CCL4,GENE64,PRF1",Innate lymphoid cell NK,natural killer cell,CL:0000623,Natural Killer (NK) cells,CL:0000623,Lymphocytes,CL:0000542,Cytotoxic T cells,Natural Killer (NK) cells,CL:0000910,CL:0000623,cytotoxic t cell,natural killer cell,natural killer cell,lymphocyte,-1,0,0,3
167,167,167,167,167,1,Lung,0.5,"S100A14,GENE89,GENE72,SLC34A2,CYB5A,SLC39A8,SFTA2,GENE24,GENE86,GENE96,SFTPD,NAPSA,MUC1,SFTA3,PEBP4",AT2,type II pneumocyte,CL:0002063,Alveolar Type II cells,CL:0002063,Dendritic cells,CL:0000451,Alveolar type II cells,Alveolar cells,CL:0002063,CL:0000583,pulmonary alveolar type 2 cell,alveolar macrophage,pulmonary alveolar type 2 cell,dendritic cell,0,-1,0,-1
168,168,168,168,168,1,Lung,0.5,"CLEC14A,GENE54,ACKR1,GENE33,MGP,RAMP3,RAMP2,GENE25,IGFBP7,GENE11,VWF,GNG11,PECAM1,SPARCL1,GENE97",EC venous,vein endothelial cell,CL:0002543,Endothelial cells,CL:0000115,Basal cells,CL:0000646,Endothelial cells,Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,basal cell,3,3,3,-1
169,169,169,169,169,1,Lung,0.5,"CD2,CD3D,IL32,GENE78,GENE37,GENE70,GENE14,CD69,CCL5,TRAC,GENE49,CXCR4,CD3E,TRBC2,CORO1A",T cell lineage,T cell,CL:0000084,T cells,CL:0000084,Ciliated cells,CL:0000064,T lymphocytes,T lymphocytes,CL:0000084,CL:0000084,T cell,T cell,t cell,ciliated cell,0,0,0,-1
170,170,170,170,170,1,Lung,0.5,"CLEC14A,TM4SF1,CLDN5,GENE35,GENE90,GENE74,GENE11,IFI27,SOX17,A2M,CRIP2,GENE6,PECAM1,SPARCL1,GIMAP7",EC arterial,endothelial cell of artery,CL:1000413,Endothelial Cells,CL:0000115,Endothelial cells,CL:0000115,Endothelial cells,Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,3,3,3,3
171,171,171,171,171,1,Lung,0.5,"GENE82,CALD1,LUM,C1S,GENE62,BGN,MGP,GENE18,IGFBP7,GENE92,COL6A1,DCN,COL1A2,GENE29,SPARC",Fibroblasts,fibroblast,CL:0000057,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,Fibroblasts,Fibroblasts,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,fibroblast,0,0,0,0
172,172,172,172,172,1,Lung,0.5,"GENE100,GENE50,GENE66,AGER,EMP2,GENE90,FXYD3,SFTA2,CEACAM6,ADIRF,GENE46,CAV1,KRT7,HOPX,TSPAN13",AT1,type I pneumocyte,CL:0002062,Alveolar Type I Cells,CL:0002062,Alveolar macrophages,CL:0000583,Alveolar type I cells,Alveolar cells,CL:0002062,CL:0000583,pulmonary alveolar type 1 cell,alveolar macrophage,pulmonary alveolar type 1 cell,alveolar macrophage,0,-1,0,-1
173,173,173,173,173,1,Lung,0.5,"RP11-356K23.1,GENE22,C12orf75,GENE15,GSTA1,CD24,GENE93,GENE35,FAM229B,TMEM231,RP11-295M3.4,C11orf97,C5orf49,SNTN,GENE41",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,Club Cells,CL:0000158,Alveolar cells,CL:0000583,Cell type cannot be determined with provided markers,Breast epithelial cells,CL:0000968,CL:0002327,Be cell,mammary gland epithelial cell,club cell,alveolar macrophage,-1,-1,-1,-1
174,174,174,174,174,1,Lung,0.5,"GENE63,GENE8,LTB,MS4A1,GENE21,IGHA1,GENE90,IGLC2,CD79A,TSC22D3,IGKC,GENE43,CORO1A,CD37,ISG20",B cell lineage,B cell,CL:0000236,B Cells,CL:0000236,B cells,CL:0000236,Plasma cells,B cells,CL:0000786,CL:0000236,plasma cell,b cell,b cell,b cell,-1,0,0,0
175,175,175,175,175,1,Lung,0.5,"CXCL17,GENE22,GENE54,KRT7,GENE3,GENE93,BPIFB1,GENE40,CEACAM6,TACSTD2,PIGR,MUC1,WFDC2,CP,KRT19",Secretory,secretory cell,CL:0000151,Epithelial Cells,CL:0000066,Epithelial cells,CL:0000066,Alveolar type II cells,Secretory cells,CL:0002063,CL:0000151,pulmonary alveolar type 2 cell,secretory cell,epithelial cell,epithelial cell,-1,0,12,12
176,176,176,176,176,1,Lung,0.5,"CD14,S100A9,S100A8,FCER1G,GENE69,COTL1,GENE56,GENE17,LST1,AIF1,GENE29,GENE28,VCAN,S100A12,FCN1",Monocytes,monocyte,CL:0000576,Monocytes,CL:0000576,Neutrophils,CL:0000775,Monocytes,Monocytes,CL:0000576,CL:0000576,monocyte,monocyte,monocyte,neutrophil,0,0,0,-1
177,177,177,177,177,1,Lung,0.5,"TCN1,SELM,MARCKSL1,GENE61,GENE18,LTF,GENE60,ZG16B,GENE88,PIP,PIGR,GENE49,CCL28,SEC11C,AZGP1",Submucosal Secretory,,,Epithelial Cells,CL:0000066,Basophils,CL:0000767,Pituitary Gland Cells,1. Paneth cell,CL:2000004,CL:0000510,pituitary gland cell,paneth cell,epithelial cell,basophil,-1,-1,-1,-1
178,178,178,178,178,1,Lung,0.5,"CLEC14A,TM4SF1,CLDN5,AQP1,CDH5,GENE37,GENE14,IFI27,PECAM1,GENE75,SPARCL1,EGFL7,HYAL2,GENE55,GENE41",EC capillary,capillary endothelial cell,CL:0002144,Endothelial Cells,CL:0000115,Bronchial epithelial cells,CL:0002328,Vascular Endothelial Cells,2. Endothelial cell,CL:0002139,CL:0000115,endothelial cell of vascular tree,endothelial cell,endothelial cell,bronchial epithelial cell,3,2,2,-1
179,179,179,179,179,1,Lung,0.5,"SDPR,GENE9,TM4SF1,CLDN5,GENE89,CCL21,RAMP2,ECSCR,GENE40,IGFBP7,MMRN1,GNG11,GENE60,PPFIBP1,GENE73",Lymphatic EC mature,,,Endothelial Cells,CL:0000115,Vascular smooth muscle cells,CL:0000359,Lymphatic Endothelial Cells,3. Endothelial cell,CL:0002138,CL:0000115,endothelial cell of lymphatic vessel,endothelial cell,endothelial cell,vascular associated smooth muscle cell,-1,-1,-1,-1
180,180,180,180,180,1,Lung,0.5,"TFF3,SDPR,AKAP12,GENE39,CLDN5,TCF4,CCL21,GENE18,GENE10,IGFBP7,GENE17,GNG11,TIMP3,GENE75,TFPI",Lymphatic EC differentiating,,,Endothelial cells,CL:0000115,Clara cells,CL:0000158,Intestinal Epithelial Cells,4. Endothelial cell,CL:0002563,CL:0000115,intestinal epithelial cell,endothelial cell,endothelial cell,club cell,-1,-1,-1,-1
181,181,181,181,181,1,Lung,0.5,"GENE58,HLA-DQB1,GENE68,HLA-DQA1,HLA-DPA1,ITGB2,GPR183,HLA-DPB1,GENE48,HLA-DRB1,HLA-DMA,GENE4,CORO1A,GENE16,MS4A6A",Dendritic cells,dendritic cell,CL:0000451,Dendritic cells,CL:0000451,Dendritic cells,CL:0000451,B cells,5. B cell,CL:0000236,CL:0000236,b cell,b cell,dendritic cell,dendritic cell,-1,-1,0,0
182,182,182,182,182,1,Lung,0.5,"CALD1,TPM2,CYR61,GENE40,MT1X,GENE53,CTGF,GPX3,IGFBP5,GENE77,GENE83,SPARCL1,GENE99,PRELP,TAGLN",Myofibroblasts,myofibroblast cell,CL:0000186,Mesenchymal cells,CL:0008019,Fibroblasts,CL:0000057,Smooth Muscle Cells,6. Fibroblast,CL:0000192,CL:0000057,smooth muscle cell,fibroblast,mesenchymal cell,fibroblast,-1,-1,-1,-1
183,183,183,183,183,1,Lung,0.5,"KIT,GENE55,VWA5A,C1orf186,CPA3,HPGDS,GENE3,GENE14,MS4A2,TPSB2,GENE29,TPSAB1,RGS13,GATA2,GENE83",Mast cells,mast cell,CL:0000097,Mast cells,CL:0000097,Mast cells,CL:0000097,Mast Cells,7. Mast cell,CL:0000097,CL:0000097,mast cell,mast cell,mast cell,mast cell,0,0,0,0
184,184,184,184,184,1,Lung,0.5,"GENE26,GENE39,TPM2,PLN,LMOD1,GENE18,IGFBP7,FLNA,ACTG2,GENE76,SELM,PPP1R14A,DES,GENE55,NEXN",Fibromyocytes,,,Smooth muscle cells,CL:0000192,Smooth muscle cells,CL:0000192,Cardiac Muscle Cells,8. Smooth muscle cell,CL:0000746,CL:0000192,cardiac muscle cell,smooth muscle cell,smooth muscle cell,smooth muscle cell,-1,-1,-1,-1
185,185,185,185,185,1,Lung,0.5,"GENE45,GENE7,S100A16,EID1,GENE35,ECSCR,MARCKS,TUBB,ARPC1A,GENE29,HMGN1,LSM2,COX20,GENE31,HMGN2",Lymphatic EC proliferating,,,Epithelial cells,CL:0000066,Macrophages,CL:0000235,Fibroblasts,9. Unknown,CL:0000057,CL:0000747,fibroblast,cyanophore,epithelial cell,macrophage,-1,-1,-1,-1
186,186,186,186,186,1,Lung,0.5,"FBXL7,GENE52,GENE50,LDB2,TSHZ2,GENE93,MMRN1,PKHD1L1,SEMA3A,KALRN,ST6GALNAC3,PPFIBP1,CD36,GENE49,GENE97",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,Fibroblast,CL:0000057,Endothelial cells,CL:0000115,Neuroglial Cells,10. Unknown,CL:0000125,CL:0000747,glial cell,cyanophore,fibroblast,endothelial cell,-1,-1,8,2
187,187,187,187,187,1,Lung,0.5,"LMO7,RAB11FIP1,GENE72,GENE36,EMP2,GENE64,GENE37,NCKAP5,RBMS3,NTM,KHDRBS2,LIMCH1,GENE4,LAMA3,ST6GALNAC5",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,Epithelial cells,CL:0000066,Epithelial cells,CL:0000066,Breast Cancer Cells,11. Unknown,CL:0002617,CL:0000747,adipocyte of breast,cyanophore,epithelial cell,epithelial cell,-1,-1,3,3
188,188,188,188,188,1,Lung,0.5,"MACROD2,AUTS2,GENE99,GENE22,GENE54,GENE27,ZNF385B,SFTPC,GENE80,ABCA3,ANK3,SFTPB,PDE4D,LRRK2,ERBB4",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,Neuronal cells,CL:0000006,Alveolar type II cells,CL:0002063,Alveolar Type II cells,12. Type II pneumocyte,CL:0002063,GO:0060510,pulmonary alveolar type 2 cell,type II pneumocyte differentiation,neuronal receptor cell,pulmonary alveolar type 2 cell,0,-1,-1,0
189,189,189,189,189,1,Lung,0.5,"MACROD2,GLIS3,GENE62,SSBP2,GENE33,GENE40,EYA2,GENE60,XPR1,RBMS3,KRT17,GENE83,TP63,FAF1,CACHD1",Epithelial cell (basal),basal cell,CL:0000646,Neuronal cells,CL:0000006,Goblet cells,CL:0000160,Epidermal Cells,13. Basal cell (in epithelia),CL:0000362,CL:0000646,epidermal cell,basal cell,neuronal receptor cell,goblet cell,-1,0,-1,-1
190,190,190,190,190,1,Lung,0.5,"TMEM232,DNAH12,CFAP54,DNAH7,STK33,GENE54,HYDIN,GENE15,GENE8,GENE51,CDHR3,LRRIQ1,AGBL4,GENE99,C4orf22",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,Ciliated epithelial cells,CL:0000067,Ciliated epithelial cells,CL:0000067,Ciliated Cells,14. Ciliated epithelial cell,CL:0000064,CL:0000067,ciliated cell,ciliated epithelial cell,ciliated epithelial cell,ciliated epithelial cell,1,0,0,0
191,191,191,191,191,1,Lung,0.5,"NEDD4L,MACROD2,GENE82,GENE63,SCGB3A2,CDK14,GENE98,MECOM,GENE56,BMPR1B,KIAA1217,GENE76,SFTPB,ERBB4,KIAA1324",Epithelial cell (club),club cell,CL:0000158,Clara cells (Club cells),CL:0000158,Clara cells,CL:0000158,Alveolar Type II cells,15. Type II pneumocyte,CL:0002063,GO:0060510,pulmonary alveolar type 2 cell,type II pneumocyte differentiation,club cell,club cell,-1,-1,0,0
