,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,RAG_annotation,RAG_aggrement_modified,RAG_aggrement_modified_new,RAG_clid,RAG_clname,manual_clid,manual_clname
303,2303,Lung,5,0.75,"CLIC1,PSCA,FAM3D,TXN,GABRP,AGR2,COX5A",Goblet,goblet cell,CL:0000160,goblet cell,0,1.0000,CL:0000160,goblet cell,CL:0000160,goblet cell
304,2304,Lung,5,0.75,"TFF3,TMPRSS11E,BSND,ASCL3,FOXI1,ATP6V1B1,PHGR1",Ionocyte,ionocyte,CL:0005006,ionocyte,0,1.0000,CL:0005006,ionocyte,CL:0005006,ionocyte
305,2305,Lung,5,0.75,"SCGN,PRDX2,SEC11C,BEX1,PCSK1N,CPE,FAM46A",Neuroendocrine,neuroendocrine cell,CL:0000165,neuroendocrine cell,0,1.0000,CL:0000165,neuroendocrine cell,CL:0000165,neuroendocrine cell
306,2306,Lung,5,0.75,"TESC,PHB,TCN1,LPO,LYZ,PRB4,PRB3",Serous,serous secreting cell,CL:0000313,neutrophil,"{'CL:0000775': 0, 'CL:0000096': 1, 'CL:0000776': 1, 'GO:0001780': 1, 'GO:0001781': 1, 'GO:0002446': 1, 'GO:0030223': 1, 'GO:0042119': 1, 'GO:0043312': 1, 'GO:1990266': 1, 'CL:0000560': 2, 'CL:0011114': 2, 'CL:0000580': 2, 'CL:0000582': 2, 'GO:0033029': 2, 'GO:0033030': 2, 'GO:0033031': 2, 'GO:0070942': 2, 'CL:0000834': 2, 'GO:0045658': 2, 'GO:0045659': 2, 'GO:0045660': 2, 'GO:0002283': 2, 'GO:1902563': 2, 'GO:1902564': 2, 'GO:1902565': 2, 'GO:0043313': 2, 'GO:0043314': 2, 'GO:0043315': 2, 'GO:0030593': 2, 'GO:1902622': 2, 'GO:1902623': 2, 'GO:1902624': 2, 'GO:0070948': 3, 'GO:0070954': 3, 'GO:0070960': 3, 'CL:0000042': 3, 'CL:0000564': 3, 'GO:0090022': 3, 'GO:0090023': 3, 'GO:0090024': 3, 'CL:0000312': 4, 'CL:0000242': 5, 'CL:0000649': 5, 'CL:0002153': 5, 'CL:0002187': 5, 'CL:0002189': 5, 'CL:0002190': 5, 'CL:0002337': 5, 'CL:1001606': 5, 'CL:2000092': 5, 'CL:4033013': 5, 'CL:4033056': 5, 'GO:0003334': 5, 'GO:0030216': 5, 'GO:0032980': 5, 'GO:0043616': 5, 'GO:0051546': 5, 'GO:0097283': 5, 'UBERON:0005941': 5, 'UBERON:0008198': 5, 'UBERON:0002025': 6, 'UBERON:0002026': 6, 'GO:0003335': 6, 'UBERON:0002027': 6, 'CL:2000033': 6, 'CL:0010000': 6, 'GO:0031424': 6, 'GO:0045616': 6, 'GO:0045617': 6, 'GO:0045618': 6, 'GO:0010837': 6, 'GO:0010838': 6, 'GO:0010839': 6, 'GO:0051547': 6, 'GO:0051548': 6, 'GO:0051549': 6, 'GO:1902172': 6, 'GO:1902173': 6, 'GO:1902174': 6, 'CL:0002560': 6, 'UBERON:0035610': 6, 'UBERON:0010402': 7, 'UBERON:0002069': 7, 'CL:0000712': 8}",-1,,,CL:0000775,neutrophil
307,2307,Lung,5,0.75,"C1QB,HLA-DRB1,LYZ,AIF1,CTSL,CTSZ,C1QA",Macrophages,macrophage,CL:0000235,macrophage,0,1.0000,CL:0000235,macrophage,CL:0000235,macrophage
308,2308,Lung,5,0.75,"GZMA,GZMB,NKG7,CST7,GNLY,PRF1,CCL5",Innate lymphoid cell NK,natural killer cell,CL:0000623,cytotoxic T cell,-1,0.5000,CL:0001065,innate lymphoid cell,CL:0000910,cytotoxic t cell
309,2309,Lung,5,0.75,"CYB5A,MUC1,SFTA2,S100A14,SLC39A8,SFTA3,SLC34A2",AT2,type II pneumocyte,CL:0002063,alveolar type II cell,0,1.0000,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell
310,2310,Lung,5,0.75,"CLEC14A,IGFBP7,SPARCL1,PECAM1,VWF,RAMP2,RAMP3",EC venous,vein endothelial cell,CL:0002543,endothelial cell,-1,0.3333,CL:0000577,type EC enteroendocrine cell,CL:0000115,endothelial cell
311,2311,Lung,5,0.75,"TRBC2,IL32,CORO1A,CD3D,TRAC,CXCR4,CD69",T cell lineage,T cell,CL:0000084,cd8+ mem/eff t cell,-1,0.1538,CL:0002425,early T lineage precursor,CL:0000625,"CD8-positive, alpha-beta T cell"
312,2312,Lung,5,0.75,"CLEC14A,CRIP2,TM4SF1,SOX17,GIMAP7,IFI27,CLDN5",EC arterial,endothelial cell of artery,CL:1000413,endothelial cell,4,0.4286,CL:4047006,fetal artery endothelial cell,CL:0000115,endothelial cell
313,2313,Lung,5,0.75,"BGN,C1S,IGFBP7,CALD1,COL6A1,COL1A2,MGP",Fibroblasts,fibroblast,CL:0000057,fibroblast,0,1.0000,CL:0000057,fibroblast,CL:0000057,fibroblast
314,2314,Lung,5,0.75,"EMP2,TSPAN13,KRT7,AGER,ADIRF,CAV1,HOPX",AT1,type I pneumocyte,CL:0002062,pulmonary alveolar type 1 cell,0,1.0000,CL:0002062,pulmonary alveolar type 1 cell,CL:0002062,pulmonary alveolar type 1 cell
315,2315,Lung,5,0.75,"RP11-295M3.4,C5orf49,FAM229B,CD24,C11orf97,SNTN,C12orf75",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,pulmonary alveolar type 2 cell,-1,0.3333,CL:4052001,multiciliated ependymal cell,CL:0002063,pulmonary alveolar type 2 cell
316,2316,Lung,5,0.75,"IGKC,CORO1A,CD79A,LTB,TSC22D3,IGLC2,IGHA1",B cell lineage,B cell,CL:0000236,macrophage,-1,0.5000,CL:0000764,erythroid lineage cell,CL:0000235,macrophage
317,2317,Lung,5,0.75,"PIGR,KRT19,MUC1,KRT7,CP,CXCL17,TACSTD2",Secretory,secretory cell,CL:0000151,goblet cell,-1,0.2000,CL:0000151,secretory cell,CL:0000160,goblet cell
318,2318,Lung,5,0.75,"FCER1G,COTL1,VCAN,S100A8,FCN1,CD14,S100A9",Monocytes,monocyte,CL:0000576,nonclassical monocyte,0,1.0000,CL:0000576,monocyte,CL:0000576,monocyte
319,2319,Lung,5,0.75,"CCL28,ZG16B,PIP,TCN1,AZGP1,SEC11C,MARCKSL1",Submucosal Secretory,,,goblet cell,-1,0.2000,CL:0000151,secretory cell,CL:0000160,goblet cell
320,2320,Lung,5,0.75,"CLDN5,TM4SF1,AQP1,SPARCL1,EGFL7,HYAL2,CDH5",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell,2,0.6000,CL:0002144,capillary endothelial cell,CL:0000115,endothelial cell
321,2321,Lung,5,0.75,"SDPR,CCL21,ECSCR,RAMP2,MMRN1,IGFBP7,TM4SF1",Lymphatic EC mature,,,microvascular endothelial cell,-1,0.2000,CL:0002627,mature astrocyte,CL:2000008,microvascular endothelial cell
322,2322,Lung,5,0.75,"CCL21,SDPR,TFPI,TIMP3,CLDN5,IGFBP7,GNG11",Lymphatic EC differentiating,,,endothelial cell,8,0.3333,CL:0002554,fibroblast of lymphatic vessel,CL:0000115,endothelial cell
323,2323,Lung,5,0.75,"HLA-DPA1,HLA-DQA1,GPR183,HLA-DMA,ITGB2,HLA-DQB1,HLA-DRB1",Dendritic cells,dendritic cell,CL:0000451,antigen-presenting cell,1,0.8000,CL:0000451,dendritic cell,CL:0000145,professional antigen presenting cell
324,2324,Lung,5,0.75,"TAGLN,PRELP,CALD1,SPARCL1,GPX3,TPM2,CTGF",Myofibroblasts,myofibroblast cell,CL:0000186,fibroblast,-1,0.6000,CL:0000186,myofibroblast cell,CL:0000057,fibroblast
325,2325,Lung,5,0.75,"TPSB2,VWA5A,KIT,CPA3,TPSAB1,GATA2,RGS13",Mast cells,mast cell,CL:0000097,mast cell,0,1.0000,CL:0000097,mast cell,CL:0000097,mast cell
