,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified_new,gpt-4o-mini-2024-07-18_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified_new,gpt-4-0613_aggrement_modified,gpt-4-0613_aggrement_modified_new,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified_new
47,1547,1547,1547,1547,Lung,4,0.25,"AGR2,FAM3D",Goblet,goblet cell,CL:0000160,epithelial cell,Goblet,"Ciliated, Proximal Basal, Differentiating Basal, Goblet, Proliferating Basal, Differentiating Basal, Serous, Goblet",Goblet,"Ciliated, Goblet",0,1.0000,0,1.0000,-1,0.2500,0,1.0000
48,1548,1548,1548,1548,Lung,4,0.25,"FOXI1,BSND",Ionocyte,ionocyte,CL:0005006,epithelial cell,Ionocyte,Ionocyte,Ionocyte,"Ionocyte, Neuroendocrine",0,1.0000,0,1.0000,0,1.0000,0,1.0000
49,1549,1549,1549,1549,Lung,4,0.25,"NENF,SEC11C",Neuroendocrine,neuroendocrine cell,CL:0000165,epithelial cell,"Plasma, Basophil/Mast 1, Macrophage, Proliferating Macrophage","Proliferating Basal, Neuroendocrine, Mesothelial, Plasma, Basophil/Mast 1, Platelet/Megakaryocyte, Macrophage, Proliferating Macrophage, Ionocyte, Neuroendocrine, Plasma, Plasmacytoid Dendritic",Neuroendocrine,"Neuroendocrine, Ionocyte",0,1.0000,-1,0.4286,-1,0.2857,-1,0.2857
50,1550,1550,1550,1550,Lung,4,0.25,"PHB,TESC",Serous,serous secreting cell,CL:0000313,secretory cell,"Serous, Neuroendocrine","Proliferating Basal, Serous, Neuroendocrine, Bronchial Vessel 1",Natural Killer,Proliferating Basal,"{'CL:0000623': 0, 'CL:0000823': 1, 'CL:0000824': 1, 'CL:0000937': 1, 'CL:0002442': 1, 'CL:2000054': 1, 'CL:4033071': 1, 'GO:0001770': 1, 'GO:0001779': 1, 'GO:0001787': 1, 'GO:0002228': 1, 'GO:0002519': 1, 'GO:0030101': 1, 'GO:0035747': 1, 'GO:0043320': 1, 'GO:0070246': 1, 'CL:0002338': 2, 'CL:0002344': 2, 'CL:0002345': 2, 'CL:0002346': 2, 'CL:0000938': 2, 'CL:0000939': 2, 'CL:0002343': 2, 'CL:0002347': 2, 'CL:0002348': 2, 'CL:0002349': 2, 'CL:0002438': 2, 'GO:0002325': 2, 'GO:0032823': 2, 'GO:0032824': 2, 'GO:0032825': 2, 'GO:0002324': 2, 'GO:0032817': 2, 'GO:0032818': 2, 'GO:0032819': 2, 'GO:0002370': 2, 'GO:0002715': 2, 'GO:0002716': 2, 'GO:0002717': 2, 'GO:0042267': 2, 'GO:0002871': 2, 'GO:0002872': 2, 'GO:0002873': 2, 'GO:0002323': 2, 'GO:0032814': 2, 'GO:0032815': 2, 'GO:0032816': 2, 'GO:2000501': 2, 'GO:2000502': 2, 'GO:2000503': 2, 'GO:0043321': 2, 'GO:0043322': 2, 'GO:0043323': 2, 'GO:0070247': 2, 'GO:0070248': 2, 'GO:0070249': 2, 'CL:0002426': 3, 'CL:0002439': 3, 'CL:0002440': 3, 'CL:0002441': 3, 'CL:0002443': 3, 'CL:0002444': 3, 'CL:0002445': 3, 'CL:0002446': 3, 'CL:0002447': 3, 'CL:0002448': 3, 'GO:0032826': 3, 'GO:0032827': 3, 'GO:0032828': 3, 'GO:0032820': 3, 'GO:0032821': 3, 'GO:0032822': 3, 'GO:0002727': 3, 'GO:0002728': 3, 'GO:0002729': 3, 'GO:0042269': 3, 'GO:0045953': 3, 'GO:0045954': 3, 'CL:0000887': 3, 'CL:0002449': 4}",-1,{'CL:4033082': 0},-1,{'CL:4033082': 0},-1,"{'CL:0000165': 0, 'CL:0000568': 1, 'CL:0000699': 1, 'CL:0002066': 1, 'CL:0011003': 1, 'CL:0011111': 1, 'CL:0017002': 1, 'CL:1000222': 1, 'CL:1000223': 1, 'CL:1001505': 1, 'CL:4033002': 1, 'GO:0061101': 1, 'UBERON:0010133': 1, 'UBERON:0034978': 1, 'CL:0000166': 2, 'CL:1000377': 2, 'CL:4023108': 2, 'CL:4023109': 2, 'UBERON:0013606': 2, 'GO:0061102': 2, 'CL:4033010': 2, 'GO:0061100': 2, 'UBERON:0002341': 2, 'UBERON:0013607': 2, 'GO:0060129': 2, 'GO:0060531': 2, 'GO:0061104': 2, 'UBERON:0010134': 2, 'UBERON:0012279': 2, 'CL:0000577': 3, 'CL:0000637': 3, 'CL:0002516': 3, 'CL:1000425': 3, 'CL:1000426': 3, 'CL:1000465': 3, 'UBERON:0006858': 3, 'UBERON:0010074': 3, 'CL:4023189': 3, 'GO:0061105': 3, 'GO:0061106': 3, 'CL:4023188': 3, 'GO:0060130': 3, 'UBERON:0001905': 3, 'UBERON:0002139': 3, 'UBERON:0002197': 3, 'UBERON:0002198': 3, 'UBERON:0001237': 3, 'CL:0002270': 4, 'CL:0002271': 4, 'CL:0002273': 4, 'CL:4047004': 4, 'CL:0000638': 4, 'CL:0000639': 4, 'CL:0002515': 4, 'CL:0002517': 4, 'CL:1000424': 4, 'CL:0000336': 4, 'CL:1000427': 4, 'CL:1000466': 4, 'CL:1000467': 4, 'UBERON:0002369': 4, 'CL:4033051': 4, 'CL:4033052': 4, 'CL:4033046': 4, 'CL:4033047': 4, 'CL:0000652': 4, 'GO:0021982': 4, 'UBERON:0034715': 4, 'UBERON:0034907': 4, 'CL:4023181': 4, 'CL:4042019': 4, 'CL:4042020': 4, 'CL:0000645': 4, 'GO:0021985': 4, 'GO:0048848': 4, 'GO:0048849': 4, 'UBERON:0000007': 4, 'UBERON:0034876': 4, 'CL:0002310': 5, 'CL:0002311': 5, 'CL:0002312': 5, 'CL:0000437': 5, 'CL:0000476': 5, 'CL:0002309': 5, 'CL:0002082': 5, 'CL:0002083': 5, 'UBERON:0002053': 5, 'GO:0030325': 5, 'UBERON:0001146': 5, 'UBERON:0001233': 5, 'UBERON:0001234': 5, 'UBERON:0001235': 5, 'UBERON:0001236': 5, 'UBERON:0002052': 5, 'UBERON:0005624': 5, 'UBERON:0018303': 5, 'CL:0010013': 5, 'CL:0010014': 5, 'CL:2000004': 5, 'GO:0021983': 5, 'GO:0048850': 5, 'GO:0048851': 5, 'UBERON:0002196': 5, 'UBERON:0034875': 5, 'UBERON:0035403': 5, 'UBERON:0006250': 5, 'CL:0002099': 6, 'GO:0035801': 6, 'UBERON:0035435': 6, 'UBERON:0035483': 6, 'UBERON:0035827': 6, 'UBERON:0035828': 6, 'UBERON:0035825': 6, 'UBERON:0035826': 6, 'CL:1001601': 6, 'GO:0035802': 6, 'UBERON:0009753': 6, 'UBERON:0002056': 6, 'CL:0000642': 6, 'GO:0021984': 6, 'GO:0048855': 6, 'GO:0048847': 6, 'UBERON:0006964': 6, 'CL:0002097': 7, 'CL:0002177': 7, 'GO:0060126': 7, 'GO:0060127': 7, 'GO:0060128': 7, 'CL:0002136': 8, 'CL:0002137': 8, 'GO:0060133': 8, 'GO:0060132': 8, 'GO:0060131': 8}",-1
51,1551,1551,1551,1551,Lung,4,0.25,"C1QC,C1QA",Macrophages,macrophage,CL:0000235,macrophage/monocyte,"Macrophage, Proliferating Macrophage","Macrophage, Proliferating Macrophage, IGSF21+ Dendritic, TREM2+ Dendritic",Alveolar Epithelial Type 1,Macrophage,-1,0.2222,0,1.0000,4,0.5000,-1,0.8333
52,1552,1552,1552,1552,Lung,4,0.25,"CD7,CCL5",Innate lymphoid cell NK,natural killer cell,CL:0000623,t/nk cell,"CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T","CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T, Natural Killer, Proliferating NK/T",Natural Killer,CD8+ Memory/Effector T,-1,0.7500,-1,0.4167,-1,0.4167,-1,0.4167
53,1553,1553,1553,1553,Lung,4,0.25,"SLC34A2,SLC39A8",AT2,type II pneumocyte,CL:0002063,epithelial cell,"Alveolar Epithelial Type 1, Signaling Alveolar Epithelial Type 2","Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Alveolar Epithelial Type 1",Alveolar Epithelial Type 2,Alveolar Epithelial Type 2,0,1.0000,0,1.0000,0,1.0000,0,1.0000
54,1554,1554,1554,1554,Lung,4,0.25,"VWF,CLEC14A",EC venous,vein endothelial cell,CL:0002543,endothelial cell,"Vein, Artery, Capillary","Vein, Artery, Capillary",Vascular,Vein,-1,0.2222,-1,-1,-1,0.2500,-1,0.2500
55,1555,1555,1555,1555,Lung,4,0.25,"CORO1A,CD69",T cell lineage,T cell,CL:0000084,t/nk cell,"CD4+ Memory/Effector T, Natural Killer T, Basophil/Mast 1, Basophil/Mast 2","B, CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, Natural Killer T, Natural Killer, Proliferating NK/T, Nonclassical Monocyte",Natural Killer,Natural Killer,-1,0.1667,-1,0.1667,-1,0.1333,-1,0.3333
56,1556,1556,1556,1556,Lung,4,0.25,"PECAM1,CLEC14A",EC arterial,endothelial cell of artery,CL:1000413,endothelial cell,"Capillary, Macrophage","Capillary Aerocyte, Capillary Intermediate 1, Macrophage, Proliferating Macrophage, Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte, Artery, Capillary",Capillary,Proliferating NK/T,-1,-1,-1,0.1538,-1,0.2222,-1,0.2222
57,1557,1557,1557,1557,Lung,4,0.25,"IGFBP7,BGN",Fibroblasts,fibroblast,CL:0000057,fibroblast,"Lymphatic, Vascular Smooth Muscle","Ciliated, Proximal Ciliated, Basal, Alveolar Epithelial Type 1, Vein, Bronchial Vessel 1, Lymphatic, Airway Smooth Muscle, Vascular Smooth Muscle, Natural Killer, Proliferating NK/T, Vascular Smooth Muscle, Myofibroblast, Pericyte",Vascular Smooth Muscle,Alveolar Epithelial Type 1,-1,0.2857,-1,0.2500,-1,0.2857,-1,0.2500
58,1558,1558,1558,1558,Lung,4,0.25,"HOPX,SFTA2",AT1,type I pneumocyte,CL:0002062,epithelial cell,"Club, Alveolar Epithelial Type 1, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2","Club, Alveolar Epithelial Type 1, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Capillary Aerocyte, Capillary Intermediate 1, Vascular Smooth Muscle, Fibromyocyte, CD8+ Naive T, CD4+ Memory/Effector T, Natural Killer T, Natural Killer, Proliferating NK/T",Alveolar Epithelial Type 1,Ciliated,0,1.0000,-1,-1,-1,0.1818,-1,0.7143
59,1559,1559,1559,1559,Lung,4,0.25,"C12orf75,SNTN",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,epithelial cell,"Ciliated, Proximal Ciliated","Ciliated, Proximal Ciliated, Ionocyte, Airway Smooth Muscle, Vascular Smooth Muscle, CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T, Natural Killer, Proliferating NK/T, Platelet/Megakaryocyte, Plasmacytoid Dendritic",Ciliated,Ciliated,3,-1,3,-1,-1,0.1333,3,0.5000
60,1560,1560,1560,1560,Lung,4,0.25,"MS4A1,CD79A",B cell lineage,B cell,CL:0000236,b cell,B,"B, Plasma",B,B,-1,0.2500,-1,0.2500,-1,0.2000,-1,0.2500
61,1561,1561,1561,1561,Lung,4,0.25,"WFDC2,KRT19",Secretory,secretory cell,CL:0000151,secretory cell,Mucous,"Differentiating Basal, Goblet, Mucous, Serous, Mesothelial, Platelet/Megakaryocyte, Proximal Basal, Alveolar Epithelial Type 1, Basophil/Mast 1, Basophil/Mast 2",Goblet,"Goblet, Basal",-1,0.2000,-1,0.2000,-1,0.2000,"{'CL:0000151': 0, 'CL:0000000': 1, 'GO:0032940': 1, 'UBERON:0000061': 2, 'GO:0005634': 2, 'NCBITaxon:131567': 2, 'GO:0046903': 2, 'GO:0140352': 2, 'BFO:0000004': 3, 'UBERON:0000465': 3, 'UBERON:0000106': 3, 'UBERON:0000071': 3, 'GO:0043231': 3, 'NCBITaxon:2759': 3, 'NCBITaxon:1': 3, 'GO:0006810': 3, 'GO:0009987': 3, 'GO:0005576': 3, 'GO:0005622': 3, 'BFO:0000040': 4, 'UBERON:0001062': 4, 'BFO:0000003': 4, 'UBERON:0000105': 4, 'UBERON:0000068': 4, 'UBERON:0000104': 4, 'GO:0043227': 4, 'GO:0043229': 4, 'GO:0051234': 4, 'GO:0008150': 4, 'GO:0110165': 4, 'UBERON:0003942': 5, 'UBERON:0000000': 5, 'UBERON:0000066': 5, 'UBERON:0000092': 5, 'GO:0009790': 5, 'GO:0043226': 5, 'GO:0016020': 5, 'GO:0051179': 5, 'BFO:0000015': 5, 'CARO:0000000': 5, 'GO:0005575': 5, 'UBERON:0001032': 6, 'GO:0019233': 6, 'GO:0050975': 6, 'UBERON:0000111': 6, 'GO:0009791': 6, 'GO:0007275': 6, 'UBERON:0000922': 6, 'UBERON:0015203': 7, 'GO:0007600': 7, 'UBERON:0001016': 7, 'UBERON:0004456': 7, 'GO:0050954': 7, 'UBERON:0000110': 7, 'GO:0048513': 7, 'NCBITaxon:6072': 7, 'GO:0032501': 7, 'GO:0048856': 7, 'UBERON:0000468': 7, 'UBERON:0034923': 8, 'GO:0050877': 8, 'BFO:0000002': 8, 'UBERON:0000467': 8, 'CL:0000540': 8, 'CL:0002319': 8, 'UBERON:0016880': 8, 'UBERON:0000109': 8, 'GO:0001841': 8, 'NCBITaxon:33208': 8, 'GO:0032502': 8, 'UBERON:0010000': 8, 'PATO:0010001': 9, 'GO:0003008': 9, 'UBERON:0000062': 9, 'CL:0000393': 9, 'CL:0000404': 9, 'GO:0019226': 9, 'CL:0000031': 9, 'CL:0000255': 9, 'UBERON:0006598': 9, 'UBERON:0000108': 9, 'GO:0007369': 9, 'GO:0001838': 9, 'GO:0021915': 9, 'UBERON:0001049': 9, 'NCBITaxon:33154': 9, 'PATO:0001993': 9, 'PATO:0000141': 10, 'UBERON:0006984': 10, 'CL:0000211': 10, 'GO:0001508': 10, 'GO:0007268': 10, 'GO:0007154': 10, 'CL:0000055': 10, 'NCBITaxon:7742': 10, 'UBERON:0002050': 10, 'UBERON:0000107': 10, 'GO:0048598': 10, 'GO:0001705': 10, 'GO:0001706': 10, 'GO:0001707': 10, 'GO:0072175': 10, 'GO:0016331': 10, 'GO:0035295': 10, 'GO:0060429': 10, 'GO:0007399': 10, 'GO:0043009': 10, 'UBERON:0003914': 10, 'UBERON:0005291': 10, 'UBERON:0010371': 10, 'UBERON:0016879': 10, 'UBERON:0005068': 10, 'PATO:0001992': 10, 'PATO:0000051': 11, 'UBERON:0010199': 11, 'GO:0042391': 11, 'GO:0098916': 11, 'GO:0045202': 11, 'CL:0011115': 11, 'NCBITaxon:89593': 11, 'UBERON:0005423': 11, 'GO:0040016': 11, 'GO:0009653': 11, 'GO:0001704': 11, 'GO:0007398': 11, 'UBERON:0000924': 11, 'GO:0007492': 11, 'UBERON:0000925': 11, 'GO:0048332': 11, 'UBERON:0000926': 11, 'GO:0035148': 11, 'GO:0060562': 11, 'GO:0002009': 11, 'UBERON:0000025': 11, 'GO:0009888': 11, 'UBERON:0000483': 11, 'GO:0048731': 11, 'GO:0009792': 11, 'NCBITaxon:7711': 11, 'UBERON:0000479': 11, 'UBERON:0004121': 11, 'CL:0002077': 11, 'UBERON:0002346': 11, 'UBERON:0001017': 11, 'UBERON:0007135': 11, 'PATO:0001995': 11, 'PATO:0001241': 12, 'UBERON:0000466': 12, 'GO:0034220': 12, 'GO:0099537': 12, 'GO:0098794': 12, 'GO:0098793': 12, 'GO:0030054': 12, 'GO:0030154': 12, 'GO:0051301': 12, 'GO:0048646': 12, 'UBERON:0000923': 12, 'CL:0000221': 12, 'UBERON:0006601': 12, 'CL:0000223': 12, 'UBERON:0006595': 12, 'GO:0048729': 12, 'GO:0007498': 12, 'CL:0000222': 12, 'UBERON:0006603': 12, 'GO:0035239': 12, 'UBERON:0004111': 12, 'UBERON:0013522': 12, 'PATO:0002299': 12, 'PR:000050567': 12, 'GO:0005911': 12, 'UBERON:0005769': 12, 'CL:0000066': 12, 'NCBITaxon:33511': 12, 'GO:0031012': 12, 'CL:0000133': 12, 'UBERON:0011216': 12, 'NCBITaxon:33213': 12, 'UBERON:0003075': 12, 'PATO:0000001': 13, 'BFO:0000141': 13, 'GO:0006811': 13, 'GO:0055085': 13, 'GO:0099536': 13, 'GO:0048869': 13, 'UBERON:0010316': 13, 'CL:0002321': 13, 'UBERON:0000307': 13, 'UBERON:0013686': 13, 'UBERON:0000464': 13, 'UBERON:0000064': 13, 'UBERON:0000060': 13, 'PATO:0001873': 13, 'PATO:0002078': 13, 'PR:000000001': 13, 'GO:0070161': 13, 'UBERON:0005764': 13, 'GO:0005587': 13, 'GO:0005604': 13, 'GO:0030312': 13, 'UBERON:0002328': 13, 'UBERON:0007284': 13, 'BFO:0000020': 14, 'CHEBI:24867': 14, 'GO:0007267': 14, 'UBERON:0002532': 14, 'UBERON:0007010': 14, 'UBERON:0002553': 14, 'UBERON:0004923': 14, 'PATO:0002007': 14, 'PATO:0000411': 14, 'PATO:0002014': 14, 'PR:000018263': 14, 'GO:0006412': 14, 'UBERON:0000476': 14, 'GO:0098642': 14, 'GO:0098651': 14, 'GO:0062023': 14, 'GO:0071944': 14, 'UBERON:0000481': 14, 'UBERON:0004120': 14, 'UBERON:0001555': 14, 'UBERON:0011137': 14, 'PR:000014841': 14, 'UBERON:0004880': 14, 'UBERON:0006267': 14, 'UBERON:0004734': 14, 'GO:0023052': 15, 'CL:0000352': 15, 'UBERON:0000463': 15, 'PATO:0002266': 15, 'PATO:0002006': 15, 'PATO:0000947': 15, 'CHEBI:50047': 15, 'CHEBI:33708': 15, 'GO:0009059': 15, 'GO:0019538': 15, 'GO:0006415': 15, 'GO:0006414': 15, 'CHEBI:36080': 15, 'GO:0010467': 15, 'GO:0006413': 15, 'GO:0005581': 15, 'GO:0098645': 15, 'UBERON:0001007': 15, 'UBERON:0000165': 15, 'UBERON:0007026': 15, 'UBERON:0000075': 15, 'UBERON:0000982': 15, 'UBERON:0003068': 15, 'UBERON:0000490': 15, 'UBERON:0006268': 15, 'GO:0050789': 16, 'CL:0000052': 16, 'PATO:0002198': 16, 'PATO:0000052': 16, 'PATO:0002318': 16, 'GO:0043170': 16, 'GO:0044249': 16, 'CHEBI:33694': 16, 'GO:0044238': 16, 'GO:0032984': 16, 'GO:0044237': 16, 'GO:0001677': 16, 'GO:0032991': 16, 'GO:0098644': 16, 'GO:0099081': 16, 'GO:0022600': 16, 'UBERON:0004921': 16, 'UBERON:0035804': 16, 'UBERON:0001434': 16, 'UBERON:0004765': 16, 'UBERON:0004905': 16, 'GO:0065007': 17, 'CL:0000723': 17, 'PATO:0001018': 17, 'GO:0008152': 17, 'GO:0009058': 17, 'GO:0022411': 17, 'GO:0043933': 17, 'GO:0022618': 17, 'GO:0044207': 17, 'GO:0099080': 17, 'PATO:0015006': 17, 'GO:0007586': 17, 'UBERON:0000930': 17, 'UBERON:0004288': 17, 'UBERON:0004770': 17, 'UBERON:0002204': 17, 'UBERON:0034921': 17, 'CL:0000034': 18, 'GO:0048103': 18, 'GO:0016043': 18, 'GO:0065003': 18, 'GO:0071826': 18, 'GO:0022613': 18, 'GO:1990904': 18, 'GO:0005737': 18, 'UBERON:0034925': 18, 'GO:0040011': 18, 'UBERON:0000383': 18, 'GO:0017145': 19, 'GO:0071840': 19, 'GO:0022607': 19, 'GO:0044085': 19, 'CHEBI:33697': 19, 'GO:0003012': 19, 'UBERON:0001015': 19, 'UBERON:0001630': 20, 'UBERON:0005090': 21, 'UBERON:0002385': 21, 'CL:0000187': 22, 'GO:0006936': 22, 'CL:0000183': 23, 'CL:0000056': 23, 'CL:0000680': 24}",-1
62,1562,1562,1562,1562,Lung,4,0.25,"FCER1G,AIF1",Monocytes,monocyte,CL:0000576,macrophage/monocyte,Macrophage,"Macrophage, Proliferating Macrophage, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte",Macrophage,"Macrophage, Classical Monocyte",2,0.6667,-1,0.8000,-1,0.8000,2,0.6667
