,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation
79,79,79,79,Lung,1,0.25,"DNAH5,FOXJ1",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,epithelial cell,Ciliated,"Ciliated, Proximal Ciliated, Ciliated, Proximal Ciliated",Ciliated,Ciliated
80,80,80,80,Lung,1,0.25,SCGB3A2,Club Epithelial,club cell,CL:0000158,epithelial cell,Club,"Club, Signaling Alveolar Epithelial Type 2, Bronchial Vessel 2, Plasma, Platelet/Megakaryocyte",Club,Club
81,81,81,81,Lung,1,0.25,"NEGR1,SLIT2,COL18A1,COL6A3,DCN,COL5A1",Fibroblast,fibroblast,CL:0000057,fibroblast,Adventitial Fibroblast,"Neuroendocrine, Adventitial Fibroblast, Lipofibroblast, Myofibroblast, Basal, Adventitial Fibroblast, Alveolar Fibroblast",Adventitial Fibroblast,Adventitial Fibroblast
82,82,82,82,Lung,1,0.25,MMRN1,Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,Lymphatic,"Vein, Lymphatic, Platelet/Megakaryocyte",Lymphatic,Lymphatic
83,83,83,83,Lung,1,0.25,"CSF1R,CD163,PTPRC,CD36,MS4A6A",Macrophage,macrophage,CL:0000235,macrophage/monocyte,Myeloid Dendritic Type 2,"Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic, Nonclassical Monocyte, Intermediate Monocyte, Macrophage, Proliferating Macrophage, IGSF21+ Dendritic, EREG+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Intermediate Monocyte, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Capillary, Bronchial Vessel 2, Vascular Smooth Muscle, Alveolar Fibroblast, Platelet/Megakaryocyte, Plasmacytoid Dendritic, EREG+ Dendritic, Classical Monocyte, Intermediate Monocyte, Proliferating Macrophage, Plasmacytoid Dendritic, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic, Classical Monocyte, Intermediate Monocyte","Dendritic, Monocyte, Macrophage","Myeloid Dendritic Type 1, Classical Monocyte, Plasmacytoid Dendritic"
84,84,84,84,Lung,1,0.25,TPSAB1,Mast Cell,mast cell,CL:0000097,granulocyte,Basophil/Mast 1,"Bronchial Vessel 2, Basophil/Mast 1, Basophil/Mast 2","Basophil/Mast 1, Basophil/Mast 2",Basophil/Mast
85,85,85,85,Lung,1,0.25,"PDGFRB,ANPEP",Pericyte,pericyte,CL:0000669,pericyte,Pericyte,"Pericyte, Mucous, Macrophage, Proliferating Macrophage, Myeloid Dendritic Type 1, EREG+ Dendritic, TREM2+ Dendritic, OLR1+ Classical Monocyte","Pericyte, Macrophage","Pericyte, Mucous Macrophage"
86,86,86,86,Lung,1,0.25,"SMTN,VCL,ACTN1",Smooth Muscle,smooth muscle cell,CL:0000192,muscle cell,Airway Smooth Muscle,"Lymphatic, Airway Smooth Muscle, Fibromyocyte, Alveolar Epithelial Type 1, Capillary Aerocyte, Capillary Intermediate 1, Pericyte, Platelet/Megakaryocyte, Ciliated, Ionocyte, Neuroendocrine, Alveolar Epithelial Type 1, Vein, Bronchial Vessel 1, Lymphatic, Airway Smooth Muscle, Vascular Smooth Muscle, Fibromyocyte, Platelet/Megakaryocyte, Macrophage, Proliferating Macrophage, Myeloid Dendritic Type 1, EREG+ Dendritic, TREM2+ Dendritic, OLR1+ Classical Monocyte","Airway Smooth Muscle, Pericyte, Macrophage","Airway Smooth Muscle, Platelet/Megakaryocyte, Alveolar Epithelial Type 1"
87,87,87,87,Lung,1,0.25,"PTPRC,TRBC1,NKG7",T cell,T cell,CL:0000084,t/nk cell,CD8+ Memory/Effector T,"CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, Natural Killer T, Natural Killer, Nonclassical Monocyte, Intermediate Monocyte, CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T, Natural Killer, Proliferating NK/T","CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T, Natural Killer",CD8+ T Cell
88,88,88,88,Lung,1,0.25,"CD300LG,LDB2",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,endothelial cell,Capillary,"Capillary, Bronchial Vessel 2, Artery, Capillary, Lipofibroblast, Pericyte","Capillary, Bronchial Vessel 2","Capillary, Bronchial Vessel 2"
89,89,89,89,Lung,1,0.25,"SFTA2,MUC1",type ii pneumocyte,type II pneumocyte,CL:0002063,epithelial cell,Alveolar Epithelial Type 2,"Alveolar Epithelial Type 1, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Club, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Platelet/Megakaryocyte",Signaling Alveolar Epithelial Type 2,"Alveolar Epithelial Type 1, Alveolar Epithelial Type 2"
90,90,90,90,Lung,1,0.25,"MMP25,MGAM",neutrophil,neutrophil,CL:0000775,granulocyte,Ionocyte,Club,CD8+ Memory/Effector T,"Macrophage, Proliferating Macrophage"
91,91,91,91,Lung,1,0.25,"CXCR4,CD69","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,"CD4+ Memory/Effector T, Natural Killer T","Ionocyte, B, CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, Natural Killer T, Proliferating NK/T, Plasmacytoid Dendritic, Natural Killer T, Basophil/Mast 1, Basophil/Mast 2",B,"CD8+ Memory/Effector T, CD4+ Memory/Effector T, Natural Killer T"
92,92,92,92,Lung,1,0.25,"CCL4,CCL5","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,"Natural Killer, CD8+ Memory/Effector T","CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, Natural Killer T, Natural Killer, Proliferating NK/T, Platelet/Megakaryocyte",CD4+ Memory/Effector T,"CD8+ Naive T, CD4+ Memory/Effector T, CD8+ Memory/Effector T"
93,93,93,93,Lung,1,0.25,"KLRB1,PRF1",nk cell,natural killer cell,CL:0000623,t/nk cell,Natural Killer,"CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, Natural Killer T, Natural Killer, Proliferating NK/T",CD8+ Memory/Effector T,"CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T"
94,94,94,94,Lung,1,0.25,"NEURL1B,EXOC3L2",bronchial vessel endothelial cell,,,endothelial cell,Vascular Smooth Muscle,"Vein, Vascular Smooth Muscle",Vascular Smooth Muscle,Vascular Smooth Muscle
95,95,95,95,Lung,1,0.25,"HSPB6,AC100803.2",smooth muscle cell,smooth muscle cell,CL:0000192,muscle cell,Vascular Smooth Muscle,Vascular Smooth Muscle,Vascular Smooth Muscle,Vascular Smooth Muscle
96,96,96,96,Lung,1,0.25,"MFAP4,MGP",adventitial cell,adventitial cell,CL:0002503,adventitial cell,"Lymphatic, Alveolar Fibroblast","Lymphatic, Alveolar Fibroblast, Club, Artery, Vein, Bronchial Vessel 1, Myofibroblast, Adventitial Fibroblast, Alveolar Fibroblast, IGSF21+ Dendritic",Alveolar Fibroblast,"Alveolar Fibroblast, Lymphatic"
97,97,97,97,Lung,1,0.25,"MS4A7,ACP5",macrophage,macrophage,CL:0000235,macrophage/monocyte,Macrophage,"Macrophage, Proliferating Macrophage, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic, OLR1+ Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte, Signaling Alveolar Epithelial Type 2, Alveolar Fibroblast, Lipofibroblast, Macrophage, Proliferating Macrophage, TREM2+ Dendritic",Macrophage,"Macrophage, Proliferating Macrophage"
98,98,98,98,Lung,1,0.25,"CPA3,GATA2",basophil,basophil,CL:0000767,granulocyte,"Basophil/Mast 1, Basophil/Mast 2","Basophil/Mast 1, Basophil/Mast 2, Capillary, Capillary Intermediate 1, Basophil/Mast 1, Basophil/Mast 2, Platelet/Megakaryocyte",Basophil/Mast,"Classical Monocyte, Nonclassical Monocyte"
99,99,99,99,Lung,1,0.25,"CD300E,FGL2",classical monocyte,classical monocyte,CL:0000860,macrophage/monocyte,"Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte","EREG+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte, Vein, Lymphatic, Adventitial Fibroblast, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic, Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte",Classical Monocyte,"Classical Monocyte, Nonclassical Monocyte"
100,100,100,100,Lung,1,0.25,"SOX17,NPR3",endothelial cell of artery,endothelial cell of artery,CL:1000413,endothelial cell,Artery,"Artery, Vascular Smooth Muscle",Artery,Artery
101,101,101,101,Lung,1,0.25,"C11orf88,C9orf24",lung ciliated cell,lung ciliated cell,CL:1000271,ciliated cell,"Ciliated, Proximal Ciliated, Platelet/Megakaryocyte","Ciliated, Proximal Ciliated, Platelet/Megakaryocyte",Ciliated,Ciliated
102,102,102,102,Lung,1,0.25,"S100B,PKIB",dendritic cell,dendritic cell,CL:0000451,dendritic cell,"Serous, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2","Serous, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, Ciliated, Proximal Ciliated, Goblet, Neuroendocrine, EREG+ Dendritic",Myeloid Dendritic Type 1,Serous
103,103,103,103,Lung,1,0.25,"BPIFB1,LCN2",respiratory goblet cell,respiratory goblet cell,CL:0002370,epithelial cell,"Goblet, Mucous","Goblet, Mucous, Serous, Platelet/Megakaryocyte",Mucous,Goblet
104,104,104,104,Lung,1,0.25,"IGFBP2,S100A2",basal cell,basal cell,CL:0000646,stem cell,"Basal, Proximal Basal, Macrophage","Ciliated, Proximal Ciliated, Basal, Proximal Basal, Proliferating Basal, Neuroendocrine, Vein, Bronchial Vessel 1, Bronchial Vessel 2, Lipofibroblast, Pericyte, Platelet/Megakaryocyte, Macrophage, Proliferating Macrophage",Basal,Basal
105,105,105,105,Lung,1,0.25,"JCHAIN,DERL3",plasma cell,plasma cell,CL:0000786,b cell,"Plasma, Bronchial Vessel 1","Neuroendocrine, Bronchial Vessel 1, Plasma, Ciliated, Proximal Ciliated, Plasma, Plasmacytoid Dendritic",Plasma,Plasma
106,106,106,106,Lung,1,0.25,"VPREB3,PAX5",b cell,B cell,CL:0000236,b cell,B,B,B,B
107,107,107,107,Lung,1,0.25,"TTYH1,PRB1",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,secretory cell,Serous,Serous,Serous,Serous
108,108,108,108,Lung,1,0.25,"RNASE6,CSF1R",non-classical monocyte,non-classical monocyte,CL:0000875,macrophage/monocyte,"Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic, Classical Monocyte, Intermediate Monocyte, Nonclassical Monocyte","B, Plasmacytoid Dendritic, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic, Classical Monocyte, Intermediate Monocyte, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic, Nonclassical Monocyte, Intermediate Monocyte",Myeloid Dendritic Type 2,B
109,109,109,109,Lung,1,0.25,"FCN3,MT1M",capillary endothelial cell,capillary endothelial cell,CL:0002144,endothelial cell,"Vein, Capillary, Capillary Intermediate 2, Alveolar Epithelial Type 1, Artery, Lipofibroblast, Pericyte, Macrophage, EREG+ Dendritic","Vein, Capillary, Capillary Intermediate 2, Alveolar Epithelial Type 1, Artery, Vein, Capillary, Capillary Intermediate 2, Bronchial Vessel 2, Adventitial Fibroblast, Lipofibroblast, Pericyte, Macrophage, EREG+ Dendritic",Capillary,Capillary
110,110,110,110,Lung,1,0.25,"EDNRB,HPGD",capillary aerocyte,,,epithelial cell,Capillary Aerocyte,"Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Capillary Aerocyte, Capillary Intermediate 1, Airway Smooth Muscle, Pericyte, Differentiating Basal, Capillary Intermediate 2, Basophil/Mast 1, Basophil/Mast 2",Alveolar Epithelial Type 2,Airway Smooth Muscle
111,111,111,111,Lung,1,0.25,"NCKAP5,UPK3B",type i pneumocyte,type I pneumocyte,CL:0002062,epithelial cell,Alveolar Epithelial Type 1,"Alveolar Epithelial Type 1, Pericyte, IGSF21+ Dendritic, Mesothelial",Alveolar Epithelial Type 1,Alveolar Epithelial Type 1
112,112,112,112,Lung,1,0.25,"CLU,TIMP3",vein endothelial cell,vein endothelial cell,CL:0002543,endothelial cell,Basophil/Mast,"Ciliated, Basal, Mucous, Vein, Bronchial Vessel 1, Lymphatic, Myofibroblast, Fibromyocyte, Natural Killer T, Basophil/Mast 1, Basophil/Mast 2, Platelet/Megakaryocyte, Alveolar Epithelial Type 1, Capillary, Capillary Intermediate 1, Alveolar Fibroblast, Basophil/Mast 1, Basophil/Mast 2",Basophil/Mast,Alveolar Epithelial Type 1
113,113,113,113,Lung,1,0.25,"MFAP4,LUM",alveolar fibroblast,,,fibroblast,Alveolar Fibroblast,"Lymphatic, Alveolar Fibroblast, Adventitial Fibroblast",Alveolar Fibroblast,Alveolar Fibroblast
114,114,114,114,Lung,1,0.25,"HOXD9,SEMA3D",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,Lymphatic,"Lymphatic, Fibromyocyte",Lymphatic,Lymphatic
115,115,115,115,Lung,1,0.25,"PPP1R14A,DES",bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,muscle cell,Airway Smooth Muscle,"Artery, Bronchial Vessel 2, Airway Smooth Muscle, Vascular Smooth Muscle, Pericyte, B, Platelet/Megakaryocyte, Plasmacytoid Dendritic, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, Airway Smooth Muscle, Vascular Smooth Muscle, Fibromyocyte",Airway Smooth Muscle,Artery
116,116,116,116,Lung,1,0.25,"PLD4,LILRA4",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,dendritic cell,Plasmacytoid Dendritic,"Plasmacytoid Dendritic, Myeloid Dendritic Type 2, Plasmacytoid Dendritic, Nonclassical Monocyte, Intermediate Monocyte",Plasmacytoid Dendritic,Clubs
117,117,117,117,Lung,1,0.25,"CEACAM6,GPRC5A",club cell,club cell,CL:0000158,epithelial cell,"Club, Alveolar Epithelial Type 1","Club, Goblet, Alveolar Epithelial Type 1, Signaling Alveolar Epithelial Type 2, Club, Alveolar Epithelial Type 1, Adventitial Fibroblast, Lipofibroblast",Club,Alveolar Epithelial Type 1
118,118,118,118,Lung,1,0.25,"C7,CLDN5",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,endothelial cell,Vein,"Vein, Bronchial Vessel 1, Adventitial Fibroblast, Alveolar Fibroblast, Lipofibroblast, Neuroendocrine, Capillary Aerocyte, Capillary, Capillary Intermediate 1, Platelet/Megakaryocyte, OLR1+ Classical Monocyte",Capillary,Capillary
119,119,119,119,Lung,1,0.25,"PDGFRB,GJA4",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,muscle cell,Pericyte,"Pericyte, Artery, Capillary, Pericyte",Pericyte,Pericyte
120,120,120,120,Lung,1,0.25,"AC005821.1,FABP7",myofibroblast cell,myofibroblast cell,CL:0000186,myofibroblast cell,Pericyte,"Basal, Neural Progenitor",Alveolar Epithelial Type 1,"Proliferating NK/T, Ciliated, Capillary Intermediate 1, Pericyte, Alveolar Epithelial Type 1, CD8+ Naive T, CD8+ Memory/Effector T, Natural Killer, Basal, Classical Monocyte, Intermediate Monocyte, OLR1+ Classical Monocyte"
121,121,121,121,Lung,1,0.25,"NDUFA4L2,COX4I2",pericyte cell,pericyte,CL:0000669,pericyte,"Adventitial Fibroblast, Mesothelial","Basal, Pericyte",Pericyte,"Basal, Pericyte, Vascular Smooth Muscle"
122,122,122,122,Lung,1,0.25,"HAS1,BNC1",mesothelial cell,mesothelial cell,CL:0000077,epithelial cell,Ionocyte,"Adventitial Fibroblast, Mesothelial",Adventitial Fibroblast,"Adventitial Fibroblast, Mesothelial"
123,123,123,123,Lung,1,0.25,"AL135910.1,AC009269.2",fibroblast,fibroblast,CL:0000057,fibroblast,Alveolar Epithelial Type 1,Not sufficiently specified,Unknown,Unknown
124,124,124,124,Lung,1,0.25,"LILRA1,MPEG1",intermediate monocyte,intermediate monocyte,CL:0002393,macrophage/monocyte,"OLR1+ Classical Monocyte, Nonclassical Monocyte","OLR1+ Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte",Monocyte,"Nonclassical Monocyte, OLR1+ Classical Monocyte"
125,125,125,125,Lung,1,0.25,"CLNK,ATP6V1G3",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,epithelial cell,Ionocyte,Ionocyte,Ionocyte,Ionocyte
126,126,126,126,Lung,1,0.5,"AGER,GPRC5A,SCEL,ARHGEF26,LMO7",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,epithelial cell,Alveolar Epithelial Type 1,"Alveolar Epithelial Type 1, Club, Adventitial Fibroblast",Alveolar Epithelial Type 1,"Alveolar Epithelial Type 1, GPRC5A, AGER, SCEL"
127,127,127,127,Lung,1,0.5,"VPREB3,MS4A1,CD22,ADAM28,CD79B",B,B cell,CL:0000236,b cell,B,"B, Nonclassical Monocyte",B,"B, Proximal Basal, Myeloid Dendritic Type 2"
128,128,128,128,Lung,1,0.5,"KRT15,KRT17,DST,KRT19,S100A2",Basal,basal cell,CL:0000646,stem cell,Basal,"Basal, Proximal Basal, Differentiating Basal, Proliferating Basal, Alveolar Epithelial Type 1, Mesothelial",Basal,"Basal, Differentiating Basal, Proliferating Basal, Alveolar Epithelial Type 1"
129,129,129,129,Lung,1,0.5,"FCN1,CD99,S100A12,VCAN,S100A9",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,macrophage/monocyte,"Classical Monocyte, OLR1+ Classical Monocyte, Intermediate Monocyte","Classical Monocyte, OLR1+ Classical Monocyte, Nonclassical Monocyte, Ciliated, Basal, Alveolar Epithelial Type 1, Capillary Intermediate 1, Pericyte, CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, Natural Killer T, Natural Killer, Proliferating NK/T, Platelet/Megakaryocyte",Classical Monocyte,"Classical Monocyte, OLR1+ Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte"
130,130,130,130,Lung,1,0.5,"CAMK4,CD2,LEF1,MALAT1,ITK",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,CD4+ Memory/Effector T,"CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, Natural Killer T, Alveolar Epithelial Type 1, Alveolar Epithelial Type 2",CD4+ T cell,"CD4+ Memory/Effector T, CD4+ Naive T, CD8+ Memory/Effector T, CD8+ Naive T"
131,131,131,131,Lung,1,0.5,"DNAH6,SNTN,ZMYND10,FAM92B,C20orf85",Ciliated,ciliated cell,CL:0000064,ciliated cell,Ciliated,"Ciliated, Proximal Ciliated",Ciliated,"Ciliated, Proximal Ciliated, Platelet/Megakaryocyte"
132,132,132,132,Lung,1,0.5,"HLA-DMB,HLA-DPB1,RGS1,CLEC10A,HLA-DQA1",Dendritic,dendritic cell,CL:0000451,dendritic cell,Myeloid Dendritic Type 2,"Alveolar Epithelial Type 2, Capillary Aerocyte, Capillary, B , Macrophage, Plasmacytoid Dendritic, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, Basophil/Mast 1",Dendritic,"Macrophage, Dendritic, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2"
133,133,133,133,Lung,1,0.5,"FBLN1,C3,C1S,C1R,CFD",Fibroblast,fibroblast,CL:0000057,fibroblast,Adventitial Fibroblast,"Alveolar Epithelial Type 1, Vein, Capillary, Capillary Intermediate 1, Alveolar Fibroblast, Adventitial Fibroblast, Alveolar Fibroblast",Fibroblast,"Alveolar Fibroblast, Adventitial Fibroblast, Basal"
134,134,134,134,Lung,1,0.5,"TIMP3,PROX1,CCL21,PKHD1L1,TFF3",Lymphatic,,,immune cell,Lymphatic,"Alveolar Epithelial Type 1, Vein, Capillary, Capillary Intermediate 1, Alveolar Fibroblast, Basophil/Mast 1, Basophil/Mast 2, Lymphatic",Lymphatic Endothelial,"Lymphatic, Neuroendocrine, Ionocyte"
135,135,135,135,Lung,1,0.5,"MARCO,C1QB,VSIG4,ACP5,GPD1",Macrophage,macrophage,CL:0000235,macrophage/monocyte,Macrophage,"Mesothelial, Macrophage, Proliferating Macrophage, Alveolar Fibroblast",Macrophage,"Macrophage, Classical Monocyte, Proliferating Macrophage, TREM2+ Dendritic"
136,136,136,136,Lung,1,0.5,"KLRF1,CD247,PYHIN1,PRF1,KLRD1",Natural Killer,natural killer cell,CL:0000623,t/nk cell,Natural Killer,"CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T, Natural Killer",Natural Killer,"Natural Killer, Proliferating NK/T, CD8+ Naive T, CD8+ Memory/Effector T"
137,137,137,137,Lung,1,0.5,"SSR4,SEC11C,XBP1,POU2AF1,DERL3",Plasma,plasma cell,CL:0000786,b cell,Plasma,"Club, Goblet, Serous, Neuroendocrine, Mesothelial, Plasma, Plasmacytoid Dendritic",Plasma,"Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2"
138,138,138,138,Lung,1,0.5,"SLC34A2,SFTPB,ABCA3,LPCAT1,NAPSA",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,epithelial cell,Alveolar Epithelial Type 2,"Alveolar Epithelial Type 2, Natural Killer, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2",Alveolar Epithelial Type 2,"Basophil/Mast 1, Basophil/Mast 2, Capillary, Alveolar Epithelial Type 2"
139,139,139,139,Lung,1,0.5,"HDC,KIT,VWA5A,TPSAB1,CD44",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",granulocyte,Basophil/Mast 1,"Basophil/Mast 1, Basophil/Mast 2",Basophil/Mast,"Basophil/Mast 1, Basophil/Mast 2, Myeloid Dendritic Type 2"
140,140,140,140,Lung,1,0.5,"COTL1,RHOC,LST1,SAT1,FCGR3A",CD16+ Monocyte,,,macrophage/monocyte,"Nonclassical Monocyte, Macrophage, Classical Monocyte","Nonclassical Monocyte, Intermediate Monocyte, Natural Killer, Macrophage, Fibromyocyte, Bronchial Vessel 1, Classical Monocyte","Nonclassical Monocyte, Classical Monocyte, Intermediate Monocyte, Natural Killer","Myofibroblast, Ciliated, Proliferating NK/T, Classical Monocyte, Nonclassical Monocyte"
141,141,141,141,Lung,1,0.5,"RAMP3,PODXL,FLNB,BTNL9,CD81",Capillary,,,blood vessel cell,"Capillary, Mesothelial, Macrophage","Capillary, Alveolar Epithelial Type 1, Ciliated, Capillary Intermediate 1, Alveolar Epithelial Type 1, Signaling Alveolar Epithelial Type 2, Macrophage","Capillary Intermediate, Plasmacytoid Dendritic","Capillary, Plasma, Vascular Smooth Muscle, CD8+ Memory/Effector T, CD8+ Naive T"
142,142,142,142,Lung,1,0.5,"RPL34,CD3D,CD8B,CD8A,RPS27",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,"CD8+ Naive T, CD8+ Memory/Effector T","Club, Basal, Proximal Basal, Differentiating Basal, Signaling Alveolar Epithelial Type 2, CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Naive T","CD8+ Memory/Effector T, CD8+ Naive T","B, CD8+ Memory/Effector T, CD8+ Naive T, Alveolar Epithelial Type 1, Plasma"
143,143,143,143,Lung,1,0.5,"C16orf89,SCGB3A2,WFDC2,DSTN,CTSE",Club,club cell,CL:0000158,epithelial cell,"Club, Signaling Alveolar Epithelial Type 2, Mucous","Club, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Myofibroblast, Adventitial Fibroblast, Differentiating Basal, Goblet, Mucous, Ciliated, Proximal Ciliated, Alveolar Epithelial Type 1","Club, Goblet","Signaling Alveolar Epithelial Type 2, Club, Alveolar Epithelial Type 2, Myofibroblast"
144,144,144,144,Lung,1,0.5,"ASPN,CALD1,COL1A2,COL1A1,ITGBL1",Myofibroblast,myofibroblast cell,CL:0000186,myofibroblast cell,Myofibroblast,"Myofibroblast, Fibromyocyte, Basal, Proliferating Basal, Neuroendocrine, Vascular Smooth Muscle, Pericyte, Myofibroblast, Adventitial Fibroblast, Lipofibroblast","Myofibroblast, Adventitial Fibroblast, Lipofibroblast","Myofibroblast, Adventitial Fibroblast, Lipofibroblast"
145,145,145,145,Lung,1,0.5,"PTPRE,TYROBP,PPP1R14B,SEC61B,IL3RA",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,dendritic cell,"Classical Monocyte, TREM2+ Dendritic, Macrophage","Alveolar Epithelial Type 1, Signaling Alveolar Epithelial Type 2, Lymphatic, Plasmacytoid Dendritic, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic, Classical Monocyte, Intermediate Monocyte, Bronchial Vessel 2, Macrophage, Proliferating Macrophage, IGSF21+ Dendritic, TREM2+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Nonclassical Monocyte","Plasmacytoid Dendritic, Myeloid Dendritic, Monocyte","Plasmacytoid Dendritic, Macrophage, Classical Monocyte."
146,146,146,146,Lung,1,0.5,"KPNA2,ANLN,BIRC5,CDK1,TYMS",Proliferating Macrophage,,,macrophage/monocyte,"Proliferating Basal, Proliferating NK/T, Proliferating Macrophage","Proliferating Basal, Lymphatic, Adventitial Fibroblast, Lipofibroblast, Mesothelial, Proliferating Basal, Proliferating NK/T, Proliferating Macrophage, Proliferating Basal, Signaling Alveolar Epithelial Type 2, Lipofibroblast","Proliferating Basal, Proliferating NK/T, Proliferating Macrophage","Proliferating Basal, Proliferating NK/T, Proliferating Macrophage"
147,147,147,147,Lung,1,0.5,"BIRC5,CENPF,AURKB,UBE2C,H2AFV",Proliferating NK/T,,,t/nk cell,"Proliferating Basal, Proliferating NK/T, Proliferating Macrophage","Proliferating Basal, Proliferating NK/T, Proliferating Macrophage, Proliferating Basal, Proliferating NK/T, Proliferating Macrophage, Proliferating Basal, Proliferating NK/T, Proliferating Macrophage, Proximal Ciliated, Proliferating Basal, Goblet","Proliferating NK/T, Proliferating Macrophage","Proliferating Basal, Proliferating NK/T, Proliferating Macrophage"
148,148,148,148,Lung,1,0.5,"ZNF385D,PLVAP,POSTN,SPARCL1,ENPP2",Bronchial Vessel,,,bronchial cell,"Bronchial Vessel 1, Bronchial Vessel 2, Myofibroblast","Bronchial Vessel 1, Fibromyocyte, Proximal Basal, Proliferating Basal, Ionocyte, Bronchial Vessel 1, Bronchial Vessel 2, Proximal Basal, Proliferating Basal, Ionocyte, Artery, Bronchial Vessel 1, Myofibroblast, Alveolar Fibroblast, Plasmacytoid Dendritic","Bronchial Vessel, Myofibroblast","Bronchial Vessel 1, Bronchial Vessel 2, Serous"
