,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation
574,574,574,574,Lung,2,0.25,"SYTL3,FER",Immune (mast cell),mast cell,CL:0000097,granulocyte,Basophil/Mast 2,"Ciliated, Proximal Ciliated, CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T, Natural Killer, Proliferating NK/T, Basophil/Mast 1, Basophil/Mast 2, Basophil/Mast 1, Basophil/Mast 2","Ciliated, Basophil/Mast","Ciliated, Natural Killer T, Basophil/Mast 1, Basophil/Mast 2"
575,575,575,575,Lung,2,0.25,"CACNA1C,CALD1",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192","pericyte,muscle cell",Vascular Smooth Muscle,"Basal, Proliferating Basal, Neuroendocrine, Vascular Smooth Muscle, Pericyte, Platelet/Megakaryocyte","Pericyte, Basal","Basal, Proliferating Basal, Neuroendocrine, Vascular Smooth Muscle, Pericyte"
576,576,576,576,Lung,2,0.25,"EGFL7,LDB2",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,endothelial cell,Capillary,"Capillary, Capillary Intermediate 1, Capillary Intermediate 2, Basophil/Mast 1, Artery, Capillary, Lipofibroblast, Pericyte","Capillary, Artery","Capillary, EREG+ Dendritic"
577,577,577,577,Lung,2,0.25,"PLEKHH2,PLXDC2",Fibroblast,fibroblast,CL:0000057,fibroblast,Alveolar Fibroblast,"Alveolar Fibroblast, Ionocyte, Neuroendocrine, Artery, Adventitial Fibroblast, Alveolar Fibroblast, Platelet/Megakaryocyte, Macrophage, Proliferating Macrophage, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic, Classical Monocyte",Alveolar Fibroblast,"Alveolar Fibroblast, IGSF21+ Dendritic, EREG+ Dendritic"
578,578,578,578,Lung,2,0.25,"SRGN,FKBP5",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235","dendritic cell,macrophage/monocyte",Classical Monocyte,"Artery, Vein, Bronchial Vessel 2, Alveolar Fibroblast, Basophil/Mast 1, Basophil/Mast 2, EREG+ Dendritic, OLR1+ Classical Monocyte, Proliferating Basal, Ionocyte, Vein, Capillary Intermediate 1, Capillary Intermediate 2, Pericyte, IGSF21+ Dendritic, EREG+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Intermediate Monocyte","Pericyte, Monocyte","Macrophage, Proliferating Macrophage, Classical Monocyte, OLR1+ Classical Monocyte"
579,579,579,579,Lung,2,0.25,"LPIN1,ACSL1",Adipocyte,fat cell,CL:0000136,fat cell,Macrophage,"Ciliated, Neuroendocrine, CD4+ Memory/Effector T, Natural Killer T, Ionocyte, Neuroendocrine, Signaling Alveolar Epithelial Type 2, Macrophage, IGSF21+ Dendritic, EREG+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Intermediate Monocyte",Ciliated,"Neuroendocrine, IGSF21+ Dendritic, EREG+ Dendritic, Classical Monocyte"
580,580,580,580,Lung,2,0.25,PDPN,Alveolar Type I,type I pneumocyte,CL:0002062,epithelial cell,"Lymphatic, Alveolar Epithelial Type 1","Lymphatic, Basal, Alveolar Epithelial Type 1, Adventitial Fibroblast, Lipofibroblast, Mesothelial",Lymphatic,Basal
581,581,581,581,Lung,2,0.25,NKX2-1,Alveolar Type II,type II pneumocyte,CL:0002063,epithelial cell,"Club, Alveolar Epithelial Type 1, Signaling Alveolar Epithelial Type 2","Club, Alveolar Epithelial Type 1, Signaling Alveolar Epithelial Type 2",Alveolar Epithelial Type 1,"Club, Alveolar Epithelial Type 1"
582,582,582,582,Lung,2,0.25,FAS,B cell_memory,memory B cell,CL:0000787,b cell,Alveolar Epithelial Type 1,"Alveolar Epithelial Type 1, Capillary Aerocyte, Adventitial Fibroblast, Alveolar Fibroblast, CD4+ Memory/Effector T, Natural Killer T",Alveolar Epithelial Type 1,"Alveolar Epithelial Type 1, Adventitial Fibroblast, Alveolar Fibroblast, CD4+ Memory/Effector T"
583,583,583,583,Lung,2,0.25,"CDHR3,FAM92B",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,epithelial cell,"Ciliated, Proximal Ciliated","Ciliated, Proximal Ciliated, Neuroendocrine",Ciliated,"Ciliated, Proximal Ciliated"
584,584,584,584,Lung,2,0.25,CYP2F2,Club Epithelial,club cell,CL:0000158,epithelial cell,Not enough information,This marker is not listed for any cell type,Unknown,Unknown
585,585,585,585,Lung,2,0.25,"IL6,FBN1,COL18A1,DCN,FN1,SLIT2",Fibroblast,fibroblast,CL:0000057,fibroblast,Adventitial Fibroblast,"Mucous, Artery, Vein, Bronchial Vessel 1, Adventitial Fibroblast, Macrophage, Proliferating Macrophage, OLR1+ Classical Monocyte, Airway Smooth Muscle, Pericyte, Basophil/Mast 1, Basophil/Mast 2, Basal, Adventitial Fibroblast, Alveolar Fibroblast, Marker FN1 and SLIT2 are not listed for any cell type",Adventitial Fibroblast,"Lymphatic, Adventitial Fibroblast, Alveolar Fibroblast, Vascular Smooth Muscle"
586,586,586,586,Lung,2,0.25,CCL21,Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,Lymphatic,"Lymphatic, Vascular Smooth Muscle, Lipofibroblast",Lymphatic,Lymphatic
587,587,587,587,Lung,2,0.25,"MR1,MERTK,CD163,MS4A6A,SLC11A1",Macrophage,macrophage,CL:0000235,macrophage/monocyte,Intermediate Monocyte,"The cell type for marker MR1 is not listed, IGSF21+ Dendritic, Intermediate Monocyte, Macrophage, Proliferating Macrophage, IGSF21+ Dendritic, EREG+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Intermediate Monocyte, Proliferating Macrophage, Plasmacytoid Dendritic, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic, Classical Monocyte, Intermediate Monocyte, Macrophage, Proliferating Macrophage, EREG+ Dendritic, TREM2+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte",Monocyte,"Intermediate Monocyte, IGSF21+ Dendritic, Proliferating Macrophage, Classical Monocyte"
588,588,588,588,Lung,2,0.25,HDC,Mast Cell,mast cell,CL:0000097,granulocyte,Basophil/Mast 2,"Basophil/Mast 1, Basophil/Mast 2",Basophil/Mast,"Basophil/Mast 1, Basophil/Mast 2"
589,589,589,589,Lung,2,0.25,"ACTA2,ACTA2",Pericyte,pericyte,CL:0000669,pericyte,"Airway Smooth Muscle, Vascular Smooth Muscle","Airway Smooth Muscle, Vascular Smooth Muscle, Fibromyocyte",Airway Smooth Muscle,Airway Smooth Muscle
590,590,590,590,Lung,2,0.25,"MYOCD,ACTG2,TAGLN",Smooth Muscle,smooth muscle cell,CL:0000192,muscle cell,"Airway Smooth Muscle, Vascular Smooth Muscle, Fibromyocyte","Airway Smooth Muscle, Vascular Smooth Muscle, Fibromyocyte",Airway Smooth Muscle,Airway Smooth Muscle
591,591,591,591,Lung,2,0.25,"CD3E,CD96,PTPRC",T cell,T cell,CL:0000084,t/nk cell,"CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, Natural Killer T","CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T,  CD4+ Naive T, Natural Killer T","T cells (CD8+ and CD4+, Memory/Effector and Naive), Natural Killer T",CD8+ Memory/Effector T
592,592,592,592,Lung,2,0.25,"CD300LG,PECAM1",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,endothelial cell,"Capillary, Bronchial Vessel 2","Capillary, Bronchial Vessel 2, Capillary Aerocyte, Capillary Intermediate 1, Macrophage, Proliferating Macrophage, Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte",Capillary,Capillary
593,593,593,593,Lung,2,0.25,"NAPSA,SFTA2",type ii pneumocyte,type II pneumocyte,CL:0002063,epithelial cell,"Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2","Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Alveolar Epithelial Type 1","Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2",Alveolar Epithelial Type 2
594,594,594,594,Lung,2,0.25,"MMP25,CXCR2",neutrophil,neutrophil,CL:0000775,granulocyte,Natural Killer,Natural Killer,Natural Killer,Natural Killer
595,595,595,595,Lung,2,0.25,"IL7R,CD69","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,"Capillary Intermediate 1, Natural Killer T, CD4+ Memory/Effector T","Capillary, Capillary Intermediate 1, Capillary Intermediate 2, CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, CD4+ Naive T, Natural Killer T, Myeloid Dendritic Type 1, CD4+ Memory/Effector T, Natural Killer T, Basophil/Mast 1, Basophil/Mast 2","T cells (CD8+ and CD4+, Memory/Effector and Naive), Natural Killer T",Natural Killer T
596,596,596,596,Lung,2,0.25,"CD3E,CD2","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,"CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, CD4+ Naive T, Natural Killer T","CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T,  CD4+ Naive T, Natural Killer T","T cells (CD8+ and CD4+, Memory/Effector and Naive), Natural Killer T",CD8+ Naive T
597,597,597,597,Lung,2,0.25,"CD247,GNLY",nk cell,natural killer cell,CL:0000623,t/nk cell,"Natural Killer, Natural Killer T","CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T, Natural Killer, Proliferating NK/T, CD8+ Naive T, Natural Killer T, Natural Killer,Proliferating NK/T",Natural Killer,Vein
598,598,598,598,Lung,2,0.25,"SELE,PLVAP",bronchial vessel endothelial cell,,,endothelial cell,Bronchial Vessel 1,"Vein, Bronchial Vessel 1, Bronchial Vessel 1, Bronchial Vessel 2, Plasmacytoid Dendritic","Vein, Bronchial Vessel 1",Bronchial Vessel 1
599,599,599,599,Lung,2,0.25,"JPH2,FOXC2",smooth muscle cell,smooth muscle cell,CL:0000192,muscle cell,Airway Smooth Muscle,Airway Smooth Muscle,Airway Smooth Muscle,Airway Smooth Muscle
600,600,600,600,Lung,2,0.25,"DCN,C1R",adventitial cell,adventitial cell,CL:0002503,adventitial cell,"Basal, Adventitial Fibroblast","Basal, Adventitial Fibroblast, Alveolar Fibroblast, Vein, Lipofibroblast",Adventitial Fibroblast,Adventitial Fibroblast
601,601,601,601,Lung,2,0.25,"C1QA,ACP5",macrophage,macrophage,CL:0000235,macrophage/monocyte,"Macrophage, Proliferating Macrophage","Macrophage, Proliferating Macrophage, TREM2+ Dendritic, Alveolar Fibroblast, Lipofibroblast",Macrophage,Macrophage
602,602,602,602,Lung,2,0.25,"VWA5A,MS4A2",basophil,basophil,CL:0000767,granulocyte,"Basophil/Mast 1, Basophil/Mast 2","Basophil/Mast 1, Basophil/Mast 2, Alveolar Fibroblast",Basophil/Mast 1,Basophil/Mast
603,603,603,603,Lung,2,0.25,"S100A9,CD300E",classical monocyte,classical monocyte,CL:0000860,macrophage/monocyte,Classical Monocyte,"Basal, Mucous, Classical Monocyte, OLR1+ Classical Monocyte, Intermediate Monocyte, EREG+ Dendritic, Nonclassical Monocyte",Monocyte,Monocyte
604,604,604,604,Lung,2,0.25,"CXCL12,NPR3",endothelial cell of artery,endothelial cell of artery,CL:1000413,endothelial cell,Artery,"Artery, Bronchial Vessel 2, Adventitial Fibroblast, Lipofibroblast, IGSF21+ Dendritic, Vascular Smooth Muscle",Adventitial Fibroblast,Artery
605,605,605,605,Lung,2,0.25,"C1orf194,C11orf88",lung ciliated cell,lung ciliated cell,CL:1000271,ciliated cell,Ciliated,"Ciliated, Proximal Ciliated, Platelet/Megakaryocyte",Ciliated,Ciliated
606,606,606,606,Lung,2,0.25,"CD1E,CLEC10A",dendritic cell,dendritic cell,CL:0000451,dendritic cell,"Myeloid Dendritic Type 1, Myeloid Dendritic Type 2","Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic, Intermediate Monocyte",Myeloid Dendritic Type 1,Myeloid Dendritic
607,607,607,607,Lung,2,0.25,"TSPAN1,SCGB1A1",respiratory goblet cell,respiratory goblet cell,CL:0002370,epithelial cell,Mucous,"Ciliated, Proximal Ciliated, Goblet, Platelet/Megakaryocyte, Mucous, Capillary, IGSF21+ Dendritic, EREG+ Dendritic, Macrophage",Goblet,Natural Killer
608,608,608,608,Lung,2,0.25,"KRT17,TACSTD2",basal cell,basal cell,CL:0000646,stem cell,"Basal, Proximal Basal, Differentiating Basal","Basal, Proximal Basal, Differentiating Basal, Proliferating Basal, Goblet, Alveolar Epithelial Type 1, Platelet/Megakaryocyte, Myeloid Dendritic Type 1",Basal,Basal
609,609,609,609,Lung,2,0.25,"IGHG4,IGHA2",plasma cell,plasma cell,CL:0000786,b cell,Unknown cell type,Unable to match provided markers to a known cell type.,Unknown,Unknown
610,610,610,610,Lung,2,0.25,"IGHM,VPREB3",b cell,B cell,CL:0000236,b cell,B,B,B,B
611,611,611,611,Lung,2,0.25,"LPO,C6orf58",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,secretory cell,Serous,Serous,Serous,Serous
612,612,612,612,Lung,2,0.25,"HCLS1,CSF1R",non-classical monocyte,non-classical monocyte,CL:0000875,macrophage/monocyte,"IGSF21+ Dendritic, EREG+ Dendritic, Nonclassical Monocyte, Intermediate Monocyte","IGSF21+ Dendritic, EREG+ Dendritic, OLR1+ Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte, Myeloid Dendritic Type 2",Nonclassical Monocyte,Nonclassical Monocyte
613,613,613,613,Lung,2,0.25,"FCN3,CLDN5",capillary endothelial cell,capillary endothelial cell,CL:0002144,endothelial cell,"Capillary, Capillary Intermediate 1","Vein, Capillary, Capillary Intermediate 2, Neuroendocrine, Capillary Aerocyte, Platelet/Megakaryocyte, OLR1+ Classical Monocyte",Capillary,Capillary
614,614,614,614,Lung,2,0.25,"TIMP3,CLDN5",capillary aerocyte,,,epithelial cell,"Capillary, Capillary Intermediate 1, Alveolar Fibroblast","Alveolar Epithelial Type 1, Vein, Capillary, Capillary Intermediate 1, Alveolar Fibroblast, Basophil/Mast 1, Basophil/Mast 2, Neuroendocrine, Capillary Aerocyte, Platelet/Megakaryocyte, OLR1+ Classical Monocyte",Alveolar Fibroblast,Alveolar Epithelial Type 1
615,615,615,615,Lung,2,0.25,"SCEL,MS4A15",type i pneumocyte,type I pneumocyte,CL:0002062,epithelial cell,Alveolar Epithelial Type 1,"Alveolar Epithelial Type 1, Club",Alveolar Epithelial Type 1,"Lymphatic, Fibromyocyte"
616,616,616,616,Lung,2,0.25,"CLU,SPARCL1",vein endothelial cell,vein endothelial cell,CL:0002543,endothelial cell,Fibromyocyte,"Ciliated, Basal, Mucous, Serous, Neuroendocrine, Vein, Bronchial Vessel 1, Lymphatic, Myofibroblast, Fibromyocyte, Natural Killer T, Basophil/Mast 1, Basophil/Mast 2, Platelet/Megakaryocyte, Bronchial Vessel 1, Bronchial Vessel 2, Airway Smooth Muscle, Fibromyocyte",Bronchial Vessel,Vein
617,617,617,617,Lung,2,0.25,"C7,RARRES2",alveolar fibroblast,,,fibroblast,"Lymphatic, Alveolar Fibroblast","Vein, Bronchial Vessel 1, Adventitial Fibroblast, Alveolar Fibroblast, Lipofibroblast, Ionocyte, Alveolar Epithelial Type 1, Lymphatic, Alveolar Fibroblast",Vein,Lymphatic
618,618,618,618,Lung,2,0.25,"GPR182,MMRN1",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,Lymphatic,"Lymphatic, Vein, Lymphatic, Platelet/Megakaryocyte",Lymphatic,"Lymphatic, Platelet/Megakaryocyte"
619,619,619,619,Lung,2,0.25,"PPP1R14A,CRYAB",bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,muscle cell,"Airway Smooth Muscle, Vascular Smooth Muscle","Artery, Bronchial Vessel 2, Airway Smooth Muscle, Vascular Smooth Muscle, Pericyte, B, Platelet/Megakaryocyte, Plasmacytoid Dendritic, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, Alveolar Epithelial Type 1, Airway Smooth Muscle, Vascular Smooth Muscle, Fibromyocyte",Airway Smooth Muscle,"Alveolar Epithelial Type 1, Club"
620,620,620,620,Lung,2,0.25,"LAMP5,MZB1",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,dendritic cell,Plasmacytoid Dendritic,"Myofibroblast, Plasmacytoid Dendritic, Plasma",Plasmacytoid Dendritic,Myofibroblast
621,621,621,621,Lung,2,0.25,"CYP2B7P,FOLR1",club cell,club cell,CL:0000158,epithelial cell,Alveolar Epithelial Type 1,"Club, Alveolar Epithelial Type 1, Platelet/Megakaryocyte",Club,Plasmacytoid Dendritic
622,622,622,622,Lung,2,0.25,"PLVAP,VWF",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,endothelial cell,Bronchial Vessel 1,"Bronchial Vessel 1, Bronchial Vessel 2, Plasmacytoid Dendritic, Vein",Bronchial Vessel 1,Alveolar Epithelial Type 1
623,623,623,623,Lung,2,0.25,"MYH11,CCN5",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,muscle cell,Airway Smooth Muscle,"Vein, Airway Smooth Muscle, Vascular Smooth Muscle, Fibromyocyte",Airway Smooth Muscle,Club
624,624,624,624,Lung,2,0.25,"PLPPR4,LINC01902",myofibroblast cell,myofibroblast cell,CL:0000186,myofibroblast cell,Unable to determine,Cell type cannot be identified from these markers,Unknown,Club
625,625,625,625,Lung,2,0.25,"KCNK3,HIGD1B",pericyte cell,pericyte,CL:0000669,pericyte,Pericyte,"Neuroendocrine, Pericyte",Pericyte,Pericyte
626,626,626,626,Lung,2,0.25,"ROR2,RSPO1",mesothelial cell,mesothelial cell,CL:0000077,epithelial cell,Alveolar Fibroblast,Alveolar Fibroblast,Alveolar Fibroblast,Alveolar Fibroblast
627,627,627,627,Lung,2,0.25,"SCN7A,AL135910.1",fibroblast,fibroblast,CL:0000057,fibroblast,Alveolar Fibroblast,"Neuroendocrine, Adventitial Fibroblast, Alveolar Fibroblast",Alveolar Fibroblast,Alveolar Fibroblast
628,628,628,628,Lung,2,0.25,"CORO1A,LILRB2",intermediate monocyte,intermediate monocyte,CL:0002393,macrophage/monocyte,Nonclassical Monocyte,"B, CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, Natural Killer T, Natural Killer, Proliferating NK/T, Nonclassical Monocyte, EREG+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Intermediate Monocyte",Nonclassical Monocyte,Nonclassical Monocyte
629,629,629,629,Lung,2,0.25,"DGKI,HEPACAM2",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,epithelial cell,Ionocyte,Ionocyte,Ionocyte,Ionocyte
630,630,630,630,Lung,2,0.5,"SPOCK2,ARHGEF26,LMO7,GPRC5A,DST",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,epithelial cell,Alveolar Epithelial Type 1,"Alveolar Epithelial Type 1, Alveolar Epithelial Type 1, Alveolar Epithelial Type 1, Alveolar Epithelial Type 1, Macrophage",Alveolar Epithelial Type 1,Alveolar Epithelial Type 1
631,631,631,631,Lung,2,0.5,"MS4A1,LINC00926,VPREB3,CD22,SP140",B,B cell,CL:0000236,b cell,B,"B, B, B, B, B",B,Alveolar Epithelial Type 2
632,632,632,632,Lung,2,0.5,"KRT19,FHL2,ITGA2,CLDN1,KRT17",Basal,basal cell,CL:0000646,stem cell,Basal,"Basal, Basal, Basal, Basal, Basal",Basal,Capillary Aerocyte
633,633,633,633,Lung,2,0.5,"CD99,METTL9,CTSS,FCN1,S100A8",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,macrophage/monocyte,Monocyte,"Natural Killer T, Basal, Macrophage, Classical Monocyte, Basal",Classical Monocyte,Proliferating Basal
634,634,634,634,Lung,2,0.5,"TRAT1,ITK,MALAT1,BCL11B,LEF1",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,CD4+ T cell mixture,"CD4+ Memory/Effector T, CD4+ Naive T, Alveolar Epithelial Type 1, CD8+ Memory/Effector T, CD4+ Naive T","CD4+ Memory/Effector T, CD4+ Naive T, CD8+ Memory/Effector T, CD8+ Naive T",B
635,635,635,635,Lung,2,0.5,"C20orf85,CAPS,DNAH6,CDHR3,ZMYND10",Ciliated,ciliated cell,CL:0000064,ciliated cell,Ciliated,"Ciliated, Ciliated, Ciliated, Ciliated, Ciliated",Ciliated,Ciliated
636,636,636,636,Lung,2,0.5,"CSF2RA,HLA-DPB1,HLA-DQA1,RGS1,HLA-DMB",Dendritic,dendritic cell,CL:0000451,dendritic cell,Dendritic cell mixture,"Myeloid Dendritic Type 1, Alveolar Epithelial Type 2, Mucous, Myeloid Dendritic Type 1, Alveolar Epithelial Type 2",Dendritic,Basal
637,637,637,637,Lung,2,0.5,"SLIT2,FBLN1,LUM,C1S,ABLIM1",Fibroblast,fibroblast,CL:0000057,fibroblast,Adventitial Fibroblast,"Adventitial Fibroblast, Alveolar Fibroblast, Adventitial Fibroblast, Vein, Alveolar Epithelial Type 1",Adventitial Fibroblast,Natural Killer T
638,638,638,638,Lung,2,0.5,"TIMP3,CCL21,TFF3,TBX1,PROX1",Lymphatic,,,immune cell,Lymphatic,"Alveolar Epithelial Type 1, Lymphatic, Proximal Ciliated, Lymphatic, Ionocyte",Lymphatic,Neuroendocrine
639,639,639,639,Lung,2,0.5,"GPD1,OLR1,SLCO2B1,MARCO,ACP5",Macrophage,macrophage,CL:0000235,macrophage/monocyte,Macrophage,"Macrophage, Macrophage, Macrophage, Macrophage, Macrophage",Macrophage,Platelet/Megakaryocyte
640,640,640,640,Lung,2,0.5,"SPON2,PRF1,KLRD1,CD247,PYHIN1",Natural Killer,natural killer cell,CL:0000623,t/nk cell,"Natural Killer, Proliferating NK/T","Natural Killer, CD8+ Memory/Effector T, CD8+ Naive T, CD8+ Memory/Effector T, CD8+ Naive T",Natural Killer,Natural Killer
641,641,641,641,Lung,2,0.5,"MANF,TNFRSF17,POU2AF1,XBP1,SSR4",Plasma,plasma cell,CL:0000786,b cell,Plasma,"Plasma, Plasma, B, Plasma, Nonclassical Monocyte",Plasma,Plasma
642,642,642,642,Lung,2,0.5,"LPCAT1,SFTPC,LAMP3,SFTPD,SFTPA1",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,epithelial cell,Alveolar Epithelial Type 2,"Natural Killer, Alveolar Epithelial Type 2, Alveolar Epithelial Type 2, Alveolar Epithelial Type 2, Alveolar Epithelial Type 2",Alveolar Epithelial Type 2,Alveolar Epithelial Type 2
643,643,643,643,Lung,2,0.5,"GRAP2,CPA3,CD44,KIT,MS4A2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",granulocyte,Basophil/Mast,"Basophil/Mast 1, Basophil/Mast 1, Basophil/Mast 1, Basophil/Mast 1, Basophil/Mast 1",Basophil/Mast,Basophil/Mast 1
644,644,644,644,Lung,2,0.5,"RHOC,RPS19,FCGR3A,AIF1,LST1",CD16+ Monocyte,,,macrophage/monocyte,"Myeloid Dendritic Type 2, Natural Killer, CD8+ Memory/Effector T","Proximal Basal, Club, Natural Killer, Basophil/Mast 1, Myeloid Dendritic Type 2",Nonclassical Monocyte,Macrophage
645,645,645,645,Lung,2,0.5,"CDH5,RAMP3,EPAS1,FLNB,CD81",Capillary,,,blood vessel cell,Capillary,"Capillary, Vein, Basal, Alveolar Epithelial Type 1, Macrophage",Capillary,Capillary
646,646,646,646,Lung,2,0.5,"GZMH,GZMA,RPL34,RPS27,NKG7",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,"CD8+ Memory/Effector T, Natural Killer","CD8+ Naive T, CD8+ Memory/Effector T, Club, Club, CD8+ Memory/Effector T",Natural Killer,CD8+ Memory/Effector T
647,647,647,647,Lung,2,0.5,"CYB5A,SFTPB,KIAA1324,PIGR,CEACAM6",Club,club cell,CL:0000158,epithelial cell,"Club, Alveolar Epithelial Type 2","Club, Alveolar Epithelial Type 2, Club, Club, Club",Club,Club
648,648,648,648,Lung,2,0.5,"COL6A3,CALD1,COL1A1,COL3A1,COL1A2",Myofibroblast,myofibroblast cell,CL:0000186,myofibroblast cell,"Myofibroblast, Fibroblast","Adventitial Fibroblast, Basal, Myofibroblast, Myofibroblast, Myofibroblast",Mesothelial,Myofibroblast
649,649,649,649,Lung,2,0.5,"GZMB,PLD4,IRF7,NPC2,SEC61B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,dendritic cell,"Plasmacytoid Dendritic, Natural Killer","Natural Killer, Plasmacytoid Dendritic, Plasmacytoid Dendritic, Alveolar Epithelial Type 2, Plasmacytoid Dendritic",Plasmacytoid Dendritic,Dendritic
650,650,650,650,Lung,2,0.5,"BIRC5,H2AFZ,TYMS,NUSAP1,STMN1",Proliferating Macrophage,,,macrophage/monocyte,"Proliferating Basal, Proliferating NK/T, Proliferating Macrophage","Proliferating Basal, Proliferating NK/T, Proliferating Macrophage",Proliferating Macrophage,"Proliferating Macrophage, Proliferating Basal, Proliferating NK/T"
651,651,651,651,Lung,2,0.5,"KIF2C,CENPF,SMC4,HMGB2,AURKB",Proliferating NK/T,,,t/nk cell,"Proliferating Basal, Proliferating NK/T, Proliferating Macrophage","Proliferating Basal, Proliferating NK/T, Proliferating Macrophage",Proliferating Basal,"Proliferating Basal, Proliferating NK/T, Proliferating Macrophage"
652,652,652,652,Lung,2,0.5,"PLVAP,INHBB,EMCN,ZNF385D,ENPP2",Bronchial Vessel,,,bronchial cell,"Bronchial Vessel 1, Capillary Intermediate 1","Bronchial Vessel 1, Bronchial Vessel 2, Plasmacytoid Dendritic",Proliferating Basal,"Capillary Intermediate 1, Capillary, Bronchial Vessel 1, Adventitial Fibroblast"
653,653,653,653,Lung,2,0.5,"RARRES1,SLPI,MUC5B,SAA1,SCGB1A1",Mucous,,,mucosal cell,Mucous,"Ciliated, Mucous, Myofibroblast, Adventitial Fibroblast, Lipofibroblast, Mesothelial, Basophil/Mast 1, Basophil/Mast 2, TREM2+ Dendritic",Goblet,"Goblet, Mucous, Ciliated, Basophil/Mast 1"
654,654,654,654,Lung,2,0.5,"CPE,PLA1A,LIFR,PRSS23,VWF",Vein,,,blood vessel cell,"Vein, Vascular Smooth Muscle","Ionocyte, Neuroendocrine, Vein, Airway Smooth Muscle, Vascular Smooth Muscle, Adventitial Fibroblast, Macrophage, Proliferating Macrophage",Vein,"Vascular Smooth Muscle, Alveolar Fibroblast, Vein"
655,655,655,655,Lung,2,0.5,"PDGFRB,CHN1,CALD1,COL4A2,LAMC3",Pericyte,pericyte,CL:0000669,pericyte,Pericyte,Pericyte,Pericyte,"Pericyte, Vascular Smooth Muscle, Alveolar Epithelial Type 1, Fibromyocyte"
656,656,656,656,Lung,2,0.5,"MYH11,PLN,MYL9,DES,CALD1",Smooth Muscle,smooth muscle cell,CL:0000192,muscle cell,Vascular Smooth Muscle,"Vein, Airway Smooth Muscle, Vascular Smooth Muscle, Fibromyocyte",Airway Smooth Muscle,"Signaling Alveolar Epithelial Type 2, Artery, Basophil/Mast 1, Capillary"
