,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation,gpt-4-0613_Clname,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_Clname,gpt-4-turbo-2024-04-09_CLID,gpt-4o-2024-08-06_Clname,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_Clname,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified_new,gpt-4o-mini-2024-07-18_aggrement_modified_new,gpt-4-0613_aggrement_modified_new,gpt-4-turbo-2024-04-09_aggrement_modified_new
231,731,731,731,Lung,2,0.5,"TMEM190,RSPH1,CAPS,C11orf88,TSPAN1",lung ciliated cell,lung ciliated cell,CL:1000271,ciliated cell,Placental trophoblast,T cells,Ciliated cells,Alveolar type II cells,t cell,CL:0000084,placental villous trophoblast,CL:2000060,ciliated cell,CL:0000064,pulmonary alveolar type 2 cell,CL:0002063,-1,-1,2,-1,0.6000,0.6667,0.2222,0.2500
232,732,732,732,Lung,2,0.5,"CD1C,GPR183,FCGR2B,PKIB,FCER1A",dendritic cell,dendritic cell,CL:0000451,dendritic cell,Dendritic cell,Dendritic Cells,Dendritic cells,Dendritic cells,dendritic cell,CL:0000451,dendritic cell,CL:0000451,dendritic cell,CL:0000451,dendritic cell,CL:0000451,0,0,0,0,1.0000,1.0000,1.0000,1.0000
233,733,733,733,Lung,2,0.5,"CP,TSPAN1,SERPINB3,SCGB1A1,BPIFB1",respiratory goblet cell,respiratory goblet cell,CL:0002370,epithelial cell,Club cell,Club Cells,Club cells,Clara cells,club cell,CL:0000158,club cell,CL:0000158,club cell,CL:0000158,club cell,CL:0000158,-1,-1,-1,-1,0.5556,0.5556,0.5556,0.5556
234,734,734,734,Lung,2,0.5,"TACSTD2,IGFBP2,KRT19,ALDH3A1,S100A2",basal cell,basal cell,CL:0000646,stem cell,Basal cell,Basal Cells,Basal cells,Basal cells,basal cell,CL:0000646,basal cell,CL:0000646,basal cell,CL:0000646,basal cell,CL:0000646,0,0,0,0,1.0000,1.0000,1.0000,1.0000
235,735,735,735,Lung,2,0.5,"MZB1,DERL3,IGHG4,IGHG2,CD79A",plasma cell,plasma cell,CL:0000786,b cell,Plasma cell,Plasma Cells,B cells,B cells,plasma cell,CL:0000786,plasma cell,CL:0000786,b cell,CL:0000236,b cell,CL:0000236,0,0,4,4,0.6667,0.6667,1.0000,1.0000
236,736,736,736,Lung,2,0.5,"VPREB3,TNFRSF13B,BLK,IGHM,PAX5",b cell,B cell,CL:0000236,b cell,Pre-B cell,B Cells,B cells,B cells,b cell,CL:0000236,precursor B cell,CL:0000817,b cell,CL:0000236,b cell,CL:0000236,0,-1,0,0,1.0000,1.0000,1.0000,0.7778
237,737,737,737,Lung,2,0.5,"PRB3,C6orf58,ANO1,PRR4,SLC5A1",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,secretory cell,Salivary gland cell,Salivary gland mucous cells,Goblet cells,Mast cells,salivary gland cell,CL:0009005,salivary gland cell,CL:0009005,goblet cell,CL:0000160,mast cell,CL:0000097,-1,-1,-1,-1,0.3333,0.2222,0.4000,0.4000
238,738,738,738,Lung,2,0.5,"CSF1R,RNASE6,FGL2,HCLS1,FCGR3A",non-classical monocyte,non-classical monocyte,CL:0000875,macrophage/monocyte,Monocyte,Macrophages,Macrophages,Macrophages,macrophage,CL:0000235,monocyte,CL:0000576,macrophage,CL:0000235,macrophage,CL:0000235,3,1,3,3,0.5714,0.5714,0.5714,0.8000
239,739,739,739,Lung,2,0.5,"CLDN5,MT1M,SLC6A4,LRRC32,TIMP3",capillary endothelial cell,capillary endothelial cell,CL:0002144,endothelial cell,Endothelial cell,Endothelial Cells,Endothelial cells,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,2,2,2,2,0.6000,0.6000,0.6000,0.6000
240,740,740,740,Lung,2,0.5,"IL1RL1,HPGD,EDNRB,CA4,SPARCL1",capillary aerocyte,,,epithelial cell,Endothelial cell,Smooth Muscle Cells,Stromal Cells,Bronchial epithelial cells,smooth muscle cell,CL:0000192,endothelial cell,CL:0000115,stromal cell,CL:0000499,bronchial epithelial cell,CL:0002328,-1,4,-1,-1,0.2222,0.1818,0.2000,0.4286
241,741,741,741,Lung,2,0.5,"MYRF,NTM,MS4A15,RTKN2,ITLN2",type i pneumocyte,type I pneumocyte,CL:0002062,epithelial cell,Oligodendrocyte,Oligodendrocytes,Alveolar Type 2 Cells,Alveolar type II cells,oligodendrocyte,CL:0000128,oligodendrocyte,CL:0000128,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,-1,-1,-1,-1,0.7143,0.7143,0.1818,0.1818
242,742,742,742,Lung,2,0.5,"IGFBP7,C7,VWF,SPARCL1,ACKR1",vein endothelial cell,vein endothelial cell,CL:0002543,endothelial cell,Endothelial cell,Endothelial Cells,Endothelial Cells,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,3,3,3,3,0.5000,0.5000,0.5000,0.5000
243,743,743,743,Lung,2,0.5,"DCN,PTGDS,LUM,RARRES2,C7",alveolar fibroblast,,,fibroblast,Fibroblast,Fibroblasts,Fibroblasts,Fibroblasts,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,2,2,2,2,0.6667,0.6667,0.6667,0.6667
244,744,744,744,Lung,2,0.5,"STAB2,FOXC2,RELN,PROX1,MMRN1",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,Lymphatic endothelial cell,Lymphatic Endothelial Cells,Lymphatic Endothelial Cells,Macrophages,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,macrophage,CL:0000235,0,0,0,-1,1.0000,0.2500,1.0000,1.0000
245,745,745,745,Lung,2,0.5,"CARMN,MYH11,PPP1R14A,PLN,DES",bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,muscle cell,Smooth muscle cell,Smooth Muscle Cells,Vascular Smooth Muscle Cells,Smooth muscle cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,vascular associated smooth muscle cell,CL:0000359,smooth muscle cell,CL:0000192,2,2,-1,2,0.5714,0.6667,0.6667,0.6667
246,746,746,746,Lung,2,0.5,"SCT,AL357143.1,FAM129C,LAMP5,LILRA4",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,dendritic cell,Immature innate lymphoid cell,Gastric Enteroendocrine Cells,Neuroendocrine Cells,Neurons,enteroendocrine cell,CL:0000164,immature innate lymphoid cell,CL:0001082,neuroendocrine cell,CL:0000165,neuron,CL:0000540,-1,-1,-1,12,0.2500,0.2500,0.2500,0.4000
247,747,747,747,Lung,2,0.5,"SFTPB,WFDC2,PIGR,FOLR1,CEACAM6",club cell,club cell,CL:0000158,epithelial cell,Type II pneumocyte,Type II Pneumocytes,Alveolar Type 2 Cells,Alveolar macrophages,type II pneumocyte differentiation,GO:0060510,type II pneumocyte differentiation,GO:0060510,pulmonary alveolar type 2 cell,CL:0002063,alveolar macrophage,CL:0000583,-1,-1,-1,-1,0.5455,0.2500,-1,-1
248,748,748,748,Lung,2,0.5,"CLU,NPDC1,LIFR,VWF,CLDN5",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,endothelial cell,Endothelial cell,Platelets,Endothelial Cells,Pulmonary endothelial cells,platelet,CL:0000233,endothelial cell,CL:0000115,endothelial cell,CL:0000115,pulmonary artery endothelial cell,CL:1001568,-1,3,3,-1,0.5000,0.5556,0.2500,0.5000
249,749,749,749,Lung,2,0.5,"MYH11,CCN5,C2orf40,PRELP,COX4I2",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,muscle cell,Smooth muscle cell,Smooth Muscle Cells,Vascular Smooth Muscle Cells,Vascular smooth muscle cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,vascular associated smooth muscle cell,CL:0000359,vascular associated smooth muscle cell,CL:0000359,1,1,0,0,1.0000,1.0000,0.8000,0.8000
250,750,750,750,Lung,2,0.5,"FABP7,LINC01902,GPR1,KCTD8,PLPPR4",myofibroblast cell,myofibroblast cell,CL:0000186,myofibroblast cell,Astrocyte,Astrocytes,Neural Progenitor Cells,Astrocytes,astrocyte,CL:0000127,astrocyte,CL:0000127,neural progenitor cell,CL:0011020,astrocyte,CL:0000127,-1,-1,-1,-1,0.1667,0.2500,0.2500,0.2500
251,751,751,751,Lung,2,0.5,"RGN,COX4I2,TPM2,INMT,PPP1R14A",pericyte cell,pericyte,CL:0000669,pericyte,Smooth muscle cell,Cardiac Muscle Cells,Endothelial Cells,Type II Alveolar Cells,cardiac muscle cell,CL:0000746,smooth muscle cell,CL:0000192,endothelial cell,CL:0000115,pulmonary alveolar type 2 cell,CL:0002063,-1,-1,8,-1,0.4000,0.3333,0.3333,0.3333
252,752,752,752,Lung,2,0.5,"ITLN1,BCHE,CPB1,HAS1,ROR2",mesothelial cell,mesothelial cell,CL:0000077,epithelial cell,Mucosal-associated invariant T (MAIT) cell,Gastric Cells,Club Cells,Goblet Cells,gastric goblet cell,CL:1000313,mucosal invariant T cell,CL:0000940,club cell,CL:0000158,goblet cell,CL:0000160,-1,-1,-1,-1,0.3750,0.5000,0.4286,0.1667
253,753,753,753,Lung,2,0.5,"CACNA1C,SGIP1,SCN7A,BMP5,TARID",fibroblast,fibroblast,CL:0000057,fibroblast,Neuron,Neurons,Neurons,Nerve Cells,neuron,CL:0000540,neuron,CL:0000540,neuron,CL:0000540,neuron,CL:0000540,10,10,10,10,0.3333,0.3333,0.3333,0.3333
254,754,754,754,Lung,2,0.5,"MPEG1,CORO1A,CD300E,FCN1,VCAN",intermediate monocyte,intermediate monocyte,CL:0002393,macrophage/monocyte,Macrophage,Monocytes,Macrophages,Macrophages,monocyte,CL:0000576,macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,1,3,3,3,0.5714,0.5714,0.8000,0.5714
255,755,755,755,Lung,2,0.5,"TMPRSS11E,DGKI,ATP6V1G3,CEL,LINC01187",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,epithelial cell,Esophageal epithelial cell,Type II Alveolar Cells,Goblet Cells,Type I Alveolar Cells,pulmonary alveolar type 2 cell,CL:0002063,epithelial cell of esophageal gland proper,CL:0002641,goblet cell,CL:0000160,pulmonary alveolar type 1 cell,CL:0002062,-1,-1,-1,-1,0.5000,0.6667,0.6667,0.3636
256,756,756,756,Lung,2,0.75,"LAMA3,EMP2,AGER,GPRC5A,ARHGEF26,RTKN2,SCEL",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,epithelial cell,Keratinocytes,Epithelial cells,Epithelial Cells,Basal Cells,epithelial cell,CL:0000066,keratinocyte,CL:0000312,epithelial cell,CL:0000066,basal cell,CL:0000646,3,-1,3,-1,0.5000,0.2222,0.5000,0.4444
257,757,757,757,Lung,2,0.75,"CD79B,VPREB3,CD79A,CD22,LINC00926,BLK,SP140",B,B cell,CL:0000236,b cell,B cells,B cells,B Cells,B Cells,b cell,CL:0000236,b cell,CL:0000236,b cell,CL:0000236,b cell,CL:0000236,0,0,0,0,1.0000,1.0000,1.0000,1.0000
258,758,758,758,Lung,2,0.75,"KRT19,KRT15,KRT17,PERP,ITGA2,S100A2,DST",Basal,basal cell,CL:0000646,stem cell,Epithelial cells,Epithelial cells,Basal Cells,Epithelial Cells,epithelial cell,CL:0000066,epithelial cell,CL:0000066,basal cell,CL:0000646,epithelial cell,CL:0000066,17,17,0,17,1.0000,0.3333,0.3333,0.3333
259,759,759,759,Lung,2,0.75,"CSF3R,METTL9,FCN1,VCAN,S100A8,S100A9,CD99",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,macrophage/monocyte,Neutrophils,Neutrophils,Neutrophils,Neutrophils,neutrophil,CL:0000775,neutrophil,CL:0000775,neutrophil,CL:0000775,neutrophil,CL:0000775,-1,-1,-1,-1,0.5000,0.5000,0.5000,0.5000
260,760,760,760,Lung,2,0.75,"LEF1,BCL11B,MAL,MALAT1,IL7R,ITK,CD2",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,T cells,T cells,T cells,T cells,t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,3,3,3,3,0.6667,0.6667,0.6667,0.6667
261,761,761,761,Lung,2,0.75,"CCDC170,CDHR3,C20orf85,FAM92B,FANK1,CAPS,ZMYND10",Ciliated,ciliated cell,CL:0000064,ciliated cell,Airway epithelial cells,Unclear - these markers are associated with various cell types,Epithelial cells,Type II alveolar cells,neuron associated cell,CL:0000095,respiratory epithelial cell,CL:0002368,epithelial cell,CL:0000066,pulmonary alveolar type 2 cell,CL:0002063,-1,-1,13,-1,0.5000,0.4000,0.4000,0.3333
262,762,762,762,Lung,2,0.75,"FPR3,CLEC10A,GPR183,RGS1,HLA-DQA1,HLA-DPB1,FCGR2B",Dendritic,dendritic cell,CL:0000451,dendritic cell,Dendritic cells,Dendritic cells,Dendritic cells,Dendritic cells,dendritic cell,CL:0000451,dendritic cell,CL:0000451,dendritic cell,CL:0000451,dendritic cell,CL:0000451,0,0,0,0,1.0000,1.0000,1.0000,1.0000
263,763,763,763,Lung,2,0.75,"C3,ABLIM1,CFD,ADH1B,FBLN1,C1S,LUM",Fibroblast,fibroblast,CL:0000057,fibroblast,Fibroblasts,Fibroblasts,Fibroblasts,Fibroblasts,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,0,0,0,0,1.0000,1.0000,1.0000,1.0000
264,764,764,764,Lung,2,0.75,"PROX1,TBX1,CCL21,TIMP3,PPFIBP1,TFF3,IGFBP7",Lymphatic,,,immune cell,Lymphatic endothelial cells,Stromal cells,Lymphatic endothelial cells,Lymphatic endothelial cells,stromal cell,CL:0000499,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,-1,-1,-1,-1,0.2500,0.2500,0.5000,0.2500
265,765,765,765,Lung,2,0.75,"VSIG4,OLR1,APOC1,SLCO2B1,ITGAX,GPD1,MARCO",Macrophage,macrophage,CL:0000235,macrophage/monocyte,Macrophages,Macrophages,Macrophages,Macrophages,macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,0,0,0,0,1.0000,1.0000,1.0000,1.0000
266,766,766,766,Lung,2,0.75,"FCGR3A,KLRF1,KLRD1,GNLY,CD247,NKG7,PRF1",Natural Killer,natural killer cell,CL:0000623,t/nk cell,NK cells,Natural killer cells,Natural killer cells,Natural killer cells,natural killer cell,CL:0000623,natural killer cell,CL:0000623,natural killer cell,CL:0000623,natural killer cell,CL:0000623,0,0,0,0,1.0000,1.0000,1.0000,1.0000
267,767,767,767,Lung,2,0.75,"MANF,SEC11C,SSR4,XBP1,HSP90B1,POU2AF1,PRDX4",Plasma,plasma cell,CL:0000786,b cell,Plasma cells,Plasma cells,Plasma cells,Plasma cells,plasma cell,CL:0000786,plasma cell,CL:0000786,plasma cell,CL:0000786,plasma cell,CL:0000786,0,0,0,0,1.0000,1.0000,1.0000,1.0000
268,768,768,768,Lung,2,0.75,"SFTPA2,NAPSA,SFTPB,LPCAT1,ABCA3,SLC34A2,LAMP3",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,epithelial cell,Type II pneumocytes,Alveolar type 2 cells,Alveolar type II cells,Surfactant-producing cells,pulmonary alveolar type 2 cell,CL:0002063,type II pneumocyte differentiation,GO:0060510,pulmonary alveolar type 2 cell,CL:0002063,surfactant secreting cell,CL:0000157,0,-1,0,1,1.0000,0.7500,1.0000,-1
269,769,769,769,Lung,2,0.75,"GRAP2,TPSAB1,MS4A2,HPGDS,CPA3,VWA5A,CD44",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",granulocyte,Mast cells,Mast cells,Mast cells,Mast cells,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,-1,-1,-1,-1,-1,-1,-1,-1
270,770,770,770,Lung,2,0.75,"FCN1,SAT1,AIF1,IFITM2,FCGR3A,LILRB2,RHOC",CD16+ Monocyte,,,macrophage/monocyte,Monocytes,Monocytes,Macrophage,macrophages,monocyte,CL:0000576,monocyte,CL:0000576,macrophage,CL:0000235,macrophage,CL:0000235,2,2,4,4,0.5000,0.5000,0.6667,0.6667
271,771,771,771,Lung,2,0.75,"CDC42EP1,EPAS1,FCN3,BTNL9,CDH5,RAMP3,PODXL",Capillary,,,blood vessel cell,Endothelial cells,Endothelial cells,Endothelial,endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,4,4,4,4,-1,-1,-1,-1
272,772,772,772,Lung,2,0.75,"RPL34,CD8B,GZMH,CCL5,CD8A,NKG7,GZMA",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,Cytotoxic T cells,Cytotoxic T cells,Cytotoxic T cell,cytotoxic T cells,cytotoxic t cell,CL:0000910,cytotoxic t cell,CL:0000910,cytotoxic t cell,CL:0000910,cytotoxic t cell,CL:0000910,-1,-1,-1,-1,0.6364,0.6364,0.6364,0.6364
273,773,773,773,Lung,2,0.75,"WFDC2,KIAA1324,PIGR,CTSE,C16orf89,CEACAM6,SCGB3A2",Club,club cell,CL:0000158,epithelial cell,Mucosal cells,Goblet cells,Epithelial,goblet cells,goblet cell,CL:0000160,mucosal type mast cell,CL:0000485,epithelial cell,CL:0000066,goblet cell,CL:0000160,-1,-1,2,-1,0.5000,0.4286,0.4286,0.2500
274,774,774,774,Lung,2,0.75,"CALD1,LTBP1,COL1A1,COL1A2,COL3A1,ITGBL1,POSTN",Myofibroblast,myofibroblast cell,CL:0000186,myofibroblast cell,Myofibroblasts,Fibroblasts,Fibroblast,T cells,fibroblast,CL:0000057,myofibroblast cell,CL:0000186,fibroblast,CL:0000057,t cell,CL:0000084,-1,0,-1,-1,0.6000,0.2500,0.6000,1.0000
275,775,775,775,Lung,2,0.75,"GZMB,IRF4,TYROBP,NPC2,IL3RA,PLD4,SEC61B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,dendritic cell,Dendritic cells,Myeloid cells,Dendritic,proliferating cells,myeloid cell,CL:0000763,dendritic cell,CL:0000451,dendritic,PATO:0002045,cycling B cell,CL:4033068,-1,1,-1,-1,-1,0.3636,0.2857,0.8333
276,776,776,776,Lung,2,0.75,"STMN1,NUSAP1,KPNA2,CDK1,TPX2,H2AFZ,BIRC5",Proliferating Macrophage,,,macrophage/monocyte,Mitotic cells,Proliferating cells,Proliferating Cell,proliferating cells,cycling B cell,CL:4033068,basal cell,CL:0000646,cycling B cell,CL:4033068,cycling B cell,CL:4033068,-1,-1,-1,-1,0.3636,0.3636,0.3636,0.2500
277,777,777,777,Lung,2,0.75,"HMGB2,KIF2C,AURKB,UBE2C,BIRC5,NUSAP1,SMC4",Proliferating NK/T,,,t/nk cell,Mitotic cells,Proliferating cells,Proliferating Cell,endothelial cells,cycling B cell,CL:4033068,basal cell,CL:0000646,cycling B cell,CL:4033068,endothelial cell,CL:0000115,-1,-1,-1,14,0.4167,0.2000,0.4167,0.1667
278,778,778,778,Lung,2,0.75,"PLVAP,POSTN,INHBB,ENPP2,EMCN,SPARCL1,COL15A1",Bronchial Vessel,,,bronchial cell,Blood-brain barrier endothelial cells,Endothelial cells,Pericyte,goblet cells,endothelial cell,CL:0000115,endothelial blood brain barrier,UBERON:0000201,pericyte,CL:0000669,goblet cell,CL:0000160,13,-1,-1,-1,0.2500,0.3750,0.2857,-1
