,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,simuround,tissue,noise,marker,manual_annotation,manual_CLname,manual_CLID,gpt-4o-2024-08-06_annotation,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_annotation,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_annotation,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_CLID,gpt-4-0613_Clname,gpt-4-turbo-2024-04-09_Clname,gpt-4o-2024-08-06_Clname,gpt-4o-mini-2024-07-18_Clname,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified_new,gpt-4o-mini-2024-07-18_aggrement_modified_new,gpt-4-0613_aggrement_modified_new,gpt-4-turbo-2024-04-09_aggrement_modified_new
185,2185,2185,2185,2185,2185,5,Lung,0.5,"CD2,GENE65,CD3D,IL32,GENE35,GENE74,GENE60,CD69,CCL5,TRAC,CXCR4,CD3E,TRBC2,CORO1A,GENE59",T cell lineage,T cell,CL:0000084,T cells,CL:0000084,T cells,CL:0000084,T Cells,18. T cells,CL:0000084,CL:0000084,t cell,t cell,t cell,t cell,0,0,0,0,1.0000,1.0000,1.0000,1.0000
186,2186,2186,2186,2186,2186,5,Lung,0.5,"GENE39,CLEC14A,TM4SF1,CLDN5,GENE3,GENE40,GENE86,IFI27,SOX17,A2M,CRIP2,GENE46,PECAM1,SPARCL1,GIMAP7",EC arterial,endothelial cell of artery,CL:1000413,Endothelial cells,CL:0000115,Smooth muscle cells,CL:0000192,Endothelial Cells,19. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,smooth muscle cell,3,3,3,-1,0.5000,0.2500,0.5000,0.5000
187,2187,2187,2187,2187,2187,5,Lung,0.5,"CALD1,LUM,C1S,GENE66,GENE3,BGN,MGP,IGFBP7,GENE5,COL6A1,DCN,COL1A2,GENE96,GENE49,SPARC",Fibroblasts,fibroblast,CL:0000057,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,Fibroblasts,20. Fibroblasts,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,fibroblast,0,0,0,0,1.0000,1.0000,1.0000,1.0000
188,2188,2188,2188,2188,2188,5,Lung,0.5,"AGER,EMP2,GENE27,FXYD3,SFTA2,GENE67,CEACAM6,GENE77,ADIRF,GENE76,GENE2,CAV1,KRT7,HOPX,TSPAN13",AT1,type I pneumocyte,CL:0002062,Alveolar type II cells,CL:0002063,Type I alveolar cells,CL:0002062,Alveolar Type 1 Cells,21. Type II pneumocytes,CL:0002062,GO:0060510,pulmonary alveolar type 1 cell,type II pneumocyte differentiation,pulmonary alveolar type 2 cell,pulmonary alveolar type 1 cell,0,-1,-1,0,0.7143,1.0000,1.0000,-1
189,2189,2189,2189,2189,2189,5,Lung,0.5,"RP11-356K23.1,C12orf75,GSTA1,CD24,GENE35,FAM229B,GENE24,TMEM231,GENE81,RP11-295M3.4,C11orf97,GENE76,GENE85,C5orf49,SNTN",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,Epithelial cells,CL:0000066,Neutrophils,CL:0000775,Hepatocytes,22. Breast epithelial cells,CL:0000182,CL:0002327,hepatocyte,mammary gland epithelial cell,epithelial cell,neutrophil,-1,-1,2,-1,0.6000,0.2222,0.5000,0.5000
190,2190,2190,2190,2190,2190,5,Lung,0.5,"GENE26,GENE62,LTB,MS4A1,GENE57,GENE35,IGHA1,GENE27,IGLC2,CD79A,TSC22D3,IGKC,CORO1A,CD37,ISG20",B cell lineage,B cell,CL:0000236,B cells,CL:0000236,"Immune cells, B cells, T cells, Dendritic cells",CL:0002125,Plasma Cells,23. B cells,CL:0000786,CL:0000236,plasma cell,b cell,b cell,CD27-negative gamma-delta T cell,-1,0,0,-1,1.0000,0.4545,0.6667,1.0000
191,2191,2191,2191,2191,2191,5,Lung,0.5,"CXCL17,GENE39,GENE73,KRT7,BPIFB1,GENE95,CEACAM6,TACSTD2,GENE60,PIGR,MUC1,WFDC2,CP,GENE75,KRT19",Secretory,secretory cell,CL:0000151,Ciliated epithelial cells,CL:0000067,"Type II alveolar cells, Goblet cells",CL:0002063,Ciliated Cells,24. Club cells,CL:0000064,CL:0000158,ciliated cell,club cell,ciliated epithelial cell,pulmonary alveolar type 2 cell,-1,-1,-1,-1,0.2000,0.5000,0.2500,0.5000
192,2192,2192,2192,2192,2192,5,Lung,0.5,"CD14,GENE47,GENE52,GENE19,S100A9,S100A8,GENE98,FCER1G,COTL1,LST1,AIF1,VCAN,S100A12,FCN1,GENE59",Monocytes,monocyte,CL:0000576,Monocytes,CL:0000576,"Monocytes, Macrophages, Neutrophils",CL:0000775,Monocytes,25. Monocytes,CL:0000576,CL:0000576,monocyte,monocyte,monocyte,neutrophil,0,0,0,-1,1.0000,0.5714,1.0000,1.0000
193,2193,2193,2193,2193,2193,5,Lung,0.5,"TCN1,GENE55,GENE9,SELM,GENE15,MARCKSL1,GENE35,LTF,ZG16B,PIP,PIGR,GENE77,CCL28,SEC11C,AZGP1",Submucosal Secretory,,,Secretory cells,CL:0000151,"Endothelial cells, Fibroblasts",CL:4052007,Goblet cells,Paneth cells,CL:0000160,CL:0000510,goblet cell,paneth cell,secretory cell,subepithelial intestinal fibroblast,-1,-1,0,-1,1.0000,0.1667,0.2000,0.5000
194,2194,2194,2194,2194,2194,5,Lung,0.5,"GENE7,GENE9,GENE50,CLEC14A,TM4SF1,CLDN5,AQP1,GENE33,CDH5,IFI27,GENE23,PECAM1,SPARCL1,EGFL7,HYAL2",EC capillary,capillary endothelial cell,CL:0002144,Endothelial cells,CL:0000115,"Endothelial cells, Epithelial cells",CL:1001572,Endothelial cells,Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,colon endothelial cell,2,2,2,-1,0.6000,0.5000,0.6000,0.6000
195,2195,2195,2195,2195,2195,5,Lung,0.5,"SDPR,TM4SF1,CLDN5,CCL21,RAMP2,ECSCR,IGFBP7,MMRN1,GNG11,GENE71,PPFIBP1,GENE2,GENE75,GENE51,GENE73",Lymphatic EC mature,,,Lymphatic endothelial cells,CL:0002138,"Dendritic cells, T cells, Fibroblasts",CL:4052007,Endothelial cells,Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell of lymphatic vessel,subepithelial intestinal fibroblast,-1,-1,-1,-1,0.2000,0.2000,0.2500,0.2500
196,2196,2196,2196,2196,2196,5,Lung,0.5,"TFF3,SDPR,AKAP12,CLDN5,TCF4,CCL21,GENE68,GENE37,GENE86,GENE87,IGFBP7,GNG11,GENE28,TIMP3,TFPI",Lymphatic EC differentiating,,,Alveolar epithelial cells,CL:0000322,"Secretory cells, Epithelial cells",CL:4030006,Colon epithelial cells,Endothelial cells,CL:0011108,CL:0000115,colon epithelial cell,endothelial cell,pulmonary alveolar epithelial cell,fallopian tube secretory epithelial cell,-1,-1,-1,-1,-1,-1,-1,-1
197,2197,2197,2197,2197,2197,5,Lung,0.5,"HLA-DQB1,GENE79,GENE66,HLA-DQA1,HLA-DPA1,ITGB2,GPR183,GENE11,HLA-DPB1,GENE48,GENE91,HLA-DRB1,HLA-DMA,CORO1A,MS4A6A",Dendritic cells,dendritic cell,CL:0000451,Antigen-presenting cells,CL:0000145,"Antigen-presenting cells, CD4+ T cells",CL:0000145,T-lymphocytes,Dendritic cells,CL:0000084,CL:0000451,T cell,dendritic cell,professional antigen presenting cell,professional antigen presenting cell,3,0,1,1,0.8000,0.8000,0.5000,1.0000
198,2198,2198,2198,2198,2198,5,Lung,0.5,"GENE13,CALD1,TPM2,CYR61,GENE72,MT1X,CTGF,GPX3,GENE91,IGFBP5,GENE42,GENE81,SPARCL1,PRELP,TAGLN",Myofibroblasts,myofibroblast cell,CL:0000186,Fibroblasts,CL:0000057,"Smooth muscle cells, Fibroblasts, Macrophages",CL:0000192,Smooth Muscle cells,Fibroblasts,CL:0000192,CL:0000057,smooth muscle cell,fibroblast,fibroblast,smooth muscle cell,-1,-1,-1,-1,0.6000,0.3333,0.3333,0.6000
199,2199,2199,2199,2199,2199,5,Lung,0.5,"KIT,GENE7,GENE9,VWA5A,C1orf186,CPA3,HPGDS,GENE63,MS4A2,TPSB2,GENE2,TPSAB1,GENE4,RGS13,GATA2",Mast cells,mast cell,CL:0000097,Mast cells,CL:0000097,"Mast cells, Granulocytes, Hematopoietic stem cells",CL:0000037,Mast Cells,Mast cells,CL:0000097,CL:0000097,mast cell,mast cell,mast cell,hematopoietic stem cell,0,0,0,3,1.0000,0.2857,1.0000,1.0000
