,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,simuround,tissue,noise,marker,manual_annotation,manual_CLname,manual_CLID,gpt-4o-2024-08-06_annotation,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_annotation,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_annotation,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_CLID,gpt-4-0613_Clname,gpt-4-turbo-2024-04-09_Clname,gpt-4o-2024-08-06_Clname,gpt-4o-mini-2024-07-18_Clname,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified_new,gpt-4o-mini-2024-07-18_aggrement_modified_new,gpt-4-0613_aggrement_modified_new,gpt-4-turbo-2024-04-09_aggrement_modified_new
43,1043,1043,1043,1043,1043,3,Lung,0.25,"CXCL17,S100P,PSCA,COX5A,TXN,GENE20,AGR2,GENE91,FAM3D,GABRP,CLIC1,WFDC2",Goblet,goblet cell,CL:0000160,Goblet cells,CL:0000160,MUC cells,CL:0000000,Glandular Cells,10. Goblet cells,CL:0000150,CL:0000160,glandular epithelial cell,goblet cell,goblet cell,cell,-1,0,0,3,1.0000,0.2500,0.6000,1.0000
44,1044,1044,1044,1044,1044,3,Lung,0.25,"TFF3,TMPRSS11E,GENE52,PHGR1,BSND,FOXI1,HEPACAM2,ATP6V1B1,STAC2,MFSD6L,ASCL3,GENE83",Ionocyte,ionocyte,CL:0005006,Goblet cells,CL:0000160,Goblet cells,CL:0000160,Salivary Gland Cells,11. Intercalated cells,CL:0009005,CL:0005010,salivary gland cell,renal intercalated cell,goblet cell,goblet cell,-1,-1,-1,-1,0.6000,0.6000,0.4000,0.5000
45,1045,1045,1045,1045,1045,3,Lung,0.25,"GENE58,PCSK1N,EGR1,FAM46A,PRDX2,CHGA,SEC11C,SCGN,CPE,BEX1,NENF,GENE2",Neuroendocrine,neuroendocrine cell,CL:0000165,Endocrine cells,CL:0000163,Neuroendocrine cells,CL:0000165,Neuronal Cells,12. Enteroendocrine cells,CL:0000006,CL:0000164,neuronal receptor cell,enteroendocrine cell,endocrine cell,neuroendocrine cell,-1,2,1,0,0.7500,1.0000,0.4444,0.6000
46,1046,1046,1046,1046,1046,3,Lung,0.25,"TCN1,GENE47,LPO,PHB,LYZ,TESC,ZG16B,PRR4,GENE43,PRB3,PRH2,PRB4",Serous,serous secreting cell,CL:0000313,Glandular cells,CL:0000150,Respiratory epithelial cells,CL:0002368,Salivary Gland Cells,13. Salivary gland cells,CL:0009005,CL:0009005,salivary gland cell,salivary gland cell,glandular epithelial cell,respiratory epithelial cell,-1,-1,-1,-1,0.4000,0.1250,0.1667,0.1667
47,1047,1047,1047,1047,1047,3,Lung,0.25,"C1QB,LYZ,FCER1G,C1QA,LAPTM5,GENE87,AIF1,GENE29,C1QC,HLA-DRB1,CTSZ,CTSL",Macrophages,macrophage,CL:0000235,Monocytes/Macrophages,CL:0000235,Macrophages,CL:0000235,Macrophages,14. Macrophages,CL:0000235,CL:0000235,macrophage,macrophage,macrophage,macrophage,0,0,0,0,1.0000,1.0000,1.0000,1.0000
48,1048,1048,1048,1048,1048,3,Lung,0.25,"GNLY,GZMB,CTSW,GENE90,CST7,CD7,CCL5,NKG7,GZMA,CCL4,GENE99,PRF1",Innate lymphoid cell NK,natural killer cell,CL:0000623,Cytotoxic T cells or NK cells,CL:0000910,Cytotoxic T cells,CL:0000910,Cytotoxic T Cells,15. Cytotoxic T cells,CL:0000910,CL:0000910,cytotoxic t cell,cytotoxic t cell,cytotoxic T cell,cytotoxic t cell,-1,-1,-1,-1,0.4167,0.4167,0.4167,0.4167
49,1049,1049,1049,1049,1049,3,Lung,0.25,"GENE1,S100A14,SLC34A2,CYB5A,SLC39A8,SFTA2,GENE37,SFTPD,NAPSA,MUC1,SFTA3,PEBP4",AT2,type II pneumocyte,CL:0002063,Alveolar type II cells,CL:0002063,Type II pneumocytes,GO:0060510,Lung Epithelial Cells,16. Alveolar cells,CL:0000082,CL:0000583,epithelial cell of lung,alveolar macrophage,pulmonary alveolar type 2 cell,type II pneumocyte differentiation,2,-1,0,-1,1.0000,-1,0.7500,0.2500
50,1050,1050,1050,1050,1050,3,Lung,0.25,"CLEC14A,ACKR1,MGP,RAMP3,RAMP2,GENE69,IGFBP7,VWF,GNG11,GENE46,PECAM1,SPARCL1",EC venous,vein endothelial cell,CL:0002543,Endothelial cells,CL:0000115,Endothelial Cells,CL:0000115,Endothelial Cells,17. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,3,3,3,3,0.5000,0.5000,0.5000,0.5000
51,1051,1051,1051,1051,1051,3,Lung,0.25,"CD2,GENE26,CD3D,IL32,CD69,CCL5,TRAC,CXCR4,CD3E,TRBC2,GENE64,CORO1A",T cell lineage,T cell,CL:0000084,T cells,CL:0000084,T Cells,CL:0000084,T Cells,18. T cells,CL:0000084,CL:0000084,t cell,t cell,t cell,t cell,0,0,0,0,1.0000,1.0000,1.0000,1.0000
52,1052,1052,1052,1052,1052,3,Lung,0.25,"GENE62,CLEC14A,TM4SF1,CLDN5,IFI27,SOX17,A2M,CRIP2,PECAM1,GENE43,SPARCL1,GIMAP7",EC arterial,endothelial cell of artery,CL:1000413,Endothelial cells,CL:0000115,"Endothelial Cells, Stem Cells",CL:0000134,Endothelial Cells,19. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,mesenchymal stem cell,3,3,3,6,0.5000,0.2857,0.5000,0.5000
53,1053,1053,1053,1053,1053,3,Lung,0.25,"CALD1,LUM,C1S,GENE72,BGN,MGP,IGFBP7,COL6A1,DCN,COL1A2,SPARC,GENE73",Fibroblasts,fibroblast,CL:0000057,Fibroblasts,CL:0000057,"Fibroblasts, Extracellular Matrix Components",CL:0000327,Fibroblasts,20. Fibroblasts,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,extracellular matrix secreting cell,0,0,0,-1,1.0000,0.5000,1.0000,1.0000
54,1054,1054,1054,1054,1054,3,Lung,0.25,"GENE58,GENE15,AGER,EMP2,FXYD3,SFTA2,CEACAM6,ADIRF,CAV1,KRT7,HOPX,TSPAN13",AT1,type I pneumocyte,CL:0002062,Alveolar epithelial cells,CL:0000322,"Alveolar Type II Cells, Clara Cells",CL:0002063,Alveolar Cells,21. Pneumocytes,CL:0000583,CL:0000322,alveolar macrophage,pulmonary alveolar epithelial cell,pulmonary alveolar epithelial cell,pulmonary alveolar type 2 cell,-1,1,1,-1,0.8333,0.7143,0.2000,0.8333
55,1055,1055,1055,1055,1055,3,Lung,0.25,"RP11-356K23.1,GENE52,C12orf75,GSTA1,CD24,FAM229B,GENE37,TMEM231,RP11-295M3.4,C11orf97,C5orf49,SNTN",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,Hepatocytes,CL:0000182,Immune Cells,CL:0000738,Liver Cells,22. Mammary epithelial cells,CL:2000055,CL:0002327,liver dendritic cell,mammary gland epithelial cell,hepatocyte,leukocyte,-1,-1,-1,-1,0.5000,0.3333,0.2222,0.5000
56,1056,1056,1056,1056,1056,3,Lung,0.25,"GENE1,LTB,MS4A1,GENE78,IGHA1,IGLC2,CD79A,TSC22D3,IGKC,CORO1A,CD37,ISG20",B cell lineage,B cell,CL:0000236,B cells,CL:0000236,B Cells,CL:0000236,B Cells,23. B cells,CL:0000236,CL:0000236,b cell,b cell,b cell,b cell,0,0,0,0,1.0000,1.0000,1.0000,1.0000
57,1057,1057,1057,1057,1057,3,Lung,0.25,"CXCL17,GENE22,KRT7,BPIFB1,CEACAM6,TACSTD2,GENE4,PIGR,MUC1,WFDC2,CP,KRT19",Secretory,secretory cell,CL:0000151,Ciliated epithelial cells,CL:0000067,Neutrophils,CL:0000775,Goblet Cells,24. Mucosal cells,CL:0000160,CL:0000485,goblet cell,mucosal type mast cell,ciliated epithelial cell,neutrophil,-1,-1,-1,-1,0.2000,0.1667,0.2000,0.3333
58,1058,1058,1058,1058,1058,3,Lung,0.25,"CD14,S100A9,S100A8,FCER1G,COTL1,LST1,AIF1,VCAN,S100A12,GENE14,FCN1,GENE23",Monocytes,monocyte,CL:0000576,Myeloid cells,CL:0000763,Macrophages,CL:0000235,Monocytes,25. Monocytes,CL:0000576,CL:0000576,monocyte,monocyte,myeloid cell,macrophage,0,0,2,2,0.6000,0.6667,1.0000,1.0000
59,1059,1059,1059,1059,1059,3,Lung,0.25,"TCN1,SELM,MARCKSL1,LTF,ZG16B,GENE71,PIP,PIGR,CCL28,GENE23,SEC11C,AZGP1",Submucosal Secretory,,,Secretory cells,CL:0000151,Immune Cells,CL:0000738,Paneth cell,1. Epithelial cells,CL:0000510,CL:0000066,paneth cell,epithelial cell,secretory cell,leukocyte,-1,12,0,-1,1.0000,0.2500,0.5000,0.2500
60,1060,1060,1060,1060,1060,3,Lung,0.25,"CLEC14A,TM4SF1,CLDN5,AQP1,CDH5,GENE37,IFI27,GENE56,PECAM1,SPARCL1,EGFL7,HYAL2",EC capillary,capillary endothelial cell,CL:0002144,Endothelial cells,CL:0000115,Endothelial cells,CL:0000115,Endothelial cell,2. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,2,2,2,2,0.6000,0.6000,0.6000,0.6000
61,1061,1061,1061,1061,1061,3,Lung,0.25,"SDPR,TM4SF1,CLDN5,GENE3,CCL21,RAMP2,ECSCR,GENE36,IGFBP7,MMRN1,GNG11,PPFIBP1",Lymphatic EC mature,,,Endothelial cells,CL:0000115,Endothelial cells,CL:0000115,Lymphatic endothelial cell,3. Endothelial cells,CL:0002138,CL:0000115,endothelial cell of lymphatic vessel,endothelial cell,endothelial cell,endothelial cell,-1,-1,-1,-1,0.2500,0.2500,0.2000,0.2500
62,1062,1062,1062,1062,1062,3,Lung,0.25,"TFF3,SDPR,AKAP12,GENE1,CLDN5,TCF4,GENE35,CCL21,IGFBP7,GNG11,TIMP3,TFPI",Lymphatic EC differentiating,,,Endothelial cells,CL:0000115,Club cells,CL:0000158,Goblet cell,4. Endothelial cells,CL:0000160,CL:0000115,goblet cell,endothelial cell,endothelial cell,club cell,-1,-1,-1,-1,-1,-1,-1,-1
63,1063,1063,1063,1063,1063,3,Lung,0.25,"HLA-DQB1,GENE30,HLA-DQA1,HLA-DPA1,ITGB2,GPR183,HLA-DPB1,HLA-DRB1,GENE75,HLA-DMA,CORO1A,MS4A6A",Dendritic cells,dendritic cell,CL:0000451,Macrophages,CL:0000235,Dendritic cells,CL:0000451,B cell,5. Dendritic cells,CL:0000236,CL:0000451,b cell,dendritic cell,macrophage,dendritic cell,-1,0,-1,0,0.6667,1.0000,0.4444,1.0000
64,1064,1064,1064,1064,1064,3,Lung,0.25,"CALD1,TPM2,CYR61,GENE41,GENE25,MT1X,CTGF,GPX3,IGFBP5,SPARCL1,PRELP,TAGLN",Myofibroblasts,myofibroblast cell,CL:0000186,Smooth muscle cells,CL:0000192,Smooth muscle cells,CL:0000192,Smooth muscle cell,6. Smooth muscle cells,CL:0000192,CL:0000192,smooth muscle cell,smooth muscle cell,smooth muscle cell,smooth muscle cell,-1,-1,-1,-1,0.3333,0.3333,0.3333,0.3333
65,1065,1065,1065,1065,1065,3,Lung,0.25,"KIT,GENE7,VWA5A,C1orf186,CPA3,HPGDS,GENE12,MS4A2,TPSB2,TPSAB1,RGS13,GATA2",Mast cells,mast cell,CL:0000097,Mast cells,CL:0000097,Mast cells,CL:0000097,Mast cell,7. Mast cells,CL:0000097,CL:0000097,mast cell,mast cell,mast cell,mast cell,0,0,0,0,1.0000,1.0000,1.0000,1.0000
