,Unnamed: 0,dataset,tissue,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-0613_annotation,gpt-4-turbo-2024-04-09_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation,gpt-4-0613_CLname,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_CLname,gpt-4-turbo-2024-04-09_CLID,gpt-4o-2024-08-06_CLname,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_CLname,gpt-4o-mini-2024-07-18_CLID
47,47,GOSH,neuroblastoma tissue,"C6orf141,RP11-567J20.2,TM4SF1-AS1,GJA5,GDF3,SELE,CCL14,EMCN,STAB2,FCN3,ESM1,SOX18,ADGRL4,MMRN2,RP11-327L3.3,RP11-286H15.1,HOXB8,SLCO2A1,AP005530.2,ANO2",endothelial cell,endothelial cell,CL:0000115,endothelial cell,Neuroblasts,unknown cell type,Eosinophils,stromal cells,neuroblast (sensu Vertebrata),CL:0000031,type B pancreatic cell,CL:0000169,eosinophil,CL:0000771,stromal cell,CL:0000499
48,48,GOSH,neuroblastoma tissue,"TPSAB1,TPSB2,TPSD1,MTTP,KRT25,AC005780.1,HDC,AC004791.2,AC024704.2,KRT83,RP11-264I13.2,RP11-187E13.1,FAM53B-AS1,PMCH,CALB2,TRBV4-1,TRAV41,IL13,FGG,CPA3",,T cell,CL:0000084,t/nk cell,"Neuroblasts, Mast Cells",mast cells,Mast cells,tumor-associated macrophages,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,border associated macrophage,CL:4042003
49,49,GOSH,neuroblastoma tissue,"RP11-402G3.3,KIRREL2,TEX13D,CTD-2616J11.14,PKLR,CTC-338M12.6,AF064858.6,RP11-356I2.1,HIST1H1B,RP11-20B24.2,RP11-1035H13.3,RP11-489D6.2,HIST1H3G,NMU,E2F8,HIST1H2AJ,CTA-392E5.1,DLGAP5,CENPA,CENPE",T cell,T cell,CL:0000084,t/nk cell,Neuroblasts,endothelial cells,Neurons,mesenchymal stem cells,neuroblast (sensu Vertebrata),CL:0000031,endothelial cell,CL:0000115,neuron,CL:0000540,mesenchymal stem cell,CL:0000134
50,50,GOSH,neuroblastoma tissue,"DSC3,SGCG,LINC01048,MASP1,LINC01564,SCARA5,RP11-125O18.1,SPRR2F,ITIH3,RP11-17A4.3,C1QTNF7,MATN4,CSN3,RP11-262A16.1,VGLL3,GLP2R,KRT24,LINC01028,LMO7DN,PCOLCE2",fibroblast,fibroblast,CL:0000057,fibroblast,Neuroblast Cells,neuroepithelial cells,Neuroblastoma tumor cells,neuroblastoma,forebrain neuroblast,CL:1000042,sensory epithelial cell,CL:0000098,neoplastic cell,CL:0001063,neural crest cell,CL:0011012
51,51,GOSH,neuroblastoma tissue,"RP11-865I6.2,C4B,RP11-598F7.5,JPH2,RERGL,COL10A1,TDO2,FHL5,RP11-91J3.3,CHAD,MYOD1,BMP5,WWC2-AS2,GSTA3,C4A,BHLHE22,THBS4,EN1,SIX2,HSD3B2",fibroblast,fibroblast,CL:0000057,fibroblast,Neuroblast Cells,lymphocytes,Neuroblastoma tumor cells,neuroblastoma,forebrain neuroblast,CL:1000042,lymphocyte,CL:0000542,neoplastic cell,CL:0001063,neural crest cell,CL:0011012
52,52,GOSH,neuroblastoma tissue,"GRHL2,RP11-167J8.3,LINC01511,RP5-1092A11.5,RP11-127L20.5,RP11-24I21.1,AC093627.7,RP11-35G22.1,RP3-441A12.1,RP4-813D12.3,RP11-157E21.1,RP11-736N17.10,AC005197.2,RP11-23F23.2,ALKBH3-AS1,RP11-138I17.1,PRR15,CTC-435M10.3,PLIN4,RGS8",myeloid cell,myeloid cell,CL:0000763,myeloid cell,Neuroblast Cells,epithelial cells,Neuroblastoma tumor cells,neuroblastoma,forebrain neuroblast,CL:1000042,epithelial cell,CL:0000066,neoplastic cell,CL:0001063,neural crest cell,CL:0011012
53,53,GOSH,neuroblastoma tissue,"IGHG2,IGHGP,IGHG3,IGHG4,RP11-768B22.2,IGHG1,FA2H,OR4C6,AC233755.2,IGHV4-28,RP11-686F15.2,LINC01485,PRSS16,RP11-567J20.3,PANDAR,RP11-625L16.3,SAMD7,RP1-148H17.1,CFAP57,FCRL4",B cell,B cell,CL:0000236,B cell,Plasma Cells,B cells,B Cells,B cells,plasma cell,CL:0000786,b cell,CL:0000236,b cell,CL:0000236,b cell,CL:0000236
54,54,GOSH,neuroblastoma tissue,"LIM2,FGFBP2,KLRF1,NCR1,SPON2,LRRC43,S1PR5,SH2D1B,DTHD1,SLC1A7,PRF1,KLRC1,KRT72,B3GNT7,GNLY,MYOM2,LGALS9B,KIR2DL3,CLIC3,LGR6",natural killer cell,natural killer cell,CL:0000623,t/nk cell,Natural Killer Cells,NK cells,Natural Killer cells,natural killer cells,natural killer cell,CL:0000623,natural killer cell,CL:0000623,natural killer cell,CL:0000623,natural killer cell,CL:0000623
55,55,GOSH,neuroblastoma tissue,"RP11-265P11.1,CTD-2215E18.1,LINC01013,RP11-524N5.1,IGHD,RP11-553K8.2,RP5-887A10.1,RP3-416J7.4,BEST3,RP11-693J15.5,GYLTL1B,RP3-431P23.5,LINC00926,FCER2,SLC23A1,TCL1B,CLLU1,MS4A1,COL19A1,RP11-164H13.1",B cell,B cell,CL:0000236,B cell,Neuroblast Cells,fibroblasts,Neuroblastoma tumor cells,neuroblastoma,forebrain neuroblast,CL:1000042,fibroblast,CL:0000057,neoplastic cell,CL:0001063,neural crest cell,CL:0011012
56,56,GOSH,neuroblastoma tissue,"LINC00211,RP11-552D4.1,OLIG1,RP11-362F19.3,CTC-490G23.2,RP11-561P12.5,CLEC6A,PPP1R17,RP11-737O24.5,RP11-362F19.1,S100A12,IRG1,HAL,VSTM1,RP11-764K9.1,LIPN,S100A9,CLEC4D,S100A8,SLC24A4",myeloid cell,myeloid cell,CL:0000763,myeloid cell,Neuroblast Cells,neuroepithelial cells,Neuroblastoma tumor cells,neuroblastoma,forebrain neuroblast,CL:1000042,sensory epithelial cell,CL:0000098,neoplastic cell,CL:0001063,neural crest cell,CL:0011012
57,57,GOSH,neuroblastoma tissue,"DBX2,LINC01351,LRRC71,ENOX1-AS1,NPFF,RP4-753F5.1,NKX6-2,TSPY2,AC105402.4,RP11-49P4.7,RP11-29B2.6,AC007250.4,CIDEA,POF1B,UNC5B-AS1,CTD-2313P7.1,RP11-403A21.1,RP11-62H20.1,RP11-147C23.1,CTD-2523D13.2",neuroblastoma cell,neuroendocrine cell,CL:0000165,neuron,Neuroblast Cells,neural progenitor cells,Neuroblastoma tumor cells,neuroblastoma,forebrain neuroblast,CL:1000042,neural progenitor cell,CL:0011020,neoplastic cell,CL:0001063,neural crest cell,CL:0011012
58,58,GOSH,neuroblastoma tissue,"MDGA2,RALYL,RP11-746B8.1,CTC-575N7.1,HCRTR2,WNT6,SST,NPAS4,TMEM132D,RP11-446H18.6,LINC00951,RP11-168K9.2,TMEM132E,RP11-1109F11.5,GRIN2A,TENM2,VIP,RP11-283G6.4,LRFN2,ADCY5",neuroblastoma cell,neuroendocrine cell,CL:0000166,neuron,Neuroblast Cells,neuronal cells,Neuroblastoma tumor cells,neuroblastoma,forebrain neuroblast,CL:1000042,neuronal receptor cell,CL:0000006,neoplastic cell,CL:0001063,neural crest cell,CL:0011012
59,59,GOSH,neuroblastoma tissue,"KRT73-AS1,KRT1,ST6GALNAC1,ANKRD55,RP11-664D1.1,HBE1,TSPO2,GCNT4,NOG,REG4,PASK,C9orf135,PRKG2,RP1-187B23.1,ERVH48-1,AC097713.4,ADTRP,TRBV28,MDS2,CELA1",T cell,T cell,CL:0000084,t/nk cell,Epidermal Cells,epithelial cells,Epithelial Cells,keratinocytes,epidermal cell,CL:0000362,epithelial cell,CL:0000066,epithelial cell,CL:0000066,keratinocyte,CL:0000312
60,60,GOSH,neuroblastoma tissue,"RSPO4,GABRA5,RP11-91P17.1,RP11-546B8.6,HAPLN4,AGXT,RP5-968D22.1,RP11-1038A11.3,FEV,ALX3,ABCA12,ZNF560,ASCL1,LINC01563,AC093375.1,RP11-197K6.1,ARL9,MUC4,RP11-129M6.1,AC002076.10",neuroblastoma cell,neuroendocrine cell,CL:0000166,neuron,Neuroblast Cells,neuroblastoma,neuroblastoma,neuroblastoma cells,forebrain neuroblast,CL:1000042,neural crest cell,CL:0011012,neural crest cell,CL:0011012,cell,CL:0000000
61,61,GOSH,neuroblastoma tissue,"CCL18,RP11-20G13.3,RP11-489O18.1,APOC4-APOC2,SIGLEC8,RP11-202G18.1,TREM2,RP3-369A17.4,DNASE2B,CTB-138E5.1,BIRC7,ADAMDEC1,RP11-212I21.5,RP11-10J5.1,MMP12,TNFSF18,MMP1,LINC01305,APOC2,SDS",myeloid cell,myeloid cell,CL:0000763,myeloid cell,Tumor Associated Macrophages,neuroblastoma,neuroblastoma,immune cells,border associated macrophage,CL:4042003,neural crest cell,CL:0011012,neural crest cell,CL:0011012,leukocyte,CL:0000738
62,62,GOSH,neuroblastoma tissue,"RP5-997D24.3,TRAV27,CCL1,RP11-357H14.17,UNQ6494,CTD-3195I5.3,AP001171.1,LINC00880,IL26,CXCL13,TRBV18,FOXP3,RP11-764E7.1,TRAV36DV7,GBP7,PVALB,RP11-403B2.7,PCAT29,GML,AC017002.1",T cell,T cell,CL:0000084,t/nk cell,T Cells,neuroblastoma,neuroblastoma,neuroblastoma cells,t cell,CL:0000084,neural crest cell,CL:0011012,neural crest cell,CL:0011012,cell,CL:0000000
63,63,GOSH,neuroblastoma tissue,"ZNF488,GLRA2,RP11-126K15.1,GRK1,CTD-2659N19.2,PRSS8,AC097381.1,GRM2,AC015849.16,RP4-585I14.3,AC016629.3,RP11-31E13.2,PBK,TRBV23OR9-2,RP11-845C23.3,RP13-672B3.2,AC068057.1,PRH1-PRR4,LINC01264,LINC00403",neuroblastoma cell,neuroendocrine cell,CL:0000166,neuron,Glial Cells,neuroblastoma,neuroblastoma,neuroblastoma cells,glial cell,CL:0000125,neural crest cell,CL:0011012,neural crest cell,CL:0011012,cell,CL:0000000
64,64,GOSH,neuroblastoma tissue,"RP11-71G12.1,RFPL4A,RFPL4AL1,SPACA3,RP11-476B1.1,RP11-164P12.3,AC005307.1,RP11-731D1.4,CLEC9A,LINC01531,NLRP7,KRT5,SCT,RP11-73G16.2,XCR1,LLNLR-304G9.1,LRRC26,RP11-798K3.3,SLC12A3,CTB-50L17.9",myeloid cell,myeloid cell,CL:0000763,myeloid cell,Cancer Stem Cells,neuroblastoma,neuroblastoma,neuroblastoma cells,stem cell,CL:0000034,neural crest cell,CL:0011012,neural crest cell,CL:0011012,cell,CL:0000000
65,65,GOSH,neuroblastoma tissue,"C6orf141,RP11-567J20.2,TM4SF1-AS1,GJA5,GDF3,SELE,CCL14,EMCN,STAB2,FCN3,ESM1,SOX18,ADGRL4,MMRN2,RP11-327L3.3,RP11-286H15.1,HOXB8,SLCO2A1,AP005530.2,ANO2",endothelial cell,endothelial cell,CL:0000115,endothelial cell,Endothelial Cells,neuroblastoma,neuroblastoma,neuroblastoma cells,endothelial cell,CL:0000115,neural crest cell,CL:0011012,neural crest cell,CL:0011012,cell,CL:0000000
66,66,GOSH,neuroblastoma tissue,"TPSAB1,TPSB2,TPSD1,MTTP,KRT25,AC005780.1,HDC,AC004791.2,AC024704.2,KRT83,RP11-264I13.2,RP11-187E13.1,FAM53B-AS1,PMCH,CALB2,TRBV4-1,TRAV41,IL13,FGG,CPA3",,T cell,CL:0000084,t/nk cell,Mast Cells,mast cells,mast cells,immune cells,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,leukocyte,CL:0000738
67,67,GOSH,neuroblastoma tissue,"RP11-402G3.3,KIRREL2,TEX13D,CTD-2616J11.14,PKLR,CTC-338M12.6,AF064858.6,RP11-356I2.1,HIST1H1B,RP11-20B24.2,RP11-1035H13.3,RP11-489D6.2,HIST1H3G,NMU,E2F8,HIST1H2AJ,CTA-392E5.1,DLGAP5,CENPA,CENPE",T cell,T cell,CL:0000084,t/nk cell,Kidney Cells,neuroblastoma,neuroblastoma,neuroblastoma cells,kidney cell,CL:1000497,neural crest cell,CL:0011012,neural crest cell,CL:0011012,cell,CL:0000000
68,68,GOSH,neuroblastoma tissue,"DSC3,SGCG,LINC01048,MASP1,LINC01564,SCARA5,RP11-125O18.1,SPRR2F,ITIH3,RP11-17A4.3,C1QTNF7,MATN4,CSN3,RP11-262A16.1,VGLL3,GLP2R,KRT24,LINC01028,LMO7DN,PCOLCE2",fibroblast,fibroblast,CL:0000057,fibroblast,Keratinocytes,neuroblastoma,neuroblastoma,muscle cells,keratinocyte,CL:0000312,neural crest cell,CL:0011012,neural crest cell,CL:0011012,muscle cell,CL:0000187
69,69,GOSH,neuroblastoma tissue,"RP11-865I6.2,C4B,RP11-598F7.5,JPH2,RERGL,COL10A1,TDO2,FHL5,RP11-91J3.3,CHAD,MYOD1,BMP5,WWC2-AS2,GSTA3,C4A,BHLHE22,THBS4,EN1,SIX2,HSD3B2",fibroblast,fibroblast,CL:0000057,fibroblast,Liver Cells,neuroblastoma,immune cells,immune cells,liver dendritic cell,CL:2000055,neural crest cell,CL:0011012,leukocyte,CL:0000738,leukocyte,CL:0000738
70,70,GOSH,neuroblastoma tissue,"GRHL2,RP11-167J8.3,LINC01511,RP5-1092A11.5,RP11-127L20.5,RP11-24I21.1,AC093627.7,RP11-35G22.1,RP3-441A12.1,RP4-813D12.3,RP11-157E21.1,RP11-736N17.10,AC005197.2,RP11-23F23.2,ALKBH3-AS1,RP11-138I17.1,PRR15,CTC-435M10.3,PLIN4,RGS8",myeloid cell,myeloid cell,CL:0000763,myeloid cell,Neuroblast Cells,Neuroblastoma cells,Epithelial cells,neuroblastoma,forebrain neuroblast,CL:1000042,cell,CL:0000000,epithelial cell,CL:0000066,neural crest cell,CL:0011012
71,71,GOSH,neuroblastoma tissue,"IGHG2,IGHGP,IGHG3,IGHG4,RP11-768B22.2,IGHG1,FA2H,OR4C6,AC233755.2,IGHV4-28,RP11-686F15.2,LINC01485,PRSS16,RP11-567J20.3,PANDAR,RP11-625L16.3,SAMD7,RP1-148H17.1,CFAP57,FCRL4",B cell,B cell,CL:0000236,B cell,Plasma Cells,Plasma cells,B cells,B cells,plasma cell,CL:0000786,plasma cell,CL:0000786,b cell,CL:0000236,b cell,CL:0000236
72,72,GOSH,neuroblastoma tissue,"LIM2,FGFBP2,KLRF1,NCR1,SPON2,LRRC43,S1PR5,SH2D1B,DTHD1,SLC1A7,PRF1,KLRC1,KRT72,B3GNT7,GNLY,MYOM2,LGALS9B,KIR2DL3,CLIC3,LGR6",natural killer cell,natural killer cell,CL:0000623,t/nk cell,Natural Killer Cells,Natural killer cells,Natural killer (NK) cells,natural killer cells,natural killer cell,CL:0000623,natural killer cell,CL:0000623,natural killer cell,CL:0000623,natural killer cell,CL:0000623
73,73,GOSH,neuroblastoma tissue,"RP11-265P11.1,CTD-2215E18.1,LINC01013,RP11-524N5.1,IGHD,RP11-553K8.2,RP5-887A10.1,RP3-416J7.4,BEST3,RP11-693J15.5,GYLTL1B,RP3-431P23.5,LINC00926,FCER2,SLC23A1,TCL1B,CLLU1,MS4A1,COL19A1,RP11-164H13.1",B cell,B cell,CL:0000236,B cell,Neuroblast Cells,"Uncertain, insufficient information for specific cell type determination",Neural cells,unknown,forebrain neuroblast,CL:1000042,type EC enteroendocrine cell,CL:0000577,neural cell,CL:0002319,cyanophore,CL:0000747
74,74,GOSH,neuroblastoma tissue,"LINC00211,RP11-552D4.1,OLIG1,RP11-362F19.3,CTC-490G23.2,RP11-561P12.5,CLEC6A,PPP1R17,RP11-737O24.5,RP11-362F19.1,S100A12,IRG1,HAL,VSTM1,RP11-764K9.1,LIPN,S100A9,CLEC4D,S100A8,SLC24A4",myeloid cell,myeloid cell,CL:0000763,myeloid cell,Neuroblast Cells,"Uncertain, insufficient information for specific cell type determination",Neural cells,unknown,forebrain neuroblast,CL:1000042,type EC enteroendocrine cell,CL:0000577,neural cell,CL:0002319,cyanophore,CL:0000747
75,75,GOSH,neuroblastoma tissue,"DBX2,LINC01351,LRRC71,ENOX1-AS1,NPFF,RP4-753F5.1,NKX6-2,TSPY2,AC105402.4,RP11-49P4.7,RP11-29B2.6,AC007250.4,CIDEA,POF1B,UNC5B-AS1,CTD-2313P7.1,RP11-403A21.1,RP11-62H20.1,RP11-147C23.1,CTD-2523D13.2",neuroblastoma cell,neuroendocrine cell,CL:0000165,neuron,Neuroblast Cells,"Uncertain, insufficient information for specific cell type determination",Neural progenitor cells,unknown,forebrain neuroblast,CL:1000042,type EC enteroendocrine cell,CL:0000577,neural progenitor cell,CL:0011020,cyanophore,CL:0000747
76,76,GOSH,neuroblastoma tissue,"MDGA2,RALYL,RP11-746B8.1,CTC-575N7.1,HCRTR2,WNT6,SST,NPAS4,TMEM132D,RP11-446H18.6,LINC00951,RP11-168K9.2,TMEM132E,RP11-1109F11.5,GRIN2A,TENM2,VIP,RP11-283G6.4,LRFN2,ADCY5",neuroblastoma cell,neuroendocrine cell,CL:0000166,neuron,Neural Cells,Neurons or neuronal-like cells,Neural cells,unknown,neural cell,CL:0002319,neuronal receptor cell,CL:0000006,neural cell,CL:0002319,cyanophore,CL:0000747
77,77,GOSH,neuroblastoma tissue,"KRT73-AS1,KRT1,ST6GALNAC1,ANKRD55,RP11-664D1.1,HBE1,TSPO2,GCNT4,NOG,REG4,PASK,C9orf135,PRKG2,RP1-187B23.1,ERVH48-1,AC097713.4,ADTRP,TRBV28,MDS2,CELA1",T cell,T cell,CL:0000084,t/nk cell,Keratinocytes,Epithelial cells,Epithelial cells,keratinocytes,keratinocyte,CL:0000312,epithelial cell,CL:0000066,epithelial cell,CL:0000066,keratinocyte,CL:0000312
78,78,GOSH,neuroblastoma tissue,"RSPO4,GABRA5,RP11-91P17.1,RP11-546B8.6,HAPLN4,AGXT,RP5-968D22.1,RP11-1038A11.3,FEV,ALX3,ABCA12,ZNF560,ASCL1,LINC01563,AC093375.1,RP11-197K6.1,ARL9,MUC4,RP11-129M6.1,AC002076.10",neuroblastoma cell,neuroendocrine cell,CL:0000166,neuron,Neuroblast Cells,Neurons or neuronal-like cells,Neural cells,unknown,forebrain neuroblast,CL:1000042,neuronal receptor cell,CL:0000006,neural cell,CL:0002319,cyanophore,CL:0000747
79,79,GOSH,neuroblastoma tissue,"CCL18,RP11-20G13.3,RP11-489O18.1,APOC4-APOC2,SIGLEC8,RP11-202G18.1,TREM2,RP3-369A17.4,DNASE2B,CTB-138E5.1,BIRC7,ADAMDEC1,RP11-212I21.5,RP11-10J5.1,MMP12,TNFSF18,MMP1,LINC01305,APOC2,SDS",myeloid cell,myeloid cell,CL:0000763,myeloid cell,Macrophages,Macrophages,Macrophages,unknown,macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,cyanophore,CL:0000747
80,80,GOSH,neuroblastoma tissue,"RP5-997D24.3,TRAV27,CCL1,RP11-357H14.17,UNQ6494,CTD-3195I5.3,AP001171.1,LINC00880,IL26,CXCL13,TRBV18,FOXP3,RP11-764E7.1,TRAV36DV7,GBP7,PVALB,RP11-403B2.7,PCAT29,GML,AC017002.1",T cell,T cell,CL:0000084,t/nk cell,Neurons,Neural crest cells,lymphocytes,neuroblastoma cells,neuron,CL:0000540,neural crest cell,CL:0011012,lymphocyte,CL:0000542,cell,CL:0000000
81,81,GOSH,neuroblastoma tissue,"ZNF488,GLRA2,RP11-126K15.1,GRK1,CTD-2659N19.2,PRSS8,AC097381.1,GRM2,AC015849.16,RP4-585I14.3,AC016629.3,RP11-31E13.2,PBK,TRBV23OR9-2,RP11-845C23.3,RP13-672B3.2,AC068057.1,PRH1-PRR4,LINC01264,LINC00403",neuroblastoma cell,neuroendocrine cell,CL:0000166,neuron,Neurons,Neural cells,neurons,neuroblastoma cells,neuron,CL:0000540,neural cell,CL:0002319,neuron,CL:0000540,cell,CL:0000000
82,82,GOSH,neuroblastoma tissue,"RP11-71G12.1,RFPL4A,RFPL4AL1,SPACA3,RP11-476B1.1,RP11-164P12.3,AC005307.1,RP11-731D1.4,CLEC9A,LINC01531,NLRP7,KRT5,SCT,RP11-73G16.2,XCR1,LLNLR-304G9.1,LRRC26,RP11-798K3.3,SLC12A3,CTB-50L17.9",myeloid cell,myeloid cell,CL:0000763,myeloid cell,Neurons,Neural cells,neurons,neuroblastoma cells,neuron,CL:0000540,neural cell,CL:0002319,neuron,CL:0000540,cell,CL:0000000
83,83,GOSH,neuroblastoma tissue,"C6orf141,RP11-567J20.2,TM4SF1-AS1,GJA5,GDF3,SELE,CCL14,EMCN,STAB2,FCN3,ESM1,SOX18,ADGRL4,MMRN2,RP11-327L3.3,RP11-286H15.1,HOXB8,SLCO2A1,AP005530.2,ANO2",endothelial cell,endothelial cell,CL:0000115,endothelial cell,Neurons,Neural cells,glial cells,neuroblastoma cells,neuron,CL:0000540,neural cell,CL:0002319,glial cell,CL:0000125,cell,CL:0000000
84,84,GOSH,neuroblastoma tissue,"TPSAB1,TPSB2,TPSD1,MTTP,KRT25,AC005780.1,HDC,AC004791.2,AC024704.2,KRT83,RP11-264I13.2,RP11-187E13.1,FAM53B-AS1,PMCH,CALB2,TRBV4-1,TRAV41,IL13,FGG,CPA3",,T cell,CL:0000084,t/nk cell,"Neurons, Mast cells",Mast cells,mast cells,mast cells,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097
85,85,GOSH,neuroblastoma tissue,"RP11-402G3.3,KIRREL2,TEX13D,CTD-2616J11.14,PKLR,CTC-338M12.6,AF064858.6,RP11-356I2.1,HIST1H1B,RP11-20B24.2,RP11-1035H13.3,RP11-489D6.2,HIST1H3G,NMU,E2F8,HIST1H2AJ,CTA-392E5.1,DLGAP5,CENPA,CENPE",T cell,T cell,CL:0000084,t/nk cell,Neurons,Neural cells,neurons,neuroblastoma cells,neuron,CL:0000540,neural cell,CL:0002319,neuron,CL:0000540,cell,CL:0000000
86,86,GOSH,neuroblastoma tissue,"DSC3,SGCG,LINC01048,MASP1,LINC01564,SCARA5,RP11-125O18.1,SPRR2F,ITIH3,RP11-17A4.3,C1QTNF7,MATN4,CSN3,RP11-262A16.1,VGLL3,GLP2R,KRT24,LINC01028,LMO7DN,PCOLCE2",fibroblast,fibroblast,CL:0000057,fibroblast,Neurons,Muscle cells,glial cells,neuroblastoma cells,neuron,CL:0000540,muscle cell,CL:0000187,glial cell,CL:0000125,cell,CL:0000000
87,87,GOSH,neuroblastoma tissue,"RP11-865I6.2,C4B,RP11-598F7.5,JPH2,RERGL,COL10A1,TDO2,FHL5,RP11-91J3.3,CHAD,MYOD1,BMP5,WWC2-AS2,GSTA3,C4A,BHLHE22,THBS4,EN1,SIX2,HSD3B2",fibroblast,fibroblast,CL:0000057,fibroblast,Neurons,Complement system components,lymphocytes,neuroblastoma cells,neuron,CL:0000540,visual system neuron,CL:0008028,lymphocyte,CL:0000542,cell,CL:0000000
88,88,GOSH,neuroblastoma tissue,"GRHL2,RP11-167J8.3,LINC01511,RP5-1092A11.5,RP11-127L20.5,RP11-24I21.1,AC093627.7,RP11-35G22.1,RP3-441A12.1,RP4-813D12.3,RP11-157E21.1,RP11-736N17.10,AC005197.2,RP11-23F23.2,ALKBH3-AS1,RP11-138I17.1,PRR15,CTC-435M10.3,PLIN4,RGS8",myeloid cell,myeloid cell,CL:0000763,myeloid cell,Neurons,Epithelial cells,neurons,neuroblastoma cells,neuron,CL:0000540,epithelial cell,CL:0000066,neuron,CL:0000540,cell,CL:0000000
89,89,GOSH,neuroblastoma tissue,"IGHG2,IGHGP,IGHG3,IGHG4,RP11-768B22.2,IGHG1,FA2H,OR4C6,AC233755.2,IGHV4-28,RP11-686F15.2,LINC01485,PRSS16,RP11-567J20.3,PANDAR,RP11-625L16.3,SAMD7,RP1-148H17.1,CFAP57,FCRL4",B cell,B cell,CL:0000236,B cell,B Cells,Plasma cells,lymphocytes,plasma cells,b cell,CL:0000236,plasma cell,CL:0000786,lymphocyte,CL:0000542,plasma cell,CL:0000786
