,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,simuround,tissue,noise,marker,manual_annotation,manual_CLname,manual_CLID,gpt-4o-2024-08-06_annotation,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_annotation,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_annotation,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_CLID,gpt-4-0613_Clname,gpt-4-turbo-2024-04-09_Clname,gpt-4o-2024-08-06_Clname,gpt-4o-mini-2024-07-18_Clname,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified
2137,2137,2137,2137,2137,5,Lung,0.25,"COX4I2,TPM2,BGN,PDGFRB,HIGD1B,PPP1R14A,INMT,KCNK3,RGN,NDUFA4L2",pericyte cell,pericyte,CL:0000669,Pericytes,CL:0000669,Goblet cells,CL:0000160,Pulmonary Arterial Smooth Muscle Cells,Smooth muscle cells,CL:0002591,CL:0000192,smooth muscle cell of the pulmonary artery,smooth muscle cell,pericyte,goblet cell,-1,-1,0,-1
2138,2138,2138,2138,2138,5,Lung,0.25,"ITLN1,PRG4,HAS1,CPB1,BCHE,VIPR2,BNC1,SYT4,ROR2,RSPO1",mesothelial cell,mesothelial cell,CL:0000077,Mesothelial Cells,CL:0000077,Endothelial cells,CL:0000115,Cartilage Cells,Intestinal goblet cells,CL:0000138,CL:0019031,chondrocyte,intestine goblet cell,mesothelial cell,endothelial cell,-1,-1,0,-1
2139,2139,2139,2139,2139,5,Lung,0.25,"AC009269.2,SCN7A,BMP5,AL135910.1,SGIP1,CARMN,CACNA1C,COL1A2,ABCA6,TARID",fibroblast,fibroblast,CL:0000057,Neural Cells,CL:0002319,Fibroblasts,CL:0000057,Cardiac Fibroblasts,Fibroblast,CL:0002548,CL:0000057,fibroblast of cardiac tissue,fibroblast,neural cell,fibroblast,-1,0,10,0
2140,2140,2140,2140,2140,5,Lung,0.25,"FCN1,RNASE2,CD300E,VCAN,FGL2,LILRB2,MPEG1,CORO1A,LILRA1,AIF1",intermediate monocyte,intermediate monocyte,CL:0002393,Monocyte,CL:0000576,macrophages,CL:0000235,Macrophages,Monocytes,CL:0000235,CL:0000576,macrophage,monocyte,monocyte,macrophage,3,1,1,3
2141,2141,2141,2141,2141,5,Lung,0.25,"ASCL3,CEL,HEPACAM2,ATP6V1G3,CLCNKB,CLNK,LINC01187,TMPRSS11E,PROX1,DGKI",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,Goblet cell,CL:0000160,type II alveolar cells,CL:0002063,Gastric Mucus Neck Cells,Goblet cells,CL:0002181,CL:0000160,mucous neck cell of gastric gland,goblet cell,goblet cell,pulmonary alveolar type 2 cell,-1,-1,-1,-1
2142,2142,2142,2142,2142,5,Lung,0.5,"ARHGEF26,GENE100,LMO7,AGER,EMP2,RTKN2,GPRC5A,SPOCK2,GENE70,GENE11,GENE71,DST,SCEL,GENE84,LAMA3",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,Alveolar type I cell,CL:0002062,endothelial cells,CL:0000115,Endothelial Cells,Alveolar cells,CL:0000115,CL:0000583,endothelial cell,alveolar macrophage,pulmonary alveolar type 1 cell,endothelial cell,16,-1,0,16
2143,2143,2143,2143,2143,5,Lung,0.5,"GENE21,MS4A1,LINC00926,BLK,GENE89,SP140,CD79A,GENE56,GENE32,BANK1,CD22,VPREB3,CD79B,ADAM28,GENE83",B,B cell,CL:0000236,B cell,CL:0000236,B cells,CL:0000236,B Cells,B cells,CL:0000236,CL:0000236,b cell,b cell,b cell,b cell,0,0,0,0
2144,2144,2144,2144,2144,5,Lung,0.5,"CLDN1,S100A2,GENE86,GENE12,KRT15,KRT5,FHL2,DST,KRT17,PERP,GENE81,GENE75,GENE31,ITGA2,KRT19",Basal,basal cell,CL:0000646,Basal cell,CL:0000646,basal cells,CL:0000646,Basal cells,Basal cells,CL:0000646,CL:0000646,basal cell,basal cell,basal cell,basal cell,0,0,0,0
2145,2145,2145,2145,2145,5,Lung,0.5,"CSF3R,GENE8,S100A9,S100A8,CTSS,METTL9,GENE15,GENE57,CD99,GENE48,VCAN,S100A12,GENE20,FCN1,CD300E",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,Neutrophil,CL:0000775,neutrophils,CL:0000775,Neutrophils,Neutrophils,CL:0000775,CL:0000775,neutrophil,neutrophil,neutrophil,neutrophil,-1,-1,-1,-1
2146,2146,2146,2146,2146,5,Lung,0.5,"CD2,MALAT1,BCL11B,GENE54,GENE3,GENE25,CD6,GENE80,CAMK4,LEF1,TRAT1,IL7R,ITK,MAL,GENE2",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,T cell,CL:0000084,T cells,CL:0000084,T Cells,T cells,CL:0000084,CL:0000084,t cell,t cell,t cell,t cell,3,3,3,3
2147,2147,2147,2147,2147,5,Lung,0.5,"GENE15,C20orf85,DNAH6,FAM92B,GENE93,GENE53,GENE18,RSPH1,CCDC170,CAPS,ZMYND10,GENE49,CDHR3,SNTN,FANK1",Ciliated,ciliated cell,CL:0000064,Ciliated cell,CL:0000064,ciliated cells,CL:0000064,Ciliated cells,Ciliated cells,CL:0000064,CL:0000064,ciliated cell,ciliated cell,ciliated cell,ciliated cell,0,0,0,0
2148,2148,2148,2148,2148,5,Lung,0.5,"FCGR2B,HLA-DMB,GENE21,GENE68,HLA-DQA1,CLEC10A,CSF2RA,GENE24,GPR183,FPR3,GENE32,HLA-DPB1,RGS1,GENE31,MS4A6A",Dendritic,dendritic cell,CL:0000451,Dendritic cell,CL:0000451,mast cells,CL:0000097,Monocytes,Dendritic cells,CL:0000576,CL:0000451,monocyte,dendritic cell,dendritic cell,mast cell,-1,0,0,-1
2149,2149,2149,2149,2149,5,Lung,0.5,"C1S,LUM,ABLIM1,CFD,GENE61,C3,C1R,GENE11,GENE17,FBLN1,DCN,GENE48,GENE74,SLIT2,ADH1B",Fibroblast,fibroblast,CL:0000057,Fibroblast,CL:0000057,serous cells,CL:0000313,Fibroblasts,Fibroblasts,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,serous secreting cell,0,0,0,-1
2150,2150,2150,2150,2150,5,Lung,0.5,"TFF3,GENE7,TFPI,GENE30,GENE78,CCL21,IGFBP7,MMRN1,PKHD1L1,PROX1,PPFIBP1,TIMP3,GENE46,TBX1,GENE51",Lymphatic,,,Goblet cells,CL:0000160,Lung epithelial cells,CL:0000082,Endothelial Cells,Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,goblet cell,epithelial cell of lung,-1,-1,-1,-1
2151,2151,2151,2151,2151,5,Lung,0.5,"APOC1,C1QB,GENE72,C1QA,VSIG4,SLCO2B1,GENE53,GENE32,ACP5,GENE91,ITGAX,GENE71,GPD1,MARCO,OLR1",Macrophage,macrophage,CL:0000235,Macrophages,CL:0000235,Lung macrophages,CL:1001603,Macrophages,Macrophages,CL:0000235,CL:0000235,macrophage,macrophage,macrophage,lung macrophage,0,0,0,-1
2152,2152,2152,2152,2152,5,Lung,0.5,"KLRF1,GENE50,GNLY,GZMB,GENE19,GENE24,FCGR3A,NKG7,PYHIN1,GENE38,KLRD1,SPON2,GENE97,PRF1,CD247",Natural Killer,natural killer cell,CL:0000623,Natural killer cells,CL:0000623,Cytotoxic T cells,CL:0000910,Natural Killer Cells,NK cells,CL:0000623,CL:0000623,natural killer cell,natural killer cell,natural killer cell,cytotoxic t cell,0,0,0,-1
2153,2153,2153,2153,2153,5,Lung,0.5,"PRDX4,MANF,GENE13,SSR4,GENE47,XBP1,POU2AF1,TNFRSF17,HSP90B1,GENE49,GENE81,MZB1,DERL3,SEC11C,GENE2",Plasma,plasma cell,CL:0000786,Plasma cells,CL:0000786,Club cells,CL:0000158,Plasma Cells,Plasma cells,CL:0000786,CL:0000786,plasma cell,plasma cell,plasma cell,club cell,0,0,0,-1
2154,2154,2154,2154,2154,5,Lung,0.5,"GENE22,SFTPA2,GENE3,GENE36,SLC34A2,SFTPC,LAMP3,ABCA3,GENE70,GENE28,SFTPA1,SFTPD,SFTPB,NAPSA,LPCAT1",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,Alveolar epithelial cells,CL:0000322,Type II alveolar cells,CL:0002063,Alveolar Type II Cells,Pneumocytes,CL:0002063,CL:0000322,pulmonary alveolar type 2 cell,pulmonary alveolar epithelial cell,pulmonary alveolar epithelial cell,pulmonary alveolar type 2 cell,0,1,1,0
2155,2155,2155,2155,2155,5,Lung,0.5,"GENE26,KIT,GENE55,VWA5A,CPA3,HPGDS,GRAP2,GENE61,HDC,CD44,GENE17,MS4A2,TPSAB1,GENE97,GATA2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",Mast cells,CL:0000097,Mast cells,CL:0000097,Mast Cells,Mast cells,CL:0000097,CL:0000097,mast cell,mast cell,mast cell,mast cell,-1,-1,-1,-1
2156,2156,2156,2156,2156,5,Lung,0.5,"GENE39,LILRB2,GENE36,COTL1,RPS19,LST1,AIF1,FCGR3A,GENE42,GENE48,SAT1,RHOC,GENE20,FCN1,IFITM2",CD16+ Monocyte,,,Dendritic cells,CL:0000451,Regulatory T cells,CL:0000815,Macrophages,Microglia,CL:0000235,CL:0000129,macrophage,microglial cell,dendritic cell,regulatory t cell,-1,-1,-1,-1
2157,2157,2157,2157,2157,5,Lung,0.5,"GENE52,GENE62,CDC42EP1,GENE72,NOSTRIN,PODXL,CDH5,RAMP3,GENE37,BTNL9,CD81,FCN3,EPAS1,FLNB,GENE55",Capillary,,,Fibroblasts,CL:0000057,Neutrophils,CL:0000775,Endothelial Cells,Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,fibroblast,neutrophil,-1,-1,-1,-1
2158,2158,2158,2158,2158,5,Lung,0.5,"GENE82,GENE94,CD3D,GZMH,CD3G,CD8B,CCL5,RPL34,NKG7,CD8A,GZMA,RPS27,GENE91,GENE81,GENE75",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,Cytotoxic T cells,CL:0000910,CD8+ T cells,CL:0000625,Cytotoxic T Cells,Cytotoxic T cells,CL:0000910,CL:0000910,cytotoxic t cell,cytotoxic t cell,cytotoxic t cell,"CD8-positive, alpha-beta T cell",-1,-1,-1,0
2159,2159,2159,2159,2159,5,Lung,0.5,"GENE63,SCGB3A2,DSTN,GENE33,CYB5A,CEACAM6,GENE56,PIGR,GENE76,CTSE,SFTPB,GENE43,WFDC2,C16orf89,KIAA1324",Club,club cell,CL:0000158,Club cells,CL:0000158,Type I alveolar cells,CL:0002062,Club Cells,Club cells,CL:0000158,CL:0000158,club cell,club cell,club cell,pulmonary alveolar type 1 cell,0,0,0,-1
2160,2160,2160,2160,2160,5,Lung,0.5,"GENE26,CALD1,ASPN,COL6A3,POSTN,LTBP1,BGN,GENE18,GENE87,GENE17,COL3A1,COL1A1,COL1A2,GENE88,ITGBL1",Myofibroblast,myofibroblast cell,CL:0000186,fibroblast,CL:0000057,Fibroblasts,CL:0000057,Fibroblasts,Fibroblasts,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,fibroblast,-1,-1,-1,-1
2161,2161,2161,2161,2161,5,Lung,0.5,"GENE26,PTPRE,GZMB,IRF7,TYROBP,GENE20,GENE24,GENE34,PLD4,NPC2,PPP1R14B,IL3RA,IRF4,SEC61B,GENE31",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,immune cells,CL:0000738,T cells,CL:0000084,Plasmacytoid Dendritic Cells,NK cells,CL:0000784,CL:0000623,plasmacytoid dendritic cell,natural killer cell,leukocyte,t cell,0,-1,3,4
2162,2162,2162,2162,2162,5,Lung,0.5,"TPX2,BIRC5,GENE94,NUSAP1,STMN1,GENE61,GENE79,UBE2C,TYMS,ANLN,KPNA2,CDK1,GENE76,H2AFZ,GENE16",Proliferating Macrophage,,,proliferating cells,CL:4033068,Proliferative cells,CL:0011025,Mitotic Cells,Mitotic cells,CL:0000646,CL:0000646,basal cell,basal cell,cycling B cell,exhausted T cell,-1,-1,-1,-1
2163,2163,2163,2163,2163,5,Lung,0.5,"GENE45,BIRC5,GENE19,GENE63,NUSAP1,KIF2C,SMC4,UBE2C,H2AFV,GENE5,AURKB,GENE81,CENPF,HMGB2,TOP2A",Proliferating NK/T,,,proliferating cells,CL:4033068,Proliferative cells,CL:0011025,Mitotic Cells,Mitotic cells,CL:0000646,CL:0000646,basal cell,basal cell,cycling B cell,exhausted T cell,-1,-1,-1,-1
2164,2164,2164,2164,2164,5,Lung,0.5,"GENE26,GENE21,POSTN,GENE74,GENE25,VWF,COL15A1,ZNF385D,ENPP2,PLVAP,EMCN,INHBB,SPARCL1,SPRY1,GENE97",Bronchial Vessel,,,endothelial cells,CL:0000115,Endothelial cells and Fibroblasts,CL:4052007,Endothelial Cells,Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,subepithelial intestinal fibroblast,-1,-1,-1,-1
2165,2165,2165,2165,2165,5,Lung,0.5,"GENE39,GENE63,GENE54,GENE68,BPIFB1,SAA1,SCGB1A1,RARRES1,MSMB,SCGB3A1,SLPI,LCN2,GENE53,WFDC2,MUC5B",Mucous,,,ciliated cells,CL:0000064,Immune cells,CL:0000738,Club Cells,Club cells,CL:0000158,CL:0000158,club cell,club cell,ciliated cell,leukocyte,-1,-1,-1,-1
2166,2166,2166,2166,2166,5,Lung,0.5,"PTPRB,PRSS23,GENE40,GENE70,TGM2,VWF,LIFR,SELP,PLA1A,GENE92,CPE,GENE85,SRPX,SLCO2A1,GENE59",Vein,,,endothelial cells,CL:0000115,Immune cells,CL:0000738,Platelets,Endothelial cells,CL:0000233,CL:0000115,platelet,endothelial cell,endothelial cell,leukocyte,-1,-1,-1,-1
2167,2167,2167,2167,2167,5,Lung,0.5,"GENE22,CHN1,CALD1,COL4A2,GENE94,NID1,COL4A1,LAMB1,GENE92,COX4I2,GENE48,GENE84,TACC1,PDGFRB,LAMC3",Pericyte,pericyte,CL:0000669,fibroblast,CL:0000057,Alveolar cells,CL:0000583,Pericytes,Endothelial cells,CL:0000669,CL:0000115,pericyte,endothelial cell,fibroblast,alveolar macrophage,0,8,10,-1
2168,2168,2168,2168,2168,5,Lung,0.5,"GENE22,GENE9,CALD1,TPM2,PLN,DSTN,CSRP1,ACTA2,GENE43,GENE81,CNN1,GENE20,DES,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,myofibroblast,CL:0000186,Myofibroblasts,CL:0000186,Smooth Muscle Cells,1. Smooth muscle cells,CL:0000192,CL:0000192,smooth muscle cell,smooth muscle cell,myofibroblast cell,myofibroblast cell,0,0,-1,-1
2169,2169,2169,2169,2169,5,Lung,0.5,"PTPRB,DKK2,HEY1,GENE21,GJA5,FBLN5,SEMA3G,GENE56,EFNB2,GENE91,BMX,GENE74,EPAS1,GENE16,ARGLU1",Artery,,,endothelial cells,CL:0000115,Endothelial cells,CL:0000115,Endothelial Cells,2. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,-1,-1,-1,-1
2170,2170,2170,2170,2170,5,Lung,0.5,"HPGD,CYP3A5,CLDN5,GENE59,GENE90,APP,STXBP6,GENE4,TBX2,EMCN,GENE81,SOSTDC1,GENE97,ESAM,EDNRB",Capillary Aerocyte,,,Lung Epithelium,UBERON:0000115,Bronchial epithelial cells,CL:0002328,Endothelial Cells,3. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,lung epithelium,bronchial epithelial cell,-1,-1,-1,-1
2171,2171,2171,2171,2171,5,Lung,0.5,"GENE63,IPO7,SH3BP5,RALA,GALNT18,GENE34,GENE60,GENE96,SRSF11,PECAM1,ACVRL1,EPAS1,VAT1,WWTR1,GENE73",Capillary Intermediate,,,Lung Stromal Cells,CL:0000499,Endothelial cells,CL:0000115,Endothelial Cells,4. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,stromal cell,endothelial cell,-1,-1,-1,-1
2172,2172,2172,2172,2172,5,Lung,0.5,"GENE1,C7,FGF7,C3,WT1,MEDAG,STEAP1,OSR1,CCDC71L,GENE95,CPXM1,GENE77,HAS1,GENE16,GENE83",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,Podocytes,5. Podocytes,CL:0000653,CL:0000653,podocyte,podocyte,fibroblast,fibroblast,-1,-1,2,2
2173,2173,2173,2173,2173,5,Lung,0.5,"ALDH1A3,GENE45,PRG4,GENE36,GALNT9,C3,DSC3,ITLN1,MGARP,WT1,DMKN,GENE68,GENE44,SLPI,GENE64",Mesothelial,mesothelial cell,CL:0000077,Myofibroblasts,CL:0000186,Alveolar macrophages,CL:0000583,Keratinocytes,6. Nephron epithelial cells,CL:0000312,CL:1000449,keratinocyte,epithelial cell of nephron,myofibroblast cell,alveolar macrophage,-1,-1,-1,-1
2174,2174,2174,2174,2174,5,Lung,0.5,"CMTM5,GENE8,TUBB1,GRAP2,ITGA2B,CABP5,GENE96,GENE49,PF4,GENE2,ACRBP,GP6,GENE4,TMEM40,GP9",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",Platelets/Megakaryocytes,CL:0000556,Blood platelets,CL:0000233,Platelets,7. Platelets,CL:0000233,CL:0000233,platelet,platelet,megakaryocyte,platelet,-1,-1,-1,-1
2175,2175,2175,2175,2175,5,Lung,0.5,"CD2,GENE22,GNLY,CTSW,S100A6,GENE57,GENE11,CCL5,GENE91,CEBPB,CXCR4,GENE81,CD7,LGALS1,ZFP36L2",Natural Killer T,,,T-cells,CL:0000084,T cells,CL:0000084,T Cells,8. T cells,CL:0000084,CL:0000084,t cell,t cell,T cell,t cell,-1,-1,-1,-1
2176,2176,2176,2176,2176,5,Lung,0.5,"CLU,CST5,GENE63,GENE62,GENE87,MET,FAM150A,HSPB3,RAMP1,CSRP1,IGF1,SCX,GENE42,GENE74,CNN1",Fibromyocyte,,,Alveolar Epithelium,CL:0000583,Serous gland cells,CL:4033005,Tenocytes,9. Smooth muscle cells,CL:0000388,CL:0000192,tendon cell,smooth muscle cell,alveolar macrophage,serous secreting cell of bronchus submucosal gland,-1,-1,-1,-1
2177,2177,2177,2177,2177,5,Lung,0.5,"CXCL17,GENE9,S100P,PSCA,COX5A,TXN,GENE64,AGR2,GENE14,FAM3D,GABRP,CLIC1,GENE23,GENE97,WFDC2",Goblet,goblet cell,CL:0000160,Mucosal cells,CL:0000485,Goblet cells,CL:0000160,Ciliated Cells,10. Goblet cells,CL:0000064,CL:0000160,ciliated cell,goblet cell,mucosal type mast cell,goblet cell,-1,0,-1,0
2178,2178,2178,2178,2178,5,Lung,0.5,"TFF3,TMPRSS11E,PHGR1,BSND,GENE66,GENE64,GENE10,FOXI1,HEPACAM2,ATP6V1B1,GENE4,STAC2,GENE85,MFSD6L,ASCL3",Ionocyte,ionocyte,CL:0005006,Club Cells,CL:0000158,Neuroendocrine cells,CL:0000165,Ciliated Cells,11. Intercalated cells,CL:0000064,CL:0005010,ciliated cell,renal intercalated cell,club cell,neuroendocrine cell,-1,-1,-1,-1
2179,2179,2179,2179,2179,5,Lung,0.5,"GENE7,PCSK1N,EGR1,FAM46A,PRDX2,CHGA,GENE90,GENE70,SEC11C,GENE17,GENE91,SCGN,CPE,BEX1,NENF",Neuroendocrine,neuroendocrine cell,CL:0000165,Neuroendocrine Cells,CL:0000165,Mucous cells,CL:0000319,Enteroendocrine Cells,12. Enteroendocrine cells,CL:0000164,CL:0000164,enteroendocrine cell,enteroendocrine cell,neuroendocrine cell,mucus secreting cell,2,2,0,-1
2180,2180,2180,2180,2180,5,Lung,0.5,"TCN1,LPO,PHB,LYZ,GENE20,GENE95,TESC,ZG16B,GENE49,PRR4,PRB3,PRH2,GENE64,PRB4,GENE51",Serous,serous secreting cell,CL:0000313,Neutrophils,CL:0000775,Clara cells,CL:0000158,Salivary Acinar Cells,13. Salivary gland cells,CL:0002623,CL:0009005,acinar cell of salivary gland,salivary gland cell,neutrophil,club cell,-1,-1,-1,-1
2181,2181,2181,2181,2181,5,Lung,0.5,"GENE7,GENE73,C1QB,LYZ,FCER1G,C1QA,LAPTM5,GENE70,GENE60,AIF1,C1QC,HLA-DRB1,CTSZ,GENE64,CTSL",Macrophages,macrophage,CL:0000235,Macrophages,CL:0000235,Alveolar macrophages,CL:0000583,Macrophages,14. Myeloid cells,CL:0000235,CL:0000763,macrophage,myeloid cell,macrophage,alveolar macrophage,0,2,0,-1
2182,2182,2182,2182,2182,5,Lung,0.5,"GENE21,GNLY,GZMB,GENE15,CTSW,GENE64,CST7,CD7,GENE92,CCL5,NKG7,GZMA,CCL4,GENE99,PRF1",Innate lymphoid cell NK,natural killer cell,CL:0000623,Natural killer cells,CL:0000623,Cytotoxic T cells,CL:0000910,T Cells,15. Natural killer cells,CL:0000084,CL:0000623,t cell,natural killer cell,natural killer cell,cytotoxic t cell,-1,0,0,-1
2183,2183,2183,2183,2183,5,Lung,0.5,"S100A14,GENE7,GENE21,SLC34A2,CYB5A,SLC39A8,SFTA2,GENE34,GENE18,SFTPD,NAPSA,MUC1,SFTA3,PEBP4,GENE55",AT2,type II pneumocyte,CL:0002063,Alveolar type II cells,CL:0002063,Type II alveolar cells,CL:0002063,Alveolar Type 2 Cells,16. Type II pneumocytes,CL:0002063,GO:0060510,pulmonary alveolar type 2 cell,type II pneumocyte differentiation,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,0,-1,0,0
2184,2184,2184,2184,2184,5,Lung,0.5,"GENE94,GENE7,CLEC14A,ACKR1,GENE72,MGP,RAMP3,RAMP2,GENE12,IGFBP7,GENE18,VWF,GNG11,PECAM1,SPARCL1",EC venous,vein endothelial cell,CL:0002543,Endothelial cells,CL:0000115,Endothelial cells,CL:0000115,Endothelial Cells,17. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,3,3,3,3
2185,2185,2185,2185,2185,5,Lung,0.5,"CD2,GENE65,CD3D,IL32,GENE35,GENE74,GENE60,CD69,CCL5,TRAC,CXCR4,CD3E,TRBC2,CORO1A,GENE59",T cell lineage,T cell,CL:0000084,T cells,CL:0000084,T cells,CL:0000084,T Cells,18. T cells,CL:0000084,CL:0000084,t cell,t cell,t cell,t cell,0,0,0,0
2186,2186,2186,2186,2186,5,Lung,0.5,"GENE39,CLEC14A,TM4SF1,CLDN5,GENE3,GENE40,GENE86,IFI27,SOX17,A2M,CRIP2,GENE46,PECAM1,SPARCL1,GIMAP7",EC arterial,endothelial cell of artery,CL:1000413,Endothelial cells,CL:0000115,Smooth muscle cells,CL:0000192,Endothelial Cells,19. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,smooth muscle cell,3,3,3,-1
2187,2187,2187,2187,2187,5,Lung,0.5,"CALD1,LUM,C1S,GENE66,GENE3,BGN,MGP,IGFBP7,GENE5,COL6A1,DCN,COL1A2,GENE96,GENE49,SPARC",Fibroblasts,fibroblast,CL:0000057,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,Fibroblasts,20. Fibroblasts,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,fibroblast,0,0,0,0
2188,2188,2188,2188,2188,5,Lung,0.5,"AGER,EMP2,GENE27,FXYD3,SFTA2,GENE67,CEACAM6,GENE77,ADIRF,GENE76,GENE2,CAV1,KRT7,HOPX,TSPAN13",AT1,type I pneumocyte,CL:0002062,Alveolar type II cells,CL:0002063,Type I alveolar cells,CL:0002062,Alveolar Type 1 Cells,21. Type II pneumocytes,CL:0002062,GO:0060510,pulmonary alveolar type 1 cell,type II pneumocyte differentiation,pulmonary alveolar type 2 cell,pulmonary alveolar type 1 cell,0,-1,-1,0
2189,2189,2189,2189,2189,5,Lung,0.5,"RP11-356K23.1,C12orf75,GSTA1,CD24,GENE35,FAM229B,GENE24,TMEM231,GENE81,RP11-295M3.4,C11orf97,GENE76,GENE85,C5orf49,SNTN",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,Epithelial cells,CL:0000066,Neutrophils,CL:0000775,Hepatocytes,22. Breast epithelial cells,CL:0000182,CL:0002327,hepatocyte,mammary gland epithelial cell,epithelial cell,neutrophil,-1,-1,2,-1
2190,2190,2190,2190,2190,5,Lung,0.5,"GENE26,GENE62,LTB,MS4A1,GENE57,GENE35,IGHA1,GENE27,IGLC2,CD79A,TSC22D3,IGKC,CORO1A,CD37,ISG20",B cell lineage,B cell,CL:0000236,B cells,CL:0000236,"Immune cells, B cells, T cells, Dendritic cells",CL:0002125,Plasma Cells,23. B cells,CL:0000786,CL:0000236,plasma cell,b cell,b cell,CD27-negative gamma-delta T cell,-1,0,0,-1
2191,2191,2191,2191,2191,5,Lung,0.5,"CXCL17,GENE39,GENE73,KRT7,BPIFB1,GENE95,CEACAM6,TACSTD2,GENE60,PIGR,MUC1,WFDC2,CP,GENE75,KRT19",Secretory,secretory cell,CL:0000151,Ciliated epithelial cells,CL:0000067,"Type II alveolar cells, Goblet cells",CL:0002063,Ciliated Cells,24. Club cells,CL:0000064,CL:0000158,ciliated cell,club cell,ciliated epithelial cell,pulmonary alveolar type 2 cell,-1,-1,-1,-1
2192,2192,2192,2192,2192,5,Lung,0.5,"CD14,GENE47,GENE52,GENE19,S100A9,S100A8,GENE98,FCER1G,COTL1,LST1,AIF1,VCAN,S100A12,FCN1,GENE59",Monocytes,monocyte,CL:0000576,Monocytes,CL:0000576,"Monocytes, Macrophages, Neutrophils",CL:0000775,Monocytes,25. Monocytes,CL:0000576,CL:0000576,monocyte,monocyte,monocyte,neutrophil,0,0,0,-1
2193,2193,2193,2193,2193,5,Lung,0.5,"TCN1,GENE55,GENE9,SELM,GENE15,MARCKSL1,GENE35,LTF,ZG16B,PIP,PIGR,GENE77,CCL28,SEC11C,AZGP1",Submucosal Secretory,,,Secretory cells,CL:0000151,"Endothelial cells, Fibroblasts",CL:4052007,Goblet cells,Paneth cells,CL:0000160,CL:0000510,goblet cell,paneth cell,secretory cell,subepithelial intestinal fibroblast,-1,-1,-1,-1
2194,2194,2194,2194,2194,5,Lung,0.5,"GENE7,GENE9,GENE50,CLEC14A,TM4SF1,CLDN5,AQP1,GENE33,CDH5,IFI27,GENE23,PECAM1,SPARCL1,EGFL7,HYAL2",EC capillary,capillary endothelial cell,CL:0002144,Endothelial cells,CL:0000115,"Endothelial cells, Epithelial cells",CL:1001572,Endothelial cells,Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,colon endothelial cell,2,2,2,-1
2195,2195,2195,2195,2195,5,Lung,0.5,"SDPR,TM4SF1,CLDN5,CCL21,RAMP2,ECSCR,IGFBP7,MMRN1,GNG11,GENE71,PPFIBP1,GENE2,GENE75,GENE51,GENE73",Lymphatic EC mature,,,Lymphatic endothelial cells,CL:0002138,"Dendritic cells, T cells, Fibroblasts",CL:4052007,Endothelial cells,Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell of lymphatic vessel,subepithelial intestinal fibroblast,-1,-1,-1,-1
2196,2196,2196,2196,2196,5,Lung,0.5,"TFF3,SDPR,AKAP12,CLDN5,TCF4,CCL21,GENE68,GENE37,GENE86,GENE87,IGFBP7,GNG11,GENE28,TIMP3,TFPI",Lymphatic EC differentiating,,,Alveolar epithelial cells,CL:0000322,"Secretory cells, Epithelial cells",CL:4030006,Colon epithelial cells,Endothelial cells,CL:0011108,CL:0000115,colon epithelial cell,endothelial cell,pulmonary alveolar epithelial cell,fallopian tube secretory epithelial cell,-1,-1,-1,-1
