,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,simuround,tissue,noise,marker,manual_annotation,manual_CLname,manual_CLID,gpt-4o-2024-08-06_annotation,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_annotation,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_annotation,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_CLID,gpt-4-0613_Clname,gpt-4-turbo-2024-04-09_Clname,gpt-4o-2024-08-06_Clname,gpt-4o-mini-2024-07-18_Clname,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified
249,249,249,249,249,1,Lung,0.5,"AC009269.2,SCN7A,BMP5,AL135910.1,SGIP1,CARMN,CACNA1C,COL1A2,ABCA6,TARID",fibroblast,fibroblast,CL:0000057,Neural Crest-derived Stem Cells,CL:0000027,Mesenchymal stem cells,CL:0000134,Neurons,Neurons,CL:0000540,CL:0000540,neuron,neuron,smooth muscle cell neural crest derived,mesenchymal stem cell,10,10,-1,1
250,250,250,250,250,1,Lung,0.5,"FCN1,RNASE2,CD300E,VCAN,FGL2,LILRB2,MPEG1,CORO1A,LILRA1,AIF1",intermediate monocyte,intermediate monocyte,CL:0002393,Monocyte-derived macrophages,CL:0011031,macrophages,CL:0000235,Macrophages,Macrophages,CL:0000235,CL:0000235,macrophage,macrophage,monocyte-derived dendritic cell,macrophage,3,3,-1,3
251,251,251,251,251,1,Lung,0.5,"ASCL3,CEL,HEPACAM2,ATP6V1G3,CLCNKB,CLNK,LINC01187,TMPRSS11E,PROX1,DGKI",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,Club cells,CL:0000158,neuroendocrine cells,CL:0000165,Alveolar Type II Cells,Club cells,CL:0002063,CL:0000158,pulmonary alveolar type 2 cell,club cell,club cell,neuroendocrine cell,-1,-1,-1,-1
252,252,252,252,252,1,Lung,0.75,"ARHGEF26,GENE50,GENE52,LMO7,AGER,EMP2,RTKN2,GPRC5A,SPOCK2,DST,SCEL,GENE49,GENE74,GENE75,GENE14,LAMA3,GENE83",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,Alveolar type I cells,CL:0002062,stromal cells,CL:0000499,Smooth Muscle Cells,Alveolar epithelial cells,CL:0000192,CL:0000322,smooth muscle cell,pulmonary alveolar epithelial cell,pulmonary alveolar type 1 cell,stromal cell,-1,1,0,-1
253,253,253,253,253,1,Lung,0.75,"GENE19,GENE73,MS4A1,LINC00926,BLK,SP140,GENE69,CD79A,GENE12,BANK1,CD22,VPREB3,CD79B,GENE43,ADAM28,GENE75,GENE83",B,B cell,CL:0000236,B cells,CL:0000236,B cells,CL:0000236,B cells,B cells,CL:0000236,CL:0000236,b cell,b cell,b cell,b cell,0,0,0,0
254,254,254,254,254,1,Lung,0.75,"CLDN1,GENE73,S100A2,GENE33,KRT15,KRT5,FHL2,DST,KRT17,PERP,GENE48,GENE77,GENE6,GENE49,GENE14,ITGA2,KRT19",Basal,basal cell,CL:0000646,Basal cells,CL:0000646,epithelial cells,CL:0000066,Basal Cells,Basal cells,CL:0000646,CL:0000646,basal cell,basal cell,basal cell,epithelial cell,0,0,0,17
255,255,255,255,255,1,Lung,0.75,"GENE45,CSF3R,GENE21,S100A9,S100A8,CTSS,METTL9,GENE36,GENE79,CD99,GENE28,VCAN,S100A12,GENE6,GENE38,FCN1,CD300E",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,Neutrophils,CL:0000775,neutrophils,CL:0000775,Neutrophils,Neutrophils,CL:0000775,CL:0000775,neutrophil,neutrophil,neutrophil,neutrophil,-1,-1,-1,-1
256,256,256,256,256,1,Lung,0.75,"CD2,MALAT1,GENE82,GENE52,BCL11B,GENE72,CD6,GENE24,GENE86,CAMK4,LEF1,TRAT1,IL7R,ITK,MAL,GENE28,GENE4",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,T cells,CL:0000084,T cells,CL:0000084,T cells,T cells,CL:0000084,CL:0000084,t cell,t cell,t cell,t cell,3,3,3,3
257,257,257,257,257,1,Lung,0.75,"GENE82,GENE47,GENE9,GENE36,GENE72,C20orf85,DNAH6,FAM92B,GENE29,RSPH1,CCDC170,CAPS,ZMYND10,GENE74,CDHR3,SNTN,FANK1",Ciliated,ciliated cell,CL:0000064,Fibroblasts,CL:0000057,B cells,CL:0000236,Natural Killer Cells,Fibroblasts,CL:0000623,CL:0000057,natural killer cell,fibroblast,fibroblast,b cell,-1,-1,-1,-1
258,258,258,258,258,1,Lung,0.75,"FCGR2B,HLA-DMB,GENE21,GENE7,HLA-DQA1,CLEC10A,CSF2RA,GENE87,GPR183,FPR3,HLA-DPB1,RGS1,GENE48,GENE28,GENE49,GENE20,MS4A6A",Dendritic,dendritic cell,CL:0000451,Dendritic cells,CL:0000451,antigen presenting cells,CL:0000145,Dendritic Cells,B cells,CL:0000451,CL:0000236,dendritic cell,b cell,dendritic cell,professional antigen presenting cell,0,-1,0,1
259,259,259,259,259,1,Lung,0.75,"GENE7,C1S,LUM,ABLIM1,CFD,C3,C1R,GENE27,GENE37,FBLN1,DCN,GENE84,GENE77,GENE43,SLIT2,GENE16,ADH1B",Fibroblast,fibroblast,CL:0000057,Fibroblasts,CL:0000057,endothelial cells,CL:0000115,Fibroblasts,Fibroblasts,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,endothelial cell,0,0,0,-1
260,260,260,260,260,1,Lung,0.75,"TFF3,GENE19,TFPI,GENE30,GENE35,CCL21,GENE80,IGFBP7,MMRN1,PKHD1L1,PROX1,GENE32,PPFIBP1,GENE85,GENE49,TIMP3,TBX1",Lymphatic,,,Goblet Cells,CL:0000160,Clara cells,CL:0000158,Alveolar macrophages and B cells,Mucous cells,CL:0000583,CL:0000319,alveolar macrophage,mucus secreting cell,goblet cell,club cell,-1,-1,-1,-1
261,261,261,261,261,1,Lung,0.75,"GENE1,APOC1,C1QB,GENE79,GENE59,GENE67,C1QA,VSIG4,SLCO2B1,GENE18,GENE92,ACP5,ITGAX,GENE28,GPD1,MARCO,OLR1",Macrophage,macrophage,CL:0000235,Alveolar Macrophages,CL:0000583,Macrophages,CL:0000235,Macrophages,Alveolar macrophages,CL:0000235,CL:0000583,macrophage,alveolar macrophage,alveolar macrophage,macrophage,0,-1,-1,0
262,262,262,262,262,1,Lung,0.75,"GENE75,KLRF1,GNLY,GZMB,GENE8,GENE35,GENE5,FCGR3A,NKG7,PYHIN1,GENE43,KLRD1,SPON2,GENE97,GENE31,PRF1,CD247",Natural Killer,natural killer cell,CL:0000623,Cytotoxic T Cells,CL:0000910,Cytotoxic T cells,CL:0000910,Natural killer cells,Natural killer cells,CL:0000623,CL:0000623,natural killer cell,natural killer cell,cytotoxic t cell,cytotoxic t cell,0,0,-1,-1
263,263,263,263,263,1,Lung,0.75,"PRDX4,MANF,GENE94,SSR4,GENE8,XBP1,POU2AF1,TNFRSF17,GENE93,GENE98,GENE61,HSP90B1,GENE34,GENE2,MZB1,DERL3,SEC11C",Plasma,plasma cell,CL:0000786,Plasmacytoid Dendritic Cells,CL:0000784,Surfactant-producing cells,CL:0000157,Plasma cells,Plasma cells,CL:0000786,CL:0000786,plasma cell,plasma cell,plasmacytoid dendritic cell,surfactant secreting cell,0,0,-1,-1
264,264,264,264,264,1,Lung,0.75,"GENE58,GENE15,SFTPA2,GENE27,SLC34A2,GENE25,SFTPC,LAMP3,ABCA3,GENE11,GENE87,GENE91,SFTPA1,SFTPD,SFTPB,NAPSA,LPCAT1",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,Type II Alveolar Cells,CL:0002063,Type II alveolar cells,CL:0002063,Type II pneumocytes,Alveolar Type II cells,CL:0002063,CL:0002063,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,0,0,0,0
265,265,265,265,265,1,Lung,0.75,"KIT,GENE65,VWA5A,GENE15,CPA3,HPGDS,GRAP2,GENE79,HDC,GENE12,CD44,GENE60,MS4A2,GENE76,TPSAB1,GATA2,GENE83",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",Mast Cells,CL:0000097,Mast cells,CL:0000097,Mast cells,Mast cells,CL:0000097,CL:0000097,mast cell,mast cell,mast cell,mast cell,-1,-1,-1,-1
266,266,266,266,266,1,Lung,0.75,"LILRB2,GENE57,GENE35,GENE37,COTL1,RPS19,LST1,AIF1,FCGR3A,GENE46,GENE42,SAT1,RHOC,GENE81,GENE43,FCN1,IFITM2",CD16+ Monocyte,,,Monocytes,CL:0000576,Dendritic cells,CL:0000451,Monocytes,Myeloid cells,CL:0000576,CL:0000763,monocyte,myeloid cell,monocyte,dendritic cell,-1,-1,-1,-1
267,267,267,267,267,1,Lung,0.75,"GENE82,GENE9,GENE63,CDC42EP1,GENE66,GENE89,NOSTRIN,PODXL,CDH5,RAMP3,BTNL9,GENE96,CD81,GENE74,FCN3,EPAS1,FLNB",Capillary,,,Fibroblasts,CL:0000057,Natural killer cells,CL:0000623,Fibroblasts,Fibroblasts,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,natural killer cell,-1,-1,-1,-1
268,268,268,268,268,1,Lung,0.75,"CD3D,GZMH,CD3G,GENE90,CD8B,GENE18,GENE5,GENE92,CCL5,RPL34,NKG7,CD8A,GZMA,RPS27,GENE85,GENE77,GENE75",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,Cytotoxic T Cells,CL:0000910,CD8+ T cells,CL:0000625,T cells,Cytotoxic T cells,CL:0000084,CL:0000910,t cell,cytotoxic t cell,cytotoxic t cell,"CD8-positive, alpha-beta T cell",3,-1,-1,0
269,269,269,269,269,1,Lung,0.75,"GENE26,GENE94,SCGB3A2,DSTN,CYB5A,GENE86,CEACAM6,GENE87,GENE95,GENE56,PIGR,GENE23,CTSE,SFTPB,WFDC2,C16orf89,KIAA1324",Club,club cell,CL:0000158,Club Cells,CL:0000158,Club cells,CL:0000158,Club cells,Club cells,CL:0000158,CL:0000158,club cell,club cell,club cell,club cell,0,0,0,0
270,270,270,270,270,1,Lung,0.75,"GENE13,GENE100,CALD1,ASPN,COL6A3,POSTN,LTBP1,BGN,GENE57,GENE32,COL3A1,COL1A1,COL1A2,GENE71,GENE49,GENE99,ITGBL1",Myofibroblast,myofibroblast cell,CL:0000186,Fibroblast,CL:0000057,Inflammatory Cells,CL:0009002,Myofibroblasts,Fibroblasts,CL:0000186,CL:0000057,myofibroblast cell,fibroblast,fibroblast,inflammatory cell,0,-1,-1,-1
271,271,271,271,271,1,Lung,0.75,"GENE39,PTPRE,GZMB,IRF7,GENE35,TYROBP,GENE33,GENE24,GENE12,PLD4,NPC2,PPP1R14B,IL3RA,GENE76,IRF4,SEC61B,GENE16",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,NK/T cell,CL:0000814,Natural Killer Cells,CL:0000623,Macrophages,Natural Killer Cells,CL:0000235,CL:0000623,macrophage,natural killer cell,mature NK T cell,natural killer cell,-1,-1,-1,-1
272,272,272,272,272,1,Lung,0.75,"TPX2,BIRC5,GENE19,GENE62,NUSAP1,STMN1,GENE66,GENE90,UBE2C,TYMS,GENE10,ANLN,KPNA2,CDK1,GENE48,H2AFZ,GENE64",Proliferating Macrophage,,,Proliferating Cell,CL:4033068,Proliferating Cells,CL:4033068,Proliferating cells,Cancer Cells,CL:4033068,CL:0001064,cycling B cell,malignant cell,cycling B cell,cycling B cell,-1,-1,-1,-1
273,273,273,273,273,1,Lung,0.75,"GENE45,BIRC5,GENE62,NUSAP1,KIF2C,SMC4,UBE2C,GENE25,GENE14,H2AFV,AURKB,GENE96,GENE77,GENE38,CENPF,HMGB2,TOP2A",Proliferating NK/T,,,Proliferating Cell,CL:4033068,Proliferating Cells,CL:4033068,Proliferating cells,Cancer Cells,CL:4033068,CL:0001064,cycling B cell,malignant cell,cycling B cell,cycling B cell,-1,-1,-1,-1
274,274,274,274,274,1,Lung,0.75,"GENE100,GENE73,POSTN,GENE98,GENE33,GENE69,VWF,COL15A1,ZNF385D,ENPP2,PLVAP,EMCN,GENE49,INHBB,SPARCL1,SPRY1,GENE83",Bronchial Vessel,,,Fibroblast,CL:0000057,Fibroblasts,CL:0000057,Myofibroblasts,Fibroblasts,CL:0000186,CL:0000057,myofibroblast cell,fibroblast,fibroblast,fibroblast,-1,-1,-1,-1
275,275,275,275,275,1,Lung,0.75,"BPIFB1,GENE40,GENE69,SAA1,SCGB1A1,RARRES1,MSMB,GENE60,GENE56,GENE12,SCGB3A1,GENE43,SLPI,LCN2,GENE31,WFDC2,MUC5B",Mucous,,,Club Cell,CL:0000158,Club Cells,CL:0000158,Secretory cells,Club Cells,CL:0000151,CL:0000158,secretory cell,club cell,club cell,club cell,-1,-1,-1,-1
276,276,276,276,276,1,Lung,0.75,"PTPRB,GENE82,GENE45,GENE52,GENE98,PRSS23,GENE34,TGM2,GENE5,VWF,LIFR,SELP,PLA1A,CPE,GENE49,SRPX,SLCO2A1",Vein,,,Alveolar Cell Type 2,CL:0002063,Fibroblasts,CL:0000057,Unknown Cell Type,Endothelial Cells,CL:0000169,CL:0000115,type B pancreatic cell,endothelial cell,pulmonary alveolar type 2 cell,fibroblast,-1,-1,-1,-1
277,277,277,277,277,1,Lung,0.75,"CHN1,CALD1,COL4A2,GENE19,GENE8,GENE67,NID1,COL4A1,LAMB1,GENE5,GENE11,COX4I2,GENE10,GENE17,TACC1,PDGFRB,LAMC3",Pericyte,pericyte,CL:0000669,Mesenchymal Cell,CL:0008019,Epithelial Cells,CL:0000066,Vascular smooth muscle cells,Smooth Muscle Cells,CL:0000359,CL:0000192,vascular associated smooth muscle cell,smooth muscle cell,mesenchymal cell,epithelial cell,-1,-1,11,10
278,278,278,278,278,1,Lung,0.75,"GENE94,CALD1,TPM2,PLN,GENE7,GENE63,GENE67,DSTN,GENE56,CSRP1,GENE83,ACTA2,GENE74,CNN1,DES,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,Fibroblast/Cardiac Muscle Cell,CL:0000746,Cardiomyocytes,CL:0002495,Smooth muscle cells,Smooth Muscle Cells,CL:0000192,CL:0000192,smooth muscle cell,smooth muscle cell,cardiac muscle cell,fetal cardiomyocyte,0,0,-1,-1
279,279,279,279,279,1,Lung,0.75,"PTPRB,DKK2,HEY1,GENE7,GENE89,GENE20,GENE37,GJA5,FBLN5,SEMA3G,EFNB2,GENE48,BMX,GENE6,EPAS1,GENE23,ARGLU1",Artery,,,Mesenchymal Cell,CL:0008019,Mesenchymal Stem Cells,CL:0000134,Endothelial cells,Endothelial Cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,mesenchymal cell,mesenchymal stem cell,-1,-1,-1,-1
280,280,280,280,280,1,Lung,0.75,"GENE55,GENE94,HPGD,CYP3A5,CLDN5,GENE78,GENE27,GENE68,APP,STXBP6,TBX2,EMCN,GENE2,SOSTDC1,GENE53,ESAM,EDNRB",Capillary Aerocyte,,,Endothelial cells,CL:0000115,Epithelial Cells,CL:0000066,"Endothelial Cells, Smooth Muscle Cells",Alveolar epithelial cells,CL:0000192,CL:0000322,smooth muscle cell,pulmonary alveolar epithelial cell,endothelial cell,epithelial cell,-1,-1,-1,-1
281,281,281,281,281,1,Lung,0.75,"GENE45,GENE19,GENE52,GENE30,IPO7,SH3BP5,RALA,GALNT18,GENE25,GENE18,SRSF11,PECAM1,ACVRL1,EPAS1,VAT1,GENE31,WWTR1",Capillary Intermediate,,,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,"Fibroblasts, Epithelial Cells",Lung fibroblasts,CL:0000066,CL:0002553,epithelial cell,fibroblast of lung,fibroblast,fibroblast,-1,-1,-1,-1
282,282,282,282,282,1,Lung,0.75,"C7,GENE21,GENE15,FGF7,C3,WT1,MEDAG,STEAP1,OSR1,CCDC71L,GENE18,GENE33,CPXM1,GENE92,GENE80,HAS1,GENE83",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,Mesothelial cells,CL:0000077,Immune Cells,CL:0000738,"Stromal Cells, Epithelial Cells",Mesenchymal cells,CL:1001573,CL:0008019,nasopharyngeal epithelial cell,mesenchymal cell,mesothelial cell,leukocyte,-1,8,7,-1
283,283,283,283,283,1,Lung,0.75,"ALDH1A3,GENE9,GENE47,PRG4,GALNT9,C3,DSC3,ITLN1,MGARP,WT1,DMKN,GENE56,GENE37,GENE92,GENE76,SLPI,GENE16",Mesothelial,mesothelial cell,CL:0000077,Myofibroblasts,CL:0000186,Endothelial Cells,CL:0000115,"Fibroblasts, Epithelial Cells",Fibroblasts,CL:0000066,CL:0000057,epithelial cell,fibroblast,myofibroblast cell,endothelial cell,2,-1,-1,-1
284,284,284,284,284,1,Lung,0.75,"CMTM5,GENE47,TUBB1,GENE79,GENE72,GRAP2,ITGA2B,GENE37,GENE87,CABP5,GENE91,PF4,GENE38,ACRBP,GP6,TMEM40,GP9",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",Platelets,CL:0000233,Adipocytes,CL:0000136,"Endothelial Cells, Macrophages",Endothelial cells,CL:1001572,CL:0000115,colon endothelial cell,endothelial cell,platelet,adipocyte,-1,-1,-1,-1
285,285,285,285,285,1,Lung,0.75,"CD2,GNLY,CTSW,S100A6,GENE3,GENE72,GENE40,GENE57,GENE56,GENE29,CCL5,CEBPB,CXCR4,GENE43,CD7,LGALS1,ZFP36L2",Natural Killer T,,,T cells,CL:0000084,Macrophages,CL:0000235,"T Cells, Natural Killer Cells",T cells,CL:0000623,CL:0000084,natural killer cell,t cell,t cell,macrophage,-1,-1,-1,-1
286,286,286,286,286,1,Lung,0.75,"CLU,GENE47,CST5,GENE3,MET,GENE56,FAM150A,HSPB3,RAMP1,CSRP1,IGF1,SCX,GENE84,GENE48,GENE2,CNN1,GENE77",Fibromyocyte,,,Hepatocytes,CL:0000182,Alveolar Cells,CL:0000583,"Macrophages, Neutrophils",Epithelial cells,CL:0000775,CL:0000066,neutrophil,epithelial cell,hepatocyte,alveolar macrophage,-1,-1,-1,-1
287,287,287,287,287,1,Lung,0.75,"CXCL17,S100P,PSCA,COX5A,GENE99,TXN,GENE52,AGR2,GENE12,GENE88,GENE49,GENE2,FAM3D,GABRP,CLIC1,GENE31,WFDC2",Goblet,goblet cell,CL:0000160,Mucous cells,CL:0000319,Pulmonary Epithelial Cells,CL:0000322,"Epithelial Cells, Dendritic Cells",Secretory epithelial cells,CL:1001573,CL:4030006,nasopharyngeal epithelial cell,fallopian tube secretory epithelial cell,mucus secreting cell,pulmonary alveolar epithelial cell,-1,-1,-1,-1
288,288,288,288,288,1,Lung,0.75,"TFF3,TMPRSS11E,GENE58,PHGR1,BSND,GENE66,GENE15,GENE51,GENE56,FOXI1,HEPACAM2,ATP6V1B1,GENE84,STAC2,GENE91,MFSD6L,ASCL3",Ionocyte,ionocyte,CL:0005006,Club cells,CL:0000158,Secretory Cells,CL:0000151,"Goblet Cells, Epithelial Cells",Mucous gland cells,CL:0002370,CL:0002181,respiratory goblet cell,mucous neck cell of gastric gland,club cell,secretory cell,-1,-1,-1,-1
289,289,289,289,289,1,Lung,0.75,"GENE45,GENE100,GENE65,GENE8,PCSK1N,EGR1,GENE36,FAM46A,PRDX2,CHGA,GENE51,GENE79,SEC11C,SCGN,CPE,BEX1,NENF",Neuroendocrine,neuroendocrine cell,CL:0000165,Fibroblasts,CL:0000057,Type II Alveolar Cells,CL:0002063,"Fibroblasts, Epithelial Cells",Nerve cells,CL:0000066,CL:0000540,epithelial cell,neuron,fibroblast,pulmonary alveolar type 2 cell,3,2,-1,-1
290,290,290,290,290,1,Lung,0.75,"TCN1,GENE39,LPO,PHB,LYZ,GENE47,GENE68,GENE53,TESC,ZG16B,GENE91,GENE76,PRR4,PRB3,PRH2,GENE23,PRB4",Serous,serous secreting cell,CL:0000313,"Neutrophils, Macrophages",CL:0000235,Alveolar macrophages,CL:0000583,"Club Cells, Type II Pneumocytes",Alveolar epithelial type II cells,CL:4040003,CL:0002063,fetal pre-type II pulmonary alveolar epithelial cell,pulmonary alveolar type 2 cell,macrophage,alveolar macrophage,-1,-1,-1,-1
291,291,291,291,291,1,Lung,0.75,"GENE63,C1QB,LYZ,GENE59,GENE35,FCER1G,GENE68,C1QA,LAPTM5,GENE24,AIF1,GENE71,GENE38,C1QC,HLA-DRB1,CTSZ,CTSL",Macrophages,macrophage,CL:0000235,"Macrophages, Dendritic Cells",CL:0000451,Monocytes/macrophages,CL:0000235,Alveolar Macrophages,Macrophages,CL:0000583,CL:0000235,alveolar macrophage,macrophage,dendritic cell,macrophage,-1,0,4,0
292,292,292,292,292,1,Lung,0.75,"GENE82,GENE94,GENE62,GNLY,GZMB,CTSW,GENE86,CST7,GENE11,CD7,CCL5,NKG7,GZMA,GENE43,CCL4,PRF1,GENE59",Innate lymphoid cell NK,natural killer cell,CL:0000623,Natural Killer Cells,CL:0000623,Cytotoxic T cells,CL:0000910,"Cytotoxic T cells, Natural Killer cells",Cytotoxic T cells,CL:0000623,CL:0000910,natural killer cell,cytotoxic t cell,natural killer cell,cytotoxic t cell,0,-1,0,-1
293,293,293,293,293,1,Lung,0.75,"S100A14,GENE8,GENE78,SLC34A2,CYB5A,SLC39A8,SFTA2,GENE11,GENE84,GENE85,SFTPD,NAPSA,MUC1,GENE14,SFTA3,PEBP4,GENE55",AT2,type II pneumocyte,CL:0002063,Alveolar Type II Cells,CL:0002063,Alveolar epithelial cells,CL:0000322,Type II Pneumocytes,Alveolar epithelial type II cells,CL:0002063,CL:0002063,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,pulmonary alveolar epithelial cell,0,0,0,1
294,294,294,294,294,1,Lung,0.75,"GENE22,GENE100,GENE21,GENE52,CLEC14A,GENE61,ACKR1,MGP,RAMP3,RAMP2,GENE24,IGFBP7,VWF,GNG11,GENE74,PECAM1,SPARCL1",EC venous,vein endothelial cell,CL:0002543,Endothelial Cells,CL:0000115,Immune cells,CL:0000738,Endothelial cells,Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,leukocyte,3,3,3,-1
295,295,295,295,295,1,Lung,0.75,"CD2,GENE65,CD3D,IL32,GENE78,GENE57,GENE12,GENE56,CD69,CCL5,TRAC,GENE48,GENE77,CXCR4,CD3E,TRBC2,CORO1A",T cell lineage,T cell,CL:0000084,T Cells,CL:0000084,T cells,CL:0000084,T cells,T cells,CL:0000084,CL:0000084,t cell,t cell,t cell,t cell,0,0,0,0
296,296,296,296,296,1,Lung,0.75,"CLEC14A,TM4SF1,CLDN5,GENE78,GENE90,GENE15,GENE87,IFI27,SOX17,GENE14,A2M,CRIP2,GENE84,PECAM1,GENE75,SPARCL1,GIMAP7",EC arterial,endothelial cell of artery,CL:1000413,Endothelial Cells,CL:0000115,Endothelial cells,CL:0000115,Endothelial cells,Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,3,3,3,3
297,297,297,297,297,1,Lung,0.75,"GENE39,CALD1,LUM,C1S,GENE36,GENE62,BGN,MGP,GENE37,IGFBP7,GENE60,GENE5,COL6A1,DCN,COL1A2,SPARC,GENE20",Fibroblasts,fibroblast,CL:0000057,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,Fibroblasts,Fibroblasts,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,fibroblast,0,0,0,0
298,298,298,298,298,1,Lung,0.75,"GENE72,AGER,EMP2,GENE89,FXYD3,SFTA2,GENE69,CEACAM6,GENE56,GENE95,GENE84,GENE42,ADIRF,CAV1,KRT7,HOPX,TSPAN13",AT1,type I pneumocyte,CL:0002062,Alveolar Type I Cells,CL:0002062,Type II pneumocytes,CL:0002063,Type I Pneumocytes,Alveolar epithelial type II cells,CL:0002062,CL:0002063,pulmonary alveolar type 1 cell,pulmonary alveolar type 2 cell,pulmonary alveolar type 1 cell,pulmonary alveolar type 2 cell,0,-1,0,-1
299,299,299,299,299,1,Lung,0.75,"RP11-356K23.1,C12orf75,GENE79,GSTA1,CD24,GENE89,FAM229B,TMEM231,GENE12,RP11-295M3.4,GENE56,C11orf97,GENE49,C5orf49,SNTN,GENE23,GENE73",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,"Hepatocytes, Kupffer Cells",CL:0000091,Lysozyme positive cells,CL:0000323,Type I Pneumocytes,B cells,CL:0002062,CL:0000236,pulmonary alveolar type 1 cell,b cell,Kupffer cell,lysozyme secreting cell,-1,-1,-1,-1
300,300,300,300,300,1,Lung,0.75,"LTB,MS4A1,GENE35,GENE79,IGHA1,GENE68,IGLC2,CD79A,GENE87,TSC22D3,GENE84,IGKC,GENE46,GENE64,CORO1A,CD37,ISG20",B cell lineage,B cell,CL:0000236,B cells,CL:0000236,B cells,CL:0000236,B Cells,B cells,CL:0000236,CL:0000236,b cell,b cell,b cell,b cell,0,0,0,0
301,301,301,301,301,1,Lung,0.75,"CXCL17,GENE47,KRT7,GENE98,BPIFB1,GENE10,CEACAM6,TACSTD2,GENE12,GENE32,GENE4,PIGR,MUC1,WFDC2,CP,GENE51,KRT19",Secretory,secretory cell,CL:0000151,Epithelial cells,CL:0000066,Type II alveolar cells,CL:0002063,Epithelial Cells,Club cells,CL:0000066,CL:0000158,epithelial cell,club cell,epithelial cell,pulmonary alveolar type 2 cell,12,-1,12,-1
302,302,302,302,302,1,Lung,0.75,"CD14,GENE30,S100A9,S100A8,FCER1G,GENE27,GENE37,GENE69,COTL1,GENE80,LST1,AIF1,GENE91,VCAN,S100A12,FCN1,GENE53",Monocytes,monocyte,CL:0000576,Monocytes,CL:0000576,Monocytes/macrophages,CL:0000235,Monocytes,Monocytes,CL:0000576,CL:0000576,monocyte,monocyte,monocyte,macrophage,0,0,0,2
303,303,303,303,303,1,Lung,0.75,"TCN1,GENE75,GENE58,SELM,MARCKSL1,GENE61,GENE93,GENE44,LTF,GENE32,ZG16B,PIP,PIGR,CCL28,GENE31,SEC11C,AZGP1",Submucosal Secretory,,,Mast cells,CL:0000097,Fibroblasts,CL:0000057,Erythroblasts,Epithelial cells,CL:0000765,CL:0000066,erythroblast,epithelial cell,mast cell,fibroblast,-1,-1,-1,-1
304,304,304,304,304,1,Lung,0.75,"GENE99,CLEC14A,TM4SF1,CLDN5,AQP1,GENE66,CDH5,GENE18,GENE34,IFI27,GENE91,PECAM1,GENE75,SPARCL1,EGFL7,HYAL2,GENE31",EC capillary,capillary endothelial cell,CL:0002144,Endothelial cells,CL:0000115,Endothelial cells,CL:0000115,Endothelial Cells,Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,2,2,2,2
305,305,305,305,305,1,Lung,0.75,"SDPR,GENE62,GENE79,TM4SF1,CLDN5,CCL21,RAMP2,ECSCR,GENE24,GENE11,IGFBP7,MMRN1,GNG11,GENE5,PPFIBP1,GENE46,GENE97",Lymphatic EC mature,,,Endothelial cells,CL:0000115,Dendritic cells,CL:0000451,Fibroblasts,Endothelial cells,CL:0000057,CL:0000115,fibroblast,endothelial cell,endothelial cell,dendritic cell,-1,-1,-1,-1
306,306,306,306,306,1,Lung,0.75,"TFF3,SDPR,AKAP12,GENE9,GENE47,GENE8,CLDN5,TCF4,GENE36,CCL21,IGFBP7,GENE5,GNG11,TIMP3,GENE75,TFPI,GENE83",Lymphatic EC differentiating,,,Mesothelial cells,CL:0000077,Goblet cells,CL:0000160,Epithelial Cells,Fibroblasts,CL:0000066,CL:0000057,epithelial cell,fibroblast,mesothelial cell,goblet cell,-1,-1,-1,-1
